source_key,target_key,ref_type
martinezfernandez_j:2009,gupta_a:2006,further_ref
martinezguzman:1991,tymieniecka:1991d,depends_on
martinezmanrique-garciaencinas:2025,garciaencinas-martinezmanrique:2025,depends_on
martinezmanrique:2015,garciaencinas-martinezmanrique:2025,depends_on
martinezvidal-rivasdecastro:2020,falguera_jl-martinezvidal:2020,depends_on
martinezvidal:2000,childers_t:2000,depends_on
martinezvidal:2008,fine_k:2005,further_ref
martini_c-sprenger:2018,boyerkassem_t-etal:2018,depends_on
martini_c:2011,deregt_hw-etal:2011,depends_on
martini_c:2012,thorn-schurz:2012,further_ref
martini_c:2020,fricker_m-etal:2020,depends_on
martinich:1990,martinich:1985,further_ref
martinich:1991,martinich-white:1991,depends_on
martinich:1991a,burkhardt_h-smith:1991a,depends_on
martinich:1991b,burkhardt_h-smith:1991a,depends_on
martinich:1996,martinich:1985,further_ref
martinich:2001,martinich-sosa:2001,depends_on
martinich:2001a,martinich-sosa:2001,depends_on
martinich:2002,grewendorf-meggle:2002,depends_on
martinkova:2015,mcnamee_m-morgan:2015,depends_on
martinloef:1970a,kino-etal:1970,depends_on
martinloef:1971,fenstad:1971,depends_on
martinloef:1971a,fenstad:1971,depends_on
martinloef:1973,suppes-etal:1973,depends_on
martinloef:1975,kanger:1975,depends_on
martinloef:1975a,rose_he-shepherdson:1975,depends_on
martinloef:1982,cohen_lj-etal:1982,depends_on
martinloef:1994,parrini:1994,depends_on
martinloef:1995,depaulischimanovich-etal:1995,depends_on
martinloef:1998,dales_hg-oliveri:1998,depends_on
martinloef:2009,lindstroem_s-etal:2009,depends_on
martinloef:2020,sedlar-blicha:2020,depends_on
martino_aa-etal:1984,peczenik-etal:1984,depends_on
martino_aa:1997,garzonvaldes-etal:1997,depends_on
martino_e:1982,troelstra-vandalen:1982,depends_on
martinrojo:2016,garcia_o-etal:2016,depends_on
martins_jp-shapiro:1983,bundy_a:1983,depends_on
martins_jp:1991,fuhrmann_a-morreau:1991,depends_on
martinson:2001,vihalemm:2001,depends_on
martioliet-meseguer:1994,gabbay_dm:1994,depends_on
martioliet-meseguer:2002,gabbay_dm-guenther:2002d,depends_on
martorellivico:1997,tymieniecka:1997,depends_on
martorellivico:2002,tymieniecka:2002,depends_on
marty_a:1884,marty_a:1918,further_ref
marty_a:1884a,marty_a:1916b,further_ref
marty_a:1884b,marty_a:1916b,further_ref
marty_a:1886,marty_a:1916b,further_ref
marty_a:1886a,marty_a:1916a,depends_on
marty_a:1886b,marty_a:1916a,depends_on
marty_a:1889,marty_a:1916b,further_ref
marty_a:1890,marty_a:1916b,further_ref
marty_a:1891,marty_a:1916b,further_ref
marty_a:1892,marty_a:1916b,further_ref
marty_a:1892a,marty_a:1916a,depends_on
marty_a:1893,marty_a:1920,further_ref
marty_a:1893a,marty_a:1916b,further_ref
marty_a:1894,marty_a:1918,further_ref
marty_a:1895,marty_a:1918,further_ref
marty_a:1896,marty_a:1920,depends_on
marty_a:1896a,marty_a:1916a,depends_on
marty_a:1897,marty_a:1918,further_ref
marty_a:1897a,marty_a:1918,further_ref
marty_a:1904,marty_a:2011,further_ref
marty_a:1905,marty_a:1920,further_ref
marty_a:1908a,marty_a:1920,further_ref
marty_a:1909,marty_a:1916a,further_ref
marty_a:1909a,marty_a:1916a,depends_on
marty_a:1910a,marty_a:1920,further_ref
marty_a:1916c,marty_a:1884a,further_ref
marty_a:1916c,marty_a:1886,further_ref
marty_a:1916c,marty_a:1889,further_ref
marty_a:1916c,marty_a:1890,further_ref
marty_a:1916c,marty_a:1891,further_ref
marty_a:1916c,marty_a:1892,further_ref
marty_a:1916c,marty_a:1916b,depends_on
marty_a:1916d,brentano:1902,further_ref
marty_a:1916d,marty_a:1916a,depends_on
marty_a:1916e,marty_a:1916a,depends_on
marty_a:1916f,marty_a:1916a,depends_on
marty_a:1918a,marty_a:1884,further_ref
marty_a:1918a,marty_a:1894,further_ref
marty_a:1918a,marty_a:1895,further_ref
marty_a:1918a,marty_a:1918,depends_on
marty_a:1920a,marty_a:1920,depends_on
marty_a:1920b,marty_a:1920,depends_on
marty_a:1920c,marty_a:1920,depends_on
marty_a:1920d,marty_a:1920,depends_on
marty_a:1920e,marty_a:1920,depends_on
marty_a:2011,marty_a:1904,further_ref
marty_f:1995,robinson_hok:1995b,depends_on
marty_f:1998,parret:1998,depends_on
marty_f:2000,bourgeois_b-havet:2000,depends_on
marty_f:2008,rohden-etal:2008,depends_on
marty_r:1992,lehmann_f:1992,depends_on
marubini_e:1990,cooke_rm-costantini:1990,depends_on
marujao:2007,stolzenberg_j-rudolph:2007a,depends_on
marusic_b-white:2023,phil-perspectives:2023,depends_on
marusic_b:2020,shaferlandau:2020,depends_on
marvin_wt:1911,dewaal_c:2001,further_ref
marvin_wt:1912,dewaal_c:2001a,further_ref
marvin_wt:1912a,holt_eb-etal:1912,depends_on
marwede_f:2018a,waibel_vl-etal:2018c,depends_on
marx_k-engels:1845,marx_k-engels:1958,depends_on
marx_k-engels:1845a,marx_k-engels:1957,depends_on
marx_k-engels:1848,marx_k-engels:1959,further_ref
marx_k-engels:1865,marx_k-engels:1962,depends_on
marx_k-engels:1865,marx_k:1898,further_ref
marx_k-engels:1956,marx_k-engels:2017,further_ref
marx_k-engels:1957,marx_k-engels:1990,further_ref
marx_k-engels:1958,marx_k-engels:1990a,further_ref
marx_k-engels:1959,marx_k-engels:1990b,further_ref
marx_k-engels:1959a,marx_k-engels:2009,further_ref
marx_k-engels:1959b,marx_k-engels:1999,further_ref
marx_k-engels:1960,marx_k-engels:1990c,further_ref
marx_k-engels:1960a,marx_k-engels:2009a,further_ref
marx_k-engels:1961,marx_k-engels:1985,further_ref
marx_k-engels:1961a,marx_k-engels:1991,further_ref
marx_k-engels:1961b,marx_k-engels:1984,further_ref
marx_k-engels:1961c,marx_k-engels:2017a,further_ref
marx_k-engels:1961d,marx_k-engels:2015,further_ref
marx_k-engels:1961e,marx_k-engels:1987,further_ref
marx_k-engels:1961f,marx_k-engels:1985a,further_ref
marx_k-engels:1962a,marx_k-engels:1989,further_ref
marx_k-engels:1962b,marx_k-engels:1999a,further_ref
marx_k-engels:1962c,marx_k-engels:1989a,further_ref
marx_k-engels:1962d,marx_k-engels:1987a,further_ref
marx_k-engels:1962e,marx_k-engels:1990d,further_ref
marx_k-engels:1962f,marx_k-engels:1984a,further_ref
marx_k-engels:1963a,marx_k-engels:1990e,further_ref
marx_k:1839,marx_k-engels:1968a,depends_on
marx_k:1841,marx_k-engels:1968a,further_ref
marx_k:1843,marx_k-engels:1956,depends_on
marx_k:1843a,marx_k-engels:1956,depends_on
marx_k:1844,marx_k-engels:1968a,depends_on
marx_k:1845,marx_k-engels:1958,depends_on
marx_k:1845,marx_k:1888,further_ref
marx_k:1847,marx_k-engels:1959,further_ref
marx_k:1852,marx_k-engels:1960a,further_ref
marx_k:1859,marx_k-engels:1961d,further_ref
marx_k:1867,marx_k-engels:1962,further_ref
marx_k:1875,marx_k-engels:1962c,depends_on
marx_k:1875,marx_k:1891,further_ref
marx_k:1885,marx_k-engels:1963,further_ref
marx_k:1894,marx_k-engels:1964,further_ref
marx_k:1894a,marx_k-engels:1964,further_ref
marx_m-etal:1996a,marx_m-etal:1996,depends_on
marx_m:1996a,marx_m-etal:1996,depends_on
marx_m:1999,burger_jd-etal:1998,further_ref
marx_m:1999b,socherambrosius-johann:1997,further_ref
marx_m:2007,blackburn_p-etal:2007,depends_on
marx_w:1969,fabro:1969,depends_on
marx_w:1972,marx_w:2015,further_ref
marx_w:1977,henrich_d:1977,depends_on
marx_w:1977a,prauss:1974,further_ref
marx_w:1983,henrich_d:1983,depends_on
marx_w:2015,marx_w:1972,further_ref
marx_wo:1977,henrich_d:1977,depends_on
masai_f:1976,margolin:1976,depends_on
masala_al-webber:2016a,masala_al-webber:2016,depends_on
masala_al:2016,masala_al-webber:2016,depends_on
masato:1992,dale_r-etal:1992,depends_on
mascarenhasdantes-etal:2011,krause_d-videira:2011,depends_on
mascolo_m-etal:2003,davidson_rj-etal:2003,depends_on
maser:1988,vardi:1988,depends_on
maskin:1987,feiwel:1987,depends_on
maskit_j:2014,drenthen-keulartz:2014,depends_on
maslen_c-etal:2009,beebee-etal:2009,depends_on
maslen_c:2004,collins_jod-etal:2004,depends_on
maslen_c:2016,turri-klein:2014,further_ref
maslen_c:2017,beebee-etal:2017,depends_on
maslen_h-roache:2016,edmonds_d:2016,depends_on
maslen_h:2016,edmonds_d:2016,depends_on
maslen_h:2016a,jotterand_f-dubljevic:2016,depends_on
maso_i:1983,tymieniecka-schrag:1983,depends_on
maso_i:1983a,tymieniecka-schrag:1983,depends_on
maso_i:1987,tymieniecka:1987,depends_on
maso_i:2007,tymieniecka:2007,depends_on
maso_s:2020,arenson:2020,depends_on
mason_as:1992,milligan_d-wattsmiller:1992,depends_on
mason_as:2007,cairns_d-etal:2007,depends_on
mason_as:2009,dillon_jm-brisson:2009,depends_on
mason_as:2014,warren_j-sheffield:2014,depends_on
mason_as:2015,fourie-etal:2015,depends_on
mason_e-wilson:2017,robichaud_p-wieland:2017,depends_on
mason_e:2007,arpaly:2003,further_ref
mason_e:2012,timmons:2012,depends_on
mason_e:2014,eggleston-miller:2014,depends_on
mason_e:2017,timmons:2017,depends_on
mason_e:2019a,shoemaker_d:2019,depends_on
mason_fr:2001,casati_r-varzi:1999,further_ref
mason_he:1996a,mason_he:1996,depends_on
mason_ia-talcott:2002,sieg-etal:2002,depends_on
mason_ji-finelli:2006,singer_p:2006,depends_on
mason_k-etal:2008,moran_d:2008,depends_on
mason_m:2005a,borchert:2005,depends_on
mason_m:2014,shoemaker_d-tognazmarianizini:2014,depends_on
mason_m:2017,debes-stueber:2017,depends_on
mason_re-ritchie:2021,bliss_rl-miller:2021,depends_on
mason_re:2021,khoo-sterken:2021,depends_on
mason_wa:1982,griffin_dr:1982,depends_on
maspero:2012,maspero-woszniak:2012,depends_on
maspero:2021,edwards_mj:2021,depends_on
masrour:2011,phil-issues:2011,depends_on
masrour:2013,kriegel_u:2013,depends_on
masrour:2020,kriegel_u:2020,depends_on
massa:1996,weissman:1996,depends_on
massacci:1996,clancey-weld:1996,depends_on
massacci:2000,cohn_ag-etal:2000,depends_on
massarincon:1998,tymieniecka:1998b,depends_on
massaro_dw-loftus:1996,bjork_e-bjork:1996,depends_on
masselot:2021,desantis_d-etal:2021,depends_on
massey_bo-massey:1992,earman_js:1992,depends_on
massey_d:2008,allhoff:2008,depends_on
massey_gj:1971,buck_rc-cohen:1971,depends_on
massey_gj:1978,rescher:1978,depends_on
massey_gj:1980,agazzi_ev:1980,depends_on
massey_h:2014,osbeck-held:2014,depends_on
massimi-peacock:2014,massimi:2014,depends_on
massimi-peacock:2014a,massimi:2014,depends_on
massimi-pritchard:2014,massimi:2014,depends_on
massimi:2007,french_s-krause:2006,further_ref
massimi:2008a,massimi:2008,depends_on
massimi:2009,ohear:2009a,depends_on
massimi:2011a,bokulich_a-bokulich:2011,depends_on
massimi:2012,dieks-etal:2012,depends_on
massimi:2015a,devlin_wj-bukolich:2015,depends_on
massimi:2016,couch-pfeifer:2016,depends_on
massimi:2017,massimi-breitenbach:2017,depends_on
massimi:2017a,oshea_jr:2017,depends_on
massimi:2017b,saatsi:2017,depends_on
massimi:2018,ott_wr-patton:2018,depends_on
massimi:2018a,waibel_vl-etal:2018a,depends_on
massimino:2021,chartier-vanschoelandt:2021,depends_on
massin-delibera:2014,massin-meylan:2014,depends_on
massin-haemmerli:2014,niveleau:2014,depends_on
massin:2011a,tappolet-etal:2011,depends_on
massin:2011b,laugier-alsaleh:2011,depends_on
massin:2013,svennerlind-etal:2013,depends_on
massin:2013a,fisette_d-frechette:2013,depends_on
massin:2014a,massin-meylan:2014,depends_on
massin:2015,ronnowrasmussen:2011,further_ref
massin:2015a,fulkerson_m:2014,further_ref
massin:2017,kriegel_u:2017,depends_on
massin:2017a,lauria_f-deonna:2017,depends_on
massin:2017c,corns:2017,depends_on
massin:2018a,tappolet-etal:2018,depends_on
massin:2020,bain_d-etal:2020,depends_on
massin:2022,deonna-etal:2022,depends_on
massironi-levorato:1999,albertazzi:1999,depends_on
massironi:1994,levialdi-bernadelli:1994,depends_on
masson_mej:1976,tymieniecka:1976a,depends_on
masson_mej:1992,davis_sv:1992,depends_on
masson_mej:1992,seidenberg_ms:1992,further_ref
massumi:2014,grimshaw_ma:2014,depends_on
mast_cb:1963,mcmullin_e:1963,depends_on
mast_cb:1963a,mcmullin_e:1963,depends_on
masterman:1957,mace_ca:1957,depends_on
masterman:1970,lakatos-musgrave:1970,depends_on
masterman:1980,mellor_dh:1980,depends_on
masterman:1984,holz_h-wolfgazo:1984,depends_on
masters:1977,pennock_jr-chapman:1977,depends_on
masuba:2006,tymieniecka:2006a,depends_on
masuko_ma:1997,pustejovsky:1995,further_ref
masuko_ma:2006,vonheusinger-turner:2006,depends_on
matagne:2000,bourgeois_b-havet:2000,depends_on
matarazzosuplicy:2011,gosseries-vanderborght:2011,depends_on
matczak:2018,witek_m-witczakplisiecka:2018,depends_on
mate_a:1991,boudouris_kj:1991,depends_on
matelli:2007,mirhady:2007,depends_on
mateoseco_lf:2012,maspero-woszniak:2012,depends_on
materna-duzi:2003,childers_t-majer:2003,depends_on
materna-etal:1988,buszkowski-etal:1988,depends_on
materna-sgall:1984,sgall:1984,depends_on
materna:1976,przelecki-etal:1976,depends_on
materna:1994,kolar_p-svoboda:1994,depends_on
materna:1997a,childers_t-etal:1997,depends_on
materna:1998a,childers_t:1998,depends_on
materna:1999,childers_t:1999,depends_on
materna:2000,childers_t:2000,depends_on
materna:2002,childers_t-majer:2002,depends_on
materna:2003,hintikka_j-etal:2003,depends_on
materna:2003a,rojszczak-etal:2003,depends_on
materna:2005,bilkova-behounek:2005,depends_on
materna:2007,tomala-honzik:2007,depends_on
materna:2011,pelis-puncochar:2011,depends_on
materna:2012,maclaurin_j:2012,depends_on
materna:2012a,pelis-puncochar:2012,depends_on
materna:2015,arazim-dancak:2015,depends_on
materni:2021,focquaert_f-etal:2021,depends_on
mates:1950,linsky_l:1952,further_ref
mates:1972,mates:1965,further_ref
mates:1974,heyting:1974,depends_on
mates:1979,knuuttila_s-hintikka:1986,further_ref
matessa-anderson:1999,brennan_se-etal:1999,depends_on
mateu:2005,werning-etal:2005,depends_on
mateu:2012,demonte-mcnally:2012,depends_on
mateus-etal:2002,fensel-etal:2002,depends_on
matey:2014,bennett_dj-hill:2014,depends_on
matey:2016,phil-issues:2016,depends_on
matheny_g:2006,singer_p:2006,depends_on
mather_j:1968,dewittmorette-wheeler:1968,depends_on
mather_l:2013,levinson_sa-etal:2013,depends_on
mather_m-ponzio:2016,feldmanbarrett-etal:2016,depends_on
matherne_s:2016,kind:2016,depends_on
matherne_s:2020,mcbaymerritt:2018,further_ref
matherne_s:2023,heide_d-tiffany:2023,depends_on
matheron:1993,besnier_p:1993,depends_on
mathers:1963,vincent_rh:1961,further_ref
matheson_b:2017,nagasawa_y-matheson:2017,depends_on
matheson_b:2017a,nagasawa_y-matheson:2017,depends_on
matheson_ca-caplan:2011,gracyk-kania:2011,depends_on
matheson_ca:2017,young_jo:2017,depends_on
matheson_ch:2009,martin_cb:2008,further_ref
matheson_ch:2009,meixner-newen:2009,depends_on
matheson_d:2006,stainton_r:2006a,depends_on
matheson_d:2017,bernecker-michaelian:2017,depends_on
matheson_j:2012,cullison:2012,depends_on
matheson_j:2012,cullison:2014,further_ref
matheson_j:2013,evans_i-smith:2012,further_ref
matheson_j:2014,dougherty_t-mcbrayer:2014,depends_on
matheson_j:2014a,matheson_j-vitz:2014,depends_on
matheson_j:2024,lasonenaarnio-littlejohn:2024,depends_on
mathewes:2014,bergmann_m-kain:2014,depends_on
mathews_f:2001,jamieson_d:2001,depends_on
mathews_f:2009,skrbina:2009,depends_on
mathews_f:2011,blamauer:2011,depends_on
mathews_f:2014,oppy-trakakis:2014a,depends_on
mathews_f:2020,seager:2020,depends_on
mathews_r:2001,sweet_w:2001,depends_on
mathias_ard:1974,jech_t:1974,depends_on
mathiesen_k:2005,woodruffsmith-thomasson:2005,depends_on
mathiesen_k:2006,midwest:2006,depends_on
mathiesen_tj:2011,gracyk-kania:2011,depends_on
mathieu_v:1983,henrich_d:1983,depends_on
mathieu_v:1994,parrini:1994,depends_on
mathiot:1995,proust_j-schwartz:1995,depends_on
mathisen_s:2008,hoeffe:2008,depends_on
mati_a:1991,kunzendorf:1991,depends_on
matijasevic:1971,fenstad:1971,depends_on
matijasevic:1973,suppes-etal:1973,depends_on
matijasevic:1977,butts_re-hintikka:1977,depends_on
matilal:1985,matilal-shaw:1985,depends_on
matilal:1989,krausz:1989,depends_on
matilal:1993,matilal-chakrabarti:1993,depends_on
matilal:1995,kumarsen_p-verma:1995,depends_on
matiollimachado:2018,waibel_vl-etal:2018c,depends_on
matjus:2001,vihalemm:2001,depends_on
matos_p-martins:1999,thielscher:1999,depends_on
matosdiascaldeiracabral:1990,tymieniecka:1990,depends_on
matravers_d:2001a,gaut-lopes:2001,depends_on
matravers_d:2003a,kieran-lopes:2003,depends_on
matravers_d:2003b,matravers_d:2003,depends_on
matravers_d:2003c,matravers_d:2003,depends_on
matravers_d:2005,davies_da:2004,further_ref
matravers_d:2006,kieran:2006,depends_on
matravers_d:2006a,kieran-lopes:2006,depends_on
matravers_d:2007a,stock_k:2007,depends_on
matravers_d:2008,moran_d:2008,depends_on
matravers_d:2009,davies_s-etal:2009,depends_on
matravers_d:2009a,davies_s-etal:2009,depends_on
matravers_d:2010,midwest:2010,depends_on
matravers_d:2010a,goldie_p:2010,depends_on
matravers_d:2011,schellekens-goldie:2011,depends_on
matravers_d:2011a,coplan-goldie:2011,depends_on
matravers_d:2011b,gracyk-kania:2011,depends_on
matravers_d:2012,ribeiro_ac:2012,depends_on
matravers_d:2016,dodd_ju:2016,depends_on
matravers_d:2017a,maibom_hl:2017,depends_on
matravers_d:2023,engisch_p-langkau:2023,depends_on
matravers_m-cocoru:2014,pulman_cg:2014,depends_on
matravers_m:2017,jacobs_ja-jackson:2017,depends_on
matravers_m:2019,lever-poama:2019,depends_on
matson_w:1966,feyerabend-maxwell:1966,depends_on
matson_w:1983,robb_k:1983,depends_on
matson_w:1991,martinich-white:1991,depends_on
matsuba:1996,tymieniecka:1996,depends_on
matsuba:1998,tymieniecka-matsuba:1998,depends_on
matsubara_k:2018,christian_a-etal:2018,depends_on
matsuda_k:1998,moreau_pf:1998,depends_on
matsuda_t:1998,moreau_pf:1998,depends_on
matsui:1998,carston-uchida:1997,depends_on
matsui:1999,bouquet_p-etal:1999,depends_on
matsui:1999a,cristea_d-etal:1999a,depends_on
matsui:2001,akman-etal:2001,depends_on
matsukawa_t-yokota:1987,pustejovsky-bergler:1987,depends_on
matsumoto_m:1975,fraser_jt-lawrence:1975,depends_on
matsuno_k:2002,tymieniecka:2002,depends_on
matsuno_k:2007,fagotlargeault-etal:2007,depends_on
mattauch-hepburn:2016,midwest:2016,depends_on
mattens:2008a,mattens:2008,depends_on
mattens:2010,ierna-etal:2010,depends_on
mattens:2013,meixner-sowa:2013,depends_on
mattens:2013a,radman_z:2013,depends_on
matter_ea:2007,stark_jc:2007,depends_on
matter_ea:2012,hollywood_a-beckman:2012,depends_on
mattern:1986,rorty_ao:1986,depends_on
mattes_rd-beauchamp:2000,kunzendorf-wallace:2000,depends_on
mattey:2003,olsson_ej:2003,depends_on
matthai:1998,tymieniecka:1998,depends_on
matthai:1999,tymieniecka:1999,depends_on
matthai:2000,tymieniecka:2000d,depends_on
matthen:1987a,matthen:1987,depends_on
matthen:1987b,matthen:1987,depends_on
matthen:2001,sedley:2001,depends_on
matthen:2002,ariew_a-etal:2002,depends_on
matthen:2004,clark_au:2000,further_ref
matthen:2006,macdonald_gf-papineau:2006,depends_on
matthen:2006a,campbell_ja:2002,further_ref
matthen:2008,matthen:2005,further_ref
matthen:2008a,clark_au:2008,further_ref
matthen:2008a,egan_mf:2008,further_ref
matthen:2009a,anagnostopoulos_g:2009,depends_on
matthen:2009c,bowen_ac-wildberg:2009,depends_on
matthen:2010b,nanay:2010,depends_on
matthen:2012,raftopoulos-machamer:2012,depends_on
matthen:2013,ryder_d-etal:2013,depends_on
matthen:2014,stokes_dr-etal:2014,depends_on
matthen:2014b,brogaard:2014,depends_on
matthen:2014c,lizza:2014,depends_on
matthen:2015a,matthen:2015,depends_on
matthen:2015b,matthen:2015,depends_on
matthen:2017,deroy:2017,depends_on
matthen:2017a,nanay:2017,depends_on
matthen:2018,crowther_t-maccumhaill:2018,depends_on
matthen:2018b,andrews_k-beck:2018,depends_on
matthen:2021,brown_dh-macpherson:2021,depends_on
matthen:2022,deonna-etal:2022,depends_on
matthes_eh:2016,timmons:2016,depends_on
matthews_b:2014,altman_mc:2014,depends_on
matthews_b:2014a,nassar:2014,depends_on
matthews_e-etal:2003,freedman_r-callaway:2003,depends_on
matthews_e:2006,shand_j:2006,depends_on
matthews_e:2013,fulford-etal:2013,depends_on
matthews_gb-baker:2011,oppy:2011,further_ref
matthews_gb:1959,wood_op-pichter:1970,further_ref
matthews_gb:1976,vesey_gna:1976,depends_on
matthews_gb:1980,rorty_ao:1980,depends_on
matthews_gb:1982,schofield_m-nussbaum:1982,depends_on
matthews_gb:1986,rorty_ao:1986,depends_on
matthews_gb:1988,austin_df:1988,depends_on
matthews_gb:1991,weitz:1988,further_ref
matthews_gb:1992,nussbaum_mc-rorty:1992,depends_on
matthews_gb:1993,caston_v:1993,further_ref
matthews_gb:1999a,crabbe_j:1999,depends_on
matthews_gb:2000,cohen_sm:1996,further_ref
matthews_gb:2000a,menn:1998,further_ref
matthews_gb:2000b,wright_jp-potter:2000,depends_on
matthews_gb:2001,shields_c:1999,further_ref
matthews_gb:2001a,stump_e-kretzmann:2001,depends_on
matthews_gb:2001b,stump_e-kretzmann:2001,depends_on
matthews_gb:2003,shields_c:2003,depends_on
matthews_gb:2003a,gracia_j-etal:2003,depends_on
matthews_gb:2003b,curren:2003,depends_on
matthews_gb:2004,karasmanis_v:2004,depends_on
matthews_gb:2005a,mann_we:2005,depends_on
matthews_gb:2006,benson_h:2006,depends_on
matthews_gb:2008a,hoffman_p-etal:2008,depends_on
matthews_gb:2009a,anagnostopoulos_g:2009,depends_on
matthews_gb:2009b,oppy-trakakis:2009,depends_on
matthews_gb:2010a,pasnau-vandyke:2010,depends_on
matthews_gb:2012,bradley_b-etal:2012,depends_on
matthews_gb:2014,hause_j:2014,depends_on
matthews_gb:2018,caston_v:2018,depends_on
matthews_gb:2019,fine_g:2019,depends_on
matthews_ge-wells:1999,dalgleish-powers:1999,depends_on
matthews_ka-etal:1982,underwood_g-stevens:1982,depends_on
matthews_lj-tabery:2017,glennan-illari:2017,depends_on
matthews_mr:1995,gavroglu_k-etal:1995b,depends_on
matthews_mr:2003,curren:2003,depends_on
matthews_mr:2017,baram_n-gattei:2017,depends_on
matthews_pm:1995,robinson_hok:1995c,depends_on
matthews_r:2017,brisman_a-etal:2017,depends_on
matthews_rco:1987,feiwel:1987,depends_on
matthews_rj:1986a,pylyshyn-demopoulos:1986,depends_on
matthews_rj:1988,burge_t:1986c,further_ref
matthews_rj:1988,grimm_r-merrill:1988,depends_on
matthews_rj:1989,silvers_s:1989,depends_on
matthews_rj:1991,loewer-rey:1991,depends_on
matthews_rj:1996,borchert:1996,depends_on
matthews_rj:1996,borchert:2005,further_ref
matthews_rj:2002,preyer-peter:2002,depends_on
matthews_rj:2003,barber_a:2003,depends_on
matthews_rj:2006,phil-issues:2006,depends_on
matthews_rj:2006b,stainton_r:2006a,depends_on
matthews_rj:2008,collins_jo:2008a,further_ref
matthews_rj:2009,mclaughlin_bp-etal:2009,depends_on
matthews_rk:2004,midwest:2004,depends_on
matthews_s:1994,gabbay_dm:1994,depends_on
matthews_st:2019,pickard_h-ahmed:2019,depends_on
matthews_vh:2016,chapman_sb-sweeney:2016,depends_on
matthewson_j:2017,glennan-illari:2017,depends_on
matthewson_l:2011,maienborn-etal:2011,depends_on
matthies_a:2010,beebee-dodd:2010,depends_on
matthies_a:2010,chalmers_dj-etal:2009,further_ref
matthiessen_c-etal:1992,dale_r-etal:1992,depends_on
matthiessen_c-etal:1998,hovy:1998,depends_on
matthiessen_c:1991,paris_cl-etal:1991,depends_on
matthiessen_h:2017,haehnel_m:2017,depends_on
matthysse:1987,vaina:1987,depends_on
mattila:2012,tiersma_p-solan:2012,depends_on
mattingly_ja:2010,domski-dickson:2010,depends_on
mattos:2013,thompson_ml:2013,depends_on
mattsson:1984,peczenik-etal:1984,depends_on
matushansky:2006,bonami-cabredohofherr:2006,depends_on
matuszczyk:2000,bourgeois_b-havet:2000,depends_on
matytsin:2013,charles_se-smith:2013,depends_on
matz:2016,macleod_ch-miller:2016,depends_on
mau_j:1969,duering_i:1969,depends_on
mau_j:1973,lee_en-etal:1973,depends_on
maudlin:1989a,fine_a-leplin:1989,depends_on
maudlin:1990,fine_a-etal:1990,depends_on
maudlin:1990a,devereux_d-pellegrin:1990,depends_on
maudlin:1992,hull_dl-etal:1992,depends_on
maudlin:1994a,vanfraassen:1991,further_ref
maudlin:1996b,cushing_jt-etal:1996,depends_on
maudlin:1998,castellani_e:1998,depends_on
maudlin:2002,maudlin:1994,further_ref
maudlin:2003,loux-zimmerman:2003,depends_on
maudlin:2004a,collins_jod-etal:2004,depends_on
maudlin:2004b,callender-huggett:2001,further_ref
maudlin:2005a,borchert:2005,depends_on
maudlin:2005b,borchert:2005,depends_on
maudlin:2005c,borchert:2005,depends_on
maudlin:2005d,borchert:2005,depends_on
maudlin:2005e,borchert:2005,depends_on
maudlin:2006,maudlin:2004,further_ref
maudlin:2006a,field_h:2006,further_ref
maudlin:2006a,gupta_a:2006b,further_ref
maudlin:2007a,beall:2007,depends_on
maudlin:2007b,craig_wl-smith:2007,depends_on
maudlin:2008,midwest:2008,depends_on
maudlin:2009,lepoidevin-etal:2009,depends_on
maudlin:2010,saunders_s-etal:2010,depends_on
maudlin:2011,maudlin:1994,further_ref
maudlin:2011a,beisbart-hartmann:2011,depends_on
maudlin:2012a,bardon_a:2012,depends_on
maudlin:2013,ney_a-albert:2013,depends_on
maudlin:2014a,wallace_d:2012,further_ref
maudlin:2015,rosen_g-etal:2015,depends_on
maudlin:2018,skow:2015,further_ref
maudlin:2021,knox_e-wilson:2021,depends_on
mauldin:2008,epstein_r-etal:2008,depends_on
maull:1976,suppe-asquith:1976,depends_on
maull:1978,gaukroger_s:1980,further_ref
maull:1978,moyal_gjd:1991c,further_ref
maull:1978a,asquith-hacking:1978,depends_on
maull:1980,nickles_t:1980a,depends_on
maull:1980,schaffner_kf:1980,further_ref
maull:1982,turbayne:1982,depends_on
maund_jb:1992,srzednicki-wood:1992,depends_on
maund_jb:2003a,tye:2000,further_ref
maund_jb:2005,aydede:2005,depends_on
maund_jb:2005,tye:2005,further_ref
maund_jb:2008,wright_el:2008,depends_on
maund_jb:2011,nolan_l:2011,depends_on
maund_jb:2012a,calabi_c:2012,depends_on
maund_jb:2021,brown_dh-macpherson:2021,depends_on
maunsell:1987,vaina:1987,depends_on
maurer_aa:1963,wilpert-eckert:1963,depends_on
maurer_aa:1971a,zavalloni_p:1971,depends_on
maurer_aa:1976b,mudroch_v-couse:1974,depends_on
maurer_aa:1991,burkhardt_h-smith:1991a,depends_on
maurer_c-etal:2014a,maurer_c-etal:2014,depends_on
maurer_c:2014,maurer_c-etal:2014,depends_on
maurer_c:2016,sellars_j:2016,depends_on
maurer_c:2020,broadie_a:2020,depends_on
maurer_c:2021,fedock_r-etal:2021,depends_on
maurer_r:1972,riedel_m:1972,depends_on
maurer_r:1974,riedel_m:1974,depends_on
maurer_r:1977,henrich_d:1977,depends_on
