source_key,target_key,ref_type
carroll_n-seeley:2013,shimamura_a:2013a,depends_on
carroll_n:1983a,carroll_n:1983,further_ref
carroll_n:1992a,novitz:1992,further_ref
carroll_n:1994,hintikka_j:1994,depends_on
carroll_n:1998,levinson_j:1998,depends_on
carroll_n:2001,gaut-lopes:2001,depends_on
carroll_n:2003,solomon_rc-sherman:2003,depends_on
carroll_n:2003b,curren:2003,depends_on
carroll_n:2004,kivy:2004,depends_on
carroll_n:2006,kieran:2006,depends_on
carroll_n:2008a,shusterman-tomlin:2008,depends_on
carroll_n:2009a,davies_s-etal:2009,depends_on
carroll_n:2009b,davies_s-etal:2009,depends_on
carroll_n:2009c,davies_s-etal:2009,depends_on
carroll_n:2009d,davies_s-etal:2009,depends_on
carroll_n:2010,midwest:2010,depends_on
carroll_n:2011,coplan-goldie:2011,depends_on
carroll_n:2011a,livingston_p-plantinga:2011,depends_on
carroll_n:2011b,livingston_p-plantinga:2011,depends_on
carroll_n:2011c,livingston_p-plantinga:2011,depends_on
carroll_n:2012,rollins_m:2012,depends_on
carroll_n:2012a,rollins_m:2012,depends_on
carroll_n:2013,auxier-hahn:2013,depends_on
carroll_n:2013a,deigh:2013,depends_on
carroll_n:2014a,currie_g-etal:2014,depends_on
carroll_n:2014b,paul_es-kaufman:2014,depends_on
carroll_n:2016,hagberg:2016,depends_on
carroll_n:2016a,carroll_n-gibson:2016,depends_on
carroll_n:2016b,carroll_n-gibson:2016,depends_on
carroll_n:2016c,carroll_n-gibson:2016,depends_on
carroll_n:2016d,thomsonjones_k:2016,depends_on
carroll_n:2017,maibom_hl:2017,depends_on
carroll_n:2017a,fileva:2017,depends_on
carroll_n:2017b,lippertrasmussen-etal:2017,depends_on
carroll_n:2019,martin_am:2019,depends_on
carroll_n:2019a,midwest:2019a,depends_on
carroll_n:2024,grau_c-smuts:2024,depends_on
carroll_ph-slowiaczeck:1987,garfield:1987,depends_on
carroll_rp:1998,barton_j:1998,depends_on
carroll_sm:2010,mohr_rd-sattler:2010,depends_on
carroll_sm:2021,dasgupta_s-etal:2021,depends_on
carroll_sm:2021a,knox_e-wilson:2021,depends_on
carroll_wk-sapinski:2016,springer_s-etal:2016,depends_on
carruth:2019,gibb-etal:2019,depends_on
carruthers-boucher:1998a,carruthers-boucher:1998,depends_on
carruthers-boucher:1998b,carruthers-boucher:1998,depends_on
carruthers-boucher:1998c,carruthers-boucher:1998,depends_on
carruthers-boucher:1998d,carruthers-boucher:1998,depends_on
carruthers-chamberlain:2000a,carruthers-chamberlain:2000,depends_on
carruthers-james:2008,joyce_r:2006,further_ref
carruthers:1996a,carruthers-smith:1996,depends_on
carruthers:1996b,carruthers-smith:1996,depends_on
carruthers:1998b,carruthers-boucher:1998,depends_on
carruthers:2000b,carruthers-chamberlain:2000,depends_on
carruthers:2001,walsh_dm:2001,depends_on
carruthers:2003,mcdermott_dv:2001,further_ref
carruthers:2003a,ohear:2003,depends_on
carruthers:2004a,hitchcock_c:2004,depends_on
carruthers:2004e,gennaro:2004,depends_on
carruthers:2005a,carruthers-etal:2005,depends_on
carruthers:2006a,kriegel_u-williford:2006,depends_on
carruthers:2006b,nichols_s:2006,depends_on
carruthers:2006c,stainton_r:2006a,depends_on
carruthers:2007a,velmans-schneider:2007,depends_on
carruthers:2009,goldman_ai:2006,further_ref
carruthers:2013a,baroncohen-etal:2013,depends_on
carsetti:1988,agazzi_ev:1988,depends_on
carsetti:2004a,carsetti:2004,depends_on
carsetti:2004b,carsetti:2004,depends_on
carsetti:2010,corradini-oconnor:2010,depends_on
carson_e:2006,carson_e-huber:2006,depends_on
carson_e:2017,emundts-sedgwick:2017,depends_on
carson_f:2001,gamble_s:2001,depends_on
carson_ka:2021,chartier-vanschoelandt:2021,depends_on
carson_tl:1979,mele_a:1979,further_ref
carson_tl:1982,miller_hb-williams:1982,depends_on
carson_tl:2001,gert_b:1998,further_ref
carson_tl:2005,phil-issues:2005,depends_on
carson_tl:2018,michaelson-stokke:2018,depends_on
carson_tl:2019,meibauer_j:2019,depends_on
carson_tl:2019a,meibauer_j:2019,depends_on
carstairsmccarthy:2005,elugardo-stainton_r:2005,depends_on
carstensen-etal:2003,davidson_rj-etal:2003,depends_on
carston-powell:2006,lepore-smith:2006,depends_on
carston:1988,davis_sv:1991,further_ref
carston:1988,kempson:1988,depends_on
carston:1988a,newmeyer:1988b,depends_on
carston:1998,carston-uchida:1997,depends_on
carston:1999,turner_k:1999,depends_on
carston:2012,russell_gi-fara:2012,depends_on
carston:2016,riemer:2016,depends_on
carston:2017,huang_y:2017,depends_on
cartan_e:1923,renn_j-schemmel:2007,depends_on
cartan_e:1925,dellavalle_g:1925,depends_on
carter_a:1990,waldron:1988,further_ref
carter_a:2010,skorupski:2010a,depends_on
carter_ap:1978,pennock_jr-chapman:1978,depends_on
carter_b:1979,hawking_sw-israel:1979,depends_on
carter_be:2009,oppy-trakakis:2009a,depends_on
carter_be:2010,rogers_gaj-etal:2010,depends_on
carter_cf:1963,crombie_ac:1963,depends_on
carter_cul:2001,gaut-lopes:2001,depends_on
carter_ej-pollick:2014,grimshaw_ma:2014,depends_on
carter_i:1998,besussi:1996,further_ref
carter_i:2007,coliva:2007,depends_on
carter_i:2011,gosseries-vanderborght:2011,depends_on
carter_i:2015,sobel_d-etal:2015,depends_on
carter_ja-etal:2014,phil-issues:2014,depends_on
carter_ja-etal:2017a,carter_ja-etal:2017,depends_on
carter_ja-etal:2018b,carter_ja-etal:2018,depends_on
carter_ja-gordon:2021,alfano-etal:2021,depends_on
carter_ja-mckenna:2020a,kusch_m:2020,depends_on
carter_ja-pritchard:2017,mccain_k-poston:2017,depends_on
carter_ja-pritchard:2017a,grimm_sr-etal:2017,depends_on
carter_ja-pritchard:2017b,fairweather-alfano:2017,depends_on
carter_ja:2017a,ichikawa_j:2017,depends_on
carter_ja:2017c,coliva-pedersen:2017,depends_on
carter_ja:2019,battaly:2019,depends_on
carter_ja:2019a,church_i-hartman:2019,depends_on
carter_ja:2020,fricker_m-etal:2020,depends_on
carter_ja:2021,hannon_m-deridder:2021,depends_on
carter_ja:2022a,phil-issues:2022,depends_on
carter_jad:2017,zack_n:2017,depends_on
carter_jad:2018,taylor_pc-etal:2018,depends_on
carter_jk:2007,larsen_t-treier:2007,depends_on
carter_jk:2014,cannon_kg-pinn:2014,depends_on
carter_rb:1985,moyal_gjd:1991c,further_ref
carter_sc:2018,jo_th-etal:2018,depends_on
carter_sl:1995,shapiro_i-decew:1995,depends_on
carter_wr:1982a,brody_ba:1980,further_ref
carter_wr:2004,hudson_h:2001,further_ref
cartledge:2009,boysstones-etal:2009,depends_on
cartwright_d:1999,janaway:1999,depends_on
cartwright_d:2012,vandenabeele:2012,depends_on
cartwright_hm:1975,pelletier_fj:1979,further_ref
cartwright_hm:1975a,pelletier_fj:1979,further_ref
cartwright_hm:1987,thomson_juj:1987,depends_on
cartwright_hm:1996,phil-perspectives:1996,depends_on
cartwright_n-cat:1996,giere-richardson:1996,depends_on
cartwright_n-etal:1996,nemeth_e-stadler:1996,depends_on
cartwright_n-etal:2005,jackson_f-smith:2005,depends_on
cartwright_n-marcellesi:2016,couch-pfeifer:2016,depends_on
cartwright_n-mendell:1984,cushing_jt-etal:1984,depends_on
cartwright_n-merlussi:2018,ott_wr-patton:2018,depends_on
cartwright_n-montuschi:2015a,cartwright_n-montuschi:2015,depends_on
cartwright_n-pemberton:2013,greco_j-groff:2013,depends_on
cartwright_n-runhardt:2015,cartwright_n-montuschi:2015,depends_on
cartwright_n-uebel:1996,nemeth_e-stadler:1996,depends_on
cartwright_n:1974a,schaffner_kf-cohen:1974,depends_on
cartwright_n:1974b,suppes:1976,further_ref
cartwright_n:1976,cohen_rs-etal:1976,depends_on
cartwright_n:1978,asquith-hacking:1978,depends_on
cartwright_n:1981,asquith-giere:1981,depends_on
cartwright_n:1981,boyd_ri-etal:1991,further_ref
cartwright_n:1982,swinburne:1982,depends_on
cartwright_n:1985,asquith-kitcher:1985,depends_on
cartwright_n:1988,fetzer_jh:1988,depends_on
cartwright_n:1988a,skyrms-harper:1988,depends_on
cartwright_n:1988b,eells:1988a,further_ref
cartwright_n:1988b,skyrms-harper:1988,depends_on
cartwright_n:1989a,fine_a-leplin:1989,depends_on
cartwright_n:1989c,kitcher_ph-salmon:1989,depends_on
cartwright_n:1990,whiting_j:1990,further_ref
cartwright_n:1992,earman_js:1992,depends_on
cartwright_n:1993a,horwich:1993,depends_on
cartwright_n:1993b,stadler_f:1993,depends_on
cartwright_n:1994,hull_dl-etal:1994a,depends_on
cartwright_n:1995,little_da:1995,depends_on
cartwright_n:1995b,fellows_r:1995,depends_on
cartwright_n:1999a,morgan_ms-morrison:1999,depends_on
cartwright_n:2000,teichmann_r:2000,depends_on
cartwright_n:2000a,agazzi_ev-pauri:2000,depends_on
cartwright_n:2002,cartwright_n:1999,further_ref
cartwright_n:2002a,cartwright_n:1999,further_ref
cartwright_n:2004a,leiter_b:2004,depends_on
cartwright_n:2007a,kistler-gnassounou:2007,depends_on
cartwright_n:2007b,campbell_jk-etal:2007,depends_on
cartwright_n:2007c,monton:2007,depends_on
cartwright_n:2008,bailerjones:2008,further_ref
cartwright_n:2008,hartmann_s-etal:2008,depends_on
cartwright_n:2008a,gaehde:2008,further_ref
cartwright_n:2008a,hartmann_s-etal:2008,depends_on
cartwright_n:2008b,hartmann_s-etal:2008,depends_on
cartwright_n:2008b,morrison_m:2008a,further_ref
cartwright_n:2008c,hartmann_s-etal:2008,depends_on
cartwright_n:2008c,teller_p:2008a,further_ref
cartwright_n:2008d,giere:2008a,further_ref
cartwright_n:2008d,hartmann_s-etal:2008,depends_on
cartwright_n:2008e,hartmann_s-etal:2008,depends_on
cartwright_n:2008e,suarez_m:2008,further_ref
cartwright_n:2008f,hartmann_s-etal:2008,depends_on
cartwright_n:2008f,psillos:2008a,further_ref
cartwright_n:2008g,hartmann_s-etal:2008,depends_on
cartwright_n:2008g,woodward_j:2008b,further_ref
cartwright_n:2008h,hartmann_s-etal:2008,depends_on
cartwright_n:2008h,martel_i:2008,further_ref
cartwright_n:2008i,hartmann_s-etal:2008,depends_on
cartwright_n:2008i,reiss_j:2008,further_ref
cartwright_n:2008j,hartmann_s-etal:2008,depends_on
cartwright_n:2008j,schmidtpetri:2008,further_ref
cartwright_n:2008k,hartmann_s-etal:2008,depends_on
cartwright_n:2008k,hoefer_c:2008a,further_ref
cartwright_n:2008l,esfeld:2008a,further_ref
cartwright_n:2008l,hartmann_s-etal:2008,depends_on
cartwright_n:2008m,falkenburg:2008,further_ref
cartwright_n:2008m,hartmann_s-etal:2008,depends_on
cartwright_n:2008n,hartmann_s-etal:2008,depends_on
cartwright_n:2008n,nordmann_a:2008,further_ref
cartwright_n:2009,handfield:2009,depends_on
cartwright_n:2009c,kincaid-ross:2009,depends_on
cartwright_n:2010,cartwright_n:2007,further_ref
cartwright_n:2010a,longworth:2010,further_ref
cartwright_n:2010a,weber_e:2010,further_ref
cartwright_n:2010c,pearl_j:2010,further_ref
cartwright_n:2010c,steel_d:2010,further_ref
cartwright_n:2010d,frigg-hunter:2010,depends_on
cartwright_n:2011,illari-etal:2011,depends_on
cartwright_n:2012,kincaid:2012,depends_on
cartwright_n:2013,frauchiger_m-essler:2013,depends_on
cartwright_n:2015,cartwright_n-montuschi:2015,depends_on
cartwright_n:2017,jacobs_jd:2017,depends_on
cartwright_n:2017a,beebee-etal:2017,depends_on
cartwright_n:2018a,peschard-vanfraassen:2018,depends_on
cartwright_r:1991,lifschitz_v:1991,depends_on
cartwright_rl:1954,cartwright_rl:1987,further_ref
cartwright_rl:1956,hochberg:1956b,further_ref
cartwright_rl:1960,cartwright_rl:1987,further_ref
cartwright_rl:1960,caton_ce:1963,further_ref
cartwright_rl:1962,butler_rj:1962,depends_on
cartwright_rl:1962,cartwright_rl:1987,further_ref
cartwright_rl:1967,cartwright_rl:1987,further_ref
cartwright_rl:1968,cartwright_rl:1987,further_ref
cartwright_rl:1968a,cartwright_rl:1987,further_ref
cartwright_rl:1971,cartwright_rl:1987,further_ref
cartwright_rl:1971,munitz:1971,depends_on
cartwright_rl:1975,cartwright_rl:1987,further_ref
cartwright_rl:1975,lehrer_k:1975,depends_on
cartwright_rl:1979,cartwright_rl:1987,further_ref
cartwright_rl:1987a,cartwright_rl:1987,depends_on
cartwright_rl:1987b,cartwright_rl:1987,depends_on
cartwright_rl:1987c,cartwright_rl:1987,depends_on
cartwright_rl:1987d,cartwright_rl:1987,depends_on
cartwright_rl:1987e,cartwright_rl:1987,depends_on
cartwright_rl:1987f,cartwright_rl:1987,depends_on
cartwright_rl:1987g,cartwright_rl:1987,depends_on
cartwright_rl:1987h,cartwright_rl:1987,depends_on
cartwright_rl:2001,byrne_a-etal:2001,depends_on
cartwright_rl:2003,griffin_n:2003,depends_on
cartwright_s:2021,edwards_mj:2021,depends_on
caruana:2008,worcester_t:2008,depends_on
carus:1999,peregrin:1999,depends_on
carus:2008,friedman_mic-creath:2008,depends_on
carus:2013,reck_e:2013,depends_on
carus:2016,damboeck:2016,depends_on
caruso_gd-pereboom:2021,focquaert_f-etal:2021,depends_on
caruso_gd:2005,smith_nd-taylor:2005,depends_on
caruso_gd:2018a,gennaro:2018,depends_on
caruso_gd:2018b,caruso_gd:2018,depends_on
carvalho_jp-koyama:2010,butos_wn:2010,depends_on
carver_c-scheier:1982,underwood_g-stevens:1982,depends_on
carver_nf-etal:1988,mitchell_tm-smith:1988,depends_on
carver_t-farr:2015a,carver_t-farr:2015,depends_on
carver_t:1991a,carver_t:1991,depends_on
carver_t:2009,chitty_a-mcivor:2009,depends_on
carver_t:2015,carver_t-farr:2015,depends_on
cary_p:2013,meister_c-copan:2013,depends_on
cary_p:2016,pecknold_cc-toom:2016,depends_on
cary_p:2019,nys_t-dewijze:2019,depends_on
casadio_c:1988,oehrle-etal:1988,depends_on
casadio_g:2016,stausberg_m-engler:2016,depends_on
casadolumbreras:2012,wilson_pa:2012,depends_on
casagrande_c:2014,beriou-etal:2014,depends_on
casal_p-williams:2004,burley_j:2004,depends_on
casal_p:2011,gosseries-vanderborght:2011,depends_on
casalegno:1999,marconi:1997,further_ref
casalegno:2013,casalegno:2011,further_ref
casalini:2017,lagerlund-hill:2017,depends_on
casanave_al:2012a,casanave_al:2012,depends_on
casanova_a:2013,notomi_n-brisson:2013,depends_on
casarella_pj:2002,gracia_j-noone:2002,depends_on
casari:1980,agazzi_ev:1980,depends_on
casari:1980a,dallachiara:1980,depends_on
casari:1997,dallachiara-etal:1997,depends_on
casari:1997a,fabris_a-etal:1997,depends_on
casari:2006,ballo_e-franchella:2006,depends_on
casari:2007,boi-etal:2007,depends_on
casartelli_m:1988,agazzi_ev:1988,depends_on
casartelli_m:2000,agazzi_ev-pauri:2000,depends_on
casasanto-lupyan:2015,margolis_e-laurence:2015,depends_on
casasanto:2014,shapiro_la:2014,depends_on
casasanto:2016,riemer:2016,depends_on
casati_f-fujikawa:2014,priest_g:2014,further_ref
casati_f-fujikawa:2015,arazim-dancak:2015,depends_on
casati_f:2018,bliss_rl-priest:2018,depends_on
casati_r-dokic:2009,nudds-ocallaghan:2009,depends_on
casati_r-etal:1998,guarino:1998,depends_on
casati_r-etal:2014,stokes_dr-etal:2014,depends_on
casati_r-soldati:1995,hill_ja-kotatko:1995,depends_on
casati_r-varzi:1997,stock_o:1997,depends_on
casati_r-varzi:2000a,chapuis-gupta:2000,depends_on
casati_r-varzi:2004a,jackson_f-priest:2004,further_ref
casati_r-varzi:2005,casati_r-varzi:2004,further_ref
casati_r-varzi:2006,casati_r-varzi:2004,further_ref
casati_r:1990c,kienzle_b:1989,further_ref
casati_r:1991,burkhardt_h-smith:1991a,depends_on
casati_r:1991a,burkhardt_h-smith:1991a,depends_on
casati_r:1997,recanati:1997,depends_on
casati_r:1997a,proust_j:1997a,depends_on
casati_r:2001a,rossi_pa:1995,further_ref
casati_r:2003,casati_r:2000,further_ref
casati_r:2003b,chatterjee_a:2003,depends_on
casati_r:2009,lepoidevin-etal:2009,depends_on
casati_r:2011,reboul_a:2011,depends_on
casati_r:2011,reboul_a:2014a,further_ref
casati_r:2012,calabi_c:2012,depends_on
casati_r:2014,massin-meylan:2014,depends_on
casati_r:2014a,reboul_a:2014a,depends_on
casati_r:2015,matthen:2015,depends_on
casati_r:2016,zaibert:2016,depends_on
casati_r:2017,blumson:2014,further_ref
casati_r:2018,crowther_t-maccumhaill:2018,depends_on
cascardi:1987a,cascardi:1987,depends_on
cascardi:1987b,cascardi:1987,depends_on
cascardi:2002,gracia_j-etal:2002,depends_on
cascardi:2003,eldridge_r:2003,depends_on
cascardi:2009,eldridge_r:2009,depends_on
cascardi:2010,hagberg-jost:2010,depends_on
case_b:2023,doody_ja-etal:2023,depends_on
caseau_b:1999,bowersock-etal:1999,depends_on
casebeer:2005,shanahan_t:2005,depends_on
casebeer:2008,sinnottarmstrong:2008,depends_on
casebeer:2008a,sinnottarmstrong:2008b,depends_on
casertano_g:1991,boudouris_kj:1991,depends_on
casertano_g:1995,rowe_c:1995,depends_on
casertano_g:2002,romano_f-barbanti:2002,depends_on
casertano_g:2005,dillon_jm-dixsaut:2005,depends_on
casertano_g:2007,erler_m-brisson:2007,depends_on
casertano_g:2009,dillon_jm-brisson:2009,depends_on
casertano_g:2013,notomi_n-brisson:2013,depends_on
casertano_g:2017,tulli_m-erler:2017,depends_on
casetta_e-torrengo:2011,reboul_a:2011,depends_on
casetta_e-varzi:2005,morison_b:2002,further_ref
casetti:2011,livingston_p-plantinga:2011,depends_on
casey_es:1974,tymieniecka:1974,depends_on
casey_es:1981,schilpp:1981,depends_on
casey_es:1985,hamrick:1985,depends_on
casey_es:1993,burton_r:1993,depends_on
casey_es:1997,tymieniecka:1997a,depends_on
casey_es:1999,grosz_e:1999,depends_on
casey_es:2012,luft-overgaard:2012,depends_on
casey_es:2013,zahavi:2013,depends_on
casey_g:1988,armstrong_dm:1989,further_ref
casey_g:1995,anderson_t:1995,further_ref
casey_g:2012,orourke_f:2012,depends_on
casey_j:1971,casey_j:2013,further_ref
casey_j:1971a,casey_j:1971,depends_on
casey_j:1983,griffiths_ap:1983a,depends_on
casey_j:2013,casey_j:1971,further_ref
casey_jp:2012,kaylor_nh-phillips:2012,depends_on
casey_m:2011,elliott_a:2011,depends_on
cash_j:2021,elliott_a:2021,depends_on
casiday:2008,cunningham_mb-theokritoff:2008,depends_on
casimir_hbg:1973,mehra:1973,depends_on
casini_l:2002,lagerlund-yrjoensuuri:2002,depends_on
casini_l:2005,kraye-saarinen:2005,depends_on
casini_l:2007,bakker_jjm-thijssen:2007,depends_on
casini_l:2009,paganini_g-maianeto:2009,depends_on
caspari_e:1962,colodny:1962,depends_on
casper_ar:2021,jorati:2021,depends_on
cassam:1989,wright_c:1986,further_ref
cassam:1995,kumarsen_p-verma:1995,depends_on
cassam:1995a,bermudez_jl-etal:1995,depends_on
cassam:1998,ohear:1998,depends_on
cassam:2000,boghossian-peacocke:2000,depends_on
cassam:2000a,stern_ro:2000,depends_on
cassam:2002,morris_kj:2009,further_ref
cassam:2003a,glock_hj:2003a,depends_on
cassam:2004,mcginn_c:2004e,further_ref
cassam:2005,bermudez_jl:2005,depends_on
cassam:2008,broughton_j-carriero:2008,depends_on
cassam:2008b,cassam:2007,further_ref
cassam:2008c,longuenesse:2008b,further_ref
cassam:2008d,stroud_b:2008a,further_ref
cassam:2009,stroud_b:2009,further_ref
cassam:2009a,cassam:2007,further_ref
cassam:2009b,campbell_ja:2009a,further_ref
cassam:2009b,pritchard_d:2009,further_ref
cassam:2009c,greenough_p-pritchard:2009,depends_on
cassam:2009d,ohear:2009,depends_on
cassam:2009e,cassam:2007,further_ref
cassam:2009f,buehler_d:2009,further_ref
cassam:2009f,dohrn:2009,further_ref
cassam:2009f,luethi_d:2009,further_ref
cassam:2009f,ritter_b:2009,further_ref
cassam:2009f,sauter_s:2009,further_ref
cassam:2010,phil-issues:2010,depends_on
cassam:2011,roessler_j-etal:2011,depends_on
cassam:2011a,abel_g-conant:2012a,further_ref
cassam:2011b,gallagher_s:2011,depends_on
cassam:2016b,misselhorn-etal:2016,depends_on
cassam:2018,barker_si-etal:2018,depends_on
cassam:2021,alfano-etal:2021,depends_on
cassam:2021a,hannon_m-deridder:2021,depends_on
cassam:2021b,midwest:2021,depends_on
cassan_e:2008,marrone_f:2008a,further_ref
cassan_e:2009,descartes:2009,further_ref
cassan_e:2011,busche:2011,depends_on
cassell_ej:1978,spicker:1978,depends_on
cassell_j-stone:1999,brennan_se-etal:1999,depends_on
cassidy_eg:2005,leask_i-cassidy:2005,depends_on
cassidy_eg:2012,orourke_f:2012,depends_on
cassidy_p:2004,gelbukh:2004,depends_on
cassiers:2001,tymieniecka-agazzi:2001,depends_on
cassin_b:1989,baracchi_c:2014,further_ref
cassin_b:2008,erismann_ch-schniewind:2008,depends_on
cassin_ce:1970,klemke_ed:1970,depends_on
cassin_ce:1970a,klemke_ed:1970,depends_on
cassinelli-lahti:1992,corsi_g-etal:1992,depends_on
cassini_a:1996,nerlich_gc:1994,further_ref
cassirer_e:1910,cassirer_e:1980,further_ref
cassirer_e:1913,cassirer_e:1993,further_ref
cassirer_e:1927,cassirer_e:1993,further_ref
cassirer_e:1928,cassirer_e:1993,further_ref
cassirer_e:1936,cassirer_e:1993,further_ref
cassirer_e:1937,rodislewis:1987,further_ref
cassirer_e:1939,cassirer_e:1995,further_ref
cassirer_e:1939a,cassirer_e:1993,further_ref
cassirer_e:1939b,cassirer_e:1993,further_ref
cassirer_e:1946,cassirer_e:1925,further_ref
cassirer_e:1949,schilpp:1949a,depends_on
cassirer_e:1967,cassirer_e:1931,further_ref
cassirer_e:1967,gram_ms:1967,depends_on
cassirer_e:1995,cassirer_e:1939,further_ref
cassirer_ev:1971,fraser_jt-etal:1972,further_ref
cassounogues:1999,courtine:1996,further_ref
cassounogues:2004a,russell_b:2002,further_ref
cassounogues:2004a,russell_b:2002a,further_ref
cassounogues:2007,boi-etal:2007,depends_on
castagneto-ferrari:2003,kruijffkorbayova-kosny:2003,depends_on
castagnoli-dilascio:2012,russell_gi-fara:2012,depends_on
castagnoli:2000,sedley:2000,depends_on
castagnoli:2013,rapp_c-hasper:2013,depends_on
castagnoli:2014,warren_j-sheffield:2014,depends_on
castagnoli:2017,karamanolis-politis:2017,depends_on
castagnoli:2017a,bobonich:2017,depends_on
castagnoli:2019,fine_g:2019,depends_on
castaing:1991,allen_jf-etal:1991,depends_on
castane:1972,beck_lw:1972,depends_on
castaneda:1963,castaneda-nakhnikian:1963,depends_on
castaneda:1964,castaneda:1959,further_ref
castaneda:1964d,hintikka_j:1962,further_ref
castaneda:1966,brook_a-devidi:2001,further_ref
castaneda:1967a,castaneda:1967,depends_on
castaneda:1967b,castaneda:1967,depends_on
castaneda:1967b,linsky_l:1967b,further_ref
castaneda:1967d,castaneda:1989,further_ref
castaneda:1967f,borchert:2005,further_ref
castaneda:1967h,castaneda:1989,further_ref
castaneda:1967j,davidson_d:1967,further_ref
castaneda:1967j,rescher:1967,depends_on
castaneda:1968,castaneda:1967i,further_ref
castaneda:1969a,gabriel_l:1969,depends_on
castaneda:1970,davidson_d-harman:1972,further_ref
castaneda:1970b,brand_m-walton:1976,further_ref
castaneda:1972,bunge_m:1973c,depends_on
castaneda:1973,leach_j-etal:1973,depends_on
castaneda:1974a,castaneda:1989,further_ref
castaneda:1975c,castaneda:1975,depends_on
castaneda:1976b,borsche-etal:1993,further_ref
castaneda:1976c,loux:1976b,further_ref
castaneda:1979,castaneda:1989,further_ref
castaneda:1980a,vaninwagen:1980,depends_on
castaneda:1981a,hilpinen:1981,depends_on
castaneda:1984a,peczenik-etal:1984,depends_on
castaneda:1985a,castaneda:1989,further_ref
castaneda:1985a,jacobi_k-pape:1990,further_ref
castaneda:1987,phil-perspectives:1987,depends_on
castaneda:1988,castaneda:1989,further_ref
castaneda:1988a,phil-perspectives:1988,depends_on
castaneda:1988b,austin_df:1988,depends_on
castaneda:1988c,dibernardo_g:1988,depends_on
castaneda:1988d,henrich_d-horstmann:1988,depends_on
castaneda:1989a,almog-etal:1989,depends_on
castaneda:1990a,phil-perspectives:1990,depends_on
castaneda:1990d,castaneda:1990,depends_on
castaneda:1990e,castaneda:1990,depends_on
castaneda:1990f,jacobi_k-pape:1990,depends_on
castaneda:1990g,jacobi_k-pape:1990,depends_on
castaneda:1990h,jacobi_k-pape:1990,depends_on
castaneda:1991,burkhardt_h-smith:1991a,depends_on
casteigt_j:2005,cote_a:2002,further_ref
castelbouchouchi_a:1997,gill_ml-lennox:1994,further_ref
castelbouchouchi_a:1998,obrien_de:1995,further_ref
castelbouchouchi_a:2005,rosen_s:2002,further_ref
castelfranchi-falcone:1998,demazeau:1998,depends_on
castelfranchi-falcone:2020,simon_ju:2020,depends_on
castelfranchi-poggi:1987,verschueren-bertuccellipapi:1987,depends_on
castelfranchi:2003,sintonen-etal:2003,depends_on
castell_p:1994,soldati:1994,depends_on
castellani_e-dardashti:2021,knox_e-wilson:2021,depends_on
castellani_e-deharo:2020,glick_d-etal:2020,depends_on
castellani_e:1998a,castellani_e:1998,depends_on
castellani_e:1998b,castellani_e:1998,depends_on
castellani_e:2003,brading-castellani:2003,depends_on
castellani_e:2003a,brading-castellani:2003,depends_on
castellani_e:2004,mccann_hj:2004,further_ref
castellano_v:2008,roling_b:2008,further_ref
castellano_v:2008a,valente_l:2008,further_ref
castelli_lm:2018,quarantotto_d:2018,depends_on
castelnerac-marion:2009,primiero-rahman:2009,depends_on
castelnerac:2007,erler_m-brisson:2007,depends_on
castelnerac:2009,dillon_jm-brisson:2009,depends_on
castelnerac:2013,notomi_n-brisson:2013,depends_on
casti:1996,andersson_ae-sahlin:1996,depends_on
castiglione_d:1994,boucher_d-kelly:1994,depends_on
castiglione_d:1998,vanderzande-popkin:1998,depends_on
castillo_m:1995,hoeffe:1995,depends_on
caston_rr-kaster:2016a,caston_rr-kaster:2016,depends_on
caston_rr:2016,caston_rr-kaster:2016,depends_on
caston_v:1996,broadie_s:1996,further_ref
caston_v:1998b,pritzl:1998,further_ref
caston_v:1999,sedley:1999,depends_on
caston_v:2001,perler:2001,depends_on
caston_v:2002a,caston_v-graham:2002,depends_on
caston_v:2005,salles_r:2005,depends_on
caston_v:2006,gill_ml-pellegrin:2006,depends_on
caston_v:2006a,rapp_c-wagner:2006,depends_on
caston_v:2009,charles_d:2009,further_ref
caston_v:2009a,anagnostopoulos_g:2009,depends_on
caston_v:2015,matthen:2015,depends_on
caston_v:2015a,marmodoro:2014,further_ref
caston_v:2017b,kalderon:2015,further_ref
caston_v:2021a,gregoric-fink:2021,depends_on
castonguay:1973,bunge_m:1973c,depends_on
castonguay:1973,hatcher_w:1973,further_ref
castonguay:1973a,bunge_m:1973,depends_on
castricano:2018,linzey_a-linzey:2018,depends_on
castro_c:1998,calmet-plaza:1998,depends_on
castro_df:2000,tymieniecka:2000a,depends_on
castro_s:1997,diliscia-etal:1997,depends_on
castro_svh:2018,waibel_vl-etal:2018c,depends_on
castrodeza:1996,munevar:1996,depends_on
castromanzano:2016,arazim-dancak:2016,depends_on
castronovo_j:2015,kadosh_r-dowker:2015,depends_on
casula_m:1999,tymieniecka:1999,depends_on
casula_m:2000,tymieniecka:2000d,depends_on
casullo-thurow:2013a,casullo-thurow:2013,depends_on
casullo:1977,casullo:2012,further_ref
casullo:1988a,casullo:2012,further_ref
casullo:1988b,casullo:2012,further_ref
casullo:1992,casullo:2012,further_ref
casullo:1992a,hanson_pp-hunter:1992,depends_on
casullo:2001,bonjour:1998,further_ref
casullo:2002,casullo:2012,further_ref
casullo:2002,moser_pk:2002,depends_on
