bibkey,author_key,role,position,name_variant_latex,name_variant_unicode
gschwandtner_cm:2012,gschwandtner_cm,author,0,,
gschwandtner_cm:2014,gschwandtner_cm,author,0,,
gschwandtner_cm:2019,gschwandtner_cm,author,0,,
gschwandtner_cm:2019a,gschwandtner_cm,author,0,,
gschwandtner_cm:2019b,gschwandtner_cm,author,0,,
