bibkey,note_perso,note_stock,note_missing,change_request,dltc_copyediting_note,todo_general
colapietro:2004,,in file \citep{marsoobian-ryder:2004},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9780470996843,,
colapietro:2006,,in file \citep{shook-margolis:2006},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9780470997079,,
colapietro:2010,,in file \citep{faber_r-etal:2010},,,,
colapietro:2010a,,in file \citep{moyar:2010},,,,
colapietro:2011a,in GE,in file \citep{calcaterra:2011},,,,
colapietro:2017,,in file \citep{pihlstroem:2017},,,,
colas_al:2005,,in file \citep{saadfilho-johnston:2005},,,,
colb_sf-dorf:2016,,,,WP4-GET-PDF (ISBN:9780231175142 / 9780231540957,,
colburn_b:2010,,file,,,,
colburn_b:2022,,file,,WP8-COLL:ADD-REFS,,
colburn_t-shute:2010,,in file \citep{allo:2010},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9781444396836,,
colburn_t:1999,,file,,,,
colburn_t:2004,,in file \citep{floridi:2004},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9780470757017,,
colby_m:1999,,file,,,,
cole_ca-etal:2012,,file,,,,
cole_dj:1991b,in GE,,,,,
cole_dj:1994a,,in file \citep{dietrich_e:1994},,,,
cole_jc:2008,,in file \citep{gold_b-simons:2008},,,,
cole_jc:2009,,file,,,,
cole_jc:2010,,file,,WP16-GETDOIs,,
cole_jc:2013,,file,,WP17-GET-ENTRIES,,
cole_jc:2015,,file,,,,
cole_je-hualde:2007,,,,,DIAL,
cole_jo-etal:2015,,in file \citep{bilgrami-cole:2015},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.7312/columbia/9780231168809.001.0001,,
cole_jo-paillard:1995,,in file \citep{bermudez_jl-etal:1995},,,,
cole_jo:2008,,file,,,,
cole_jo:2013,,in file \citep{radman_z:2013},,,,
cole_jo:2015,,in file \citep{bilgrami-cole:2015},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.7312/columbia/9780231168809.001.0001,,
cole_jos-mortensen:1992,,file,,,,
cole_p-morgan:1975,,,,,DIAL,
cole_p:1978,,file,,,DIAL,
cole_p:1978a,,in file \citep{cole_p:1978},,,,
cole_p:1981,,,,WP6-GET-PDF,,
cole_ph:2006,,,,WP4-GET-PDF (ISBN:9780748622009 / 9780748671908,,
cole_ph:2019,,in file \citep{nys_t-dewijze:2019},,,,
cole_ph:2020,,in file \citep{schippers_b:2020},,,,
cole_ph:2021,,in file \citep{meacham_d-dewarren:2021},,,,
cole_r:1963,,file,,,,
cole_r:1970,,file,,,,
cole_r:1970a,,file,,,,
cole_r:1974,,file,,,,
cole_r:1976,,file,,,,
cole_r:1977,,file,,,,
cole_r:1979,,file,,,,
cole_s:1996,,in file \citep{gross_pr-etal:1996},,,,
colebrook:1999,,in file \citep{grosz_e:1999},,,,
colebrook:2003,,in file \citep{malpas_je:2003},,,,
colebrook:2011,,in file \citep{delanty_g-turner:2011},,,,
colebrook:2017,,in file \citep{garry_a-etal:2017},,,,
coleman_a:2012,,file,,,,
coleman_dp:1979,,file,,,,
coleman_dp:1984,,file,,,,
coleman_dp:1988,,file,,,,
coleman_dp:1992,,file,,,,
coleman_dp:2001,,file,,,,
coleman_e:2010,,file,,,,
coleman_el:1987,,in file \citep{shelp_ee:1987},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1007/978-94-009-3725-3,,
coleman_ja:2000,,file,,,,
coleman_ja:2006,,in file \citep{maekinen-korkman:2006},,,,
coleman_js:1969,in GE,in file \citep{morgenbesser-etal:1969},,,,
coleman_js:1973,,in file \citep{suppes-etal:1973},,,,
coleman_js:1979,,in file \citep{harrison_ro:1979},,,,
coleman_js:1990,,in file \citep{cook_ks-levi:1990},,,,
coleman_js:1992,,file,,,,
coleman_ju-etal:2002,,,,WP5-GET-PDF,,
coleman_ju-frankelpaul:1987,GE,,,WP6-GET-PDF,,
coleman_ju-leiter:2010,,in file \citep{patterson_dm:2010},,,,
coleman_ju-silver:1987,"in GE, y",,,,,
coleman_ju:1982,y,,,,,
coleman_ju:1982a,,file,,,,
coleman_ju:1985,,file,,,,
coleman_ju:2001,,file,,WP8-COLL:ADD-REFS,,
coleman_ju:2001b,,file,,,,
coleman_k:1989,,file,,,,
coleman_k:1991,,file,,,,
coleman_ma:2007,,"file, in file \citep{diller_ja-kasher:2013}",,,,
coleman_mar:2010,,file,,,DIAL,
coleman_p:2009,,in file \citep{rosenblatt_h:2009},,,,
coleman_pi:2019,,in file \citep{gibb-etal:2019},,,,
coleman_s:2006,,file,,,,
coleman_s:2009,,in file \citep{skrbina:2009},,,DIAL,
coleman_s:2012,,file,,,DIAL,
coleman_s:2014,,file,,,DIAL,
coleman_s:2015,in GE,in file \citep{coates_p-coleman:2015},,,DIAL,
coleman_s:2015a,,file,,,,
coleman_s:2017,,in file \citep{bruentrup-jaskolla:2017},,,DIAL,
coleman_s:2019a,,in file \citep{bain_d-etal:2020},,,,
coleman_si-lindhardt:2020,,in file \citep{schwarzkopf_s:2020},,,,
coles_p:2001a,,,,WP5-GET-PDF,,
coles_r:1995,,in file \citep{white_sk:1995},,,,
colesel:2021,,in file \citep{coyle_mj-scott:2021},,,,
colette:1992,,in file \citep{vantongeren_p-etal:1992},,,,
coleturner:2006,,in file \citep{clayton_p-simpson:2006},,,,
coley:2015,,file,,,,
colflesh-wiley:2013,,file,,,,
colgrove-dougherty:2016,,file,,,,
colin_b:1996,,in file \citep{motte_a-denooz:1996},,,,
coliva-belleri:2013,,file,,,,
coliva-doulas:2025,,,,,DIAL,
coliva-etal:2018,,file,,,,
coliva-etal:2018a,,in file \citep{coliva-etal:2018},,,,
coliva-moruzzi:2012,,file,,,,
coliva-moruzzi:2014,,in file \citep{bacchini_f-etal:2014b},,,,
coliva-pedersen:2017,,file,,,,
coliva-pedersen:2017a,,in file \citep{coliva-pedersen:2017},,,,
coliva:2003,,file,,,,
coliva:2003a,,file,,,,
coliva:2003b,,file,,,,
coliva:2006,,file,,,,
coliva:2007,,file,,,,
coliva:2007a,,in file \citep{coliva:2007},,,,
coliva:2010,,file,,,,
coliva:2012,GE,file,,,,
coliva:2012a,GE,file,,,,
coliva:2012b,in GE,in file \citep{coliva:2012},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199278053.001.0001,,
coliva:2012c,in GE,in file \citep{coliva:2012a},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199590650.001.0001,,
coliva:2012d,in GE,in file \citep{coliva:2012},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199278053.001.0001,,
coliva:2012e,in GE,in file \citep{coliva:2012a},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199590650.001.0001,,
coliva:2012f,,in file \citep{prosser_s-recanati:2012},,,,
coliva:2012g,,file,,,,
coliva:2012h,,file,,,,
coliva:2012i,,file,,,,
coliva:2014,in GE,in file \citep{dodd_d-zardini:2014},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199658343.001.0001,,
coliva:2015,,file,,,,
coliva:2015a,,file,,,,
coliva:2016,,file,,,DIAL,
coliva:2016a,,file,,,,
coliva:2016b,,file,,,,
coliva:2017,,file,,,,
coliva:2017a,,in file \citep{coliva-pedersen:2017},,,,
coliva:2018,,file,,,,
coliva:2018a,,in file \citep{kyriacou_c-mckenna:2018},,,,
coliva:2018b,,in file \citep{coliva-etal:2018},,,,
coliva:2019,,file,,,,
coliva:2020,,in file \citep{kusch_m:2020},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.4324/9781351052306,,
coliva:2021,,,,,DIAL,
collacciani:2016,,in file \citep{antoinemahut-gaukroger:2016},,,,
collard_rc-etal:2016,,in file \citep{springer_s-etal:2016},,,,
colless:2006,,file,,,,
collett_g:2016,,,,WP4-GET-PDF (ISBN:9781474409025 / 9781474426978,,
collette:2006,,file,,,,
colletteducic:2010,,file,,,,
collier_an:1983,,file,,,,
collier_an:2009,,in file \citep{chitty_a-mcivor:2009},,,,
collier_jd-savitt:1988,,file,,,,
collier_jd:1990,y,,,,,
collier_jd:1996a,,in file \citep{riggs_pj:1996},,,,
collier_jd:1999,,in file \citep{sankey_h:1999},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1007/978-94-015-9229-1,,
collier_jd:2008,,in file \citep{adriaans-vanbenthem:2008},,,,
collier_jd:2010,,file,,,,
collier_jd:2011,,file,,,,
collier_k:1987,y,in file \citep{bogdan_rj:1987},,,,
collier_m:1999,,file,,,,
collier_m:2005,,file,,,,
collier_m:2011,,file,,,,
collier_mj:2019,,,,,DIAL,
collier_mj:2021,,,,,DIAL,
collier_p:2018,,file,,,,
collin_f:1997,,file,,,,
collin_f:2011,,file,,,,
collin_f:2014,,in file \citep{zahle-collin:2014},,,,
collin_f:2017,,in file \citep{lippertrasmussen-etal:2017},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9781118869109,,
collin_f:2020,,in file \citep{fricker_m-etal:2020},,,,
collin_jh:2013,,file,,WP16-GETDOIs,,
collin_jh:2013a,,file,,,,
collin_jh:2018,,file,,,,
collingwood:1923,,file,,,,
collingwood:1926,,file,,,,
collingwood:1926a,,file,,,,
collingwood:1933,,file,,,,
collingwood:1938,,file,,,,
collingwood:1940,,file,,,,
collingwood:1940a,,file,,,,
collingwood:2005,,file,,,,
collini:2001,,file,,,,
collins_a:1976,,file,,,,
collins_ab:1971,,file,,,,
collins_ab:1990,,file,,,,
collins_ab:1999,,file,,,,
collins_ab:2013,,in file \citep{delaurentiis-edwards:2013},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.5040/9781472548306,,
collins_as:2016,,file,,,,
collins_aw:1979,y,,,,,
collins_aw:1984,,in file \citep{midwest:1984},,,,
collins_aw:1988,,file,,,,
collins_aw:1988a,y,,,,,
collins_aw:1999,GE,file,,,,
collins_co:1997,,file,,,,
collins_d:2009,,in file \citep{boysstones-etal:2009},,,,
collins_h-etal:2016,,file,,,,
collins_h-evans:2007,,file,,,,
collins_h-evans:2015,,file,,,,
collins_h:2007,,file,,,,
collins_h:2009,,in file \citep{olsen_jkb-etal:2009},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9781444310795,,
collins_h:2010,,file,,,,
collins_h:2011,,file,,,,
collins_h:2017,,in file \citep{sandberg_j-etal:2017},,,,
collins_h:2018a,,file,,,,
collins_hm:2002,,file,,,,
collins_hm:2003,,file,,,,
collins_hu:2018,,in file \citep{lippertrasmussen:2018},,,,
collins_j-etal:2009,,in file \citep{oriti:2009},,,,
collins_ja:1948,,file,,,,
collins_jad:1971,,file,,,,
collins_jer-wilson:1994,,in file \citep{tymieniecka:1994},,,,
collins_jer-zbikowski:2005,,in file \citep{tymieniecka:2005a},,,,
collins_jer:2009,,in file \citep{tymieniecka:2009},,,,
collins_jer:2011,,in file \citep{tymieniecka:2011a},,,,
collins_jj:2016,,in file \citep{chapman_sb-sweeney:2016},,,,
collins_jm:2008,,file,,,,
collins_jo-dobler:2018,,files,,,,
collins_jo-dobler:2018a,,file,,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780198783916.001.0001,,
collins_jo:2002,,file,,,,
collins_jo:2002b,,file,,,,
collins_jo:2002c,,file,,,,
collins_jo:2002d,,file,,,,
collins_jo:2006,,in file \citep{hetherington_s:2006d},,,,
collins_jo:2007,,file,,,,
collins_jo:2007a,,,,WP16-GETDOIs,,
collins_jo:2007b,,in file \citep{greimann-siegwart:2007},,,,
collins_jo:2007c,,in file \citep{tymieniecka:2007b},,,,
collins_jo:2008a,,file,,,,
collins_jo:2008b,,file,,,,
collins_jo:2009,,file,,,,
collins_jo:2009a,,file,,,,
collins_jo:2010,in GE,in file \citep{pedersen_nj-wright:2010},,,,
collins_jo:2010a,,in file \citep{sawyer_s:2010},,,,
collins_jo:2010b,,file,,,,
collins_jo:2011,GE,,,WP4-GET-PDF (ISBN:9780199694846 / 9780191732027,,
collins_jo:2013,,file,,,,
collins_jo:2014,,file,,,,
collins_jo:2014a,,file,,,,
collins_jo:2014b,,file,,,,
collins_jo:2015,,in file \citep{achourioti-etal:2015},,,,
collins_jo:2015a,,file,,,,
collins_jo:2015c,,in file \citep{fischer_e-collins:2015},,,,
collins_jo:2017,,in file \citep{hale_b-etal:2017},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9781118972090,,
collins_jo:2019,,in file \citep{schumann_g:2019},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.4324/9780429506048,,
collins_jo:2020,,,,WP4-GET-PDF (ISBN:9780198851134 / 9780191885877,,
collins_jo:2020a,,in file \citep{bianchi_a:2020},,,,
collins_jod-etal:2004,,file,,,DIAL,
collins_jod-etal:2004a,,in file \citep{collins_jod-etal:2004},,,DIAL,
collins_jod-varzi:2000,,file,,,,
collins_jod:2000,,in file \citep{collins_jod-etal:2004},,,,
collins_jod:2007,,in file \citep{jacquette:2007a},,,,
collins_jod:2015,,in file \citep{loewer-schaffer:2015},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9781118398593,,
collins_k:2014,,in file \citep{grimshaw_ma:2014},,,,
collins_p:2006,,file,,,,
collins_pj-hahn:2018,,in file \citep{ball_lj-thompson:2018},,,,
collins_pw:1974,,in file \citep{seeger_rj-cohen:1974},,,,
collins_r:1996,,in file \citep{cushing_jt-etal:1996},,,,
collins_r:1999,,in file \citep{murray_mj:1999},,,,
collins_r:1999a,,in file \citep{murray_mj:1999},,,,
collins_r:2003,,in file \citep{manson_na:2003},,,,
collins_r:2004,,in file \citep{corradini-etal:2004},,,,
collins_r:2006,,in file \citep{clayton_p-simpson:2006},,,,
collins_r:2008,,file,,,,
collins_r:2009,,in file \citep{craig_wl-moreland:2009},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9781444308334,,
collins_r:2009a,,in file \citep{flint-rea:2009},,,,
collins_r:2011a,,in file \citep{baker_mc-goetz:2011},,,,
collins_r:2011b,,in file \citep{baker_mc-goetz:2011},,,,
collins_r:2012,,in file \citep{clark_kj-rea:2012},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199766864.001.0001,,
collins_r:2013,,in file \citep{moreland_jp-etal:2013},,,,
collins_r:2013a,in GE,,,,,
collins_r:2013b,,in file \citep{taliaferro-etal:2013},,,,
collins_ra:2000,,in file \citep{kusch_m:2000},,,,
collins_ra:2005,,in file \citep{alexander_jc-smith:2005},,,,
collins_s-lawfordsmith:2016,,file,,,,
collins_s-lawfordsmith:2016a,,in file \citep{brady_m-fricker:2016},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780198759645.001.0001,,
collins_s:2013,,,,,DIAL,
collins_s:2016,,file,,,,
collins_s:2017,,file,,,,
collins_s:2019,,file,,,DIAL,
collins_s:2019a,,in file \citep{greaves_h-pummer:2019},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780198841364.001.0001,,
collins_s:2020,,file,,,,
collins_s:2020a,,in file \citep{bazarganforward-tollefsen:2020},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.4324/9781315107608,,
collins_s:2023,,file,,,,
collins_s:2023a,,,,,DIAL,
collinson:2008,,in file \citep{coffey_j-lim:2008},,,,
collinsweitz:1982,,in file \citep{tymieniecka:1982},,,,
collisonblack_rd:1987,,in file \citep{eatwell-etal:1987},,,,
collmarmol:2007,,file,,,,
collmarmol:2007a,,file,,,DIAL,
collobert:2002,,file,,,,
collodel:2016,,file,,,,
colman_c-blomme:2021,,in file \citep{focquaert_f-etal:2021},,,,
colman_j:1997,,file,,,,
colman_j:2003,,in file \citep{anstey:2003},,,,
colmerauer-pique:1985,,file,,,,
colodny:1962,,,,WP6-GET-PDF,DIAL,
colodny:1965,,file,,,,
colodny:1966,GE,,,WP6-GET-PDF,,
colodny:1966a,in GE,,,,,
colodny:1970,,file,,,,
colodny:1972,,,,WP6-GET-PDF,,
colodny:1982,,,,,DIAL,
colodny:1983a,GE (colodny:1966),,,,,
colombetti_g-roberts:2015,,file,,,,
colombetti_g:2005,,file,,,DIAL,
colombetti_g:2011,,file,,,,
colombetti_g:2013,,in file \citep{fulford-etal:2013},,,,
colombetti_g:2014,,file,,,,
colombo_ag-etal:2022,,file,,,,
colombo_ag:2022,,in file \citep{colombo_ag-etal:2022},,,,
colombo_c-guala:2021,,in file \citep{heilmann-reiss:2021},,,,
colombo_m-etal:2019,,file,,,,
colombo_m-etal:2019a,,in file \citep{colombo_m-etal:2019},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780190662813.001.0001,,
colombo_m-sprenger:2014,,file,,,,
colombo_m:2017,,in file \citep{kiverstein:2017},,,,
colombo_m:2019,,in file \citep{sprevak-colombo:2019},,,,
colomer_e:1981,,file,,,,
colomer_jm:2006,,in file \citep{rhodes_raw-etal:2006},,,,
colomes_d:2010,,file,,,,
colominaalminana_jj:2014,,file,,,,
colonnadahlman-vandeweijer:2022,,,,,DIAL,
colonnadahlman:2016,,file,,,,
colonnello:1989,,file,,,,
colony:2004,,in file \citep{tymieniecka:2004c},,,,
colony:2011,,in file \citep{dahlstrom:2011},,,,
colson_dd:1983,,file,,,,
colston-carreno:2020,,in file \citep{baicchi_a:2020},,,,
colt_h-etal:2011,,,,WP4-GET-PDF (ISBN:9780199735365 / 9780190267520,,
coltman_r:2016,,in file \citep{keane_n-lawn:2016},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9781118529812,,
coltman_v:2011,,in file \citep{ahnert-manning:2011},,,,
colton_r:2023,,file,,WP16-GET-DOIs,,
colvin_mg-gazzaniga:2007,,in file \citep{velmans-schneider:2007},,,,
colwell_j:2000,,file,,,,
colwell_j:2003,,file,,,,
colyvan-etal:2010,,file,,,,
colyvan-etal:2018,,in file \citep{reutlinger-saatsi:2018},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780198777946.001.0001,,
colyvan-hajek:2016,,file,,,,
colyvan:1998,,,,WP17-GET-ENTRIES,,
colyvan:1998a,y,,,,,
colyvan:2001,,,,WP4-GET-PDF (ISBN:9780195137545 / 9780199833139,,
colyvan:2006,,in file \citep{cheyne_c-worrall:2006},,,,
colyvan:2007,,in file \citep{leng-etal:2007},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780199228249.001.0001,,
colyvan:2008,,file,,,,
colyvan:2008a,,in file \citep{dyke_h:2008},,,,
colyvan:2008b,,in file \citep{sarkar_s-plutynski:2008},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9780470696590,,
colyvan:2008c,,in file \citep{preyer-peter:2008},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1515/9783110323689,,
colyvan:2009,in GE,in file \citep{braddonmitchell-nola:2009},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.7551/mitpress/9780262012560.001.0001,,
colyvan:2009a,,in file \citep{irvine_ad:2009},,,,
colyvan:2009b,,in file \citep{bueno_o-linnebo:2009},,,,
colyvan:2010,,file,,,,
colyvan:2013,,file,,,,
colyvan:2014,,in file \citep{galavotti-etal:2014},,,,
colyvan:2016,,file,,,,
comay_r:1998,,in file \citep{critchley_s-schroeder:1998},,,,
comay_r:2000,,in file \citep{heberle_rj:2006},,,,
combes_a:1963,,"file, in file \citep{wilpert-eckert:1963}",,,,
combes_m:1969,y,,,,,
combettes-knuuttila:1996,,file,,,,
combourieu:1995,,file,,,,
combs_a-krippner:1998,,in file \citep{hameroff-etal:1998},,,,
combs_c:2010,,in file \citep{faber_r-etal:2010},,,,
comesana-mcgrath:2014,in GE,in file \citep{littlejohn_c-turri:2014},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199660025.001.0001,,
comesana-mcgrath:2016,,file,,,,
comesana-tal:2015,,file,,,,
comesana:1995,,file,,,,
comesana:2001,,file,,,,
comesana:2002,,file,,,,
comesana:2005,,file,,,,
comesana:2005b,,file (check in \citet{borchert:2005}),,,,
comesana:2006,,file,,,,
comesana:2007,,,,WP16-GETDOIs,,
comesana:2009,,file,,,,
comesana:2010,,file,,,,
comesana:2011a,,in file \citep{machuca:2011},,,,
comesana:2011b,,in file \citep{bernecker-pritchard:2011},,,,
comesana:2012,,file,,,,
comesana:2013a,,in file \citep{turri:2013},,,,
comesana:2014,,in file \citep{steup-etal:2014},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9781394260744,,
comesana:2014a,,in file \citep{fairweather:2014},,,,
comesana:2014b,,in file \citep{steup-etal:2014},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9781394260744,,
comesana:2015,,file,,,,
comesana:2015a,,file,,,,
comesana:2015b,,file,,,,
comesana:2017,,file,,,,
comesana:2020,,,,WP4-GET-PDF (ISBN:9780198847717 / 9780191882388,,
comesana:2020a,,file,,,,
cometti-mulligan:2001,,,,WP6-GET-PDF,,
cometti:1994,in GE,,,,,
cometti:2001,,file,,,,
cometti:2008,,in file \citep{shusterman-tomlin:2008},,,,
comini-etal:1994,,in file \citep{fribourg-turini:1994},,,,
commons_jr:1931,,file,,,,
como_dr:2008,,in file \citep{coffey_j-lim:2008},,,,
comorovski-vonheusinger:2007,,file,,,,
comorovski-vonheusinger:2007a,,in file \citep{comorovski-vonheusinger:2007},,,,
comorovski:1995,,in file \citep{bach_ew-etal:1995},,,,
comorovski:1996,,file,,,,
comorovski:2007,,in file \citep{comorovski-vonheusinger:2007},,,,
comorovski:2008,,in file \citep{gueron-lecarme:2008},,,,
compton_jj:1962,,file,,,,
compton_jj:1969,,in file \citep{cohen_rs-wartofsky:1969},,,,
compton_jj:1982,,in file \citep{stewart_jon:1998},,,,
compton_jj:1984,,in file \citep{cohen_rs-wartofsky:1984b},,,,
compton_jj:2002,,in file \citep{babich:2002},,,,
compton_jj:2009,,in file \citep{davies_s-etal:2009},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9781444310436,,
compton_jj:2009a,,in file \citep{davies_s-etal:2009},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1002/9781444310436,,
compton_k-wardhenson:2000,,in file \citep{abramsky-etal:2000},,,,
comrie:1986,,in file \citep{traugott-etal:1986},,,,
comstock-bauer:2018,,file,,,,
comte_a:2009,,file,,,,
comtesse-soteropoulos:2012,,in file \citep{tymieniecka:2012},,,,
conant_j-kern:2014a,,file,,,,
conant_j:1992,y,file,,,,
conant_j:1994,y,in file \citep{putnam_h:1994},,,,
conant_j:1996,,in file \citep{phillips_dz:1996},,,,
conant_j:2000,,in file \citep{brandom:2000a},,,,
conant_j:2001,y,,,,,
conant_j:2005,,file,,,,
conant_j:2005a,,in file \citep{gleason_a-etal:2005},,,,
conant_j:2006,,file,,,,
conant_j:2011a,in GE,,,,,
conant_j:2012,,in file \citep{abel_g-conant:2012a},,,,
conant_j:2016,,file,,,,
conant_j:2017,,in file \citep{oshea_jr:2017},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1017/9781139871389,,
concannon:2010,,file,,,,
conces:2009,,file,,,,
concetta_l:1987,,file,,,,
concettadimaio-zanardo:1994,,in file \citep{gabbay_dm-ohlbach:1994},,,,
conci-bello:1994,,in file \citep{tymieniecka:1994a},,,,
conci:1983,,in file \citep{tymieniecka-schrag:1983},,,,
conci:1998,,in file \citep{kronegger-tymieniecka:1998},,,,
condoravdi-lauer:2011,,in file \citep{reich_i-etal:2011},,,,
condoravdi:2021,,in file \citep{walters_l-hawthorne:2020},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/oso/9780198712732.001.0001,,
conduct:2008,,file,,,,
conduct:2010,,file,,,,
conduct:2012,,file,,,,
conduct:2012a,,file,,,,
conduct:2013,,file,,,,
conee-feldman:1996,,file (check in \citet{borchert:2005}),,,DIAL,
conee-feldman:1996a,,file (check in \citet{borchert:2005}),,,,
conee-feldman:1998,,in file \citep{conee-feldman:2004},,,,
conee-feldman:2001,,"file, in file \citep{conee-feldman:2004}",,,,
conee-feldman:2004,,"some files, file (draft)",,WP3-GET-PDF (ISBN:9780199253722 / 9780191601361,DIAL,
conee-feldman:2004a,,in file \citep{conee-feldman:2004},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/0199253722.001.0001,,
conee-feldman:2004b,,in file \citep{conee-feldman:2004},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/0199253722.001.0001,,
conee-feldman:2004c,,in file \citep{conee-feldman:2004},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/0199253722.001.0001,,
conee-feldman:2008,,,,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199264933.001.0001,,
conee-feldman:2011,in GE,in file \citep{dougherty_t:2011},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199563500.001.0001,,
conee-feldman:2011a,in GE,in file \citep{dougherty_t:2011},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199563500.001.0001,,
conee-feldman:2011b,in GE,in file \citep{dougherty_t:2011},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199563500.001.0001,,
conee-feldman:2011c,in GE,in file \citep{dougherty_t:2011},,WP9-GET-DOI-FOR-BOOK-CHAPTER-DOI-OF-EDITED-VOLUME-IS: 10.1093/acprof:oso/9780199563500.001.0001,,
