id,series_key,name_latex,name_unicode
1037,commentaires_philosophiques,Commentaires philosophiques,Commentaires philosophiques
1038,new_directions_in_ethics,New Directions in Ethics,New Directions in Ethics
1039,conversations_pour_demain,Conversations pour demain,Conversations pour demain
1040,cnrs_histoire_des_sciences,CNRS-histoire des sciences,CNRS-histoire des sciences
1041,m_e_diations,M{\'e}diations,Médiations
1042,th_e_orie_et_litt_e_rature,Th{\'e}orie et litt{\'e}rature,Théorie et littérature
1043,cambridge_studies_in_romanticism,Cambridge Studies in Romanticism,Cambridge Studies in Romanticism
1044,biblioth_e_que_de_non_philosophie,Biblioth{\'e}que de non-philosophie,Bibliothéque de non-philosophie
1045,internationales_jahrbuch_des_deutschen_idealismus_international_yearbook_of_german_idealism,Internationales Jahrbuch des Deutschen Idealismus / International Yearbook of German Idealism,Internationales Jahrbuch des Deutschen Idealismus / International Yearbook of German Idealism
1047,international_aristotle_studies,International Aristotle Studies,International Aristotle Studies
1048,corpus_christianorum_continuatio_mediaevalis,Corpus Christianorum Continuatio Mediaevalis,Corpus Christianorum Continuatio Mediaevalis
1049,oxford_texts_in_logic,Oxford Texts in Logic,Oxford Texts in Logic
1050,philosophie,Philosophie,Philosophie
1051,reprise,Reprise,Reprise
1052,neue_kriminologische_schriftenreihe,Neue kriminologische Schriftenreihe,Neue kriminologische Schriftenreihe
1053,routledge_handbooks_in_linguistics,Routledge Handbooks in Linguistics,Routledge Handbooks in Linguistics
1055,current_research_in_forensic_psychiatry_and_psychology,Current Research in Forensic Psychiatry and Psychology,Current Research in Forensic Psychiatry and Psychology
1056,gesamtausgabe_iii_abteilung_unver_o_ffentlichte_abhandlungen_vortr_a_ge_gedachtes,"Gesamtausgabe; III.~Abteilung: Unver{\""o}ffentlichte Abhandlungen, Vortr{\""a}ge, Gedachtes","Gesamtausgabe; III. Abteilung: Unveröffentlichte Abhandlungen, Vorträge, Gedachtes"
1057,philosophie_de_l_e_ducation,Philosophie de l'{\'e}ducation,Philosophie de l'éducation
1058,abr_e_g_e_s_de_m_e_decine,Abr{\'e}g{\'e}s de m{\'e}decine,Abrégés de médecine
1059,contemporary_philosophy_in_focus,Contemporary Philosophy in Focus,Contemporary Philosophy in Focus
1060,working_papers_in_philosophy,Working Papers in Philosophy,Working Papers in Philosophy
1061,variations,Variations,Variations
1062,schriften_zum_o_ffentlichen_recht,"Schriften zum {\""o}ffentlichen Recht",Schriften zum öffentlichen Recht
1063,humanism_in_business_series,Humanism in Business Series,Humanism in Business Series
1064,departemental_monograph,Departemental Monograph,Departemental Monograph
1065,csli_lecture_notes,{CSLI} Lecture Notes,CSLI Lecture Notes
1066,issues_in_ancient_philosophy,Issues in Ancient Philosophy,Issues in Ancient Philosophy
1067,stanford_series_in_philosophy_studies_in_kant_and_german_idealism,Stanford Series in Philosophy: Studies in Kant and German Idealism,Stanford Series in Philosophy: Studies in Kant and German Idealism
1068,routledge_focus_on_philosophy,Routledge Focus on Philosophy,Routledge Focus on Philosophy
1069,corpus_philosophorum_medii_aevi_opera_philosophia_mediae_aetatis_selecta,Corpus philosophorum Medii Aevi.~Opera philosophia Mediae Aetatis selecta,Corpus philosophorum Medii Aevi. Opera philosophia Mediae Aetatis selecta
1070,osnabr_u_cker_philosophische_schriften_reihe_a_2,"Osnabr{\""u}cker Philosophische Schriften, Reihe A 2","Osnabrücker Philosophische Schriften, Reihe A 2"
1071,rethinking_the_western_tradition,Rethinking the Western Tradition,Rethinking the Western Tradition
1072,klassiker_auslegen,Klassiker Auslegen,Klassiker Auslegen
1073,quadrige_d_e_bats_essais,Quadrige ; D{\'e}bats essais,Quadrige ; Débats essais
1074,naturwissenschaftliche_monographien_und_lehrb_u_cher,"Naturwissenschaftliche Monographien und Lehrb{\""u}cher",Naturwissenschaftliche Monographien und Lehrbücher
1075,anthropos_anthropologie,Anthropos-anthropologie,Anthropos-anthropologie
1076,pure_and_applied_mathematics,Pure and Applied Mathematics,Pure and Applied Mathematics
1077,ethique_publique_hors_s_e_rie,Ethique publique hors s{\'e}rie,Ethique publique hors série
1078,palgrave_studies_in_pragmatics_language_and_cognition,"Palgrave Studies in Pragmatics, Language and Cognition","Palgrave Studies in Pragmatics, Language and Cognition"
1079,universit_a_degli_studi_di_lecca_centro_interdipartimentale_di_studi_su_descartes_e_il_seicento_saggi,"Universit{\`a} degli studi di Lecca, Centro Interdipartimentale di Studi su Descartes e il Seicento.~Saggi","Università degli studi di Lecca, Centro Interdipartimentale di Studi su Descartes e il Seicento. Saggi"
1080,studies_in_german_idealism,Studies in German Idealism,Studies in German Idealism
1081,utb_philosophie,UTB Philosophie,UTB Philosophie
1082,collected_writings,Collected Writings,Collected Writings
1084,histoire_des_sciences_et_techniques,Histoire des sciences et techniques,Histoire des sciences et techniques
1085,philosopher,Philosopher,Philosopher
1086,collection_philosophie_et_langage,Collection Philosophie et Langage,Collection Philosophie et Langage
1087,cahier_d_histoire_et_de_philosophie_des_sciences,Cahier d'Histoire et de Philosophie des Sciences,Cahier d'Histoire et de Philosophie des Sciences
1088,explicatio,explicatio,explicatio
1089,european_studies_in_theology_philosophy_and_history_of_religions,"European Studies in Theology, Philosophy and History of Religions","European Studies in Theology, Philosophy and History of Religions"
1090,viennese_heritage_wiener_erbe,Viennese Heritage / Wiener Erbe,Viennese Heritage / Wiener Erbe
1091,center_for_philosophy_of_science_series,Center for Philosophy of Science Series,Center for Philosophy of Science Series
1092,essentials,essentials,essentials
1093,new_critical_thinking_in_philosophy,New Critical Thinking in Philosophy,New Critical Thinking in Philosophy
1094,biblioth_e_que_classique_de_la_libert_e,Biblioth{\`e}que classique de la libert{\'e},Bibliothèque classique de la liberté
1095,ancient_philosophies,Ancient Philosophies,Ancient Philosophies
1096,sources_in_the_history_of_mathematics_and_physical_sciences,Sources in the History of Mathematics and Physical Sciences,Sources in the History of Mathematics and Physical Sciences
1097,logic_and_computation_in_philosophy,Logic and Computation in Philosophy,Logic and Computation in Philosophy
1098,philosophers_in_context,Philosophers in Context,Philosophers in Context
1099,logiques_sociales,Logiques sociales,Logiques sociales
1100,biblioth_e_que_de_la_pl_e_iade,Biblioth{\'e}que de la Pl{\'e}iade,Bibliothéque de la Pléiade
1101,philosophie_der_antike,Philosophie der Antike,Philosophie der Antike
1102,conf_e_rences_pierre_ab_e_lard,Conf{\'e}rences Pierre Ab{\'e}lard,Conférences Pierre Abélard
1103,blaue_reihe,Blaue Reihe,Blaue Reihe
1104,philosophical_quarterly_supplementary_series,Philosophical Quarterly Supplementary Series,Philosophical Quarterly Supplementary Series
1105,annales_litt_e_raires_de_l_universit_e_de_franche_comt_e_agon,Annales litt{\'e}raires de l'universit{\'e} de Franche-Comt{\'e} ; Agon,Annales littéraires de l'université de Franche-Comté ; Agon
1106,ikko,Ikko,Ikko
1107,elements_in_the_philosophy_of_science,Elements in the Philosophy of Science,Elements in the Philosophy of Science
1108,education_et_philosophie,Education et philosophie,Education et philosophie
1109,american_university_studies,American University Studies,American University Studies
1110,cahiers_d_humanisme_et_renaissance,Cahiers d'Humanisme et Renaissance,Cahiers d'Humanisme et Renaissance
1111,discrete_mathematics_and_theoretical_computer_science,Discrete Mathematics and Theoretical Computer Science,Discrete Mathematics and Theoretical Computer Science
1112,saggi_di_cultura_contemporanea,Saggi di cultura contemporanea,Saggi di cultura contemporanea
1113,quadrige_grands_textes,Quadrige ; Grands textes,Quadrige ; Grands textes
1114,philosophy_and_politics_critical_explorations,Philosophy and Politics - Critical Explorations,Philosophy and Politics - Critical Explorations
1115,d_e_veloppement_personnel,D{\'e}veloppement personnel,Développement personnel
1116,palgrave_studies_in_ethics_and_public_policy,Palgrave Studies in Ethics and Public Policy,Palgrave Studies in Ethics and Public Policy
1117,patrimoines_juda_i_sme,"Patrimoines ; Juda{\""{\i}}sme",Patrimoines ; Judaïsme
1118,readings_in_philosophy,Readings in Philosophy,Readings in Philosophy
1119,textes_et_commentaires,Textes et commentaires,Textes et commentaires
1120,rochester_studies_in_medical_history,Rochester Studies in Medical History,Rochester Studies in Medical History
1121,critical_studies_in_german_idealism,Critical Studies in German Idealism,Critical Studies in German Idealism
1122,studies_in_history_and_philosophy_of_science,Studies in History and Philosophy of Science,Studies in History and Philosophy of Science
1123,faith_and_reason_studies_in_catholic_theology_and_philosophy,Faith and Reason: Studies in Catholic Theology and Philosophy,Faith and Reason: Studies in Catholic Theology and Philosophy
1124,math_e_matiques_et_sciences_de_l_homme,Math{\'e}matiques et Sciences de l'Homme,Mathématiques et Sciences de l'Homme
1125,la_matem_a_tica_en_sus_personajes,La matem{\'a}tica en sus personajes,La matemática en sus personajes
1126,collected_works,Collected Works,Collected Works
1127,corpus_philosophorum_medii_aevi_testi_e_studi,Corpus Philosophorum Medii Aevi.~Testi e Studi,Corpus Philosophorum Medii Aevi. Testi e Studi
1128,m_e_decine_sciences_humaines,M{\'e}decine \& sciences humaines,Médecine & sciences humaines
1129,contributions_of_the_austrian_ludwig_wittgenstein_society,Contributions of the Austrian Ludwig Wittgenstein Society,Contributions of the Austrian Ludwig Wittgenstein Society
1130,le_rayon_des_curiosit_e_s,Le rayon des curiosit{\'e}s,Le rayon des curiosités
1131,collection_du_centre_de_recherches_en_mati_e_re_p_e_nale_fernand_boulan,Collection du Centre de recherches en mati{\`e}re p{\'e}nale Fernand Boulan,Collection du Centre de recherches en matière pénale Fernand Boulan
1132,l_infini,L'infini,L'infini
1133,peripatoi_philologisch_historische_studien_zum_aristotelismus,Peripatoi.~Philologisch-historische Studien zum Aristotelismus,Peripatoi. Philologisch-historische Studien zum Aristotelismus
1134,collana_di_psicologia_descrittiva,Collana di psicologia descrittiva,Collana di psicologia descrittiva
1135,philosophical_studies_from_the_university_of_helsinki,Philosophical Studies from the University of Helsinki,Philosophical Studies from the University of Helsinki
1136,the_international_library_of_bioethics,The International Library of Bioethics,The International Library of Bioethics
1138,studien_zur_deutschen_grammatik,Studien zur Deutschen Grammatik,Studien zur Deutschen Grammatik
1139,philosophical_studies_in_science_and_religion,Philosophical Studies in Science and Religion,Philosophical Studies in Science and Religion
1140,studies_in_rationality_and_social_change,Studies in Rationality and Social Change,Studies in Rationality and Social Change
1141,studies_in_natural_language_and_linguistic_theory,Studies in Natural Language and Linguistic Theory,Studies in Natural Language and Linguistic Theory
1142,university_of_durham_publications,University of Durham Publications,University of Durham Publications
1143,wolffiana,Wolffiana,Wolffiana
1144,routledge_studies_in_the_philosophy_of_religion,Routledge Studies in the Philosophy of Religion,Routledge Studies in the Philosophy of Religion
1146,anatolia,Anatolia,Anatolia
1147,andr_e_silvaire,Andr{\'e} Silvaire,André Silvaire
1148,profili,Profili,Profili
1149,epistemologia,Epistemologia,Epistemologia
1150,studies_in_philosophy_and_religion,Studies in Philosophy and Religion,Studies in Philosophy and Religion
1151,le_sens_commun,Le sens commun,Le sens commun
1152,sources_du_savoir,Sources du savoir,Sources du savoir
1153,kierkegaard_studies_monograph_series,Kierkegaard Studies.~Monograph Series,Kierkegaard Studies. Monograph Series
1154,philosophy_and_society,Philosophy and Society,Philosophy and Society
1155,contributions_to_philosophical_theology,Contributions to Philosophical Theology,Contributions to Philosophical Theology
1156,scandinavian_university_studies_in_the_humanities_and_social_sciences,Scandinavian University Studies in the Humanities and Social Sciences,Scandinavian University Studies in the Humanities and Social Sciences
1157,quellen_und_studien_zur_philosophie,Quellen und Studien zur Philosophie,Quellen und Studien zur Philosophie
1158,pozna_n_studies_in_the_philosophy_of_the_sciences_and_the_humanities,Pozna{\'n} Studies in the Philosophy of the Sciences and the Humanities,Poznań Studies in the Philosophy of the Sciences and the Humanities
1159,the_yale_leibniz,The Yale Leibniz,The Yale Leibniz
1160,texts_in_computing,Texts in Computing,Texts in Computing
1161,li_e_ge_biblioth_e_que_de_la_facult_e,"Li{\`e}ge, Biblioth{\`e}que de la Facult{\'e}","Liège, Bibliothèque de la Faculté"
1162,ashgate_new_critical_thinking_in_philosophy,Ashgate New Critical Thinking in Philosophy,Ashgate New Critical Thinking in Philosophy
1163,studies_in_epistemology_and_cognitive_theory,Studies in epistemology and cognitive theory,Studies in epistemology and cognitive theory
1164,centre_pierre_kayser,Centre Pierre Kayser,Centre Pierre Kayser
1166,points_sciences,Points ; Sciences,Points ; Sciences
1167,university_of_washington_publications_in_the_social_sciences,University of Washington Publications in the Social Sciences,University of Washington Publications in the Social Sciences
1168,studies_in_universal_logic,Studies in Universal Logic,Studies in Universal Logic
1169,outstanding_contributions_to_logic,Outstanding Contributions to Logic,Outstanding Contributions to Logic
1170,clarendon_aristotle_series,Clarendon Aristotle Series,Clarendon Aristotle Series
1171,loeb_classical_library,Loeb Classical Library,Loeb Classical Library
1172,the_moral_limits_of_the_criminal_law,The Moral Limits of the Criminal Law,The Moral Limits of the Criminal Law
1173,werkausgabe_in_zwanzig_b_a_nden,"Werkausgabe in zwanzig B{\""a}nden",Werkausgabe in zwanzig Bänden
1174,lexicon_working_papers,Lexicon Working Papers,Lexicon Working Papers
1175,folio_actuel,Folio actuel,Folio actuel
1176,handbooks_in_philosophy,Handbooks in Philosophy,Handbooks in Philosophy
1177,essays_in_ancient_philosophy,Essays in Ancient Philosophy,Essays in Ancient Philosophy
1178,perspectives_germaniques,Perspectives germaniques,Perspectives germaniques
1179,cambridge_handbooks_in_language_and_linguistics,Cambridge Handbooks in Language and Linguistics,Cambridge Handbooks in Language and Linguistics
1180,l_itin_e_raire,L'itin{\'e}raire,L'itinéraire
1181,law_and_philosophy_library,Law and Philosophy Library,Law and Philosophy Library
1182,scrinium_friburgense,Scrinium Friburgense,Scrinium Friburgense
1184,a_beginner_s_guide,A beginner's guide,A beginner's guide
1185,biblioth_e_que_du_coll_e_ge_international_de_philosophie,Biblioth{\`e}que du Coll{\`e}ge international de philosophie,Bibliothèque du Collège international de philosophie
1186,series_in_affective_science,Series in Affective Science,Series in Affective Science
1187,que_sais_je,Que sais-je ?,Que sais-je ?
