id,author_key,given_name_latex,given_name_unicode,family_name_latex,family_name_unicode,mononym_latex,mononym_unicode,shorthand_latex,shorthand_unicode,famous_name_latex,famous_name_unicode,famous,name_variants_latex,name_variants_unicode
525,quarch,Christoph,Christoph,Quarch,Quarch,,,,,,,false,,
721,quintin_j,Jacques,Jacques,Quintin,Quintin,,,,,,,false,,
25371,quack_a,Alexandra,Alexandra,Quack,Quack,,,,,,,false,,
25372,queloz,Matthieu,Matthieu,Queloz,Queloz,,,,,,,false,,
26250,quaglia_o,Olivier,Olivier,Quaglia,Quaglia,,,,,,,false,,
26996,quinche,Florence,Florence,Quinche,Quinche,,,,,,,false,,
27361,quadri_b,Barbara,Barbara,Quadri,Quadri,,,,,,,false,,
27718,quadranti,Piergiorgio,Piergiorgio,Quadranti,Quadranti,,,,,,,false,,
27719,quante,Michael,Michael,Quante,Quante,,,,,,,false,,
69814,qi,Wang,Wang,Qi,Qi,,,,,,,false,,
69815,qin,Yulin,Yulin,Qin,Qin,,,,,,,false,,
69816,qingping,Liu,Liu,Qingping,Qingping,,,,,,,false,,
69817,qingxiong,Zhang,Zhang,Qingxiong,Qingxiong,,,,,,,false,,
69818,qinian,An,An,Qinian,Qinian,,,,,,,false,,
69819,qionbing,Wu,Wu,Qionbing,Qionbing,,,,,,,false,,
69820,qiu_hu,Huitong,Huitong,Qiu,Qiu,,,,,,,false,,
69821,qiu_rz,Ren-Zong,Ren-Zong,Qiu,Qiu,,,,,,,false,,
69822,qizilbash,Mozaffar,Mozaffar,Qizilbash,Qizilbash,,,,,,,false,,
69823,qu_hm,Hsueh M.,Hsueh M.,Qu,Qu,,,,,,,false,,
69824,qu_xi,Xinmei,Xinmei,Qu,Qu,,,,,,,false,,
69825,qu_yo,Yong,Yong,Qu,Qu,,,,,,,false,,
69826,quadrelli_s,Silvia,Silvia,Quadrelli,Quadrelli,,,,,,,false,,
69827,quakelbeen,Julien,Julien,Quakelbeen,Quakelbeen,,,,,,,false,,
69828,quandt_re,Richard E.,Richard E.,Quandt,Quandt,,,,,,,false,,
69829,quandt_rp,Ryan Phillip,Ryan Phillip,Quandt,Quandt,,,,,,,false,,
69830,quanhaase,Anabel,Anabel,Quan-Haase,Quan-Haase,,,,,,,false,,
69831,quantin,Jean-Louis,Jean-Louis,Quantin,Quantin,,,,,,,false,,
69832,quantz,J.~Joachim,J. Joachim,Quantz,Quantz,,,,,,,false,,
69833,quaranto,Anne,Anne,Quaranto,Quaranto,,,,,,,false,,
69834,quarantotto_d,Diana,Diana,Quarantotto,Quarantotto,,,,,,,false,,
69835,quarfood,Marcel,Marcel,Quarfood,Quarfood,,,,,,,false,,
69836,quarteroni,Alfio,Alfio,Quarteroni,Quarteroni,,,,,,,false,,
69837,quartier,Thomas,Thomas,Quartier,Quartier,,,,,,,false,,
69838,quash_b,Ben,Ben,Quash,Quash,,,,,,,false,,
69839,quastler,H.,H.,Quastler,Quastler,,,,,,,false,,
69840,quattrone_ga,George A.,George A.,Quattrone,Quattrone,,,,,,,false,,
69841,quay,Paul M.,Paul M.,Quay,Quay,,,,,,,false,,
69843,queen_cs,Christopher S.,Christopher S.,Queen,Queen,,,,,,,false,,
69844,queen_sa,Sarah A.,Sarah A.,Queen,Queen,,,,,,,false,,
69845,queiroz_j,Jo{\~a}o,João,Queiroz,Queiroz,,,,,,,false,,
69846,quen,J.M.,J.M.,Quen,Quen,,,,,,,false,,
69847,quenet,Gr{\'e}gory,Grégory,Quenet,Quenet,,,,,,,false,,
69848,quenteltouche,C{\'e}cile,Cécile,Quentel-Touche,Quentel-Touche,,,,,,,false,,
69849,quentin_b,Bertrand,Bertrand,Quentin,Quentin,,,,,,,false,,
69851,queponsramirez,Ignacio,Ignacio,Quepons Ram{\'{\i}}rez,Quepons Ramírez,,,,,,,false,,
69852,quer_j,Josep,Josep,Quer,Quer,,,,,,,false,,
69853,quera_v,Vicen{\c{c}},Vicenç,Quera,Quera,,,,,,,false,,
