id,author_key,given_name_latex,given_name_unicode,family_name_latex,family_name_unicode,mononym_latex,mononym_unicode,shorthand_latex,shorthand_unicode,famous_name_latex,famous_name_unicode,famous,name_variants_latex,name_variants_unicode
603,yameogo_ra,Relwend{\'e} Aristide,Relwendé Aristide,Yameogo,Yameogo,,,,,,,false,,
26591,yak_r,Konan R{\'e}mi,Konan Rémi,Ya,Ya,,,,,,,false,,
26829,yehia_b,Basma,Basma,Yehia,Yehia,,,,,,,false,,
27144,yip_kl,Ka Lok,Ka Lok,Yip,Yip,,,,,,,false,,
27349,yu_ji,Jiamin,Jiamin,Yu,Yu,,,,,,,false,,
27825,yang_xi,Xiaobo,Xiaobo,Yang,Yang,,,,,,,false,,
27826,yoon_b,Bosuk,Bosuk,Yoon,Yoon,,,,,,,false,,
85165,yaakub_sn,Siti N.,Siti N.,Yaakub,Yaakub,,,,,,,false,,
85166,yaari_me,Menahem E.,Menahem E.,Yaari,Yaari,,,,,,,false,,
85167,yablo,Stephen,Stephen,Yablo,Yablo,,,,,,,false,,
85168,yablon,Charles M.,Charles M.,Yablon,Yablon,,,,,,,false,,
85169,yabushita,Katsuhiko,Katsuhiko,Yabushita,Yabushita,,,,,,,false,,
85170,yacek_d,Douglas W.,Douglas W.,Yacek,Yacek,,,,,,,false,,
85171,yacine,Jean-Luc,Jean-Luc,Yacine,Yacine,,,,,,,false,,
85172,yadav_bs,Bibhuti S.,Bibhuti S.,Yadav,Yadav,,,,,,,false,,
85173,yadav_s,Sameer,Sameer,Yadav,Yadav,,,,,,,false,,
85174,yadgar_o,Osher,Osher,Yadgar,Yadgar,,,,,,,false,,
85175,yadlin_a,Amos,Amos,Yadlin,Yadlin,,,,,,,false,,
85176,yaegashi_t,Toru,Toru,Yaegashi,Yaegashi,,,,,,,false,,
85177,yaffe,Gideon,Gideon,Yaffe,Yaffe,,,,,,,false,,
85178,yager,Ronald R.,Ronald R.,Yager,Yager,,,,,,,false,,
85179,yagisawa,Takashi,Takashi,Yagisawa,Yagisawa,,,,,,,false,,
85180,yahya_a,Adnan,Adnan,Yahya,Yahya,,,,,,,false,,
85181,yakimovsky_y,Yoram,Yoram,Yakimovsky,Yakimovsky,,,,,,,false,,
85182,yakira,Elhanan,Elhanan,Yakira,Yakira,,,,,,,false,,
85183,yakubu,Yussif,Yussif,Yakubu,Yakubu,,,,,,,false,,
85184,yalcin_s,Seth,Seth,Yalcin,Yalcin,,,,,,,false,,
85185,yalcin_ued,"{\""U}mit D.",Ümit D.,Yal{\c{c}}in,Yalçin,,,,,,,false,,
85186,yaldir,Hulya,Hulya,Yaldir,Yaldir,,,,,,,false,,
85187,yalowitz,Steven,Steven,Yalowitz,Yalowitz,,,,,,,false,,
85188,yama_h,Hiroshi,Hiroshi,Yama,Yama,,,,,,,false,,
85189,yamabana_k,Kiyoshi,Kiyoshi,Yamabana,Yamabana,,,,,,,false,,
85190,yamada_c,Chikatoshi,Chikatoshi,Yamada,Yamada,,,,,,,false,,
85191,yamada_h,Hiroaki,Hiroaki,Yamada,Yamada,,,,,,,false,,
85192,yamada_m,Masahiro,Masahiro,Yamada,Yamada,,,,,,,false,,
85193,yamada_s,Setsuo,Setsuo,Yamada,Yamada,,,,,,,false,,
85194,yamada_t,Tomoyuki,Tomoyuki,Yamada,Yamada,,,,,,,false,,
85195,yamadori,Atsushi,Atsushi,Yamadori,Yamadori,,,,,,,false,,
85196,yamaguchi_i,Ichiro,Ichiro,Yamaguchi,Yamaguchi,,,,,,,false,,
85197,yamakawa_h,Hideya,Hideya,Yamakawa,Yamakawa,,,,,,,false,,
85198,yamakido_h,Hiroko,Hiroko,Yamakido,Yamakido,,,,,,,false,,
85199,yamamori,Yoshie,Yoshie,Yamamori,Yamamori,,,,,,,false,,
85200,yamamoto_k,Keiji,Keiji,Yamamoto,Yamamoto,,,,,,,false,,
85201,yamamoto_ka,Kazuhide,Kazuhide,Yamamoto,Yamamoto,,,,,,,false,,
85202,yamamoto_m,Mikio,Mikio,Yamamoto,Yamamoto,,,,,,,false,,
85203,yamamura_m,Masayuki,Masayuki,Yamamura,Yamamura,,,,,,,false,,
85204,yaman_h,Hikmet,Hikmet,Yaman,Yaman,,,,,,,false,,
85205,yamanashi,Masa-Aki,Masa-Aki,Yamanashi,Yamanashi,,,,,,,false,,
85206,yamane,Yuichiro,Yuichiro,Yamane,Yamane,,,,,,,false,,
85207,yamashita_y,Y.,Y.,Yamashita,Yamashita,,,,,,,false,,
85208,yamazaki_t,Takefumi,Takefumi,Yamazaki,Yamazaki,,,,,,,false,,
85209,yan_ch,Chung-Hye,Chung-Hye,Yan,Yan,,,,,,,false,,
85210,yan_m,Mengyao,Mengyao,Yan,Yan,,,,,,,false,,
85211,yanagizawadrott,David,David,Yanagizawa-Drott,Yanagizawa-Drott,,,,,,,false,,
85212,yanal,Robert J.,Robert J.,Yanal,Yanal,,,,,,,false,,
85213,yanase,M.M.,M.M.,Yanase,Yanase,,,,,,,false,,
85214,yanay,Niza,Niza,Yanay,Yanay,,,,,,,false,,
85215,yancey_h,Hilary,Hilary,Yancey,Yancey,,,,,,,false,,
85216,yanchar_sc,Stephen C.,Stephen C.,Yanchar,Yanchar,,,,,,,false,,
85217,yancy,George,George,Yancy,Yancy,,,,,,,false,,
85218,yandell_d,David,David,Yandell,Yandell,,,,,,,false,,
85219,yandell_ke,Keith E.,Keith E.,Yandell,Yandell,,,,,,,false,,
85220,yandell_ms,Michael S.,Michael S.,Yandell,Yandell,,,,,,,false,,
85221,yang_ch,Chungui,Chungui,Yang,Yang,,,,,,,false,,
85222,yang_cj,C.J.,C.J.,Yang,Yang,,,,,,,false,,
85223,yang_cn,Chen Ning,Chen Ning,Yang,Yang,,,,,,,false,,
85224,yang_d,Dachun,Dachun,Yang,Yang,,,,,,,false,,
85225,yang_e,Eric T.,Eric T.,Yang,Yang,,,,,,,false,,
85226,yang_eu,Eunsuk,Eunsuk,Yang,Yang,,,,,,,false,,
85227,yang_g,Gijoo,Gijoo,Yang,Yang,,,,,,,false,,
85228,yang_gu,Guang,Guang,Yang,Yang,,,,,,,false,,
85229,yang_j,June,June,Yang,Yang,,,,,,,false,,
85230,yang_l,Lihua,Lihua,Yang,Yang,,,,,,,false,,
85231,yang_mh,Moon-Heum,Moon-Heum,Yang,Yang,,,,,,,false,,
85232,yang_q,Quiang,Quiang,Yang,Yang,,,,,,,false,,
85233,yang_sy,S.-Y.,S.-Y.,Yang,Yang,,,,,,,false,,
