id,author_key,given_name_latex,given_name_unicode,family_name_latex,family_name_unicode,mononym_latex,mononym_unicode,shorthand_latex,shorthand_unicode,famous_name_latex,famous_name_unicode,famous,name_variants_latex,name_variants_unicode
63,dillier_f,Fiona,Fiona,Dillier,Dillier,,,,,,,false,,
110,doelz_k,Karin,Karin,"D{\""o}lz",Dölz,,,,,,,false,,
112,duerst_t,Thomas,Thomas,"D{\""u}rst",Dürst,,,,,,,false,,
116,doerig_i,Ivo,Ivo,"D{\""o}rig",Dörig,,,,,,,false,,
208,dillies_e,Emmanuel,Emmanuel,Dillies,Dillies,,,,,,,false,,
217,daetwyler_m,Maria,Maria,"D{\""a}twyler",Dätwyler,,,,,,,false,,
242,dandres,Nicolas,Nicolas,D'Andr{\`e}s,D'Andrès,,,,,,,false,,
243,daetwyler_l,Larissa,Larissa,"D{\""a}twyler",Dätwyler,,,,,,,false,,
244,deonna,Julien Amos,Julien Amos,Deonna,Deonna,,,,,,,false,,
308,delucchi_r,Rachele,Rachele,Delucchi,Delucchi,,,,,,,false,,
369,duerig_a,Andr{\'e},André,"D{\""u}rig",Dürig,,,,,,,false,,
381,duerrenmatt_ml,Marie-Louise,Marie-Louise,"D{\""u}rrenmatt",Dürrenmatt,,,,,,,false,,
397,desalis_g,Gauthier,Gauthier,de Salis,de Salis,,,,,,,false,,
425,durot_b,Beatrice,Beatrice,Durot,Durot,,,,,,,false,,
443,drobny_s,Sebastian,Sebastian,Drobny,Drobny,,,,,,,false,,
476,dacosta_f,Florbela,Florbela,Da Costa,Da Costa,,,,,,,false,,
492,doessegger_m,Melanie,Melanie,"D{\""o}ssegger",Dössegger,,,,,,,false,,
495,deflores_j,Juan,Juan,de Flores,de Flores,,,,,,,false,,
507,delassus_e,{\'E}ric,Éric,Delassus,Delassus,,,,,,,false,,
545,dimaggio,Joe,Joe,Dimaggio,Dimaggio,,,,,,,false,,
608,donini_fm,Francesco M.,Francesco M.,Donini,Donini,,,,,,,false,,
616,dujardin_m,Marianne,Marianne,Dujardin,Dujardin,,,,,,,false,,
661,dutoit_e,Elodie,Elodie,Dutoit,Dutoit,,,,,,,false,,
666,dettmer_m,Mirko,Mirko,Dettmer,Dettmer,,,,,,,false,,
711,dorsaz_c,Coralie,Coralie,Dorsaz,Dorsaz,,,,,,,false,,
734,dobelmann_j,Jan,Jan,Dobelmann,Dobelmann,,,,,,,false,,
771,dauw_n,Nick,Nick,Dauw,Dauw,,,,,,,false,,
785,daepp_b,Bernhard,Bernhard,Daepp,Daepp,,,,,,,false,,
849,dubach_g,Geraldine,Geraldine,Dubach,Dubach,,,,,,,false,,
918,domig_d,David,David,Domig,Domig,,,,,,,false,,
957,dendorfer_o,Orhmar,Orhmar,Dendorfer,Dendorfer,,,,,,,false,,
1000,dubach_t,Therese,Therese,Dubach,Dubach,,,,,,,false,,
1005,dobiess,Christof,Christof,Dobiess,Dobiess,,,,,,,false,,
1038,donatsch_d,Denise,Denise,Donatsch,Donatsch,,,,,,,false,,
1055,djerrah_s,Salima,Salima,Djerrah,Djerrah,,,,,,,false,,
1271,desteffani_m,Maria,Maria,de Steffani,de Steffani,,,,,,,false,,
1425,daeniken_hp,Hans-Peter,Hans-Peter,"D{\""a}niken",Däniken,,,,,,,false,,
1798,dorthe,Gabriel,Gabriel,Dorthe,Dorthe,,,,,,,false,,
1998,duermueller_a,Andrea,Andrea,Duermueller,Duermueller,,,,,,,false,,
2158,duerrmeier_rm,Robert Mikael,Robert Mikael,"D{\""u}rrmeier",Dürrmeier,,,,,,,false,,
2182,dutant,Julien,Julien,Dutant,Dutant,,,,,,,false,,
2212,diehl_ca,Catharine,Catharine,Diehl,Diehl,,,,,,,false,,
2218,demetrio_g,Gerrit,Gerrit,Demetrio,Demetrio,,,,,,,false,,
3838,dieme_c,Corinne,Corinne,Dieme,Dieme,,,,,,,false,,
4048,demarchi_g,Gregorio,Gregorio,Demarchi,Demarchi,,,,,,,false,,
4393,deig_s,Stephanie,Stephanie,Deig,Deig,,,,,,,false,,
5076,desorcy_b,Bruno,Bruno,D{\'e}sorcy,Désorcy,,,,,,,false,,
5224,delaloye,Sophie,Sophie,Delaloye,Delaloye,,,,,,,false,,
21595,dimke_a,Ana,Ana,Dimke,Dimke,,,,,,,false,,
21677,dwivedi_s,Sarvesh,Sarvesh,Dwivedi,Dwivedi,,,,,,,false,,
22078,dorn_t,Thomas,Thomas,Dorn,Dorn,,,,,,,false,,
22857,duttge_g,Gunnar,Gunnar,Duttge,Duttge,,,,,,,false,,
22872,durrer_hb,Hans Bernard,Hans Bernard,Durrer,Durrer,,,,,,,false,,
24885,day_j,Jason,Jason,Day,Day,,,,,,,false,,
24906,decesare_s,Silvia,Silvia,de Cesare,de Cesare,,,,,,,false,,
24976,deck_kg,Klaus-Georg,Klaus-Georg,Deck,Deck,,,,,,,false,,
24982,duernberger_c,Christian,Christian,"D{\""u}rnberger",Dürnberger,,,,,,,false,,
24984,distefano_ca,Carmelo,Carmelo,Di Stefano,Di Stefano,,,,,,,false,,
25047,decorte_p,Pieter,Pieter,De Corte,De Corte,,,,,,,false,,
25048,deoliveira_aap,Angelo Antonio Pires,Angelo Antonio Pires,de Oliveira,de Oliveira,,,,,,,false,,
25050,dichter_r,Rachel,Rachel,Dichter,Dichter,,,,,,,false,,
25069,dorchain_c,Claudia,Claudia,Dorchain,Dorchain,,,,,,,false,,
25133,drerup_j,Johannes,Johannes,Drerup,Drerup,,,,,,,false,,
25185,debie_n,Noah,Noah,De Bie,De Bie,,,,,,,false,,
25186,decesaris_a,Alessandro,Alessandro,De Cesaris,De Cesaris,,,,,,,false,,
25187,devries_b,Bouke,Bouke,de Vries,de Vries,,,,,,,false,,
