id,author_key,given_name_latex,given_name_unicode,family_name_latex,family_name_unicode,mononym_latex,mononym_unicode,shorthand_latex,shorthand_unicode,famous_name_latex,famous_name_unicode,famous,name_variants_latex,name_variants_unicode
64,ulrich_t,Tobias,Tobias,Ulrich,Ulrich,,,,,,,false,,
174,urricelqui_l,Leire,Leire,Urricelqui,Urricelqui,,,,,,,false,,
934,urfer_m,Manon,Manon,Urfer,Urfer,,,,,,,false,,
941,umarow_a,Aslan,Aslan,Umarow,Umarow,,,,,,,false,,
984,uestuendag,Sercan,Sercan,"{\""U}st{\""u}ndag",Üstündag,,,,,,,false,,
2052,ulmeanuenea,Cornelia Florentina,Cornelia Florentina,Ulmeanu-Enea,Ulmeanu-Enea,,,,,,,false,,
2202,urbano_l,Luis,Luis,Urbano,Urbano,,,,,,,false,,
25465,ulrich_p,Peter,Peter,Ulrich,Ulrich,,,,,,,false,,
25520,utz_k,Konrad Christoph,Konrad Christoph,Utz,Utz,,,,,,,false,,
26302,uhlmann,Anja,Anja,Uhlmann,Uhlmann,,,,,,,false,,
26856,ungricht,Boris Valentin,Boris Valentin,Ungricht,Ungricht,,,,,,,false,,
26955,uliana_e,Elena,Elena,Uliana,Uliana,,,,,,,false,,
27015,ullrich_g,Gaby,Gaby,Ullrich,Ullrich,,,,,,,false,,
27420,uthayakumar,Sarvin,Sarvin,Uthayakumar,Uthayakumar,,,,,,,false,,
80901,ubbink,J.B.,J.B.,Ubbink,Ubbink,,,,,,,false,,
80902,uberoi_jps,J.P.S.,J.P.S.,Uberoi,Uberoi,,,,,,,false,,
80903,uberti,Luca Jacopo,Luca Jacopo,Uberti,Uberti,,,,,,,false,,
80904,ubiali,Marta,Marta,Ubiali,Ubiali,,,,,,,false,,
80905,ubl,Karl,Karl,Ubl,Ubl,,,,,,,false,,
80906,ucan_t,Timur,Timur,U{\c{c}}an,Uçan,,,,,,,false,,
80907,ucciani,Louis,Louis,Ucciani,Ucciani,,,,,,,false,,
80908,uchenko,Andrew P.,Andrew P.,Uchenko,Uchenko,,,,,,,false,,
80909,uchibe_e,Eiji,Eiji,Uchibe,Uchibe,,,,,,,false,,
80910,uchida,Seiji,Seiji,Uchida,Uchida,,,,,,,false,,
80911,uchii,Soshichi,Soshichi,Uchii,Uchii,,,,,,,false,,
80912,uckelman,Sara L.,Sara L.,Uckelman,Uckelman,,,,,,,false,,
80913,ucsnay_s,Stefanie,Stefanie,Ucsnay,Ucsnay,,,,,,,false,,
80914,uddin_l,Lucina Q.,Lucina Q.,Uddin,Uddin,,,,,,,false,,
80915,udehn,Lars,Lars,Udehn,Udehn,,,,,,,false,,
80916,udeschini_p,Paolo,Paolo,Udeschini,Udeschini,,,,,,,false,,
80917,uebel,Thomas E.,Thomas E.,Uebel,Uebel,,,,,,,false,,
80918,uebele,Wilhelm,Wilhelm,Uebele,Uebele,,,,,,,false,,
80919,ueberweg,Friedrich,Friedrich,Ueberweg,Ueberweg,,,,,,,false,,
80920,uecerler,M.~Antoni J.,M. Antoni J.,"{\""U}{\c{c}}erler",Üçerler,,,,,,,false,,
80921,ueda_k,Kazunori,Kazunori,Ueda,Ueda,,,,,,,false,,
80922,ueda_m,Masaki,Masaki,Ueda,Ueda,,,,,,,false,,
80923,ueda_t,Tomoo,Tomoo,Ueda,Ueda,,,,,,,false,,
80924,uedo_t,Tomoo,Tomoo,Uedo,Uedo,,,,,,,false,,
80925,ueeda_y,Yoshinori,Yoshinori,Ueeda,Ueeda,,,,,,,false,,
80926,uegaki_w,Wataru,Wataru,Uegaki,Uegaki,,,,,,,false,,
80927,uehara,Mayuko,Mayuko,Uehara,Uehara,,,,,,,false,,
80928,uehlein,Friedrich A.,Friedrich A.,Uehlein,Uehlein,,,,,,,false,,
80929,uehling_th,"Jr., Theodore E.","Jr., Theodore E.",Uehling,Uehling,,,,,,,false,,
80930,uemov,A.I.,A.I.,Uemov,Uemov,,,,,,,false,,
80931,uemura,Genki,Genki,Uemura,Uemura,,,,,,,false,,
80932,ueno,Yoshio,Yoshio,Ueno,Ueno,,,,,,,false,,
80933,uenueguertabour,Ay{\c{s}}enur,Ayşenur,"{\""U}n{\""u}g{\""u}r-Tabour",Ünügür-Tabour,,,,,,,false,,
80934,ufert_w,Wilko,Wilko,Ufert,Ufert,,,,,,,false,,
80935,ufferman,Eric,Eric,Ufferman,Ufferman,,,,,,,false,,
80936,uffink,Jos,Jos,Uffink,Uffink,,,,,,,false,,
80937,uggla_f,Fredrik,Fredrik,Uggla,Uggla,,,,,,,false,,
80938,uhalde,Kevin,Kevin,Uhalde,Uhalde,,,,,,,false,,
80939,uhl_ma,Magali,Magali,Uhl,Uhl,,,,,,,false,,
80940,uhl_mat,Matthias,Matthias,Uhl,Uhl,,,,,,,false,,
80941,uhle,Tobias,Tobias,Uhle,Uhle,,,,,,,false,,
80942,uhlenbeck_em,Eugenius M.,Eugenius M.,Uhlenbeck,Uhlenbeck,,,,,,,false,,
80943,uhlenbeck_g,George E.,George E.,Uhlenbeck,Uhlenbeck,,,,,,,false,,
80944,uhr_j,John,John,Uhr,Uhr,,,,,,,false,,
80945,uhr_l,Leonard,Leonard,Uhr,Uhr,,,,,,,false,,
80946,uittenhove,Kim,Kim,Uittenhove,Uittenhove,,,,,,,false,,
80947,ujvari,M{\'a}rta,Márta,Ujv{\'a}ri,Ujvári,,,,,,,false,,
80948,ukah,Asonzeh,Asonzeh,Ukah,Ukah,,,,,,,false,,
80949,ulam_sm,S.M.,S.M.,Ulam,Ulam,,,,,,,false,,
80950,ulanowicz,Robert E.,Robert E.,Ulanowicz,Ulanowicz,,,,,,,false,,
80951,ulary_g,Georganna,Georganna,Ulary,Ulary,,,,,,,false,,
80952,ulatowska_hk,Hanna K.,Hanna K.,Ulatowska,Ulatowska,,,,,,,false,,
80953,ulatowski_j,Joseph,Joseph,Ulatowski,Ulatowski,,,,,,,false,,
80954,ulbricht_o,Otto,Otto,Ulbricht,Ulbricht,,,,,,,false,,
80955,ulbricht_s,Samuel,Samuel,Ulbricht,Ulbricht,,,,,,,false,,
80956,uldall,Brian Robert,Brian Robert,Uldall,Uldall,,,,,,,false,,
80957,ule,Andrej,Andrej,Ule,Ule,,,,,,,false,,
80958,uleman_jk,Jennifer K.,Jennifer K.,Uleman,Uleman,,,,,,,false,,
80959,uleman_js,J.S.,J.S.,Uleman,Uleman,,,,,,,false,,
80960,ulhasmacneill,Paul,Paul,Ulhas Macneill,Ulhas Macneill,,,,,,,false,,
80961,uliassi_ec,E.C.,E.C.,Uliassi,Uliassi,,,,,,,false,,
80962,ulich_e,Eberhard,Eberhard,Ulich,Ulich,,,,,,,false,,
80963,ulicka,Danuta,Danuta,Ulicka,Ulicka,,,,,,,false,,
80964,ulishney_ml,Megan Loumagne,Megan Loumagne,Ulishney,Ulishney,,,,,,,false,,
80965,ulishney_p,Paul,Paul,Ulishney,Ulishney,,,,,,,false,,
80966,ulkan,Maria,Maria,Ulkan,Ulkan,,,,,,,false,,
80967,uller_c,Claudia,Claudia,Uller,Uller,,,,,,,false,,
80968,uller_t,Tobias,Tobias,Uller,Uller,,,,,,,false,,
80969,ullian,Joseph S.,Joseph S.,Ullian,Ullian,,,,,,,false,,
80970,ullmaier_j,Johannes,Johannes,Ullmaier,Ullmaier,,,,,,,false,,
80971,ullman_m,Montague,Montague,Ullman,Ullman,,,,,,,false,,
80972,ullman_s,Shimon,Shimon,Ullman,Ullman,,,,,,,false,,
80973,ullman_u,U.,U.,Ullman,Ullman,,,,,,,false,,
80974,ullmann_c,Christian,Christian,Ullmann,Ullmann,,,,,,,false,,
80975,ullmannmargalit,Edna,Edna,Ullmann-Margalit,Ullmann-Margalit,,,,,,,false,,
80976,ullrich_b,Burkhard,Burkhard,Ullrich,Ullrich,,,,,,,false,,
80977,ullrich_d,David,David,Ullrich,Ullrich,,,,,,,false,,
80978,ullrich_l,Lothar,Lothar,Ullrich,Ullrich,,,,,,,false,,
80979,ulm_m,Melwin,Melwin,Ulm,Ulm,,,,,,,false,,
80980,ulmann_j,Jacques,Jacques,Ulmann,Ulmann,,,,,,,false,,
80981,ulmen,G.L.,G.L.,Ulmen,Ulmen,,,,,,,false,,
80982,ulrich_c,Clemens,Clemens,Ulrich,Ulrich,,,,,,,false,,
80983,ulrich_d,Dolph,Dolph,Ulrich,Ulrich,,,,,,,false,,
80984,ulrich_j,"J{\""o}rg",Jörg,Ulrich,Ulrich,,,,,,,false,,
80985,ulrich_r,Rolf,Rolf,Ulrich,Ulrich,,,,,,,false,,
80986,ulrich_w,William,William,Ulrich,Ulrich,,,,,,,false,,
80987,ulrichs_lt,Lars-Thade,Lars-Thade,Ulrichs,Ulrichs,,,,,,,false,,
80988,ulus_e,Eda,Eda,Ulus,Ulus,,,,,,,false,,
