id,author_key,given_name_latex,given_name_unicode,family_name_latex,family_name_unicode,mononym_latex,mononym_unicode,shorthand_latex,shorthand_unicode,famous_name_latex,famous_name_unicode,famous,name_variants_latex,name_variants_unicode
100,wullschleger,Fabrice,Fabrice,Wullschleger,Wullschleger,,,,,,,false,,
160,widmer_p,Paul,Paul,Widmer,Widmer,,,,,,,false,,
169,westermann_h,Hartmut,Hartmut,Westermann,Westermann,,,,,,,false,,
189,wuethrich_c,Christian,Christian,"W{\""u}thrich",Wüthrich,,,,,,,false,,
201,wasmer_m,Martin,Martin,Wasmer,Wasmer,,,,,,,false,,
238,wallimannhelmer,Ivo,Ivo,Wallimann-Helmer,Wallimann-Helmer,,,,,,,false,,
259,woerner_d,David,David,"W{\""o}rner",Wörner,,,,,,,false,,
275,walther_mi,Michael,Michael,Walther,Walther,,,,,,,false,,
284,walther_j,Jean,Jean,Walther,Walther,,,,,,,false,,
352,wehrlin,Rahel,Rahel,Wehrlin,Wehrlin,,,,,,,false,,
362,wettstein_a,Adrian,Adrian,Wettstein,Wettstein,,,,,,,false,,
365,waldner_l,Liv,Liv,Waldner,Waldner,,,,,,,false,,
386,wolfbauwens,Mira,Mira,Wolf-Bauwens,Wolf-Bauwens,,,,,,,false,,
421,walker_mar,Mark,Mark,Walker,Walker,,,,,,,false,,
458,wagner_mi,Micha,Micha,Wagner,Wagner,,,,,,,false,,
489,weiler_r,Rudolf,Rudolf,Weiler,Weiler,,,,,,,false,,
503,wolf_h,Harry,Harry,Wolf,Wolf,,,,,,,false,,
524,wolf_jc,Jean-Claude,Jean-Claude,Wolf,Wolf,,,,,,,false,,
541,wahl_d,Dennis,Dennis,Wahl,Wahl,,,,,,,false,,
558,wirz_b,Benno,Benno,Wirz,Wirz,,,,,,,false,,
579,wimmervonhuber,Anna,Anna,Wimmer von Huber,Wimmer von Huber,,,,,,,false,,
585,wesely_h,Horst,Horst,Wesely,Wesely,,,,,,,false,,
637,winterwerner,Barbara,Barbara,Winter-Werner,Winter-Werner,,,,,,,false,,
662,wentzlaffeggebert,Julia,Julia,Wentzlaff-Eggebert,Wentzlaff-Eggebert,,,,,,,false,,
725,weber_jc,Jean-Christophe,Jean-Christophe,Weber,Weber,,,,,,,false,,
732,wurmitzer_r,Raimund,Raimund,Wurmitzer,Wurmitzer,,,,,,,false,,
748,wendelborn_c,Christian,Christian,Wendelborn,Wendelborn,,,,,,,false,,
763,weber_mar,Marc-Andr{\'e},Marc-André,Weber,Weber,,,,,,,false,,
