id,author_key,given_name_latex,given_name_unicode,family_name_latex,family_name_unicode,mononym_latex,mononym_unicode,shorthand_latex,shorthand_unicode,famous_name_latex,famous_name_unicode,famous,name_variants_latex,name_variants_unicode
85124,xavier,Roberto Moreira,Roberto Moreira,Xavier,Xavier,,,,,,,false,,
85125,xenakis_j,Jason,Jason,Xenakis,Xenakis,,,,,,,false,,
85126,xenakis_s,Sappho,Sappho,Xenakis,Xenakis,,,,,,,false,,
85127,xenophon,,,,,{Xenophon},Xenophon,,,,,true,,
85128,xenophontos,Sophia,Sophia,Xenophontos,Xenophontos,,,,,,,false,,
85129,xhignesse,Michel-Antoine,Michel-Antoine,Xhignesse,Xhignesse,,,,,,,false,,
85130,xia_f,Fei,Fei,Xia,Xia,,,,,,,false,,
85131,xia_x,Xuanyin,Xuanyin,Xia,Xia,,,,,,,false,,
85132,xia_y,Yan,Yan,Xia,Xia,,,,,,,false,,
85133,xian_z,Zhang,Zhang,Xian,Xian,,,,,,,false,,
85134,xiang_s,Shuchen,Shuchen,Xiang,Xiang,,,,,,,false,,
85135,xiang_y,Y.,Y.,Xiang,Xiang,,,,,,,false,,
85136,xiang_yu,Yuqiao,Yuqiao,Xiang,Xiang,,,,,,,false,,
85137,xianghong,Fang,Fang,Xianghong,Xianghong,,,,,,,false,,
85138,xiao_e,Erte,Erte,Xiao,Xiao,,,,,,,false,,
85139,xiao_y,Yang,Yang,Xiao,Xiao,,,,,,,false,,
85140,xiaofeng,Liu,Liu,Xiaofeng,Xiaofeng,,,,,,,false,,
85141,xiaoping,Wie,Wie,Xiaoping,Xiaoping,,,,,,,false,,
85142,xie_d,Dong,Dong,Xie,Xie,,,,,,,false,,
85143,xie_ss,Simon Shengjian,Simon Shengjian,Xie,Xie,,,,,,,false,,
85144,xie_z,Zhiguo,Zhiguo,Xie,Xie,,,,,,,false,,
85145,xifaras,"Mikha{\""{\i}}l",Mikhaïl,Xifaras,Xifaras,,,,,,,false,,
85146,xin_l,Liu,Liu,Xin,Xin,,,,,,,false,,
85147,xin_r,Ru,Ru,Xin,Xin,,,,,,,false,,
85148,xinhe,Hu,Hu,Xinhe,Xinhe,,,,,,,false,,
85149,xinyan,Jiang,Jiang,Xinyan,Xinyan,,,,,,,false,,
85150,xiong,Yalin,Yalin,Xiong,Xiong,,,,,,,false,,
85151,xiropaidis,Georg,Georg,Xiropaidis,Xiropaidis,,,,,,,false,,
85152,xpemberton,Sarah,Sarah,X Pemberton,X Pemberton,,,,,,,false,,
85153,xu_f,Fei,Fei,Xu,Xu,,,,,,,false,,
85154,xu_fe,Feiyu,Feiyu,Xu,Xu,,,,,,,false,,
85155,xu_h,Hong,Hong,Xu,Xu,,,,,,,false,,
85156,xu_j,Jinxi,Jinxi,Xu,Xu,,,,,,,false,,
85157,xu_m,Ming,Ming,Xu,Xu,,,,,,,false,,
85158,xu_mi,Min,Min,Xu,Xu,,,,,,,false,,
85159,xu_s,Shenjian,Shenjian,Xu,Xu,,,,,,,false,,
85160,xu_t,Ting,Ting,Xu,Xu,,,,,,,false,,
85161,xu_w,Wei,Wei,Xu,Xu,,,,,,,false,,
85162,xu_x,Xiaopeng,Xiaopeng,Xu,Xu,,,,,,,false,,
85163,xu_y,Yingjin,Yingjin,Xu,Xu,,,,,,,false,,
85164,xu_yo,Yongsheng,Yongsheng,Xu,Xu,,,,,,,false,,
89221,xiang_m,Ming,Ming,Xiang,Xiang,,,,,,,false,,
