id,author_key,given_name_latex,given_name_unicode,family_name_latex,family_name_unicode,mononym_latex,mononym_unicode,shorthand_latex,shorthand_unicode,famous_name_latex,famous_name_unicode,famous,name_variants_latex,name_variants_unicode
60,muellerheimo,Patrick,Patrick,"M{\""u}ller Heimo",Müller Heimo,,,,,,,false,,
84,marbach_e,Eduard,Eduard,Marbach,Marbach,,,,,,,false,,
91,mueller_and,Andreas,Andreas,"M{\""u}ller",Müller,,,,,,,false,,
119,mollet_l,Li,Li,Mollet,Mollet,,,,,,,false,,
153,malbois_e,Elodie,Elodie,Malbois,Malbois,,,,,,,false,,
180,muders,Sebastian,Sebastian,Muders,Muders,,,,,,,false,,
185,mamin_c,Cyrill,Cyrill,Mamin,Mamin,,,,,,,false,,
198,marko_l,Lehel,Lehel,Marko,Marko,,,,,,,false,,
221,maigne_c,Carole,Carole,Maign{\'e},Maigné,,,,,,,false,,
228,meylan,Anne,Anne,Meylan,Meylan,,,,,,,false,,
241,mueller_ja,Jan,Jan,"M{\""u}ller",Müller,,,,,,,false,,
265,meyer_k,Katrin,Katrin,Meyer,Meyer,,,,,,,false,,
269,moser_pe,Peter,Peter,Moser,Moser,,,,,,,false,,
271,matzinger_r,Roger,Roger,Matzinger,Matzinger,,,,,,,false,,
282,meier_ma,Marisa,Marisa,Meier,Meier,,,,,,,false,,
285,micieli_m,Matteo,Matteo,Micieli,Micieli,,,,,,,false,,
306,messerli_g,Gina,Gina,Messerli,Messerli,,,,,,,false,,
320,moser_v,Vera,Vera,Moser,Moser,,,,,,,false,,
329,merz_c,Christian,Christian,Merz,Merz,,,,,,,false,,
351,mazzucchelli_g,Giacomo,Giacomo,Mazzucchelli,Mazzucchelli,,,,,,,false,,
361,malaspina_a,Antonio,Antonio,Malaspina,Malaspina,,,,,,,false,,
363,moeller_w,Wolfgang,Wolfgang,"M{\""o}ller",Möller,,,,,,,false,,
370,muellerpelzer,Werner,Werner,"M{\""u}ller-Pelzer",Müller-Pelzer,,,,,,,false,,
384,moser_ed,Edith,Edith,Moser,Moser,,,,,,,false,,
390,mueller_ang,Angela,Angela,"M{\""u}ller",Müller,,,,,,,false,,
392,mueller_do,Dominik,Dominik,"M{\""u}ller",Müller,,,,,,,false,,
393,monti_l,Leonardo,Leonardo,Monti,Monti,,,,,,,false,,
408,muehlebach_d,Deborah,Deborah,"M{\""u}hlebach",Mühlebach,,,,,,,false,,
413,muller_g,G{\'e}rôme,Gérôme,Muller,Muller,,,,,,,false,,
415,malaspina_i,Iulia,Iulia,Malaspina,Malaspina,,,,,,,false,,
433,mettler_m,Melanie,Melanie,Mettler,Mettler,,,,,,,false,,
447,margani_g,Gino,Gino,Margani,Margani,,,,,,,false,,
453,mueller_ni,Nico,Nico,"M{\""u}ller",Müller,,,,,,,false,,
466,maag_t,Tobias,Tobias,Maag,Maag,,,,,,,false,,
470,meyer_mo,Moritz,Moritz,Meyer,Meyer,,,,,,,false,,
490,medebielle,Am{\'e}lie,Amélie,M{\'e}debielle,Médebielle,,,,,,,false,,
500,molnar_m,Marina,Marina,Molnar,Molnar,,,,,,,false,,
518,meyer_f,Florina,Florina,Meyer,Meyer,,,,,,,false,,
519,mannino_a,Adriano,Adriano,Mannino,Mannino,,,,,,,false,,
537,marti_u,Urs,Urs,Marti,Marti,,,,,,,false,,
543,morend_m,Martin,Martin,Morend,Morend,,,,,,,false,,
544,mudry_l,L{\'e}na,Léna,Mudry,Mudry,,,,,,,false,,
567,mittempergher,Hugo,Hugo,Mittempergher,Mittempergher,,,,,,,false,,
571,moser_e,Elias,Elias,Moser,Moser,,,,,,,false,,
599,martach_s,Swantje,Swantje,Martach,Martach,,,,,,,false,,
613,meier_jo,Johannes,Johannes,Meier,Meier,,,,,,,false,,
645,massinger,"J{\""u}rgen",Jürgen,Massinger,Massinger,,,,,,,false,,
647,maissen_c,Claudio,Claudio,Maissen,Maissen,,,,,,,false,,
651,mueller_pe,Peter,Peter,"M{\""u}ller",Müller,,,,,,,false,,
668,mazenauer,Christian,Christian,Mazenauer,Mazenauer,,,,,,,false,,
676,massin,Olivier,Olivier,Massin,Massin,,,,,,,false,,
679,michels_r,Robert,Robert,Michels,Michels,,,,,,,false,,
686,moser_su,Susanne,Susanne,Moser,Moser,,,,,,,false,,
697,meister_m,Marianne,Marianne,Meister,Meister,,,,,,,false,,
710,marin_c,Claire,Claire,Marin,Marin,,,,,,,false,,
713,moyse_d,Danielle,Danielle,Moyse,Moyse,,,,,,,false,,
724,martin_je,Jean,Jean,Martin,Martin,,,,,,,false,,
739,mueller_ad,Adrien,Adrien,"M{\""u}ller",Müller,,,,,,,false,,
740,mert_c,Christoph,Christoph,Mert,Mert,,,,,,,false,,
747,markewitz_s,Sandra,Sandra,Markewitz,Markewitz,,,,,,,false,,
755,manser_sr,Sergio Roman,Sergio Roman,Manser,Manser,,,,,,,false,,
770,maillard_n,Nathalie,Nathalie,Maillard,Maillard,,,,,,,false,,
772,miquel_pa,Paul-Antoine,Paul-Antoine,Miquel,Miquel,,,,,,,false,,
774,meyer_py,Pierre-Yves,Pierre-Yves,Meyer,Meyer,,,,,,,false,,
780,menuz_v,Vincent,Vincent,Menuz,Menuz,,,,,,,false,,
855,menzel_r,Rainer,Rainer,Menzel,Menzel,,,,,,,false,,
866,moreauxcarre,Sophie,Sophie,Moreaux Carr{\'e},Moreaux Carré,,,,,,,false,,
867,munsch_jp,Jean-Paul,Jean-Paul,Munsch,Munsch,,,,,,,false,,
884,mihajlovic_ne,Nikola Emanuel,Nikola Emanuel,Mihajlovic,Mihajlovic,,,,,,,false,,
947,myland_t,Tobias,Tobias,Myland,Myland,,,,,,,false,,
963,manz_a,Ambrosius,Ambrosius,Manz,Manz,,,,,,,false,,
965,murbach_h,Heiko,Heiko,Murbach,Murbach,,,,,,,false,,
998,masay_n,Nathalie,Nathalie,Masay,Masay,,,,,,,false,,
1034,mueller_dav,David,David,"M{\""u}ller",Müller,,,,,,,false,,
1189,mancuso_m,Marcello,Marcello,Mancuso,Mancuso,,,,,,,false,,
1199,meregalli_m,Michela,Michela,Meregalli,Meregalli,,,,,,,false,,
1252,marty_c,Christine,Christine,Marty,Marty,,,,,,,false,,
1362,mercado_jf,Juan Francisco,Juan Francisco,Mercado,Mercado,,,,,,,false,,
1390,moliere,Jean Nerson,Jean Nerson,Moli{\`e}re,Molière,,,,,,,false,,
1642,monsees,Gerhard,Gerhard,Monsees,Monsees,,,,,,,false,,
1650,moricca_t,Tina,Tina,Moricca,Moricca,,,,,,,false,,
1663,maurer_m,Margarete,Margarete,Maurer,Maurer,,,,,,,false,,
1698,motz_t,Tobias,Tobias,Motz,Motz,,,,,,,false,,
1869,merenyi_c,Catherine,Catherine,Merenyi,Merenyi,,,,,,,false,,
1884,mueller_vc,Vincent C.,Vincent C.,"M{\""u}ller",Müller,,,,,,,false,,
1922,meier_u,Urs,Urs,Meier,Meier,,,,,,,false,,
1927,marti_ml,Min Li,Min Li,Marti,Marti,,,,,,,false,,
1951,marbacher_v,Vreni,Vreni,Marbacher,Marbacher,,,,,,,false,,
1987,moritz_ma,Martina,Martina,Moritz,Moritz,,,,,,,false,,
1989,michel_jo,Joel,Joel,Michel,Michel,,,,,,,false,,
2063,miesch_d,Doris,Doris,Miesch,Miesch,,,,,,,false,,
2081,morf_jm,Julia Maria,Julia Maria,Morf,Morf,,,,,,,false,,
2132,metzenthin_c,Christian,Christian,Metzenthin,Metzenthin,,,,,,,false,,
2135,mussenbrock_u,Ursula,Ursula,Mussenbrock,Mussenbrock,,,,,,,false,,
2163,mueller_dan,Daniel,Daniel,"M{\""u}ller",Müller,,,,,,,false,,
2171,malfatti_a,Alessandro,Alessandro,Malfatti,Malfatti,,,,,,,false,,
2244,monti_a,Alessandro,Alessandro,Monti,Monti,,,,,,,false,,
4064,mulligan_k,Kevin,Kevin,Mulligan,Mulligan,,,,,,,false,,
4067,mona,Martino,Martino,Mona,Mona,,,,,,,false,,
4127,miller_r,Ryan,Ryan,Miller,Miller,,,,,,,false,,
4311,mitchell_jo,Jonathan,Jonathan,Mitchell,Mitchell,,,,,,,false,,
4380,mueller_mi,Michael,Michael,"M{\""u}ller",Müller,,,,,,,false,,
4542,melzer_t,Tine,Tine,Melzer,Melzer,,,,,,,false,,
4807,michel_h,Heiner,Heiner,Michel,Michel,,,,,,,false,,
4816,mathis_l,Leonie,Leonie,Mathis,Mathis,,,,,,,false,,
4822,modler_kw,Karl Werner,Karl Werner,Modler,Modler,,,,,,,false,,
5079,meija_e,Emmanuel,Emmanuel,Meija,Meija,,,,,,,false,,
22133,mazouz_n,Nadia,Nadia,Mazouz,Mazouz,,,,,,,false,,
22713,manzin_t,Tommaso,Tommaso,Manzin,Manzin,,,,,,,false,,
22736,misselhorn,Catrin,Catrin,Misselhorn,Misselhorn,,,,,,,false,,
22819,muennich_m,Martin,Martin,"M{\""u}nnich",Münnich,,,,,,,false,,
24881,morgenroth_c,Claas,Claas,Morgenroth,Morgenroth,,,,,,,false,,
24883,meon_l,Louis,Louis,Meon,Meon,,,,,,,false,,
24896,major_p,Philipp,Philipp,Major,Major,,,,,,,false,,
24907,masala_ar,Armin,Armin,Ma{\v{s}}ala,Mašala,,,,,,,false,,
24917,monnot_m,Matthieu,Matthieu,Monnot,Monnot,,,,,,,false,,
24920,mueller_ann,Annelise,Annelise,"M{\""u}ller",Müller,,,,,,,false,,
24935,mulamustafic,Adem,Adem,Mulamustafi{\'c},Mulamustafić,,,,,,,false,,
24948,musholt,Kristina,Kristina,Musholt,Musholt,,,,,,,false,,
24988,menges_al,Andreas Leonhard,Andreas Leonhard,Menges,Menges,,,,,,,false,,
24992,moro_v,Valentina,Valentina,Moro,Moro,,,,,,,false,,
24993,montanaro_m,Mara,Mara,Montanaro,Montanaro,,,,,,,false,,
25001,miest_j,Joanna,Joanna,Miest,Miest,,,,,,,false,,
25010,maurer_c,Christian,Christian,Maurer,Maurer,,,,,,,false,,
25037,marchesi_f,Francesco,Francesco,Marchesi,Marchesi,,,,,,,false,,
25043,moulin_v,Valentin,Valentin,Moulin,Moulin,,,,,,,false,,
25052,murasov,Timofej,Timofej,Murasov,Murasov,,,,,,,false,,
25063,mogno,Clara,Clara,Mogno,Mogno,,,,,,,false,,
25084,martinsen_f,Franziska,Franziska,Martinsen,Martinsen,,,,,,,false,,
25099,moesch_p,Peter,Peter,"M{\""o}sch",Mösch,,,,,,,false,,
25114,mastrogiacomo_a,Antonio,Antonio,Mastrogiacomo,Mastrogiacomo,,,,,,,false,,
25116,mueller_bas,Basil,Basil,"M{\""u}ller",Müller,,,,,,,false,,
25132,maier_da,Daniel,Daniel,Maier,Maier,,,,,,,false,,
25239,mitzscherlich_b,Beate,Beate,Mitzscherlich,Mitzscherlich,,,,,,,false,,
25328,machek,David,David,Machek,Machek,,,,,,,false,,
25329,majszak,Mason,Mason,Majszak,Majszak,,,,,,,false,,
25330,marabelli_c,Costante,Costante,Marabelli,Marabelli,,,,,,,false,,
25331,margiotto_g,Giada,Giada,Margiotto,Margiotto,,,,,,,false,,
25332,matarese_v,Vera,Vera,Matarese,Matarese,,,,,,,false,,
25333,mattli_c,Conrad,Conrad,Mattli,Mattli,,,,,,,false,,
25334,messelken_d,Daniel,Daniel,Messelken,Messelken,,,,,,,false,,
25335,mildenberger,Carl David,Carl David,Mildenberger,Mildenberger,,,,,,,false,,
25336,moosbrugger_d,Damian,Damian,Moosbrugger,Moosbrugger,,,,,,,false,,
25337,morawietz_a,Anna,Anna,Morawietz,Morawietz,,,,,,,false,,
25338,moser_si,Silvan,Silvan,Moser,Moser,,,,,,,false,,
25346,matzer_m,Michael,Michael,Matzer,Matzer,,,,,,,false,,
25353,muellener_u,Ursula,Ursula,"M{\""u}llener",Müllener,,,,,,,false,,
25354,mueller_ga,Gabriel,Gabriel,"M{\""u}ller",Müller,,,,,,,false,,
25355,mueller_nik,Niklaus,Niklaus,"M{\""u}ller",Müller,,,,,,,false,,
25366,mutschler_hd,Hans-Dieter,Hans-Dieter,Mutschler,Mutschler,,,,,,,false,,
25440,mehring,Reinhard,Reinhard,Mehring,Mehring,,,,,,,false,,
25454,mix_a,Andreas,Andreas,Mix,Mix,,,,,,,false,,
25469,minsch_r,Rudolf,Rudolf,Minsch,Minsch,,,,,,,false,,
25474,mongthe_t,Thomas,Thomas,Mong-The,Mong-The,,,,,,,false,,
25493,moser_g,Geneva,Geneva,Moser,Moser,,,,,,,false,,
25500,muratori,Cecilia,Cecilia,Muratori,Muratori,,,,,,,false,,
25501,mueller_ju,Julian,Julian,"M{\""u}ller",Müller,,,,,,,false,,
25502,mues_ad,Andreas,Andreas,Mues,Mues,,,,,,,false,,
25529,muegge_c,Cornelia,Cornelia,"M{\""u}gge",Mügge,,,,,,,false,,
25534,mitscherlichschoenherr_o,Olivia,Olivia,"Mitscherlich-Sch{\""o}nherr",Mitscherlich-Schönherr,,,,,,,false,,
25547,metschl,Ulrich,Ulrich,Metschl,Metschl,,,,,,,false,,
25554,mettler_h,Helena,Helena,Mettler,Mettler,,,,,,,false,,
25564,marschelke_jc,Jan-Christoph,Jan-Christoph,Marschelke,Marschelke,,,,,,,false,,
25583,matheson_b,Benjamin,Benjamin,Matheson,Matheson,,,,,,,false,,
25587,mosbahi_j,Jessica,Jessica,Mosbahi,Mosbahi,,,,,,,false,,
25595,moessner,Nicola,Nicola,"M{\""o}ssner",Mössner,,,,,,,false,,
25597,mach_p,Philippe,Philippe,Mach,Mach,,,,,,,false,,
25617,muster_p,Peter,Peter,Muster,Muster,,,,,,,false,,
25641,maniglier,Patrice,Patrice,Maniglier,Maniglier,,,,,,,false,,
25647,matter_ma,Marc A.,Marc A.,Matter,Matter,,,,,,,false,,
25657,merki_a,Anjuschka,Anjuschka,Merki,Merki,,,,,,,false,,
25667,maag_r,Rolf,Rolf,Maag,Maag,,,,,,,false,,
25668,morniroli_l,Luis,Luis,Morniroli,Morniroli,,,,,,,false,,
25682,moser_pa,Pascal,Pascal,Moser,Moser,,,,,,,false,,
25688,montemagno_a,Antonino,Antonino,Montemagno,Montemagno,,,,,,,false,,
25700,mueller_y,Yannis,Yannis,"M{\""u}ller",Müller,,,,,,,false,,
