id,author_key,given_name_latex,given_name_unicode,family_name_latex,family_name_unicode,mononym_latex,mononym_unicode,shorthand_latex,shorthand_unicode,famous_name_latex,famous_name_unicode,famous,name_variants_latex,name_variants_unicode
7,raess_s,Sandro,Sandro,"R{\""a}ss",Räss,,,,,,,false,,
26,renninger_sv,Suzann-Viola,Suzann-Viola,Renninger,Renninger,,,,,,,false,,
101,roth_sy,Sylvia,Sylvia,Roth,Roth,,,,,,,false,,
175,rother_w,Wolfgang,Wolfgang,Rother,Rother,,,,,,,false,,
177,reichmuth_r,Roland,Roland,Reichmuth,Reichmuth,,,,,,,false,,
186,riegelnik,{\v{S}}tefan,Štefan,Riegelnik,Riegelnik,,,,,,,false,,
204,roques_m,Magali,Magali,Roques,Roques,,,,,,,false,,
233,rechnitzer_t,Tanja,Tanja,Rechnitzer,Rechnitzer,,,,,,,false,,
253,riedener_r,Rita,Rita,Riedener,Riedener,,,,,,,false,,
256,richli_su,Susanne,Susanne,Richli,Richli,,,,,,,false,,
277,roches,Jean-Claude,Jean-Claude,Roches,Roches,,,,,,,false,,
298,raetz_e,Elena,Elena,Raetz,Raetz,,,,,,,false,,
299,regad_g,Gilles,Gilles,Regad,Regad,,,,,,,false,,
305,roser_d,Dominic,Dominic,Roser,Roser,,,,,,,false,,
311,reichmuth_t,Thomas,Thomas,Reichmuth,Reichmuth,,,,,,,false,,
317,ruffieux_l,Luc,Luc,Ruffieux,Ruffieux,,,,,,,false,,
321,reuter_k,Kevin,Kevin,Reuter,Reuter,,,,,,,false,,
326,renner_d,Dominik,Dominik,Renner,Renner,,,,,,,false,,
334,richmond_si,Simon,Simon,Richmond,Richmond,,,,,,,false,,
403,riedler_v,Vreni,Vreni,Riedler,Riedler,,,,,,,false,,
424,rolla_r,Reinhard,Reinhard,Rolla,Rolla,,,,,,,false,,
446,ramelet_l,Laetitia,Laetitia,Ramelet,Ramelet,,,,,,,false,,
448,raaber_fl,Franz L.,Franz L.,Raaber,Raaber,,,,,,,false,,
456,rueegg_f,Flavia,Flavia,"R{\""u}egg",Rüegg,,,,,,,false,,
479,ruchti_m,Mattias,Mattias,Ruchti,Ruchti,,,,,,,false,,
485,roggo_m,Matthias,Matthias,Roggo,Roggo,,,,,,,false,,
540,rehmannsutter,Christoph,Christoph,Rehmann-Sutter,Rehmann-Sutter,,,,,,,false,,
612,ramming_u,Ulrike,Ulrike,Ramming,Ramming,,,,,,,false,,
623,ruffieux_n,Nicole,Nicole,Ruffieux,Ruffieux,,,,,,,false,,
639,rich_p,Patricia,Patricia,Rich,Rich,,,,,,,false,,
663,rupp_e,Evelin,Evelin,Rupp,Rupp,,,,,,,false,,
699,roettgers,Kurt,Kurt,"R{\""o}ttgers",Röttgers,,,,,,,false,,
720,reach_g,G{\'e}rard,Gérard,Reach,Reach,,,,,,,false,,
729,rochel_j,Johan,Johan,Rochel,Rochel,,,,,,,false,,
730,roduit_j,Johann,Johann,Roduit,Roduit,,,,,,,false,,
741,raymann_a,Andrea,Andrea,Raymann,Raymann,,,,,,,false,,
744,raetsel_t,Tim,Tim,"R{\""a}tsel",Rätsel,,,,,,,false,,
746,reiner_k,Klaus,Klaus,Reiner,Reiner,,,,,,,false,,
777,romagnoli_s,Simone,Simone,Romagnoli,Romagnoli,,,,,,,false,,
805,reidegger_s,Silvan,Silvan,Reidegger,Reidegger,,,,,,,false,,
862,ruehling_l,Lara,Lara,Ruehling,Ruehling,,,,,,,false,,
865,riedl_b,Barbara,Barbara,Riedl,Riedl,,,,,,,false,,
936,roth_ve,Vera,Vera,Roth,Roth,,,,,,,false,,
940,regez_a,Annemarie,Annemarie,Regez,Regez,,,,,,,false,,
942,roth_h,Hartwig,Hartwig,Roth,Roth,,,,,,,false,,
985,romberger_d,Dominic,Dominic,Romberger,Romberger,,,,,,,false,,
1016,rettenmaier_s,Simon,Simon,Rettenmaier,Rettenmaier,,,,,,,false,,
1125,reignoux_e,Etienne,Etienne,Reignoux,Reignoux,,,,,,,false,,
1358,rossi_n,Natalie,Natalie,Rossi,Rossi,,,,,,,false,,
1370,reydon,Thomas A.C.,Thomas A.C.,Reydon,Reydon,,,,,,,false,,
1377,richter_c,Carmen,Carmen,Richter,Richter,,,,,,,false,,
1537,riva_r,Romy,Romy,Riva,Riva,,,,,,,false,,
1730,ralla_m,Mechthild,Mechthild,Ralla,Ralla,,,,,,,false,,
1875,ribeiro_a,Anabela,Anabela,Ribeiro,Ribeiro,,,,,,,false,,
1881,rossiorts,Pablo,Pablo,Rossi Orts,Rossi Orts,,,,,,,false,,
1907,ritz_d,Daniel,Daniel,Ritz,Ritz,,,,,,,false,,
1941,rosenow,Rahel,Rahel,Rosenow,Rosenow,,,,,,,false,,
1950,rohrer_w,Willy,Willy,Rohrer,Rohrer,,,,,,,false,,
1956,regotz_k,Kurt,Kurt,Regotz,Regotz,,,,,,,false,,
1960,rensing_j,Johanna,Johanna,Rensing,Rensing,,,,,,,false,,
