id,author_key,given_name_latex,given_name_unicode,family_name_latex,family_name_unicode,mononym_latex,mononym_unicode,shorthand_latex,shorthand_unicode,famous_name_latex,famous_name_unicode,famous,name_variants_latex,name_variants_unicode
10,erhardt_j,Jonathan,Jonathan,Erhardt,Erhardt,,,,,,,false,,
34,ehinger_r,Rosmarie,Rosmarie,Ehinger,Ehinger,,,,,,,false,,
106,erlich_n,Nora,Nora,Erlich,Erlich,,,,,,,false,,
203,esfeld,Michael,Michael,Esfeld,Esfeld,,,,,,,false,,
222,emilio_m,Marco,Marco,Emilio,Emilio,,,,,,,false,,
289,egg_m,Matthias,Matthias,Egg,Egg,,,,,,,false,,
395,engisch_p,Patrik,Patrik,Engisch,Engisch,,,,,,,false,,
426,etienne_mc,Marie Chantal,Marie Chantal,Etienne,Etienne,,,,,,,false,,
533,elsasser_t,Thyra,Thyra,Elsasser,Elsasser,,,,,,,false,,
675,ebner_r,Richard,Richard,Ebner,Ebner,,,,,,,false,,
914,ertuerk,Muzaffer,Muzaffer,"Ert{\""u}rk",Ertürk,,,,,,,false,,
937,eymann_e,Edith,Edith,Eymann,Eymann,,,,,,,false,,
966,eugster_j,Johannes,Johannes,Eugster,Eugster,,,,,,,false,,
1466,ediger_m,Monika,Monika,Ediger,Ediger,,,,,,,false,,
1589,eckert_r,R.,R.,Eckert,Eckert,,,,,,,false,,
1828,exner_s,Steffen,Steffen,Exner,Exner,,,,,,,false,,
1871,elgreco_n,Nico,Nico,El Greco,El Greco,,,,,,,false,,
2057,elbau_h,Hans,Hans,Elbau,Elbau,,,,,,,false,,
2074,engel_kl,Klaus,Klaus,Engel,Engel,,,,,,,false,,
2094,eggelin_t,Tom,Tom,Eggelin,Eggelin,,,,,,,false,,
2123,eberhardt_b,Bernhard,Bernhard,Eberhardt,Eberhardt,,,,,,,false,,
4060,engel_p,Pascal,Pascal,Engel,Engel,,,,,,,false,,
4240,engel_k,Karsten,Karsten,Engel,Engel,,,,,,,false,,
21561,engels_em,Eve-Marie,Eve-Marie,Engels,Engels,,,,,,,false,,
22154,emamzadah_p,Parwana,Parwana,Emamzadah,Emamzadah,,,,,,,false,,
24872,elwakil_a,Alice,Alice,El-Wakil,El-Wakil,,,,,,,false,,
24876,edelhoff_a,Ana Laura,Ana Laura,Edelhoff,Edelhoff,,,,,,,false,,
25008,essig_l,Lisa,Lisa,Essig,Essig,,,,,,,false,,
25088,eichinger_t,Tobias,Tobias,Eichinger,Eichinger,,,,,,,false,,
25199,eggel_m,Matthias,Matthias,Eggel,Eggel,,,,,,,false,,
25200,eggert_n,Nadja,Nadja,Eggert,Eggert,,,,,,,false,,
25201,egli_mi,Michaela,Michaela,Egli,Egli,,,,,,,false,,
25202,ehrengruber_m,Max,Max,Ehrengruber,Ehrengruber,,,,,,,false,,
25203,elsen_s,Stephanie,Stephanie,Elsen,Elsen,,,,,,,false,,
25204,eniline,Alexandre,Alexandre,Eniline,Eniline,,,,,,,false,,
25205,erne_m,Markus,Markus,Erne,Erne,,,,,,,false,,
25206,ewers_sf,Simon Franz,Simon Franz,Ewers,Ewers,,,,,,,false,,
25217,engelen_em,Eva-Maria,Eva-Maria,Engelen,Engelen,,,,,,,false,,
25222,egger_s,Simone,Simone,Egger,Egger,,,,,,,false,,
25265,eschebach_e,Erika,Erika,Eschebach,Eschebach,,,,,,,false,,
25549,ehrenfeld_c,Coretta,Coretta,Ehrenfeld,Ehrenfeld,,,,,,,false,,
25631,eyssette_c,C{\'e}dric,Cédric,Eyssette,Eyssette,,,,,,,false,,
25633,essafi_r,Rim,Rim,Essafi,Essafi,,,,,,,false,,
25690,erni_f,Fabienne,Fabienne,Erni,Erni,,,,,,,false,,
25692,eugster_d,David,David,Eugster,Eugster,,,,,,,false,,
25763,efrati_b,Benjamin,Benjamin,Efrati,Efrati,,,,,,,false,,
25792,elkassar_n,Nadja,Nadja,El Kassar,El Kassar,,,,,,,false,,
25888,esser_hm,Hans Martin,Hans Martin,Esser,Esser,,,,,,,false,,
25910,eilenberger_w,Wolfram,Wolfram,Eilenberger,Eilenberger,,,,,,,false,,
26145,eberle_a,Anina,Anina,Eberle,Eberle,,,,,,,false,,
26146,erdoesi,Daniel,Daniel,"Erd{\""o}si",Erdösi,,,,,,,false,,
26147,eyer_p,Philipp,Philipp,Eyer,Eyer,,,,,,,false,,
26329,eyholzer_p,Petra,Petra,Eyholzer,Eyholzer,,,,,,,false,,
26371,emery_ga,Gaelle,Gaelle,Emery,Emery,,,,,,,false,,
26404,egli_s,Simon,Simon,Egli,Egli,,,,,,,false,,
26447,ebert_i,Isabel,Isabel,Ebert,Ebert,,,,,,,false,,
26501,etter_r,Regula,Regula,Etter,Etter,,,,,,,false,,
