id,author_key,given_name_latex,given_name_unicode,family_name_latex,family_name_unicode,mononym_latex,mononym_unicode,shorthand_latex,shorthand_unicode,famous_name_latex,famous_name_unicode,famous,name_variants_latex,name_variants_unicode
77,correia_f,Fabrice,Fabrice,Correia,Correia,,,,,,,false,,
102,curchod_p,Philippe,Philippe,Curchod,Curchod,,,,,,,false,,
117,cremonini_a,Andreas,Andreas,Cremonini,Cremonini,,,,,,,false,,
120,cheneval,Francis,Francis,Cheneval,Cheneval,,,,,,,false,,
182,carronfaivre_d,Delphine,Delphine,Carron Faivre,Carron Faivre,,,,,,,false,,
230,clavien,Christine,Christine,Clavien,Clavien,,,,,,,false,,
249,corbino_g,Giuseppe,Giuseppe,Corbino,Corbino,,,,,,,false,,
250,chirico_a,Alessandro,Alessandro,Chirico,Chirico,,,,,,,false,,
304,crone_s,Sonja,Sonja,Crone,Crone,,,,,,,false,,
367,cherix_d,Diane,Diane,Cherix,Cherix,,,,,,,false,,
444,cabral_v,Vasco,Vasco,Cabral,Cabral,,,,,,,false,,
449,cesna_m,Martin,Martin,Cesna,Cesna,,,,,,,false,,
546,chevariecossette_sp,Simon-Pierre,Simon-Pierre,Chevarie-Cossette,Chevarie-Cossette,,,,,,,false,,
550,comafai_sm,Sagal Maj,Sagal Maj,Comafai,Comafai,,,,,,,false,,
552,constantinides_y,Yannis,Yannis,Constantinid{\`e}s,Constantinidès,,,,,,,false,,
588,calame_ch,Christophe,Christophe,Calame,Calame,,,,,,,false,,
611,charfeddine_s,Samia,Samia,Charfeddine,Charfeddine,,,,,,,false,,
615,celis,"Rapha{\""e}l",Raphaël,C{\'e}lis,Célis,,,,,,,false,,
677,casini_l,Lorenzo,Lorenzo,Casini,Casini,,,,,,,false,,
681,calosi,Claudio,Claudio,Calosi,Calosi,,,,,,,false,,
696,carvalhnogil,Frederico Manuel,Frederico Manuel,Carvalh{\~n}o Gil,Carvalhño Gil,,,,,,,false,,
716,chirouter_e,Edwige,Edwige,Chirouter,Chirouter,,,,,,,false,,
795,criblez_j,Janis,Janis,Criblez,Criblez,,,,,,,false,,
843,cella_p,Paul,Paul,Cella,Cella,,,,,,,false,,
883,carannante,Salvatore,Salvatore,Carannante,Carannante,,,,,,,false,,
886,conrad_sj,Sarah-Jane,Sarah-Jane,Conrad,Conrad,,,,,,,false,,
1522,cam_c,Carlo,Carlo,Cam,Cam,,,,,,,false,,
1648,chaillou_f,Fanny,Fanny,Chaillou,Chaillou,,,,,,,false,,
1655,cetin_m,Mustafa,Mustafa,Cetin,Cetin,,,,,,,false,,
1681,claus_k,Katja,Katja,Claus,Claus,,,,,,,false,,
1898,chambers_s,Simone,Simone,Chambers,Chambers,,,,,,,false,,
2122,cavigelli,Reto,Reto,Cavigelli,Cavigelli,,,,,,,false,,
2136,chapuis,Andr{\'e},André,Chapuis,Chapuis,,,,,,,false,,
2241,clewis_rr,Robert R.,Robert R.,Clewis,Clewis,,,,,,,false,,
4047,casu_s,Sharon,Sharon,Casu,Casu,,,,,,,false,,
4306,christoff_z,Zo{\'e},Zoé,Christoff,Christoff,,,,,,,false,,
4820,citrini_ea,Eleos Arete,Eleos Arete,Citrini,Citrini,,,,,,,false,,
5286,cortes_f,Francisco,Francisco,Cortes,Cortes,,,,,,,false,,
22150,cesalli,Laurent,Laurent,Cesalli,Cesalli,,,,,,,false,,
24880,cremonesi,Laura,Laura,Cremonesi,Cremonesi,,,,,,,false,,
24884,corrado_j,"Jama{\""e}lle",Jamaëlle,Corrado,Corrado,,,,,,,false,,
24903,cordy_j,Jeanne,Jeanne,Cordy,Cordy,,,,,,,false,,
24938,coriando_pl,Paola-Ludovika,Paola-Ludovika,Coriando,Coriando,,,,,,,false,,
24990,costa_g,Giacomo,Giacomo,Costa,Costa,,,,,,,false,,
24994,cometta_m,Mos{\`e},Mosè,Cometta,Cometta,,,,,,,false,,
25002,carrera_f,Flavio,Flavio,Carrera,Carrera,,,,,,,false,,
25012,christen_ma,Marius,Marius,Christen,Christen,,,,,,,false,,
25016,cabalzar_d,Daniel,Daniel,Cabalzar,Cabalzar,,,,,,,false,,
25038,cerasi_e,Enrico,Enrico,Cerasi,Cerasi,,,,,,,false,,
25055,claudio_b,Bianca,Bianca,Claudio,Claudio,,,,,,,false,,
25058,cheung_wl,Wai Lok,Wai Lok,Cheung,Cheung,,,,,,,false,,
25066,camassa_m,Manuel,Manuel,Camassa,Camassa,,,,,,,false,,
25077,costantini_sa,Sara,Sara,Costantini,Costantini,,,,,,,false,,
25096,carbone_mi,Mirella,Mirella,Carbone,Carbone,,,,,,,false,,
25097,cobbaut_jp,Jean-Philippe,Jean-Philippe,Cobbaut,Cobbaut,,,,,,,false,,
25120,costa_d,Damiano,Damiano,Costa,Costa,,,,,,,false,,
25122,christen_n,No{\'e}mi,Noémi,Christen,Christen,,,,,,,false,,
25175,calmon_f,F{\'e}lix,Félix,Calmon,Calmon,,,,,,,false,,
25176,cecconi_a,Alessandro,Alessandro,Cecconi,Cecconi,,,,,,,false,,
25177,cinti_e,Enrico,Enrico,Cinti,Cinti,,,,,,,false,,
25178,cista_as,Alina Sirid,Alina Sirid,Cista,Cista,,,,,,,false,,
25179,cocco_l,Lorenzo,Lorenzo,Cocco,Cocco,,,,,,,false,,
25180,corti_al,Alberto,Alberto,Corti,Corti,,,,,,,false,,
25181,costa_ia,Iacopo,Iacopo,Costa,Costa,,,,,,,false,,
25182,cova_f,Florian,Florian,Cova,Cova,,,,,,,false,,
25183,crivelli_p,Paolo,Paolo,Crivelli,Crivelli,,,,,,,false,,
25184,cucu_ac,Alin Christoph,Alin Christoph,Cucu,Cucu,,,,,,,false,,
25188,chopra_m,Mourtaza,Mourtaza,Chopra,Chopra,,,,,,,false,,
25350,condoleo,Nicola,Nicola,Condoleo,Condoleo,,,,,,,false,,
25447,cojocaru,Mara-Daria,Mara-Daria,Cojocaru,Cojocaru,,,,,,,false,,
25509,coeckelbergh,Mark,Mark,Coeckelbergh,Coeckelbergh,,,,,,,false,,
25601,christen_m,Markus,Markus,Christen,Christen,,,,,,,false,,
25634,corti_ar,Arianna,Arianna,Corti,Corti,,,,,,,false,,
25639,clark_ph,Philip,Philip,Clark,Clark,,,,,,,false,,
25658,chen_t,Therese,Therese,Chen,Chen,,,,,,,false,,
25680,campell_j,Joannes,Joannes,Campell,Campell,,,,,,,false,,
25709,ceragioli_l,Leonardo,Leonardo,Ceragioli,Ceragioli,,,,,,,false,,
25723,chalabi_j,Julian,Julian,Chalabi,Chalabi,,,,,,,false,,
25724,caltagirone_m,Miro,Miro,Caltagirone,Caltagirone,,,,,,,false,,
25791,ceva,Emanuela,Emanuela,Ceva,Ceva,,,,,,,false,,
25794,calame_so,Sasha Orph{\'e}e,Sasha Orphée,Calame,Calame,,,,,,,false,,
25806,cochez_j,Jane,Jane,Cochez,Cochez,,,,,,,false,,
25867,contestabile_b,Bruno,Bruno,Contestabile,Contestabile,,,,,,,false,,
25957,clavadetscher,Lisa,Lisa,Clavadetscher,Clavadetscher,,,,,,,false,,
25990,coppey_v,Vincent,Vincent,Coppey,Coppey,,,,,,,false,,
26002,cappelli_m,Mathilde,Mathilde,Cappelli,Cappelli,,,,,,,false,,
26034,cauwet_l,Lucie,Lucie,Cauwet,Cauwet,,,,,,,false,,
26056,cavadini_m,Milo,Milo,Cavadini,Cavadini,,,,,,,false,,
26060,cruchon_v,Vincent,Vincent,Cruchon,Cruchon,,,,,,,false,,
26061,courbat_h,H{\'e}l{\`e}ne,Hélène,Courbat,Courbat,,,,,,,false,,
26070,clement_f,Fabrice,Fabrice,Cl{\'e}ment,Clément,,,,,,,false,,
26074,cantin_t,Thomas,Thomas,Cantin,Cantin,,,,,,,false,,
26088,colo_p,Philippe,Philippe,Colo,Colo,,,,,,,false,,
26128,cadonau_m,Martina,Martina,Cadonau,Cadonau,,,,,,,false,,
26129,caduff_m,Marc,Marc,Caduff,Caduff,,,,,,,false,,
26130,camaj_b,Besiana,Besiana,Camaj,Camaj,,,,,,,false,,
26131,cardinale_s,Sara,Sara,Cardinale,Cardinale,,,,,,,false,,
26132,carraz_l,Laurent,Laurent,Carraz,Carraz,,,,,,,false,,
26133,cassol_m,Mirco,Mirco,Cassol,Cassol,,,,,,,false,,
