id,author_key,given_name_latex,given_name_unicode,family_name_latex,family_name_unicode,mononym_latex,mononym_unicode,shorthand_latex,shorthand_unicode,famous_name_latex,famous_name_unicode,famous,name_variants_latex,name_variants_unicode
46,sinn_c,Christian,Christian,Sinn,Sinn,,,,,,,false,,
67,storjohann_r,Romila,Romila,Storjohann,Storjohann,,,,,,,false,,
87,schaber_p,Peter,Peter,Schaber,Schaber,,,,,,,false,,
93,schmid_hb,Hans Bernhard,Hans Bernhard,Schmid,Schmid,,,,,,,false,,
95,seel_g,Gerhard,Gerhard,Seel,Seel,,,,,,,false,,
170,schudel_a,Andreas,Andreas,Schudel,Schudel,,,,,,,false,,
172,saerkelae_a,Arvi-Antti,Arvi-Antti,"S{\""a}rkel{\""a}",Särkelä,,,,,,,false,,
188,sommaruga_ag,Andrea Gemma,Andrea Gemma,Sommaruga,Sommaruga,,,,,,,false,,
194,sandoz,"Rapha{\""e}l",Raphaël,Sandoz,Sandoz,,,,,,,false,,
197,sahli_m,Martin,Martin,Sahli,Sahli,,,,,,,false,,
199,sienkiewiczpepin,Anik,Anik,Sienkiewicz-P{\'e}pin,Sienkiewicz-Pépin,,,,,,,false,,
200,sachse,Christian,Christian,Sachse,Sachse,,,,,,,false,,
210,schaellibaum_u,Urs,Urs,"Sch{\""a}llibaum",Schällibaum,,,,,,,false,,
223,sommer_mn,Marc Nicolas,Marc Nicolas,Sommer,Sommer,,,,,,,false,,
227,schneider_se,Sebastian,Sebastian,Schneider,Schneider,,,,,,,false,,
248,schnueriger_h,Hubert,Hubert,"Schn{\""u}riger",Schnüriger,,,,,,,false,,
251,schepers_g,Gesine,Gesine,Schepers,Schepers,,,,,,,false,,
252,schaufelberger_h,Herbert,Herbert,Schaufelberger,Schaufelberger,,,,,,,false,,
266,sommaruga_g,Giovanni,Giovanni,Sommaruga,Sommaruga,,,,,,,false,,
268,schoepfer_c,C{\'e}line,Céline,"Sch{\""o}pfer",Schöpfer,,,,,,,false,,
270,stoecklin_a,Alisha,Alisha,"St{\""o}cklin",Stöcklin,,,,,,,false,,
300,sieber_j,Johannes,Johannes,Sieber,Sieber,,,,,,,false,,
314,sonder_v,Vanessa,Vanessa,Sonder,Sonder,,,,,,,false,,
330,schenk_w,Walter,Walter,Schenk,Schenk,,,,,,,false,,
332,schenk_s,Seraina,Seraina,Schenk,Schenk,,,,,,,false,,
341,stalder_y,Yvonne,Yvonne,Stalder,Stalder,,,,,,,false,,
359,schmalzried,Lisa Katharin,Lisa Katharin,Schmalzried,Schmalzried,,,,,,,false,,
373,schmidt_mi,Michael,Michael,Schmidt,Schmidt,,,,,,,false,,
374,salerno_t,Teresa,Teresa,Salerno,Salerno,,,,,,,false,,
377,sobreira_j,Jean,Jean,Sobreira,Sobreira,,,,,,,false,,
382,schmid_in,Ingrid,Ingrid,Schmid,Schmid,,,,,,,false,,
387,schuler_a,Andreas,Andreas,Schuler,Schuler,,,,,,,false,,
398,schaller_vt,Vinzenz Theodor,Vinzenz Theodor,Schaller,Schaller,,,,,,,false,,
404,schafsmann_f,Franz,Franz,Schafsmann,Schafsmann,,,,,,,false,,
417,spadin_m,Moreno,Moreno,Spadin,Spadin,,,,,,,false,,
418,saluz_c,Christina,Christina,Saluz,Saluz,,,,,,,false,,
422,snider_p,Pietro,Pietro,Snider,Snider,,,,,,,false,,
423,studer_c,Chantal,Chantal,Studer,Studer,,,,,,,false,,
427,suter_s,Sabine,Sabine,Suter,Suter,,,,,,,false,,
434,spanca_l,Lulgjin,Lulgjin,Spanca,Spanca,,,,,,,false,,
437,sauder_p,Patrick,Patrick,Sauder,Sauder,,,,,,,false,,
441,scheidegger_m,Manuel,Manuel,Scheidegger,Scheidegger,,,,,,,false,,
473,schweizer_pe,Petra,Petra,Schweizer,Schweizer,,,,,,,false,,
481,stettler_r,Ren{\'e},René,Stettler,Stettler,,,,,,,false,,
501,schmelzer_m,Myriam,Myriam,Schmelzer,Schmelzer,,,,,,,false,,
509,schjold_ik,Inger Kristine,Inger Kristine,Schjold,Schjold,,,,,,,false,,
530,suesshoward,Danielle,Danielle,Suess Howard,Suess Howard,,,,,,,false,,
539,schwind_p,Philipp,Philipp,Schwind,Schwind,,,,,,,false,,
557,sienhold_m,Michael,Michael,Sienhold,Sienhold,,,,,,,false,,
561,scherler_p,Philipp,Philipp,Scherler,Scherler,,,,,,,false,,
570,simili,Vanessa,Vanessa,Simili,Simili,,,,,,,false,,
607,sutter_o,Othmar,Othmar,Sutter,Sutter,,,,,,,false,,
622,scheidegger_s,Sandino,Sandino,Scheidegger,Scheidegger,,,,,,,false,,
642,skirl_m,Miguel,Miguel,Skirl,Skirl,,,,,,,false,,
649,suhren_h,Heiko,Heiko,Suhren,Suhren,,,,,,,false,,
652,seiler_p,Pascal,Pascal,Seiler,Seiler,,,,,,,false,,
680,scarpati,Maria,Maria,Scarpati,Scarpati,,,,,,,false,,
682,schellong,Julian,Julian,Schellong,Schellong,,,,,,,false,,
688,scarpone_v,Valentina,Valentina,Scarpone,Scarpone,,,,,,,false,,
689,sieroka,Norman,Norman,Sieroka,Sieroka,,,,,,,false,,
737,sigrist_hp,Hans-Peter,Hans-Peter,Sigrist,Sigrist,,,,,,,false,,
753,schneider_noa,Noah,Noah,Schneider,Schneider,,,,,,,false,,
756,sixt_b,Bernd,Bernd,Sixt,Sixt,,,,,,,false,,
758,schmid_af,Anne-Fran{\c{c}}oise,Anne-Françoise,Schmid,Schmid,,,,,,,false,,
759,stavaux_l,Laurent,Laurent,Stavaux,Stavaux,,,,,,,false,,
773,svandra_p,Philippe,Philippe,Svandra,Svandra,,,,,,,false,,
784,steiner_st,Stephan,Stephan,Steiner,Steiner,,,,,,,false,,
786,stille_o,Olaf,Olaf,Stille,Stille,,,,,,,false,,
788,simondin_a,Arthur,Arthur,Simondin,Simondin,,,,,,,false,,
