id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
78844,incollection,hu_bl:1994,,,1994,,"Fluctuation, Dissipation and Irreversibility in Cosmology","Fluctuation, Dissipation and Irreversibility in Cosmology",,,,,,,,,475--503,475,,,,,,,,,,,,,,,,,,,english,false,,,hu_bl,,,1:time;2:direction_of_time
78845,article,hu_i:2015,,,2015,,"Epistemicism, Paradox, and Conditional Obligation","Epistemicism, Paradox, and Conditional Obligation",,,,philosophical-studies,172,172,8,8,2123--2139,2123,,,,,,,,,,,,,,,,,10.1007/s11098-014-0401-1,,english,false,,,hu_i,,,1:vagueness;2:epistemicism
78846,article,hu_i:2017,,,2017,,The Epistemology of Immunity to Error through Misidentification,The Epistemology of Immunity to Error through Misidentification,,,,the-journal-of-philosophy,114,114,3,3,113--133,113,,,,,,,,,,,,,,,,,,,english,false,,,hu_i,,,1:knowledge;2:self_knowledge;3:iem
78847,article,hu_i:2017a,,,2017,,`Vague' at Higher Orders,‘Vague' at Higher Orders,,,,mind,126,126,504,504,1189--1216,1189,,,,,,,,,,,,,,,,,,,english,false,,,hu_i,,,1:vagueness;2:higher_order_vagueness
78848,article,hu_tw:1927,,,1927,,The Chinese Version of the Law of Nature,The Chinese Version of the Law of Nature,,,,international-journal-of-ethics,38,38,1,1,27--43,27,,,,,,,,,,,,,,,,,,,english,false,,,hu_tw,,,1:causation;2:laws_of_nature
78849,article,hu_x:2017,,,2017,,Why do True Beliefs Differ in Epistemic Value?,Why do True Beliefs Differ in Epistemic Value?,,,,ratio,30,30,3,3,255--269,255,,,,,,,,,,,,,,,,,,,english,false,,,hu_x,,,2:epistemic_value;3:value_of_knowledge
78850,article,hu_x:2019,,,2019,,Is Knowledge of Causes Sufficient for Understanding,Is Knowledge of Causes Sufficient for Understanding,,,,canadian-journal-of-philosophy,49,49,3,3,291--313,291,,,,,,,,,,,,,,,,,,,english,false,,,hu_x,,,1:explanation;2:understanding
78851,article,hu_x:2020,,,2020,,Review of \citet{lycan:2019},Review of Lycan (2019),,,,analysis,80,80,2,2,401--403,401,,,,,,,,,,,,,,,,,,,english,false,,,hu_x,,,1:epistemology;2:justification
78852,incollection,hu_y-pan:2007,,,2007,,Focus and the Basic Function of Chinese Existential You-Sentences,Focus and the Basic Function of Chinese Existential You-Sentences,,,,,,,,,133--146,133,,,,,,,,,,,,,,,,,,,english,false,,,hu_y;pan_h,,,1:ontology
78853,book,hua_c:2001,,,2001,,A Society without Fathers or Husbands: The Na of China,A Society without Fathers or Husbands: The Na of China,,,,,,,,,,,,,New York,,,zone-books,,,Translated by Asti Hustvedt,Translated by Asti Hustvedt,,,,,,,,,english,false,,,hua_c,,,1:political_philosophy;2:marriage
78854,book,huang_ctj-may:1991,,,1991,,Logical Structure and Linguistic Structure: Cross-Linguistic Issues,Logical Structure and Linguistic Structure: Cross-Linguistic Issues,Logical Structure and Linguistic Structure: Cross-Linguistic Issues,Logical Structure and Linguistic Structure: Cross-Linguistic Issues,,,,,40,40,,,,studies_in_linguistics_and_philosophy,Dordrecht,,,kluwer-academic-publishers,,,,,,,,,,,,,english,false,,,,huang_ctj;may_rc,,1:linguistics
78855,incollection,huang_ctj-roberts:2016,,,2016,,Principles and Parameters of Universal Grammar,Principles and Parameters of Universal Grammar,,,,,,,,,307--354,307,,,,,,,,,,,,,,,,,,,english,false,,,huang_ctj;roberts_i,,,
78856,incollection,huang_ctj:1987,,,1987,,Existential Sentences in Chinese and (In)definiteness,Existential Sentences in Chinese and (In)definiteness,,,,,,,,,226--253,226,,,,,,,,,,,,,,,,,,,english,false,,,huang_ctj,,,1:semantics;2:in_definiteness
78857,UNKNOWN,huang_j:1982,,,1982,,Logical Relations in Chinese and the Theory of Grammar,Logical Relations in Chinese and the Theory of Grammar,,,,,,,,,,,,,"Cambridge, Massachusetts",,department_of_linguistics_massachusetts_institute_of_technology,,PhD dissertation,,,,,,,,,,,,english,false,,,huang_j,,,1:language;2:logical_structure;3:logical_form
78858,incollection,huang_m-etal:2018,,,2018,,"Charting the Speaker-Relatedness of Impersonal Pronouns: Contrastive Evidence from English, French, and Thai","Charting the Speaker-Relatedness of Impersonal Pronouns: Contrastive Evidence from English, French, and Thai",,,,,,,,,116--142,116,,,,,,,,,,,,,,,,,,,english,false,,,huang_m;srioutai_j;greaux_m,,,1:reference;2:self_reference
78859,book,huang_m-jaszczolt:2018,,,2018,,Expressing the Self: Cultural Diversity and Cognitive Universals,Expressing the Self: Cultural Diversity and Cognitive Universals,Expressing the Self: Cultural Diversity and Cognitive Universals,Expressing the Self: Cultural Diversity and Cognitive Universals,,,,,,,,,,,Oxford,,,oxford-university-press,,,,,,,,,,,,,english,false,,,,huang_m;jasczczolt_km,,1:persons;2:self
78860,article,huang_m:2017,,,2017,,A Plea for Radical Contextualism,A Plea for Radical Contextualism,,,,synthese,194,194,3,3,963--988,963,,,,,,,,,,,,,,,,,,,english,false,,,huang_m,,,1:representation;2:content_determination;3:content_contextualism
78861,incollection,huang_m:2018,,,2018,,Referential Variability of Generic `One',Referential Variability of Generic ‘One',,,,,,,,,158--186,158,,,,,,,,,,,,,,,,,,,english,false,,,huang_m,,,1:reference;2:self_reference
78862,incollection,huang_ph-tsu:2018,,,2018,,Biomedical Moral Enhancement in the Face of Moral Particularism,Biomedical Moral Enhancement in the Face of Moral Particularism,,,,,,,,,189--208,189,,,,,,,,,,,,,,,,,,,english,false,,,huang_ph;tsu_psh,,,1:ethics;2:transhumanism
78863,article,huang_t-russell:1998,,,1998,,Object Identification: A Bayesian Analysis with Application to Traffic Surveillance,Object Identification: A Bayesian Analysis with Application to Traffic Surveillance,,,,artificial-intelligence,103,103,1/2,1,77--93,77,,,,,,,,,,,,,,,,,,,english,false,,,huang_t;russell_sj,,,1:ai
78864,book,huang_xd-etal:1990,,,1990,,Hidden Markov Models for Speech Recognition,Hidden Markov Models for Speech Recognition,,,,,,,,,,,,,Edinburgh,,,edinburgh-university-press,,,,,,,,,,,,,english,false,,,huang_xd;ariki;jack_ma,,,1:linguistics;2:speech;3:speech_recognition
78865,incollection,huang_xi-fiedler:1996,,,1996,,Presenting Machine-Found Proofs,Presenting Machine-Found Proofs,,,,,,,,,221--225,221,,,,,,,,,,,,,,,,,,,english,false,,,huang_xi;fiedler_a,,,1:logic;2:proof_theory
78866,incollection,huang_xi-fiedler:1997,,,1997,,Proof Verbalization as an Application of {NLG},Proof Verbalization as an Application of NLG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,english,false,,,huang_xi;fiedler_a,,,1:logic;2:circumscription
78867,techreport,huang_xi:1990,,,1990,,An Extensible Natural Calculus for Argument Presentation,An Extensible Natural Calculus for Argument Presentation,,,,,,,sr--91--3,,,,,,Kaiserslautern,fachbereich_informatik_universit_a_t_kaiserslautern,,,,,,,,,,,,,,,english,false,,,huang_xi,,,1:logic;2:proof_theory;3:theorem_proving
78868,UNKNOWN,huang_xi:1994,,,1994,,Human Oriented Proof Presentation: A Reconstructive Approach,Human Oriented Proof Presentation: A Reconstructive Approach,,,,,,,,,,,,,"Saarbr{\""u}cken",,universit_a_t_des_saarlandes,,Doktorarbeit,,,,,,,,,,,,english,false,,,huang_xi,,,1:logic;2:nature_of_proof
78869,incollection,huang_xi:1994a,,,1994,,The Presentation of Proofs at the Assertion Level,The Presentation of Proofs at the Assertion Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,english,false,,,huang_xi,,,1:linguistics
78870,incollection,huang_xi:1996,,,1996,,Translating Machine-Generated Resolution Proofs into {ND}-Proofs at the Assertion Level,Translating Machine-Generated Resolution Proofs into ND-Proofs at the Assertion Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,english,false,,,huang_xi,,,1:action;2:action_formalisms
78871,incollection,huang_xi:1997,,,1997,,Planning Reference Choices for Argumentative Texts,Planning Reference Choices for Argumentative Texts,,,,,,,,,190--197,190,,,,,,,,,,,,,,,,,,,english,false,,,huang_xi,,,1:linguistics;2:logic_for_natural_language;3:natural_language_generation
78872,incollection,huang_xu-etal:1991,,,1991,,Using Attention in Belief Revision,Using Attention in Belief Revision,,,,,,,,,275--280,275,,,,,,,,,,,,,,,,,,,english,false,,,huang_xu;mccalla;neufeld_e,,,1:rationality;2:belief_revision
78873,book,huang_y:2000,,,2000,,Anaphora: A Cross-Linguistic Study,Anaphora: A Cross-Linguistic Study,,,,,,,,,,,,,Oxford,,,oxford-university-press,,,,,,,,,,,,,english,false,,,huang_y,,,1:reference;2:anaphora
78874,incollection,huang_y:2016,,,2016,,Pragmatics: Language Use in Context,Pragmatics: Language Use in Context,,,,,,,,,205--220,205,,,,,,,,,,,,,,,,,,,english,false,,,huang_y,,,1:pragmatics
78875,book,huang_y:2017,,,2017,,The Oxford Handbook of Pragmatics,The Oxford Handbook of Pragmatics,The Oxford Handbook of Pragmatics,The Oxford Handbook of Pragmatics,,,,,,,,,,oxford_handbooks,New York,,,oxford-university-press,,,,,,,,,,,,,english,false,,,,huang_y,,1:pragmatics
78876,incollection,huang_y:2017a,,,2017,,Introduction: What Is Pragmatics?,Introduction: What Is Pragmatics?,,,,,,,,,1--20,1,,,,,,,,,,,,,,,,,,,english,false,,,huang_y,,,1:pragmatics
78877,incollection,huang_y:2017b,,,2017,,Neo-Gricean Pragmatics,Neo-Gricean Pragmatics,,,,,,,,,47--78,47,,,,,,,,,,,,,,,,,,,english,false,,,huang_y,,,1:pragmatics
78878,incollection,huang_y:2017c,,,2017,,Implicature,Implicature,,,,,,,,,155--179,155,,,,,,,,,,,,,,,,,,,english,false,,,huang_y,,,1:pragmatics
