id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
61631,article,gjelsvik:1988,,,1988,,A Kripkean Objection to Kripke's Arguments against the Identity-Theories,A Kripkean Objection to Kripke's Arguments against the Identity-Theories,,,,inquiry,30,30,,,435--450,435,,,,,,,,,,,,,,,,,,,english,false,,,gjelsvik,,,1:mind_body;2:physicalism
61632,article,gjelsvik:1991,,,1991,,Dretske on Knowledge and Content,Dretske on Knowledge and Content,,,,synthese,86,86,3,3,425--441,425,,,,,,,,,,,,,,,,,,,english,false,,,gjelsvik,,,1:epistemology
61633,article,gjelsvik:1997,,,1997,,Tracking Truth and Solving Puzzles,Tracking Truth and Solving Puzzles,,,,inquiry,40,40,2,2,209--224,209,,,,,,,,,,,,,,,,,,,english,false,,,gjelsvik,,,1:truth;2:axiomatic_theories_of_truth
61634,incollection,gjelsvik:1999,,,1999,,On Mind and Matter,On Mind and Matter,,,,,,,,,65--78,65,,,,,,,,,,,,,,,,,,,english,false,,,gjelsvik,,,1:mind_body
61635,article,gjelsvik:2002,,,2002,,"Paradox Lost, but in Which Envelope?","Paradox Lost, but in Which Envelope?",,,,croatian-journal-of-philosophy,2,2,3,3,353--362,353,,,,,,,,,,,,,,,,,,,english,false,,,gjelsvik,,,1:probability;2:two_envelope_paradox
61636,article,gjelsvik:2004,,,2004,,Experience,Experience,,,,theoria,70,70,2/3,2,167--191,167,,,,,,,,,,,,,,,,,,,english,false,,,gjelsvik,,,1:perception;2:perceptual_content;3:conceptual_content
61637,incollection,gjelsvik:2007,,,2007,,Are there Reasons to Be Rational?,Are there Reasons to Be Rational?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,english,false,,,gjelsvik,,,1:epistemology;2:justification;3:reasons_for_belief
61638,incollection,gjelsvik:2007a,,,2007,,Causal Explanation Provides Knowledge Why,Causal Explanation Provides Knowledge Why,,,,,,,,,69--92,69,,,,,,,,,,,,,,,,,,,english,false,,,gjelsvik,,,1:causation;2:causal_explanation
61639,article,gjelsvik:2013,,,2013,,"Philosophy, Addiction and Inquiry","Philosophy, Addiction and Inquiry",,,,inquiry,56,56,5,5,417--427,417,,,,,,,,,,,,,,,,,,,english,false,,,gjelsvik,,,1:ethics;2:addiction
61640,incollection,gjelsvik:2013a,,,2013,,Philosophy as Interdisciplinary Research,Philosophy as Interdisciplinary Research,,,,,,,,,447--456,447,,,,,,,,,,,,,,,,,,,english,false,,,gjelsvik,,,1:metaphilosophy
61641,incollection,gjelsvik:2013b,,,2013,,On ``Meaning and Experience'',On “Meaning and Experience”,,,,,,,,,221--234,221,,,,,,,,,,,,,,,,,,,english,false,,,gjelsvik,,,1:representation;2:meaning
61642,article,gjelsvik:2017,,,2017,,Anscombe and Davidson on Practical Knowledge: A Reply to \citet{hunter_d:2015},Anscombe and Davidson on Practical Knowledge: A Reply to,,,,journal-for-the-history-of-analytical-philosophy,5,5,6,6,,,,,,,,,,,,,,,,,,,,,english,false,,,gjelsvik,,,1:knowledge;2:knowing_how
61643,incollection,gjelsvik:2018,,,2018,,Bullshit Production,Bullshit Production,,,,,,,,,129--143,129,,,,,,,,,,,,,,,,,,,english,false,,,gjelsvik,,,1:pragmatics;2:lying
61644,incollection,gjertsen:1993,,,1993,,Is Nature Conformable to Herself?,Is Nature Conformable to Herself?,,,,,,,,,645--656,645,,,,,,,,,,,,,,,,,,,english,false,,,gjertsen,,,2:psr
