id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
81483,article,izbicki:1993,,,1993,,The Church in the Light of Learned Ignorance,The Church in the Light of Learned Ignorance,,,,medieval-philosophy-and-theology,3,3,,,186--214,186,,,,,,,,,,,,,,,,,,,english,false,,,izbicki,,,1:religion
81484,incollection,izenberg:2009,,,2009,,Individualism and Individuality in Constant,Individualism and Individuality in Constant,,,,,,,,,206--224,206,,,,,,,,,,,,,,,,,,,english,false,,,izenberg,,,1:political_philosophy
