id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
118024,incollection,mrad:2008,,,2008,,The Witness of the Church in a Pluralistic World: Theological Renaissance in the Church of Antioch,The Witness of the Church in a Pluralistic World: Theological Renaissance in the Church of Antioch,,,,,,,246--260,246,,,,,,,,,,,,,,,,,,,english,false,,,mrad,,,1:religion;2:theology
118025,book,mras-etal:2019,,,2019,,Philosophy of Logic and Mathematics.~Proceedings of the 41th International Wittgenstein Symposium,Philosophy of Logic and Mathematics. Proceedings of the 41th International Wittgenstein Symposium,Philosophy of Logic and Mathematics.~Proceedings of the 41th International Wittgenstein Symposium,Philosophy of Logic and Mathematics. Proceedings of the 41th International Wittgenstein Symposium,,,,27,,,,publications_of_the_austrian_ludwig_wittgenstein_society_new_series,Berlin,,,de-gruyter,,,,,,,,,,,,,english,false,,,,mras;weingartner_p;ritter_b,,1:metaphilosophy;2:analytic_continental_philosophy
118026,book,mras-schmitz:2022,,,2022,,"Force, Content and the Unity of the Proposition","Force, Content and the Unity of the Proposition","Force, Content and the Unity of the Proposition","Force, Content and the Unity of the Proposition",,,,,,,,,London,,,routledge,,,,,,,,,,,,,english,false,,,,mras;schmitz_mi,,
118027,incollection,mras:2003,,,2003,,"Uwe Czaniera, Gibt es moralisches Wissen? Die Kognitivismusdebatte in der analytischen Moralphilosophie","Uwe Czaniera, Gibt es moralisches Wissen? Die Kognitivismusdebatte in der analytischen Moralphilosophie",,,,,,,406--410,406,,,,,,,,,,,,,,,,,,,ngerman,false,,,mras,,,1:ethics;2:epistemology_of_morality;3:ethical_cognitivism
118028,article,mras:2010,,,2010,,``Given the Subject Term -- What is the Rest?'' -- On the Unity of a Sentence,“Given the Subject Term – What is the Rest?” – On the Unity of a Sentence,,,,conceptus-zeitschrift-fur-philosophie,39,96,61--83,61,,,,,,,,,,,,,,,,,,,english,false,,,mras,,,1:exemplification;2:unity_of_the_proposition
118029,incollection,mras:2014a,,,2014,,"Bradley, Russell, and the Structure of Thought","Bradley, Russell, and the Structure of Thought",,,,,,,181--192,181,,,,,,,,,,,,,,,,,,,english,false,,,mras,,,1:pragmatics;2:judgement;3:mrtj
118030,incollection,mras:2022,,,2022,,"Concept, Truth and the Unity of the Proposition","Concept, Truth and the Unity of the Proposition",,,,,,,57--70,57,,,,,,,,,,,,,,,,,,,english,false,,,mras,,,
118031,incollection,mroz_p-ace:2006,,,2006,,Phenomenology of Life in Border Situations: The Experience of the Ultimate,Phenomenology of Life in Border Situations: The Experience of the Ultimate,,,,,,,273--292,273,,,,,,,,,,,,,,,,,,,english,false,,,mroz_p;ace,,,
118032,incollection,mroz_p-kaluza:2007,,,2007,,Symbolical Forms and Their Role in an Anthropological Analysis.~Ernst Cassirer's Conception of the Human World,Symbolical Forms and Their Role in an Anthropological Analysis. Ernst Cassirer's Conception of the Human World,,,,,,,523--532,523,,,,,,,,,,,,,,,,,,,english,false,,,mroz_p;kaluza_ma,,,
118033,incollection,mroz_p-warminski:2002,,,2002,,From lngarden to Naturalistic Aesthetics: Maria Golaszewska,From lngarden to Naturalistic Aesthetics: Maria Golaszewska,,,,,,,606--607,606,,,,,,,,,,,,,,,,,,,english,false,,,mroz_p;warminski,,,1:aesthetics;2:environmental_aesthetics
118034,incollection,mroz_p:2000,,,2000,,The Human Arts and the Natural Laws of Bios: Return to Consciousness,The Human Arts and the Natural Laws of Bios: Return to Consciousness,,,,,,,79--88,79,,,,,,,,,,,,,,,,,,,english,false,,,mroz_p,,,1:biology;2:life
118035,incollection,mroz_p:2000a,,,2000,,The Phenomenological Aspects of Mental Disorders,The Phenomenological Aspects of Mental Disorders,,,,,,,75--84,75,,,,,,,,,,,,,,,,,,,english,false,,,mroz_p,,,1:psychology;2:mental_illness
118036,incollection,mroz_p:2004,,,2004,,Towards the Philosophical Swann,Towards the Philosophical Swann,,,,,,,867--876,867,,,,,,,,,,,,,,,,,,,english,false,,,mroz_p,,,1:aesthetics;2:literary_criticism
118037,incollection,mroz_p:2007,,,2007,,The Conflicting World-Views of the Traditional and the Modernist Novel,The Conflicting World-Views of the Traditional and the Modernist Novel,,,,,,,129--142,129,,,,,,,,,,,,,,,,,,,english,false,,,mroz_p,,,
118038,incollection,mroz_p:2008,,,2008,,The Educational Aspect of the Primordial Situation of One's Being-in-the-World,The Educational Aspect of the Primordial Situation of One's Being-in-the-World,,,,,,,145--162,145,,,,,,,,,,,,,,,,,,,english,false,,,mroz_p,,,
118039,incollection,mroz_p:2009,,,2009,,Structure as a Collective Memory of Cultural Systems,Structure as a Collective Memory of Cultural Systems,,,,,,,251--262,251,,,,,,,,,,,,,,,,,,,english,false,,,mroz_p,,,
118040,incollection,mroz_p:2009a,,,2009,,What does it Mean to be an Existentialist Today?,What does it Mean to be an Existentialist Today?,,,,,,,127--144,127,,,,,,,,,,,,,,,,,,,english,false,,,mroz_p,,,
