id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
80556,article,ihara_ck:1981,,,1981,,Maximin and Other Decision Principles,Maximin and Other Decision Principles,,,,philosophical-topics,12,12,3,3,59--72,59,,,,,,,,,,,,,,,,,,,english,false,,,ihara_ck,,,1:decision_theory
80557,incollection,ihara_k:1998,,,1998,,On Merleau-Ponty's ``Turn'',On Merleau-Ponty's “Turn”,,,,,,,,,85--96,85,,,,,,,,,,,,,,,,,,,english,false,,,ihara_k,,,
80558,incollection,ihde_aj:1959,,,1959,,Commentary on \citet{smith_cys:1959} and \citet{boas_m:1959a},Commentary on Smith (1959) and Boas (1959),,,,,,,,,519--524,519,,,,,,,,,,,,,,,,,,,english,false,,,ihde_aj,,,1:ontology;2:matter
80559,book,ihde_d-zaner:1975,,,1975,,Dialogues in Phenomenology,Dialogues in Phenomenology,Dialogues in Phenomenology,Dialogues in Phenomenology,,,,,5,5,,,,selected_studies_in_phenomenology_and_existential_philosophy,Den Haag,,,martinus-nijhoff-publishers,,,,,,,,,,,,,english,false,,,,ihde_d;zaner_rm,,1:history_of_philosophy
80560,book,ihde_d-zaner:1977,,,1977,,Interdisciplinary Phenomenology,Interdisciplinary Phenomenology,Interdisciplinary Phenomenology,Interdisciplinary Phenomenology,,,,,6,6,,,,selected_studies_in_phenomenology_and_existential_philosophy,Den Haag,,,martinus-nijhoff-publishers,,,,,,,,,,,,,english,false,,,,ihde_d;zaner_rm,,1:history_of_philosophy
80561,book,ihde_d:1977,,,1977,,Technics and Praxis: A Philosophy of Technology,Technics and Praxis: A Philosophy of Technology,,,,,,,24,24,,,,boston_studies_in_the_philosophy_of_science,Dordrecht,,,d-reidel-publishing-co,,,,,,,,,,,,,english,false,,,ihde_d,,,1:technology
80562,book,ihde_d:1977a,,,1977,,Experimental Phenomenology,Experimental Phenomenology,,,,,,,,,,,,,?,,,gp-putnam,,,,,,,,,,,,,english,false,,,ihde_d,,,1:metaphysics;2:phenomenology
80563,article,ihde_d:1979,,,1979,,Technology and Human Self-Conception,Technology and Human Self-Conception,,,,the-southwestern-journal-of-philosophy,10,10,1,1,23--34,23,,,,,,,,,,,,,,,,,,,english,false,,,ihde_d,,,1:technology
80564,incollection,ihde_d:1984,,,1984,,Phenomenology and the Phenomenon of Technology,Phenomenology and the Phenomenon of Technology,,,,,,,,,111--122,111,,,,,,,,,,,,,,,,,,,english,false,,,ihde_d,,,1:technology
80565,incollection,ihde_d:1999,,,1999,,Perceptual Reasoning -- Hermeneutics and Perception,Perceptual Reasoning – Hermeneutics and Perception,,,,,,,,,13--24,13,,,,,,,,,,,,,,,,,,,english,false,,,ihde_d,,,1:perception;2:perceptual_judgement
80566,incollection,ihde_d:1999a,,,1999,,Expanding Hermeneutics,Expanding Hermeneutics,,,,,,,,,345--352,345,,,,,,,,,,,,,,,,,,,english,false,,,ihde_d,,,1:science;2:sociology_of_science
80567,article,ihde_d:2004,,,2004,,Has the Philosophy of Technology Arrived? A State-of-the-Art Review,Has the Philosophy of Technology Arrived? A State-of-the-Art Review,,,,philosophy-of-science,71,71,1,1,117--131,117,,,,,,,,,,,,,,,,,,,english,false,,,ihde_d,,,1:technology
80568,incollection,ihde_d:2009,,,2009,,Technology and Science,Technology and Science,,,,,,,,,51--60,51,,,,,,,,,,,,,,,,,,,english,false,,,ihde_d,,,1:science
80569,incollection,ihde_d:2009a,,,2009,,Hermeneutics and Technologies,Hermeneutics and Technologies,,,,,,,,,180--183,180,,,,,,,,,,,,,,,,,,,english,false,,,ihde_d,,,1:technology
80570,incollection,ihde_d:2009b,,,2009,,Imaging Technologies,Imaging Technologies,,,,,,,,,205--209,205,,,,,,,,,,,,,,,,,,,english,false,,,ihde_d,,,1:technology
