id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
186506,incollection,zwaan-madden:2005,,,2005,,Embodied Sentence Comprehension,Embodied Sentence Comprehension,,,,,,,,,224--245,224,,,,,,,,,,,,,,,,,,,english,false,,,zwaan;madden_cj,,,1:pragmatics
186507,UNKNOWN,zwahlen_r:2009,,,2009,,"Das revolution{\""a}re Ebenbild Gottes: Anthropologien der Menschenw{\""u}rde bei Nikolaj A.~Berdjaev und Sergej N.~Bulgakov",Das revolutionäre Ebenbild Gottes: Anthropologien der Menschenwürde bei Nikolaj A. Berdjaev und Sergej N. Bulgakov,,,,,,,,,,,,,Fribourg,,d_e_partement_de_philosophie_universit_e_de_fribourg,,Th{\`e}se de doctorat,,,,,,,,,,,,german,false,,,zwahlen_r,,,
186508,article,zwahlen_s:2017,,,2017,,Progressiver Konsequentialismus und Maximierung,Progressiver Konsequentialismus und Maximierung,,,,metaphi-pre-2022,2,2,,,6--12,6,,,,,,,,,,,,,,,,,,,german,false,,,zwahlen_s,,,
186509,book,zwart_h:2022,,,2022,,Continental Philosophy of Technoscience,Continental Philosophy of Technoscience,,,,,,,,,,,,philosophy_of_engineering_and_technology,Berlin,,,springer,,,,,,,,,,,10.1007/978-3-030-84570-4,,english,false,,,zwart_h,,,1:technology
186510,article,zwart_pj:1972,,,1972,,The Flow of Time,The Flow of Time,,,,synthese,24,24,1/2,1,133--158,133,,,,,,,,,Reprinted in \citet[131--157]{suppes:1973},Reprinted in Suppes (1973),,,,,,,,,english,false,,,zwart_pj,,,1:time;2:direction_of_time
186511,book,zwart_sd:2001,,,2001,,Refined Verisimilitude,Refined Verisimilitude,,,,,,,307,307,,,,synthese_library,Dordrecht,,,kluwer-academic-publishers,,,,,,,,,,,,,english,false,,,zwart_sd,,,1:truth;2:approximate_truth;3:truthlikeness
186512,incollection,zwart_sd:2005,,,2005,,Updating Theories,Updating Theories,,,,,,,,,375--395,375,,,,,,,,,,,,,,,,,,,english,false,,,zwart_sd,,,1:science;2:theories
186513,incollection,zwart_sd:2021,,,2021,,Prescriptive Engineering Knowledge,Prescriptive Engineering Knowledge,,,,,,,,,111--126,111,,,,,,,,,,,,,,,,,,,english,false,,,zwart_sd,,,1:science;2:technology;3:engineering
186514,incollection,zwarthoed:2016,,,2016,,Alumni Involvement and Long-Termist University Governance,Alumni Involvement and Long-Termist University Governance,,,,,,,,,366--384,366,,,,,,,,,,,,,,,,,,,english,false,,,zwarthoed,,,1:ethics;2:population_ethics;3:future_generations
186515,incollection,zwarts_f:1996,,,1996,,A Hierarchy of Negative Expressions,A Hierarchy of Negative Expressions,,,,,,,,,169--195,169,,,,,,,,,,,,,,,,,,,english,false,,,zwarts_f,,,1:logic;2:negation
186516,incollection,zwarts_f:1998,,,1998,,Three Types of Polarity,Three Types of Polarity,,,,,,,,,177--238,177,,,,,,,,,,,,,,,,,,,english,false,,,zwarts_f,,,1:semantics;2:plurals
186517,article,zwarts_j-verkuyl:1994,,,1994,,An Algebra of Conceptual Structure: An Investigation into Jackendorff's Conceptual Semantics,An Algebra of Conceptual Structure: An Investigation into Jackendorff's Conceptual Semantics,,,,linguistics-and-philosophy,17,17,1,1,1--28,1,,,,,,,,,,,,,,,,,,,english,false,,,zwarts_j;verkuyl,,,1:psychology;2:cognitive_science;3:cognitive_semantics
186518,article,zwarts_j-winter:2000,,,2000,,Vector Space Semantics: A Model-Theoretic Analysis of Locative Prepositions,Vector Space Semantics: A Model-Theoretic Analysis of Locative Prepositions,,,,journal-of-logic-language-and-information,9,9,2,2,169--211,169,,,,,,,,,,,,,,,,,,,english,false,,,zwarts_j;winter_y,,,1:properties;2:locational_properties
186519,incollection,zwarts_j:1995,,,1995,,The Semantics of Relative Position,The Semantics of Relative Position,,,,,,,,,405--422,405,,,,,,,,,"Available from CLC Publications, Department of Linguistics, Morrill Hall, Cornell University, Ithaca, NY 14853-4701","Available from CLC Publications, Department of Linguistics, Morrill Hall, Cornell University, Ithaca, NY 14853-4701",,,,,,,,,english,false,,,zwarts_j,,,1:properties;2:locational_properties
186520,article,zwarts_j:2005,,,2005,,Prepositional Aspect and the Algebra of Paths,Prepositional Aspect and the Algebra of Paths,,,,linguistics-and-philosophy,28,28,6,6,739--792,739,,,,,,,,,,,,,,,,,,,english,false,,,zwarts_j,,,1:pragmatics;2:presupposition
186521,article,zweber:2016,,,2016,,"Fallibilism, Closure, and Pragmatic Encroachment","Fallibilism, Closure, and Pragmatic Encroachment",,,,philosophical-studies,173,173,10,10,2745--2757,2745,,,,,,,,,,,,,,,,,10.1007/s11098-016-0631-5,,english,false,,,zweber,,,1:epistemology;2:fallibilism
186522,article,zweig_a:1958,,,1958,,Some Consequences of Professor Feigl's Views on Justification,Some Consequences of Professor Feigl's Views on Justification,,,,philosophical-studies,9,9,5/6,5,67--69,67,,,,,,,,,,,,,,,,,10.1007/bf00725421,,english,false,,,zweig_a,,,1:epistemology;2:justification
186523,article,zweig_a:1971,,,1971,,Reasons and Rulings,Reasons and Rulings,,,,logique-et-analyse,14,14,53/54,53,421--430,421,,,,,,,,,,,,,,,,,,,english,false,,,zweig_a,,,1:law;2:legal_reasoning
186524,incollection,zweig_a:1974,,,1974,,"Erl{\""a}uterung and Erweiterung in Kant's Theories of Analyticity",Erläuterung and Erweiterung in Kant's Theories of Analyticity,,,,,,,,,166--173,166,,,,,,,,,,,,,,,,,,,english,false,,,zweig_a,,,1:representation;2:analyticity
186525,incollection,zweig_a:2009,,,2009,,Reflections on the Enduring Value of Kant's Ethics,Reflections on the Enduring Value of Kant's Ethics,,,,,,,,,255--264,255,,,,,,,,,,,,,,,,,,,english,false,,,zweig_a,,,1:ethics
186526,article,zweig_e:2009,,,2009,,Number-Neutral Bare Plurals and the Multiplicity Implicature,Number-Neutral Bare Plurals and the Multiplicity Implicature,,,,linguistics-and-philosophy,32,32,4,4,353--407,353,,,,,,,,,,,,,,,,,,,english,false,,,zweig_e,,,1:semantics;2:plurals
186527,article,zweiling_k:1956,,,1956,,Die Strahlung -- eine spezifische Form der Materie,Die Strahlung – eine spezifische Form der Materie,,,,deutsche-zeitschrift-fur-philosophie,4,4,5,5,550--562,550,,,,,,,,,,,,,,,,,,,german,false,,,zweiling_k,,,1:ontology;2:matter
186528,incollection,zwenger_t:2011,,,2011,,Philosophische Hermeneutik als transzendentale Urteilslehre,Philosophische Hermeneutik als transzendentale Urteilslehre,,,,,,,,,302--332,302,,,,,,,,,,,,,,,,,,,german,false,,,zwenger_t,,,1:history_of_philosophy
186529,article,zwenger_t:2016,,,2016,,Die Zukunft der Science Fiction,Die Zukunft der Science Fiction,,,,philosophie-ch,,,,,,,,,,,,,,,,,,,,,,,,https://www.philosophie.ch/2016-12-22-zwenger,german,false,,cc-by-3,zwenger_t,,,
186530,article,zwermann:1901,,,1901,,Die transcendentale Deduktion der Kategorien in Kants ``Kritik der reinen Vernunft'',Die transcendentale Deduktion der Kategorien in Kants “Kritik der reinen Vernunft”,,,,kant-studien,5,5,3,3,444--470,444,,,,,,,,,,,,,,,,,,,german,false,,,zwermann,,,1:metaphysics;2:transcendental_deduction
186531,book,zwicky_a-pullum:1982,,,1982,,Cliticization versus Inflection: English \emph{n't},Cliticization versus Inflection: English n't,,,,,,,,,,,,,"310 Lindley Hall, Indiana University, Bloomington, Indiana 46405",,,indiana-university-linguistics-club,,,,,,,,,,,,,english,false,,,zwicky_a;pullum,,,1:linguistics;2:syntax;3:clitics
186532,incollection,zwicky_a-sadock:1975,,,1975,,Ambiguity Tests and How to Fail Them,Ambiguity Tests and How to Fail Them,,,,,,,,,1--36,1,,,,,,,,,,,,,,,,,,,english,false,,,zwicky_a;sadock,,,1:representation;2:polysemy;3:ambiguity
186533,incollection,zwicky_a:1971,,,1971,,On Reported Speech,On Reported Speech,,,,,,,,,72--77,72,,,,,,,,,,,,,,,,,,,english,false,,,zwicky_a,,,1:language;2:quotation
186534,incollection,zwicky_a:1973,,,1973,,Linguistics as Chemistry: The Substance Theory of Semantic Primes,Linguistics as Chemistry: The Substance Theory of Semantic Primes,,,,,,,,,467--485,467,,,,,,,,,,,,,,,,,,,english,false,,,zwicky_a,,,1:semantics
186535,book,zwicky_a:1976,,,1976,,Papers in Nonphonology,Papers in Nonphonology,Papers in Nonphonology,Papers in Nonphonology,,,,,,,,,,,"Columbus, Ohio",,,department-of-linguistics-the-ohio-state-university,,,,,,,,,,,,,english,false,,,,zwicky_a,,1:linguistics;2:phonology
186536,inproceedings,zwicky_a:1976a,,,1976,,"Well, This Rock and Roll Has Got to Stop, Junior's Head is Hard as a Rock","Well, This Rock and Roll Has Got to Stop, Junior's Head is Hard as a Rock","Well, This Rock and Roll Has Got to Stop, Junior's Head is Hard as a Rock","Well, This Rock and Roll Has Got to Stop, Junior's Head is Hard as a Rock",,,,,,,,,,,"Goodspeed Hall, 1050 East 59th Street, Chicago, Illinois",,,chicago-linguistics-society,,,,,,,,,,,,,english,false,,,zwicky_a,,,1:linguistics;2:rhyme
186537,incollection,zwicky_a:1977,,,1977,,Settling on an Underlying Form: The English Inflectional Endings,Settling on an Underlying Form: The English Inflectional Endings,,,,,,,,,129--185,129,,,,,,,,,,,,,,,,,,,english,false,,,zwicky_a,,,1:linguistics
186538,unpublished,zwicky_a:1977a,,,1977,,"Litmus Tests, the Bloomfieldian Counterrevolution and the Correspondence Fallacy","Litmus Tests, the Bloomfieldian Counterrevolution and the Correspondence Fallacy",,,,,,,,,,,,,,,,,,,"Unpublished manuscript, Linguistics Department, The Ohio State University","Unpublished manuscript, Linguistics Department, The Ohio State University",,,,,,,,,english,false,,,zwicky_a,,,1:linguistics
186539,incollection,zwicky_a:1981,,,1981,,``Internal'' and ``External'' Evidence in Linguistics,“Internal” and “External” Evidence in Linguistics,,,,,,,,,598--604,598,,,,,,,,,,,,,,,,,,,english,false,,,zwicky_a,,,1:linguistics
