id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
124675,incollection,onea_e-guntsetseg:2011,,,2011,,Focus and \emph{wh}-Questions in Mongolian,Focus and wh-Questions in Mongolian,,,,,,,467--482,,,,,,,,,,,,,,,,,,,,false,,onea_e;guntsetseg,,,1:linguistics
124676,incollection,onea_e-steinbach:2012,,,2012,,"Where Question, Conditionals and Topics Converge","Where Question, Conditionals and Topics Converge",,,,,,,42--51,,,,,,,,,,,,,,,,,,,,false,,onea_e;steinbach_m,,,1:language;2:indicative_conditionals
124677,incollection,onea_e:2011,,,2011,,On Temporal Quantification,On Temporal Quantification,,,,,,,451--466,,,,,,,,,,,,,,,,,,,,false,,onea_e,,,1:linguistics
124678,incollection,onea_e:2014,,,2014,,"Fiktionalit{\""a}t und Sprechakte",Fiktionalität und Sprechakte,,,,,,,68--96,,,,,,,,,,,,,,,,,,,ngerman,false,,onea_e,,,1:aesthetics;2:fiction
124679,article,oneil_be:1972,,,1972,,Cartesian Simple Natures,Cartesian Simple Natures,,,,journal-of-the-history-of-philosophy,10,2,161--179,,,,,,,,,Reprinted in \citet[118--137]{moyal_gjd:1991},Reprinted in Moyal (1991),,,,,,,,,,false,,oneil_be,,,1:ontology;2:particulars
124680,book,oneil_be:1974,,,1974,,Epistemological Direct Realism in Descartes' Philosophy,Epistemological Direct Realism in Descartes' Philosophy,,,,,,,,,,"Albuquerque, New Mexico",,,university-of-new-mexico-press,,,,,,,,,,,,,,false,,oneil_be,,,1:perception;2:direct_realism
124681,incollection,oneil_c:2017,,,2017,,Betraying Trust,Betraying Trust,,,,,,,70--89,,,,,,,,,,,,,,,,,,,,false,,oneil_c,,,1:epistemology;2:testimony;3:trust
124682,incollection,oneil_c:2018,,,2018,,Consent in Clinical Research,Consent in Clinical Research,,,,,,,297--310,,,,,,,,,,,,,,,,,,,,false,,oneil_c,,,1:political_philosophy;2:authority;3:consent
124683,article,oneil_mp:1985,,,1985,,Propositions and Empirical Evidence,Propositions and Empirical Evidence,,,,philosophical-topics,13,2,213--222,,,,,,,,,,,,,,,,,,,,false,,oneil_mp,,,1:representation;2:objects_of_propositional_attitudes;3:objects_of_belief
124684,article,oneill_b:2014,,,2014,,Assessing the ``Bayesian Shift'' in the Doomsday Argument,Assessing the “Bayesian Shift” in the Doomsday Argument,,,,the-journal-of-philosophy,111,4,198--218,,,,,,,,,,,,,,,,,,,,false,,oneill_b,,,1:ethics
124685,incollection,oneill_di:2012,,,2012,,"The Sublime, the Beautiful, and the Political in Burke's Work","The Sublime, the Beautiful, and the Political in Burke's Work",,,,,,,193--224,,,,,,,,,,,,,,,,,,,,false,,oneill_di,,,1:aesthetics;2:aesthetic_experience;3:the_sublime
124686,incollection,oneill_ea-johnson:1999,,,1999,,Task Knowledge Structures and the Design of Collaborative Systems,Task Knowledge Structures and the Design of Collaborative Systems,,,,,,,81--84,,,,,,,,,,,,,,,,,,,,false,,oneill_ea;johnson_p,,,1:pragmatics;2:discourse;3:discourse_analysis
124687,book,oneill_ei-lascano:2019,,,2019,,Feminist History of Philosophy: The Recovery and Evaluation of Women's Philosophical Thought,Feminist History of Philosophy: The Recovery and Evaluation of Women's Philosophical Thought,Feminist History of Philosophy: The Recovery and Evaluation of Women's Philosophical Thought,Feminist History of Philosophy: The Recovery and Evaluation of Women's Philosophical Thought,,,,,,,,Berlin,,,springer,,,,,,,,,,,10.1007/978-3-030-18118-5,,,false,,,oneill_ei;lascano,,1:history_of_philosophy;2:why_history_of_philosophy
124688,incollection,oneill_ei:1993,,,1993,,\emph{Influxus Physicus},Influxus Physicus,,,,,,,27--56,,,,,,,,,,,,,,,,,,,,false,,oneill_ei,,,1:causation
124689,incollection,oneill_ei:1999,,,1999,,"Women Cartesians, ``Feminine Philosophy, '' and Historical Exclusion","Women Cartesians, “Feminine Philosophy, ” and Historical Exclusion",,,,,,,232--257,,,,,,,,,,,,,,,,,,,,false,,oneill_ei,,,1:political_philosophy;2:feminism
124690,incollection,oneill_ei:2007,,,2007,,Justifying the Inclusion of Women in Our Histories of Philosophy: The Case of Marie de Gournay,Justifying the Inclusion of Women in Our Histories of Philosophy: The Case of Marie de Gournay,,,,,,,17--42,,,,,,,,,,,,,,,,,,,,false,,oneill_ei,,,1:history_of_philosophy
124691,incollection,oneill_ei:2011,,,2011,,The Equality of Men and Women,The Equality of Men and Women,,,,,,,445--474,,,,,,,,,,,,,,,,,,,,false,,oneill_ei,,,1:political_philosophy;2:discrimination
124692,incollection,oneill_el-machery:2019,,,2019,,The Normative Sense: What is Universal? What Varies?,The Normative Sense: What is Universal? What Varies?,,,,,,,38--56,,,,,,,,,,,,,,,,,,,,false,,oneill_el;machery,,,1:ethics;2:epistemology_of_morality
124693,article,oneill_el:2017,,,2017,,Kinds of Norms,Kinds of Norms,,,,philosophy-compass,12,5,e12416,e12416,,,,,,,,,,,,,,,,10.1111/phc3.e12416,,,false,,oneill_el,,,2:normativity
124694,incollection,oneill_im-mctear:1997,,,1997,,An Object-Oriented Model for the Design of Cross-Domain Dialogue Systems,An Object-Oriented Model for the Design of Cross-Domain Dialogue Systems,,,,,,,25--28,,,,,,,,,,,,,,,,,,,,false,,oneill_im;mctear_mf,,,1:linguistics;2:dialogue;3:computational_dialogue
124695,article,oneill_j-uebel:2004,,,2004,,Horkheimer and Neurath: Restarting a Disrupted Debate,Horkheimer and Neurath: Restarting a Disrupted Debate,,,,european-journal-of-philosophy,12,1,75--105,,,,,,,,,,,,,,,,,,,,false,,oneill_j;uebel,,,1:history_of_philosophy
