id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
171406,incollection,uvarova:1981,,,1981,,Interrelations between History of Science and Philosophy of Science in Research in the Development of Technical Sciences,Interrelations between History of Science and Philosophy of Science in Research in the Development of Technical Sciences,,,,,,,301--304,,,,,,,,,,,,,,,,,,,,false,,uvarova,,,1:science;2:history_of_science;3:why_history_of_science
