id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
130365,article,phaf-wolters:1997,,,1997,,A Constructivist and Connectionist View on Conscious and Nonconscious Processes,A Constructivist and Connectionist View on Conscious and Nonconscious Processes,,,,philosophical-psychology,10,10,,,287--307,287,,,,,,,,,,,,,,,,,,,english,false,,,phaf;wolters_g,,,1:psychology;2:awareness
130366,incollection,phalen_a:1931,,,1931,,Our Common Notions and their Dialectic Movements in the History of Philosophy,Our Common Notions and their Dialectic Movements in the History of Philosophy,,,,,,,,,414--420,414,,,,,,,,,,,,,,,,,,,english,false,,,phalen_a,,,1:metaphilosophy
130367,article,phalet_a:1975,,,1975,,The Problem of the Formalization of ``Nearly All'',The Problem of the Formalization of “Nearly All”,,,,logique-et-analyse,18,18,69/70,69,143--153,143,,,,,,,,,,,,,,,,,,,english,false,,,phalet_a,,,1:language;2:quantifiers
130368,article,phalet_a:1986,,,1986,,"On Self-Reference, Existence and Validity in a Knowledge Acquiring System","On Self-Reference, Existence and Validity in a Knowledge Acquiring System",,,,logique-et-analyse,29,29,116,116,471--485,471,,,,,,,,,,,,,,,,,,,english,false,,,phalet_a,,,1:truth;2:semantic_paradoxes;3:self_reference
130369,incollection,pham_f:1968,,,1968,,Landau Singularities in the Physical Region,Landau Singularities in the Physical Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,english,false,,,pham_f,,,1:mathematics;2:algebra
130370,UNKNOWN,phamvanhien:1969,,,1969,,L'{\'e}thique et la politique de Confucius,L'éthique et la politique de Confucius,,,,,,,,,,,,,Fribourg,,d_e_partement_de_philosophie_universit_e_de_fribourg,,Travail de licence,,,,,,,,,,,,french,false,,,phamvanhien,,,
130371,UNKNOWN,phamvanhien:1971,,,1971,,La pens{\'e}e confuc{\'e}enne et platonicienne sur la politique,La pensée confucéenne et platonicienne sur la politique,,,,,,,,,,,,,Fribourg,,d_e_partement_de_philosophie_universit_e_de_fribourg,,Th{\`e}se de doctorat,,,,,,,,,,,,french,false,,,phamvanhien,,,
130372,incollection,phan_pc:2005,,,2005,,Eschatology,Eschatology,,,,,,,,,174--192,174,,,,,,,,,,,,,,,,,,,english,false,,,phan_pc,,,1:religion;2:eschatology
130373,book,phan_pc:2011,,,2011,,The Cambridge Companion to the Trinity,The Cambridge Companion to the Trinity,The Cambridge Companion to the Trinity,The Cambridge Companion to the Trinity,,,,,,,,,,cambridge_companions_to_religion,Cambridge,,,cambridge-university-press,,,,,,,,,,,,,english,false,,,,phan_pc,,1:religion;2:god;3:trinity
130374,incollection,phan_pc:2011a,,,2011,,Developments of the Doctrine of the Trinity,Developments of the Doctrine of the Trinity,,,,,,,,,3--12,3,,,,,,,,,,,,,,,,,,,english,false,,,phan_pc,,,1:religion;2:god;3:trinity
130375,incollection,phan_pc:2011b,,,2011,,Systematic Issues in Trinitarian Theology,Systematic Issues in Trinitarian Theology,,,,,,,,,13--32,13,,,,,,,,,,,,,,,,,,,english,false,,,phan_pc,,,1:religion;2:god;3:trinity
130376,incollection,phan_pc:2011c,,,2011,,Mystery of Grace and Salvation: Karl Rahner's Theology of the Trinity,Mystery of Grace and Salvation: Karl Rahner's Theology of the Trinity,,,,,,,,,192--207,192,,,,,,,,,,,,,,,,,,,english,false,,,phan_pc,,,1:religion;2:god;3:trinity
130377,book,pharabod-ortoli:2004,,,2004,,Le cantique des quantiques : le monde existe-t-il ?,Le cantique des quantiques : le monde existe-t-il ?,,,,,,,48,48,,,,la_d_e_couverte_poche_essais,Paris,,,editions-la-decouverte,,,,,,,,,,,,,french,false,,,pharabod;ortoli_s,,,1:quantum_mechanics
130378,article,phelan_gb:1944,,,1944,,A Note on the Formal Object of Metaphysics,A Note on the Formal Object of Metaphysics,,,,the-new-scholasticism,18,18,2,2,197--201,197,,,,,,,,,,,,,,,,,,,english,false,,,phelan_gb,,,1:metaphysics;2:metametaphysics
130379,article,phelan_m-buckwalter:2012,,,2012,,Analytic Functionalism and Mental State Attribution,Analytic Functionalism and Mental State Attribution,,,,philosophical-topics,40,40,2,2,129--154,129,,,,,,,,,,,,,,,,,,,english,false,,,phelan_m;buckwalter,,,2:functionalism;3:functionalism_in_the_philosophy_of_mind
