id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
75952,book,hladik:2005,,,2005,,Architecture de l'univers,Architecture de l'univers,,,,,,30,,,l_esprit_des_sciences,Paris,,,ellipses,,,,,,,,,,,,,french,false,,hladik,,,1:ontology
75953,book,hladik:2005a,,,2005,,Pour comprendre simplement la th{\'e}orie de la relativit{\'e},Pour comprendre simplement la théorie de la relativité,,,,,,,,,,Paris,,,ellipses,,,,,,,,,,,,,french,false,,hladik,,,1:space_spacetime;2:relativity_theory
75954,book,hladky_v:2014,,,2014,,"The Philosophy of Gemistos Plethon: Platonism in Late Byzantium, between Hellenism and Orthodoxy","The Philosophy of Gemistos Plethon: Platonism in Late Byzantium, between Hellenism and Orthodoxy",,,,,,,,,,London,,,routledge,,,,,,,,,,,,,,false,,hladky_v,,,1:history_of_philosophy
75955,incollection,hlavacek_i:1994,,,1994,,"Zum b{\""o}hmischen Bildung- und Bibliothekswesen in der ersten H{\'a}lfte des 14.~Jahrunderts.~Vom Versuch der Errichtung der Prager Universit{\""a}t durch Wenzel II.~Su ihrer Gr{\""u}ndung durch Karl IV",Zum böhmischen Bildung- und Bibliothekswesen in der ersten Hálfte des 14. Jahrunderts. Vom Versuch der Errichtung der Prager Universität durch Wenzel II. Su ihrer Gründung durch Karl IV,,,,,,,795--806,,,,,,,,,,,,,,,,,,,ngerman,false,,hlavacek_i,,,1:history_of_philosophy
75956,incollection,hlavacek_i:1997,,,1997,,"{\""U}berlegungen zur Erfassung und Erforschung des Raumes im B{\""o}hmen des 14.~und 15.~Jahrhunderts.~Zu den Auswertungsm{\""o}glichkeiten der sp{\""a}tmittelalterlichen b{\""o}hmischen Intinerare -- Einige Glossen zum Problem",Überlegungen zur Erfassung und Erforschung des Raumes im Böhmen des 14. und 15. Jahrhunderts. Zu den Auswertungsmöglichkeiten der spätmittelalterlichen böhmischen Intinerare – Einige Glossen zum Problem,,,,,,,591--602,,,,,,,,,,,,,,,,,,,ngerman,false,,hlavacek_i,,,1:space_spacetime;2:place
75957,incollection,hlavacek_i:2000,,,2000,,"Grundz{\""u}ge der Schrift- und Bibliothekskultur im b{\""o}hmischen Staat des 13.~Jahrhunderts",Grundzüge der Schrift- und Bibliothekskultur im böhmischen Staat des 13. Jahrhunderts,,,,,,,527--539,,,,,,,,,,,,,,,,,,,ngerman,false,,hlavacek_i,,,1:history
75958,article,hlobil_t:1998,,,1998,,Immanuel Kant on Language and Poetry: Poetry without Language,Immanuel Kant on Language and Poetry: Poetry without Language,,,,kant-studien,89,1,35--43,,,,,,,,,,,,,,,,,,,,false,,hlobil_t,,,1:aesthetics;2:fiction;3:poetry
75959,article,hlobil_u:2014,,,2014,,"Against Boghossian, Wright and Broome on Inference","Against Boghossian, Wright and Broome on Inference",,,,philosophical-studies,167,2,419--429,,,,,,,,,,,,,,,,,10.1007/s11098-013-0104-z,,,false,,hlobil_u,,,1:logic;2:nature_of_logic
75960,article,hlobil_u:2015,,,2015,,Anti-Normativism Evaluated,Anti-Normativism Evaluated,,,,international-journal-of-philosophical-studies,23,3,376--395,,,,,,,,,,,,,,,,,,,,false,,hlobil_u,,,2:normativity
75961,article,hlobil_u:2015a,,,2015,,There are Diachronic Norms of Rationality,There are Diachronic Norms of Rationality,,,,thought,4,1,38--45,,,,,,,,,,,,,,,,,,,,false,,hlobil_u,,,1:rationality
75962,article,hlobil_u:2016,,,2016,,Social Norms and Unthinkable Options,Social Norms and Unthinkable Options,,,,synthese,193,8,2519--2537,,,,,,,,,,,,,,,,,,,,false,,hlobil_u,,,1:social_philosophy
75963,incollection,hlobil_u:2016a,,,2016,,A Nonmonotonic Sequent Calculus for Inferentialist Expressivists,A Nonmonotonic Sequent Calculus for Inferentialist Expressivists,,,,,,,87--106,,,,,,,,,,,,,,,,,,,,false,,hlobil_u,,,1:logic;2:natural_deduction
75964,incollection,hlobil_u:2017,,,2017,,When Structural Principles Hold Merely Locally,When Structural Principles Hold Merely Locally,,,,,,,53--68,,,,,,,,,,,,,,,,,,,,false,,hlobil_u,,,1:logic;2:substructural_logics
75965,article,hlobil_u:2018,,,2018,,The Cut-Free Approach and the Admissibility-Curry,The Cut-Free Approach and the Admissibility-Curry,,,,thought,7,1,40--48,,,,,,,,,,,,,,,,,,,,false,,hlobil_u,,,1:logic;2:curry_paradox
75966,incollection,hlobil_u:2018a,,,2018,,Choosing Your Nonmonotonic Logic: A Shoppers' Guide,Choosing Your Nonmonotonic Logic: A Shoppers' Guide,,,,,,,109--124,,,,,,,,,,,,,,,,,,,,false,,hlobil_u,,,1:logic;2:nonmonotonic_logic
75967,article,hlobil_u:2019,,,2019,,Inferring by Attaching Force,Inferring by Attaching Force,,,,australasian-journal-of-philosophy,97,4,701--714,,,,,,,,,,,,,,,,,,,,false,,hlobil_u,,,1:logic;2:inferring
75968,incollection,hlobil_u:2020,,,2020,,Expressing Validity: Toward a Self-Sufficient Inferentialism,Expressing Validity: Toward a Self-Sufficient Inferentialism,,,,,,,67--82,,,,,,,,,,,,,,,,,,,,false,,hlobil_u,,,1:representation;2:meaning_theories;3:inferentialism_about_meaning
