id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
59333,article,ge_y:2016,,,2016,,The One and the Many: A Revisiting of an Old Philosophical Question in the Light of Theologies of Creation and Participation,The One and the Many: A Revisiting of an Old Philosophical Question in the Light of Theologies of Creation and Participation,,,,the-heythrop-journal,57,,109--121,,,,,,,,,,,,,,,,,,,,false,,ge_y,,,1:religion;2:divine_creation
59334,book,ge_y:2022,,,2022,,The Many and the One: Creation as Participation in Augustine and Aquinas,The Many and the One: Creation as Participation in Augustine and Aquinas,,,,,,,,,,"Lanham, Maryland",,,lexington-books,,,,,,,,,,,,,,false,,ge_y,,,1:exemplification;2:participation
59335,article,geach_mc:2008,,,2008,,Lying with the Body,Lying with the Body,,,,the-monist,91,3/4,523--557,,,,,,,,,,,,,,,,,,,,false,,geach_mc,,,1:political_philosophy;2:marriage
59336,article,geach_pt:1948,,,1948,,Ifs and Ands,Ifs and Ands,,,,analysis,9,3,58--62,,,,,,,,,Reprinted in \citet[194--197]{geach_pt:1972},Reprinted in Geach (1972),,,,,,,,,,false,,geach_pt,,,1:action;2:ability
59337,article,geach_pt:1948a,,,1948,,Necessary Propositions and Entailment Statements,Necessary Propositions and Entailment Statements,,,,mind,57,,491--493,,,,,,,,,Reprinted in \citet[201--202]{geach_pt:1972},Reprinted in Geach (1972),,,,,,,,,,false,,geach_pt,,,1:logic;2:entailment;3:logical_consequence
59338,article,geach_pt:1949,,,1949,,Designation and Truth,Designation and Truth,,,,analysis,9,6,93--96,,,,,,,,,Reprinted in \citet[189--192]{geach_pt:1972},Reprinted in Geach (1972),,,,,,,,,,false,,geach_pt,,,1:reference
59339,article,geach_pt:1949a,,,1949,,On Rigour in Semantics,On Rigour in Semantics,,,,mind,58,,518--522,,,,,,,,,Reprinted in \citet[198--201]{geach_pt:1972},Reprinted in Geach (1972),,,,,,,,,,false,,geach_pt,,,1:semantics
59340,article,geach_pt:1950,,,1950,,Designation and Truth -- A Reply,Designation and Truth – A Reply,,,,analysis,10,5,118--119,,,,,,,,,Reprinted in \citet[193]{geach_pt:1972},Reprinted in Geach (1972),,,,,,,,,,false,,geach_pt,,,1:reference
59341,article,geach_pt:1950a,,,1950,,On Names of Expressions,On Names of Expressions,,,,mind,59,,388,,,,,,,,,Reprinted in \citet[203]{geach_pt:1972},Reprinted in Geach (1972),,,,,,,,,,false,,geach_pt,,,1:representation;2:objects_of_propositional_attitudes;3:propositions
59342,article,geach_pt:1950b,,,1950,,Subject and Predicate,Subject and Predicate,,,,mind,59,236,461--482,,,,,,,,,,,,,,,,,,,,false,,geach_pt,,,1:representation;2:objects_of_propositional_attitudes;3:propositions
59343,article,geach_pt:1950c,,,1950,,Russell's Theory of Descriptions,Russell's Theory of Descriptions,,,,analysis,10,,84--88,,,,,,,,,,,,,,,,,,,,false,,geach_pt,,,1:reference;2:definite_descriptions
59344,article,geach_pt:1951a,,,1951,,On What There Is [on \citet{quine:1948}],On What There Is [on ],,,,proceedings-of-the-aristotelian-society-supplementary-volume,25,,125--136,,,,,,,,,,,,,,,,,,,,false,,geach_pt,,,1:ontology;2:ontological_commitment
59345,article,geach_pt:1953a,,,1953,,A Note on the Reflexive Paradoxes,A Note on the Reflexive Paradoxes,,,,the-philosophical-review,62,3,427--428,,,,,,,,,,,,,,,,,,,,false,,geach_pt,,,1:argumentation;2:paradoxes
59346,article,geach_pt:1954,,,1954,,On Insolubilia,On Insolubilia,,,,analysis,15,2,71--72,,,,,,,,,Reprinted in \citet[209--211]{geach_pt:1972},Reprinted in Geach (1972),,,,,,,,,,false,,geach_pt,,,1:truth;2:semantic_paradoxes;3:liar
