id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
137242,article,rea_g:1989,,,1989,,Degrees of Truth Versus Intuitionism,Degrees of Truth Versus Intuitionism,,,,analysis,49,,31--32,31,,,,,,,,,,,,,,,,,,,english,false,,,rea_g,,,1:vagueness
137243,article,rea_mc-silver:2000,,,2000,,Personal Identity and Psychological Continuity,Personal Identity and Psychological Continuity,,,,philosophy-and-phenomenological-research,61,1,185--194,185,,,,,,,,,,,,,,,,,,,english,false,,,rea_mc;silver_d,,,1:persons;2:personal_identity
137244,article,rea_mc:1995,,,1995,,The Problem of Material Constitution,The Problem of Material Constitution,,,,the-philosophical-review,104,,525--552,525,,,,,,,,,,,,,,,,,,,english,false,,,rea_mc,,,1:complexity;2:material_constitution
137245,book,rea_mc:1997,,,1997,,Material Constitution,Material Constitution,Material Constitution,Material Constitution,,,,,,,,,"Lanham, Maryland",,,rowman-littlefield,,,,,,,,,,,,,english,false,,,,rea_mc,,1:complexity;2:material_constitution
137246,article,rea_mc:1997a,,,1997,,Supervenience and Co-Location,Supervenience and Co-Location,,,,american-philosophical-quarterly,34,,,,,,,,,,,,,,,,,,,,,,english,false,,,rea_mc,,,2:supervenience
137247,article,rea_mc:1998,,,1998,,Temporal Parts Unmotivated,Temporal Parts Unmotivated,,,,the-philosophical-review,107,,225--260,225,,,,,,,,,,,,,,,,,,,english,false,,,rea_mc,,,1:time;2:persistence
137248,article,rea_mc:1998a,,,1998,,In Defense of Mereological Universalism,In Defense of Mereological Universalism,,,,philosophy-and-phenomenological-research,58,2,347--360,347,,,,,,,,,,,,,,,,,,,english,false,,,rea_mc,,,1:complexity;2:metaphysics_of_parthood
137249,article,rea_mc:1998b,,,1998,,Sameness without Identity: An Aristotelian Solution to the Problem of Material Constitution,Sameness without Identity: An Aristotelian Solution to the Problem of Material Constitution,,,,ratio,11,3,316--328,316,,,,,,,,,Reprinted in \citet[103--116]{oderberg:1999},Reprinted in Oderberg (1999),,,,,,,,,english,false,,,rea_mc,,,1:complexity;2:material_constitution
137250,article,rea_mc:2000,,,2000,,Constitution and Kind Membership,Constitution and Kind Membership,,,,philosophical-studies,97,2,169--193,169,,,,,,,,,,,,,,,,,10.1023/a:1018311406047,,english,false,,,rea_mc,,,1:complexity;2:material_constitution
137251,incollection,rea_mc:2000a,,,2000,,Naturalism and Material Objects,Naturalism and Material Objects,,,,,,,110--132,110,,,,,,,,,,,,,,,,,,,english,false,,,rea_mc,,,1:ontology;2:particulars
137252,article,rea_mc:2001,,,2001,,What is Pornography?,What is Pornography?,,,,nous,35,1,118--145,118,,,,,,,,,,,,,,,,,,,english,false,,,rea_mc,,,1:aesthetics;2:pornography
137253,incollection,rea_mc:2001a,,,2001,,How to Be an Eleatic Monist,How to Be an Eleatic Monist,,,,,,,129--151,129,,,,,,,,,,,,,,,,,,,english,false,,,rea_mc,,,1:complexity;2:monism;3:compositional_monism
