id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
5915,incollection,atack:2020,,,2020,,Nonviolence in International Relations,Nonviolence in International Relations,,,,,,,,,377--392,377,,,,,,,,,,,,,,,,,,,english,false,,,atack,,,1:political_philosophy;2:international_relations
5916,article,ataner:2006,,,2006,,Kant on Capital Punishment and Suicide,Kant on Capital Punishment and Suicide,,,,kant-studien,97,97,4,4,452--482,452,,,,,,,,,,,,,,,,,,,english,false,,,ataner,,,1:law;3:punishment
5917,book,atanev:2004,,,2004,,Le ph{\'e}nom{\`e}ne Dieu : l'exp{\'e}rience monoth{\'e}iste,Le phénomène Dieu : l'expérience monothéiste,,,,,,,,,,,,juda_i_smes,Paris,,,l-harmattan,,,,,,,,,,,,,french,false,,,atanev,,,1:religion
5918,article,atger:2006,,,2006,,"Ph{\'e}nom{\'e}ne, sch{\'e}me, figure.~L'origine de l'ontologie figurale de Heidegger","Phénoméne, schéme, figure. L'origine de l'ontologie figurale de Heidegger",,,,les-etudes-philosophiques,60,60,1,1,29--46,29,,,,,,,,,,,,,,,,,,,french,false,,,atger,,,1:ontology;2:being;3:dasein
5919,article,athanasiadesmercanton:1979,,,1979,,La vestale et l'{\'e}tincelle.~A propos de p{\'e}dagogie universitaire,La vestale et l'étincelle. A propos de pédagogie universitaire,,,,dialectica,33,33,2,2,133--150,133,,,,,,,,,,,,,,,,,10.1111/j.1746-8361.1979.tb00745.x,,french,false,,,athanasiadesmercanton,,,1:pedagogy
5920,incollection,athanasiadou_a:2020,,,2020,,Intensification via Figurative Language,Intensification via Figurative Language,,,,,,,,,91--106,91,,,,,,,,,,,,,,,,,,,english,false,,,athanasiadou_a,,,1:linguistics
5921,book,athanasiou_a:2017,,,2017,,Agonistic Mourning: Political Dissidence and the Women in Black,Agonistic Mourning: Political Dissidence and the Women in Black,,,,,,,,,,,,,Edinburgh,,,edinburgh-university-press,,,,,,,,,,,10.3366/edinburgh/9781474420143.001.0001,,english,false,,,athanasiou_a,,,1:political_philosophy
5922,article,athanasiou_k:2017,,,2017,,"Menschenw{\""u}rde im Internet und Prangerstrafen?",Menschenwürde im Internet und Prangerstrafen?,,,,philosophie-ch,,,,,,,,,,,,,,,,,,,,,,,,https://www.philosophie.ch/2017-08-29-athanasiou,german,false,,cc-by-3,athanasiou_k,,,
5923,article,athanasopoulos:2010,,,2010,,\emph{Ousia} in Aristotle's \emph{Categories},Ousia in Aristotle's Categories,,,,logique-et-analyse,53,53,210,210,211--243,211,,,,,,,,,,,,,,,,,,,english,false,,,athanasopoulos,,,2:substance
5924,incollection,athanassiadi_p:2002,,,2002,,Byzantine Commentators on the Chaldaean Oracles: Psellos and Plethon,Byzantine Commentators on the Chaldaean Oracles: Psellos and Plethon,,,,,,,,,237--252,237,,,,,,,,,,,,,,,,,,,english,false,,,athanassiadi_p,,,1:history_of_philosophy
5925,book,athanassoulis_n-vice:2008,,,2008,,The Moral Life: Essays in Honour of John Cottingham,The Moral Life: Essays in Honour of John Cottingham,The Moral Life: Essays in Honour of John Cottingham,The Moral Life: Essays in Honour of John Cottingham,,,,,,,,,,,"Basingstoke, Hampshire",,,palgrave-macmillan,,,,,,,,,,,,,english,false,,,,athanassoulis_n;vice_s,,1:ethics
5926,article,athanassoulis_n:2000,,,2000,,A Response to Harman: Virtue Ethics and Character Traits [on \citet{harman_gh:2000d}],A Response to Harman: Virtue Ethics and Character Traits [on Harman (2000)],,,,proceedings-of-the-aristotelian-society,100,100,,,215--221,215,,,,,,,,,,,,,,,,,,,english,false,,,athanassoulis_n,,,1:ethics;2:virtue_ethics
5927,book,athanassoulis_n:2005,,,2005,,"Morality, Moral Luck and Responsibility: Fortune's Web","Morality, Moral Luck and Responsibility: Fortune's Web",,,,,,,,,,,,,"Basingstoke, Hampshire",,,palgrave-macmillan,,,,,,,,,,,,,english,false,,,athanassoulis_n,,,1:ethics
5928,incollection,athanassoulis_n:2016,,,2016,,The Psychology of Virtue Education,The Psychology of Virtue Education,,,,,,,,,207--228,207,,,,,,,,,,,,,,,,,,,english,false,,,athanassoulis_n,,,2:character
5929,incollection,athanassoulis_n:2019,,,2019,,"Aristotle on Constitutive, Developmental, and Resultant Moral Luck","Aristotle on Constitutive, Developmental, and Resultant Moral Luck",,,,,,,,,13--24,13,,,,,,,,,,,,,,,,,,,english,false,,,athanassoulis_n,,,1:ethics;2:moral_luck
5930,incollection,atheensuu-siipi:2017,,,2017,,Food Security and Ethics,Food Security and Ethics,,,,,,,,,409--418,409,,,,,,,,,,,,,,,,,,,english,false,,,atheensuu;siipi,,,1:ethics;2:applied_ethics;3:food_ethics
5931,incollection,atherton_c:2005,,,2005,,Lucretius on What Language is Not,Lucretius on What Language is Not,,,,,,,,,101--138,101,,,,,,,,,,,,,,,,,,,english,false,,,atherton_c,,,1:language
5932,incollection,atherton_c:2009,,,2009,,Epicurean Philosophy of Language,Epicurean Philosophy of Language,,,,,,,,,197--215,197,,,,,,,,,,,,,,,,,,,english,false,,,atherton_c,,,1:ethics
5933,incollection,atherton_c:2020,,,2020,,Stoics and Epicureans on Language and the World,Stoics and Epicureans on Language and the World,,,,,,,,,248--261,248,,,,,,,,,,,,,,,,,,,english,false,,,atherton_c,,,1:reference
5934,article,atherton_m-schwartz:1974,,,1974,,Linguistic Innateness and Its Evidence,Linguistic Innateness and Its Evidence,,,,the-journal-of-philosophy,71,71,6,6,155--168,155,,,,,,,,,Reprinted in \citet[203--218]{stich_sp:1975},Reprinted in Stich (1975),,,,,,,,,english,false,,,atherton_m;schwartz_r,,,1:representation;2:ideas;3:innate_ideas
5935,incollection,atherton_m:1983,,,1983,,Locke's Theory of Personal Identity,Locke's Theory of Personal Identity,,,,,,,,,273--293,273,,,,,,,,,,,,,,,,,,,english,false,,,atherton_m,,,1:persons;2:personal_identity
5936,article,atherton_m:1984,,,1984,,Knowledge of Substance and Knowledge of Science in Locke's Essay,Knowledge of Substance and Knowledge of Science in Locke's Essay,,,,history-of-philosophy-quarterly,1,1,4,4,413--428,413,,,,,,,,,,,,,,,,,,,english,false,,,atherton_m,,,2:substance
5937,incollection,atherton_m:1987,,,1987,,Berkeley's Anti-Abstractionism,Berkeley's Anti-Abstractionism,,,,,,,,,45--60,45,,,,,,,,,,,,,,,,,,,english,false,,,atherton_m,,,1:representation;2:ideas;3:abstract_ideas
5938,book,atherton_m:1990,,,1990,,Berkeley's Revolution in Vision,Berkeley's Revolution in Vision,,,,,,,,,,,,,"Ithaca, New York",,,cornell-university-press,,,,,,,,,,,,,english,false,,,atherton_m,,,1:perception
5939,article,atherton_m:1991,,,1991,,"Corpuscles, Mechanism, and Essentialism in Berkeley and Locke","Corpuscles, Mechanism, and Essentialism in Berkeley and Locke",,,,journal-of-the-history-of-philosophy,29,29,1,1,47--67,47,,,,,,,,,,,,,,,,,,,english,false,,,atherton_m,,,1:causation;2:causal_explanation;3:mechanistic_explanation
