id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
84827,article,kaag:2009,,,2009,,American Interpretations of Hegel: Josiah Royce's Philosophy of Loyalty,American Interpretations of Hegel: Josiah Royce's Philosophy of Loyalty,,,,history-of-philosophy-quarterly,26,26,1,1,83--101,83,,,,,,,,,,,,,,,,,,,english,false,,,kaag,,,1:political_philosophy
84828,article,kaag:2011,,,2011,,"Hegel, Peirce, and Royce on the Concept of Essence","Hegel, Peirce, and Royce on the Concept of Essence",,,,dialogue-revue-canadienne-de-philosophie-canadian-philosophical-review,50,50,3,3,557--575,557,,,,,,,,,,,,,,,,,,,english,false,,,kaag,,,2:essence
84829,incollection,kaag:2013,,,2013,,``Merely'' Aesthetic: The Centrality of Aesthetic Judgments of Taste,“Merely” Aesthetic: The Centrality of Aesthetic Judgments of Taste,,,,,,,,,107--118,107,,,,,,,,,,,,,,,,,,,english,false,,,kaag,,,1:aesthetics;2:aesthetic_judgement;3:judgements_of_taste
84830,book,kaag:2014,,,2014,,Thinking Through the Imagination,Thinking Through the Imagination,,,,,,,,,,,,,New York,,,fordham-university-press,,,,,,,,,,,10.5422/fordham/9780823254934.001.0001,,english,false,,,kaag,,,2:imagination
84831,article,kaag:2015,,,2015,,The Lot of the Beautiful: Pragmatism and Aesthetic Ideals,The Lot of the Beautiful: Pragmatism and Aesthetic Ideals,,,,british-journal-for-the-history-of-philosophy,23,23,4,4,779--801,779,,,,,,,,,,,,,,,,,,,english,false,,,kaag,,,2:aesthetic_value;3:beauty
84832,incollection,kaag:2015a,,,2015,,Pragmatism and the Philosophy of Sport,Pragmatism and the Philosophy of Sport,,,,,,,,,207--217,207,,,,,,,,,,,,,,,,,,,english,false,,,kaag,,,1:social_philosophy;2:sport
84833,book,kabakciev:2000,,,2000,,Aspect in English: A ``Common-Sense'' View of the Interplay between Verbal and Nominal Referents,Aspect in English: A “Common-Sense” View of the Interplay between Verbal and Nominal Referents,,,,,,,75,75,,,,studies_in_linguistics_and_philosophy,Dordrecht,,,kluwer-academic-publishers,,,,,,,,,,,,,english,false,,,kabakciev,,,1:exemplification;2:aspect_in_linguistics
84834,article,kabanza-etal:1997,,,1997,,Planning Control Rules for Reactive Agents,Planning Control Rules for Reactive Agents,,,,artificial-intelligence,95,95,1,1,67--113,67,,,,,,,,,,,,,,,,,,,english,false,,,kabanza;barbeau_m;stdenis,,,1:action;2:planning
84835,book,kabasenche-etal:2012,,,2012,,"The Environment: Philosophy, Science, and Ethics","The Environment: Philosophy, Science, and Ethics","The Environment: Philosophy, Science, and Ethics","The Environment: Philosophy, Science, and Ethics",,,,,8,8,,,,topics_in_contemporary_philosophy,"Cambridge, Massachusetts",,,the-mit-press,,,,,,,,,,,10.7551/mitpress/9780262017404.001.0001,,english,false,,,,kabasenche;orourke_m;slater_mh,,1:causation;2:natural_kinds
84836,book,kabasenche-etal:2013,,,2013,,Reference and Referring,Reference and Referring,Reference and Referring,Reference and Referring,,,,,9,9,,,,topics_in_contemporary_philosophy,"Cambridge, Massachusetts",,,the-mit-press,,,,,,,,,,,10.7551/mitpress/9581.001.0001,,english,false,,,,kabasenche;orourke_m;slater_mh,,1:reference
84837,article,kabay:2005,,,2005,,An Infinite Temporal Regress is Compatible with the Doctrine of \emph{creatio originans},An Infinite Temporal Regress is Compatible with the Doctrine of creatio originans,,,,international-journal-for-philosophy-of-religion,57,57,2,2,123--138,123,,,,,,,,,,,,,,,,,,,english,false,,,kabay,,,1:religion;2:arguments_for_the_existence_of_god;3:cosmological_argument
84838,book,kabay:2010,,,2010,,On the Plenitude of Truth: A Defense of Trivialism,On the Plenitude of Truth: A Defense of Trivialism,,,,,,,,,,,,,"Saarbr{\""u}cken",,,lambert-academic-publishing,,,,,,,,,,,,,english,false,,,kabay,,,1:truth
84839,article,kabeshkin:2017,,,2017,,Schelling on Understanding Organisms,Schelling on Understanding Organisms,,,,british-journal-for-the-history-of-philosophy,25,25,6,6,1180--1201,1180,,,,,,,,,,,,,,,,,,,english,false,,,kabeshkin,,,1:biology;2:life
84840,incollection,kabir_h:1952,,,1952,,Radhakrishnan's Political Philosophy,Radhakrishnan's Political Philosophy,,,,,,,,,687--708,687,,,,,,,,,,,,,,,,,,,english,false,,,kabir_h,,,1:political_philosophy
84841,article,kabir_r:2025,,,2025,,Resonance Across Borders -- A Bridge Between Minds -- Dialogue Beyond Convention -- From Valleys to Peaks: A Thoughtful Journey -- An Invitation to Kindred Thinkers,Resonance Across Borders – A Bridge Between Minds – Dialogue Beyond Convention – From Valleys to Peaks: A Thoughtful Journey – An Invitation to Kindred Thinkers,,,,philosophie-ch,,,,,,,,,,,,,,,,,,,,,,,,https://www.philosophie.ch/2025-07-16-kabir,english,false,,cc-by-3,kabir_r,,,
84842,incollection,kablitz_a:2008,,,2008,,"Die Kunst und ihre prek{\""a}re Opposition zur Natur (\S\S 43-50)",Die Kunst und ihre prekäre Opposition zur Natur (43-50),,,,,,,,,151--172,151,,,,,,,,,,,,,,,,,,,german,false,,,kablitz_a,,,1:aesthetics
84843,incollection,kablitz_a:2009,,,2009,,"Mimesis versus Repr{\""a}sentation.~Die Aristotelische Poetik in ihrer neuzeitlichen Rezeption",Mimesis versus Repräsentation. Die Aristotelische Poetik in ihrer neuzeitlichen Rezeption,,,,,,,,,215--232,215,,,,,,,,,,,,,,,,,,,german,false,,,kablitz_a,,,1:representation
