id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
99523,incollection,li_cn-thompson:1976,,,1976,,Subject and Topic: A New Typology of Language,Subject and Topic: A New Typology of Language,,,,,,,457--489,457,,,,,,,,,,,,,,,,,,,english,false,,,li_cn;thompson_sa,,,1:representation;2:aboutness;3:topic_in_pragmatics
99524,book,li_cn:1976,,,1976,,Subject and Topic,Subject and Topic,Subject and Topic,Subject and Topic,,,,,,,,,New York,,,academic-press,,,,,,,,,,,,,english,false,,,,li_cn,,1:representation;2:aboutness;3:topic_in_pragmatics
99525,article,li_h-abe:1998,,,1998,,Generalizing Case Frames Using a Thesaurus and the {MDI} Principle,Generalizing Case Frames Using a Thesaurus and the MDI Principle,,,,computational-linguistics,24,2,217--244,217,,,,,,,,,,,,,,,,,,,english,false,,,li_h;abe_n,,,1:language;2:language_learning;3:word_acquisition
99526,article,li_h-abe:1999,,,1999,,Learning Dependencies between Case Frame Slots,Learning Dependencies between Case Frame Slots,,,,computational-linguistics,25,2,283--291,283,,,,,,,,,,,,,,,,,,,english,false,,,li_h;abe_n,,,1:ai;2:machine_learning;3:machine_language_learning
99527,article,li_h-li:2004,,,2004,,Word Translation Disambiguation Using Bilingual Bootstrapping,Word Translation Disambiguation Using Bilingual Bootstrapping,,,,computational-linguistics,30,3,1--22,1,,,,,,,,,,,,,,,,,,,english,false,,,li_h;li_co,,,1:linguistics;2:disambiguation
99528,incollection,li_h-yamanishi:1997,,,1997,,Document Classification Using a Finite Mixture Model,Document Classification Using a Finite Mixture Model,,,,,,,39--47,39,,,,,,,,,,,,,,,,,,,english,false,,,li_h;yamanishi_k,,,1:linguistics;2:corpus_linguistics;3:document_classification
99529,incollection,li_h-yamanishi:2000,,,2000,,Topic Analysis Using a Finite Mixture Model,Topic Analysis Using a Finite Mixture Model,,,,,,,35--44,35,,,,,,,,,,,,,,,,,,,english,false,,,li_h;yamanishi_k,,,1:linguistics;2:corpus_linguistics
99530,article,li_ha-saad:2024,,,2024,,The Multiverse Theodicy Meets Population Ethics,The Multiverse Theodicy Meets Population Ethics,,,,ergo,10,56,1618--1640,1618,,,,,,,,,,,,,,,,,10.3998/ergo.5193,,english,false,,,li_ha;saad_b,,,1:ethics;2:population_ethics
99531,book,li_hl-yeung:2007,,,2007,,"New Essays in Applied Ethics: Animal Rights, Personhood, and the Ethics of Killing","New Essays in Applied Ethics: Animal Rights, Personhood, and the Ethics of Killing","New Essays in Applied Ethics: Animal Rights, Personhood, and the Ethics of Killing","New Essays in Applied Ethics: Animal Rights, Personhood, and the Ethics of Killing",,,,,,,,,"Basingstoke, Hampshire",,,palgrave-macmillan,,,,,,,,,,,,,english,false,,,,li_hl;yeung_a,,1:animals;2:animal_ethics
99532,incollection,li_ih:1996,,,1996,,Bridging Situations and NPI Licensing,Bridging Situations and NPI Licensing,,,,,,,347--362,347,,,,,,,,,,,,,,,,,,,english,false,,,li_ih,,,1:information;2:information_flow_theory
99533,article,li_ju:1998,,,1998,,A Note on Partial Meet Package Contraction,A Note on Partial Meet Package Contraction,,,,journal-of-logic-language-and-information,7,2,139--142,139,,,,,,,,,,,,,,,,,,,english,false,,,li_ju,,,1:rationality;2:belief_revision
99534,article,li_l:1994,,,1994,,Possible Worlds Semantics and Autoepistemic Reasoning,Possible Worlds Semantics and Autoepistemic Reasoning,,,,artificial-intelligence,71,2,281--320,281,,,,,,,,,,,,,,,,,,,english,false,,,li_l,,,1:modality;2:possible_worlds;3:possible_worlds_semantics
99535,incollection,li_li:1996,,,1996,,On Complementarity Reality,On Complementarity Reality,,,,,,,343--358,343,,,,,,,,,,,,,,,,,,,english,false,,,li_li,,,1:science;2:scientific_realism
99536,incollection,li_m-vitanyi:1990,,,1990,,Kolmogorov Complexity and Its Applications,Kolmogorov Complexity and Its Applications,,,,,,,187--254,187,,,,,,,,,,,,,,,,,,,english,false,,,li_m;vitanyi,,,1:computation;2:computability;3:computational_complexity
99537,incollection,li_r-pereira:1996,,,1996,,What is Believed is What is Explained (Sometimes),What is Believed is What is Explained (Sometimes),,,,,,,550--555,550,,,,,,,,,,,,,,,,,,,english,false,,,li_r;pereira_lm,,,1:explanation
99538,article,li_s-ying:2003,,,2003,,Region Connection Calculus: Its Models and Composition Table,Region Connection Calculus: Its Models and Composition Table,,,,artificial-intelligence,145,1/2,121--146,121,,,,,,,,,,,,,,,,,,,english,false,,,li_s;ying,,,1:rationality;2:spatial_reasoning
99539,article,li_sc-etal:2007,,,2007,,Aging and Neuroeconomics: Insights from Research on Neuromodulation of Reward-based Decision Making,Aging and Neuroeconomics: Insights from Research on Neuromodulation of Reward-based Decision Making,,,,analyse-kritik,29,1,97--111,97,,,,,,,,,,,,,,,,,,,english,false,,,li_sc;biele_g;mohr_pnc;heekeren_hr,,,1:economics
99540,article,li_x-etal:2005,,,2005,,Semantic Integration in Text: From Ambiguous Names to Identifiable Entities,Semantic Integration in Text: From Ambiguous Names to Identifiable Entities,,,,the-ai-magazine,26,1,45--58,45,,,,,,,,,,,,,,,,,,,english,false,,,li_x;morie_p;roth_d,,,1:information;2:knowledge_representation;3:knowledge_integration
99541,incollection,li_yz:1990,,,1990,,Ingarden's ``Strata-Layers'' Theory and the Structural Analysis of the Ancient Chinese Kunqu Opera,Ingarden's “Strata-Layers” Theory and the Structural Analysis of the Ancient Chinese Kunqu Opera,,,,,,,139--156,139,,,,,,,,,,,,,,,,,,,english,false,,,li_yz,,,1:aesthetics;2:drama
99542,incollection,li_z-dambrosio:1993,,,1993,,An Efficient Approach for Finding the {MPE} in Belief Networks,An Efficient Approach for Finding the MPE in Belief Networks,,,,,,,342--349,342,,,,,,,,,,,,,,,,,,,english,false,,,li_z;dambrosio_b,,,1:probability;2:probabilistic_reasoning
99543,incollection,li_zh:1994,,,1994,,Modeling the Sensory Computations of the Olfactory Bulb,Modeling the Sensory Computations of the Olfactory Bulb,,,,,,,221--252,221,,,,,,,,,,,,,,,,,,,english,false,,,li_zh,,,1:perception;2:olfaction
99544,book,lian_a:2020,,,2020,,Stereoscopic Law: Oliver Wendell Holmes and Legal Education,Stereoscopic Law: Oliver Wendell Holmes and Legal Education,,,,,,,,,,,Cambridge,,,cambridge-university-press,,,,,,,,,,,10.1017/9781108640589,,english,false,,,lian_a,,,
99545,book,liandratguigues:2005,,,2005,,Esth{\'e}tique du mouvement cin{\'e}matographique,Esthétique du mouvement cinématographique,,,,,,22,,,,50_questions,Paris,,,klincksieck,,,,,,,,,,,,,french,false,,,liandratguigues,,,1:aesthetics;2:film
99546,incollection,lianeri:2009,,,2009,,Translation Studies,Translation Studies,,,,,,,811--822,811,,,,,,,,,,,,,,,,,,,english,false,,,lianeri,,,1:aesthetics;2:fiction;3:translation
99547,article,liang_c-lane:2009,,,2009,,Higher-Order Thought and Pathological Self: The Case of Somatoparaphrenia,Higher-Order Thought and Pathological Self: The Case of Somatoparaphrenia,,,,analysis,69,4,661--668,661,,,,,,,,,,,,,,,,,,,english,false,,,liang_c;lane_ti,,,1:representation;2:metarepresentation;3:hot
99548,article,liang_y:2017,,,2017,,"Kant on Consciousness, Obscure Representations and Cognitive Availability","Kant on Consciousness, Obscure Representations and Cognitive Availability",,,,the-philosophical-forum,48,4,345--368,345,,,,,,,,,,,,,,,,,10.1111/phil.12169,,english,false,,,liang_y,,,2:consciousness
99549,article,liang_y:2020,,,2020,,Kant on Inner Sensations and the Parity between Inner and Outer Sense,Kant on Inner Sensations and the Parity between Inner and Outer Sense,,,,ergo,7,10,307--338,307,,,,,,,,,,,,,,,,,,,english,false,,,liang_y,,,1:perception;2:inner_sense
99550,incollection,liang_ya:2018,,,2018,,A Heterodox Reconstruction of Trade Theory,A Heterodox Reconstruction of Trade Theory,,,,,,,320--332,320,,,,,,,,,,,,,,,,,,,english,false,,,liang_ya,,,1:economics
99551,incollection,liao_m:2012,,,2012,,Courtroom Discourse in China,Courtroom Discourse in China,,,,,,,395--407,395,,,,,,,,,,,,,,,,,,,english,false,,,liao_m,,,1:law;2:jurisprudence
99552,incollection,liao_sm-etal:2016,,,2016,,Should we be Erasing Memories?,Should we be Erasing Memories?,,,,,,,232--235,232,,,,,,,,,,,,,,,,,,,english,false,,,liao_sm;sandberg_a;savulescu,,,2:memory
99553,book,liao_sm-oneill:2017,,,2017,,Current Controversies in Bioethics,Current Controversies in Bioethics,Current Controversies in Bioethics,Current Controversies in Bioethics,,,,,,,,current_controversies_in_philosophy,New York,,,routledge,,,,,,,,,,,,,english,false,,,,liao_sm;oneil_c,,1:ethics;2:bioethics
99554,incollection,liao_sm-oneill:2017a,,,2017,,Bioethics: Current Controversies,Bioethics: Current Controversies,,,,,,,1--12,1,,,,,,,,,,,,,,,,,,,english,false,,,liao_sm;oneil_c,,,1:ethics;2:bioethics
99555,incollection,liao_sm-oneill:2017b,,,2017,,The Grounds of Ancillary Care Duties,The Grounds of Ancillary Care Duties,,,,,,,29--44,29,,,,,,,,,,,,,,,,,,,english,false,,,liao_sm;oneil_c,,,1:ethics;2:bioethics
99556,article,liao_sm:2006,,,2006,,The Organism View Defended,The Organism View Defended,,,,the-monist,89,3,334--350,334,,,,,,,,,,,,,,,,,,,english,false,,,liao_sm,,,1:biology;2:life;3:organisms
99557,article,liao_sm:2006a,,,2006,,The Idea of a Duty to Love,The Idea of a Duty to Love,,,,the-journal-of-value-inquiry,40,1,1--22,1,,,,,,,,,,,,,,,,,10.1007/s10790-007-9013-8,,english,false,,,liao_sm,,,1:feeling;2:friendship;3:love
99558,article,liao_sm:2008,,,2008,,Selecting Children: The Ethics of Reproductive Genetic Engineering,Selecting Children: The Ethics of Reproductive Genetic Engineering,,,,philosophy-compass,3,5,973--991,973,,,,,,,,,,,,,,,,,,,english,false,,,liao_sm,,,1:biology;2:genetics
99559,article,liao_sm:2008a,,,2008,,A Defense of Intuitions,A Defense of Intuitions,,,,philosophical-studies,140,2,247--262,247,,,,,,,,,,,,,,,,,10.1007/s11098-007-9140-x,,english,false,,,liao_sm,,,1:epistemology;2:intuitions_as_reasons
99560,article,liao_sm:2009,,,2009,,The Loop Case and Kamm's Doctrine of Triple Effect,The Loop Case and Kamm's Doctrine of Triple Effect,,,,philosophical-studies,146,2,223--231,223,,,,,,,,,,,,,,,,,10.1007/s11098-008-9252-y,,english,false,,,liao_sm,,,1:ethics
99561,article,liao_sm:2010,,,2010,,The Buck-Passing Account of Value: Lessons from Crisp,The Buck-Passing Account of Value: Lessons from Crisp,,,,philosophical-studies,151,3,421--432,421,,,,,,,,,,,,,,,,,10.1007/s11098-009-9461-z,,english,false,,,liao_sm,,,2:normativity
99562,incollection,liao_sm:2011,,,2011,,Bias and Reasoning: Haidt's Theory of Moral Judgment,Bias and Reasoning: Haidt's Theory of Moral Judgment,,,,,,,108--127,108,,,,,,,,,,,,,,,,,,,english,false,,,liao_sm,,,1:ethics;2:moral_judgement
99563,book,liao_sm:2015,,,2015,,The Right to be Loved,The Right to be Loved,,,,,,,,,,,Oxford,,,oxford-university-press,,,,,,,,,,,10.1093/acprof:oso/9780190234836.001.0001,,english,false,,,liao_sm,,,1:feeling;2:friendship;3:love
99564,incollection,liao_sm:2015a,,,2015,,Human Rights as Fundamental Conditions for a Good Life,Human Rights as Fundamental Conditions for a Good Life,,,,,,,79--100,79,,,,,,,,,,,,,,,,,,,english,false,,,liao_sm,,,1:political_philosophy;2:rights;3:human_rights
99565,book,liao_sm:2016,,,2016,,Moral Brains: The Neuroscience of Morality,Moral Brains: The Neuroscience of Morality,Moral Brains: The Neuroscience of Morality,Moral Brains: The Neuroscience of Morality,,,,,,,,,Oxford,,,oxford-university-press,,,,,,,,,,,10.1093/acprof:oso/9780199357666.001.0001,,english,false,,,,liao_sm,,1:ethics;2:evolutionary_ethics
99566,incollection,liao_sm:2017,,,2017,,The Ethics of Memory Modification,The Ethics of Memory Modification,,,,,,,373--382,373,,,,,,,,,,,,,,,,,,,english,false,,,liao_sm,,,1:ethics
99567,book,liao_sm:2020,,,2020,,Ethics of Artificial Intelligence,Ethics of Artificial Intelligence,Ethics of Artificial Intelligence,Ethics of Artificial Intelligence,,,,,,,,,Oxford,,,oxford-university-press,,,,,,,,,,,10.1093/oso/9780190905033.001.0001,,english,false,,,,liao_sm,,1:ai;2:virtual_reality
99568,article,liao_sy-doggett:2014,,,2014,,The Imagination Box,The Imagination Box,,,,the-journal-of-philosophy,111,5,259--275,259,,,,,,,,,,,,,,,,,,,english,false,,,liao_sy;doggett,,,2:imagination
99569,article,liao_sy-gendler:2011,,,2011,,Pretense and Imagination,Pretense and Imagination,,,,wiley-interdisciplinary-reviews-cognitive-science,2,1,79--94,79,,,,,,,,,,,,,,,,,,,english,false,,,liao_sy;gendler,,,2:imagination;3:imaginative_resistance
