id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
159219,book,spaak_t-mindus:2021,,,2021,,The Cambridge Companion to Legal Positivism,The Cambridge Companion to Legal Positivism,The Cambridge Companion to Legal Positivism,The Cambridge Companion to Legal Positivism,,,,,,,,cambridge_companions_to_law,Cambridge,,,cambridge-university-press,,,,,,,,,,,10.1017/9781108636377,,english,false,,,,spaak_t;mindus_p,,
159220,incollection,spaak_t:2020,,,2020,,Relativism in the Philosophy of Law,Relativism in the Philosophy of Law,,,,,,,272--280,272,,,,,,,,,,,,,,,,,,,english,false,,,spaak_t,,,1:metaphysics;2:relativism
159221,incollection,spaan_e:1990,,,1990,,Nexttime is not Necessary,Nexttime is not Necessary,,,,,,,241--256,241,,,,,,,,,,,,,,,,,,,english,false,,,spaan_e,,,1:rationality;2:temporal_reasoning
159222,incollection,spaan_e:1993,,,1993,,The Complexity of Propositional Tense Logics,The Complexity of Propositional Tense Logics,,,,,,,287--307,287,,,,,,,,,,,,,,,,,,,english,false,,,spaan_e,,,1:computation;2:computability;3:computational_complexity
159223,techreport,spaan_m:1990,,,1990,,Parallel Quantification,Parallel Quantification,,,,,,lp--93--01,,,,,Amsterdam,institute_for_language_logic_and_information_university_of_amsterdam,,,,,,,,,,,,,,,english,false,,,spaan_m,,,1:language;2:quantifiers;3:branching_quantifiers
159224,article,spackman:2002,,,2002,,"Color, Relativism, and Realism","Color, Relativism, and Realism",,,,philosophical-studies,108,3,251--288,251,,,,,,,,,,,,,,,,,10.1023/a:1015705014169,,english,false,,,spackman,,,1:perception;2:colours
159225,article,spackman:2013,,,2013,,Consciousness and the Prospects for Substance Dualism,Consciousness and the Prospects for Substance Dualism,,,,philosophy-compass,8,11,1054--1065,1054,,,,,,,,,,,,,,,,,,,english,false,,,spackman,,,1:mind_body;2:dualism
159226,UNKNOWN,spadafora_a:1999,,,1999,,Confronto tra Claude Tresmontant e Tommaso d'Aquino sul problema dell'inseparabilit{\`a} delle nozioni di creazione e di inizio,Confronto tra Claude Tresmontant e Tommaso d'Aquino sul problema dell'inseparabilità delle nozioni di creazione e di inizio,,,,,,,,,,,Fribourg,,d_e_partement_de_philosophie_universit_e_de_fribourg,,Travail de licence,,,,,,,,,,,,italian,false,,,spadafora_a,,,
159227,incollection,spade_d-willse:2016,,,2016,,Norms and Normalization,Norms and Normalization,,,,,,,551--571,551,,,,,,,,,,,,,,,,,,,english,false,,,spade_d;willse_c,,,2:normativity
159228,book,spade_pv-wilson:1995,,,1995,,Richard Brinkley's \emph{Obligationes}: A Late Fourteenth Century Treatise on the Logic of Disputation,Richard Brinkley's Obligationes: A Late Fourteenth Century Treatise on the Logic of Disputation,,,,,,43,,,,beitr_a_ge_zur_geschichte_der_philosophie_und_theologie_des_mittelalters_neue_folge,"M{\""u}nster",,,aschendorff,,,,,,,,,,,,,english,false,,,spade_pv;wilson_ga,,,1:logic;2:history_of_logic
