id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
53340,incollection,flach_pa-kakas:2000,,,2000,,On the Relation between Abduction and Inductive Learning,On the Relation between Abduction and Inductive Learning,,,,,,,1--34,1,,,,,,,,,,,,,,,,,,,english,false,,,flach_pa;kakas,,,1:explanation;2:abduction
53341,incollection,flach_pa:1996,,,1996,,Rationality Postulates for Induction,Rationality Postulates for Induction,,,,,,,267--281,267,,,,,,,,,,,,,,,,,,,english,false,,,flach_pa,,,1:rationality
53342,incollection,flach_pa:1998,,,1998,,Comparing Consequence Relations,Comparing Consequence Relations,,,,,,,180--189,180,,,,,,,,,,,,,,,,,,,english,false,,,flach_pa,,,1:logic;2:entailment;3:logical_consequence
53343,incollection,flach_pa:2000,,,2000,,Logical Characterisations of Inductive Learning,Logical Characterisations of Inductive Learning,,,,,,,155--196,155,,,,,,,,,,,,,,,,,,,english,false,,,flach_pa,,,1:method;2:induction
53344,article,flach_pa:2001,,,2001,,On the State of the Art in Machine Learning: A Personal Review,On the State of the Art in Machine Learning: A Personal Review,,,,artificial-intelligence,131,1/2,199--222,199,,,,,,,,,,,,,,,,,,,english,false,,,flach_pa,,,1:ai;2:machine_learning
53345,incollection,flach_pa:2002,,,2002,,Modern Logic and its Role in the Study of Knowledge,Modern Logic and its Role in the Study of Knowledge,,,,,,,680--693,680,,,,,,,,,,,,,,,,,,,english,false,,,flach_pa,,,1:logic
53346,incollection,flach_w:1988,,,1988,,Karl Poppers wissenschaftsphilosophische Intention,Karl Poppers wissenschaftsphilosophische Intention,,,,,,,133--138,133,,,,,,,,,,,,,,,,,,,ngerman,false,,,flach_w,,,1:science
53347,article,flach_w:2001,,,2001,,"Kants Lehre von der Gesetzm{\""a}ssigkeit der Empirie.~Zur Argumentation der Kantischen Schematismuslehre",Kants Lehre von der Gesetzmässigkeit der Empirie. Zur Argumentation der Kantischen Schematismuslehre,,,,kant-studien,92,4,464--473,464,,,,,,,,,,,,,,,,,,,ngerman,false,,,flach_w,,,1:perception;2:object_of_perception
53348,book,flach_w:2015,,,2015,,"Kant zu Geschichte, Kultur und Recht","Kant zu Geschichte, Kultur und Recht",,,,,,90,,,,philosophische_schriften,Berlin,,,duncker-humblot,,,Herausgegeben von Wolfgang Bock,Herausgegeben von Wolfgang Bock,,,,,,,,,ngerman,false,,,flach_w,,,1:law
53349,incollection,flache-hegselmann:1998,,,1998,,Rational vs.~Adaptive Egoism in Support Networks: How Different Micro Foundations Shape Different Macro Hypotheses,Rational vs. Adaptive Egoism in Support Networks: How Different Micro Foundations Shape Different Macro Hypotheses,,,,,,,261--276,261,,,,,,,,,,,,,,,,,,,english,false,,,flache;hegselmann,,,1:decision_theory;2:game_theory
