id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
156400,incollection,slabakova_r:2012,,,2012,,Meaning in Second Language Acquisition,Meaning in Second Language Acquisition,,,,,,,2753--2774,2753,,,,,,,,,,,,,,,,,,,english,false,,,slabakova_r,,,1:language;2:language_learning;3:l2_language_learning
156401,book,slaby-etal:2011,,,2011,,"Affektive Intentionalit{\""a}t.~Beitr{\""a}ge zur welterschliessenden Funktion der menschlichen Gef{\""u}hle",Affektive Intentionalität. Beiträge zur welterschliessenden Funktion der menschlichen Gefühle,"Affektive Intentionalit{\""a}t.~Beitr{\""a}ge zur welterschliessenden Funktion der menschlichen Gef{\""u}hle",Affektive Intentionalität. Beiträge zur welterschliessenden Funktion der menschlichen Gefühle,,,,,,,,,Paderborn,,,mentis-verlag,,,,,,,,,,,,,ngerman,false,,,,slaby;stephan_a;walter_h;walter_sv,,1:feeling;2:emotions
156402,article,slaby-stephan:2008,,,2008,,Affective Intentionality and Self-Consciousness,Affective Intentionality and Self-Consciousness,,,,consciousness-and-cognition,17,,506--513,506,,,,,,,,,,,,,,,,,,,english,false,,,slaby;stephan_a,,,2:intentionality
156403,article,slaby-stephan:2012,,,2012,,"Depression als Handlungsst{\""o}rung",Depression als Handlungsstörung,,,,deutsche-zeitschrift-fur-philosophie,60,6,919--935,919,,,,,,,,,,,,,,,,,,,ngerman,false,,,slaby;stephan_a,,,1:psychology;2:mental_illness;3:depression
156404,incollection,slaby-thonhauser:2019,,,2019,,Heidegger and the Affective (Un)Grounding of Politics,Heidegger and the Affective (Un)Grounding of Politics,,,,,,,265--290,265,,,,,,,,,,,,,,,,,,,english,false,,,slaby;thonhauser,,,1:political_philosophy
156405,incollection,slaby-wueschner:2014,,,2014,,Emotion and Agency,Emotion and Agency,,,,,,,212--228,212,,,,,,,,,,,,,,,,,,,english,false,,,slaby;wueschner_p,,,1:feeling;2:emotions
156406,book,slaby:2008,,,2008,,"Gef{\""u}hl und Weltbezug.~Die menschliche Affektivit{\""a}t im Kontext einer neo-existentialistischen Konzeption von Personalit{\""a}t",Gefühl und Weltbezug. Die menschliche Affektivität im Kontext einer neo-existentialistischen Konzeption von Personalität,,,,,,,,,,,Paderborn,,,mentis-verlag,,,,,,,,,,,,,ngerman,false,,,slaby,,,1:feeling;2:emotions
156407,article,slaby:2009,,,2009,,"Ver{\""a}nderndes Verstehen dynamischer Gef{\""u}hle",Veränderndes Verstehen dynamischer Gefühle,,,,deutsche-zeitschrift-fur-philosophie,57,5,807--811,807,,,,,,,,,,,,,,,,,,,ngerman,false,,,slaby,,,1:feeling;2:emotions
156408,incollection,slaby:2015,,,2015,,Affectivity and Temporality in Heidegger,Affectivity and Temporality in Heidegger,,,,,,,183--206,183,,,,,,,,,,,,,,,,,,,english,false,,,slaby,,,1:time;2:experience_of_time
156409,incollection,slaby:2016,,,2016,,"\emph{Don't beep me, bro'!} -- A Worry About Introspection","Don't beep me, bro'! – A Worry About Introspection",,,,,,,187--201,187,,,,,,,,,,,,,,,,,,,english,false,,,slaby,,,1:knowledge;2:self_knowledge;3:introspection
