id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
42435,incollection,dhanani:2016,,,2016,,"\emph{Al-Maw{\={a}}qif f{\={i}} 'ilm al-kal{\={a}}m} by 'A{\d{d}}{\={u}}d al-D{\={i}}n al-{\={i}}j{\={i}} (d.~1355), and Its Commentaries","Al-Mawāqif fī 'ilm al-kalām by 'Aḍūd al-Dīn al-ījī (d. 1355), and Its Commentaries",,,,,,,,,375--396,375,,,,,,,,,,,,,,,,,,,english,false,,,dhanani,,,1:history_of_philosophy
42436,article,dhanda:2020,,,2020,,Philosophical Foundations of Anti-Casteism,Philosophical Foundations of Anti-Casteism,,,,proceedings-of-the-aristotelian-society,120,120,1,1,71--96,71,,,,,,,,,,,,,,,,,,,english,false,,,dhanda,,,1:political_philosophy;2:discrimination
42437,article,dhanis:2001,,,2001,,The Use of Metaphors in Scientific Development: A Logical Approach,The Use of Metaphors in Scientific Development: A Logical Approach,,,,logique-et-analyse,44,44,173--175,173,215--235,215,,,,,,,,,,,,,,,,,,,english,false,,,dhanis,,,1:science;2:sociology_of_science
42438,article,dhar_b:1999,,,1999,,The Phenomenology of Value-Experience: Some Reflections on Scheler and Hartmann,The Phenomenology of Value-Experience: Some Reflections on Scheler and Hartmann,,,,indian-philosophical-quarterly,26,26,2,2,183--198,183,,,,,,,,,,,,,,,,,,,english,false,,,dhar_b,,,
42439,article,dhar_b:2001,,,2001,,Moore's Theory of Goodness and the Phenomenological Theories of Values: An Interface,Moore's Theory of Goodness and the Phenomenological Theories of Values: An Interface,,,,indian-philosophical-quarterly,28,28,2,2,139--152,139,,,,,,,,,,,,,,,,,,,english,false,,,dhar_b,,,
42440,book,dharamsi_k-etal:2018,,,2018,,Colingwood on Philosophical Methodology,Colingwood on Philosophical Methodology,Colingwood on Philosophical Methodology,Colingwood on Philosophical Methodology,,,,,,,,,,philosophers_in_depth,London,,,palgrave-macmillan,,,,,,,,,,,,,english,false,,,,dharamsi_k;doro;leach_s,,1:method;2:method_in_of_philosophy
42441,incollection,dharamsi_k-etal:2018a,,,2018,,Introduction: The Armchair and the Pickaxe,Introduction: The Armchair and the Pickaxe,,,,,,,,,1--14,1,,,,,,,,,,,,,,,,,,,english,false,,,dharamsi_k;doro;leach_s,,,1:method;2:method_in_of_philosophy
42442,incollection,dharamsi_k:2018,,,2018,,Oscillation and Emancipation: Collingwood on History and Human Nature,Oscillation and Emancipation: Collingwood on History and Human Nature,,,,,,,,,177--208,177,,,,,,,,,,,,,,,,,,,english,false,,,dharamsi_k,,,1:history
42443,article,dhardas:2003,,,2003,,Ethical Responsibility Towards Environmental Degradation,Ethical Responsibility Towards Environmental Degradation,,,,indian-philosophical-quarterly,30,30,4,4,587--608,587,,,,,,,,,,,,,,,,,,,english,false,,,dhardas,,,1:ethics
42444,incollection,dhillon-halstead:2003,,,2003,,Multicultural Education,Multicultural Education,,,,,,,,,146--162,146,,,,,,,,,,,,,,,,,,,english,false,,,dhillon;halstead_m,,,1:political_philosophy;2:political_tolerance;3:multiculturalism
