id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
122082,incollection,nkafunkemnkia:2004,,,2004,,The World as an Eternal Entity and Vitalogical Living Reality,The World as an Eternal Entity and Vitalogical Living Reality,,,,,,,683--704,,,,,,,,,,,,,,,,,,,,false,,nkafunkemnkia,,,1:metaphysics;2:totality
122083,incollection,nkafunkemnkia:2006,,,2006,,``Vitalogy'': The African Vision of the Human Person,“Vitalogy”: The African Vision of the Human Person,,,,,,,101--120,,,,,,,,,,,,,,,,,,,,false,,nkafunkemnkia,,,1:persons;2:self
122084,incollection,nkafunkemnkia:2007,,,2007,,"Vitalogical Aesthetics.The Idea of Beauty in African Culture, Art and Philosophy","Vitalogical Aesthetics.The Idea of Beauty in African Culture, Art and Philosophy",,,,,,,431--442,,,,,,,,,,,,,,,,,,,,false,,nkafunkemnkia,,,2:aesthetic_value;3:beauty
