id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
103117,incollection,ly_i:2008,,,2008,,Commentary on Barberousse's Paper [on \citet{barberousse:2008}],Commentary on Barberousse's Paper [on Barberousse (2008)],,,,,,,103--106,,,,,,,,,,,,,,,,,,,,false,,ly_i,,,1:science;2:theory_change
103118,incollection,ly_i:2016,,,2016,,"Generality, Generalization, and Induction in Poincar{\'e}'s Philosophy","Generality, Generalization, and Induction in Poincaré's Philosophy",,,,,,,1135--167,,,,,,,,,,,,,,,,,,,,false,,ly_i,,,1:method;2:induction
103119,incollection,lyas-stecker:2009,,,2009,,Intention and Interpretation,Intention and Interpretation,,,,,,,366--368,,,,,,,,,,,,,,,,,,,,false,,lyas;stecker,,,1:representation;2:meaning_theories;3:interpretationism
103120,incollection,lyas-stecker:2009a,,,2009,,``Intentional Fallacy'',“Intentional Fallacy”,,,,,,,369--370,,,,,,,,,,,,,,,,,,,,false,,lyas;stecker,,,1:representation;2:meaning_theories;3:interpretationism
103121,article,lyas:1972,,,1972,,Aesthetic and Personal Qualities,Aesthetic and Personal Qualities,,,,proceedings-of-the-aristotelian-society,72,,171--193,,,,,,,,,,,,,,,,,,,,false,,lyas,,,1:aesthetics
103122,incollection,lyas:1972a,,,1972,,Personal Qualities and the Intentional Fallacy,Personal Qualities and the Intentional Fallacy,,,,,,,194--210,,,,,,,,,,,,,,,,,,,,false,,lyas,,,1:ethics
103123,incollection,lyas:1977,,,1977,,The Groundlessness of Religious Belief,The Groundlessness of Religious Belief,,,,,,,158--180,,,,,,,,,,,,,,,,,,,,false,,lyas,,,1:religion;2:faith
103124,incollection,lyas:2001,,,2001,,Sibley,Sibley,,,,,,,173--184,,,,,,,,,Page references are to the second edition,Page references are to the second edition,,,,,,,,,,false,,lyas,,,1:aesthetics
103125,incollection,lyas:2003,,,2003,,"Art, Expression and Morality","Art, Expression and Morality",,,,,,,277--294,,,,,,,,,,,,,,,,,,,,false,,lyas,,,1:aesthetics
103126,incollection,lyas:2009,,,2009,,"Sibley, Frank Noel","Sibley, Frank Noel",,,,,,,538--539,,,,,,,,,,,,,,,,,,,,false,,lyas,,,1:history_of_philosophy
103127,article,lybaert:2009,,,2009,,What Does Our Love for Someone Reveal About Diachronic Personal Identity?,What Does Our Love for Someone Reveal About Diachronic Personal Identity?,,,,philosophical-frontiers,4,2,31--39,,,,,,,,,,,,,,,,,,,,false,,lybaert,,,1:feeling;2:friendship;3:love
103128,article,lycan-pappas:1972,,,1972,,What is Eliminative Materialism?,What is Eliminative Materialism?,,,,australasian-journal-of-philosophy,50,,149--159,,,,,,,,,,,,,,,,,,,,false,,lycan;pappas_gs,,,1:mind_body;2:eliminative_materialism
103129,book,lycan-prinz:2008,,,2008,,Mind and Cognition.~An Anthology,Mind and Cognition. An Anthology,Mind and Cognition.~An Anthology,Mind and Cognition. An Anthology,,,,,,,,Chichester,,,wiley-blackwell,,3,First edition: \citet{lycan:1990},First edition: Lycan (1990),,,,,,,,,,false,,,lycan;prinz_jj,,
103130,incollection,lycan-schlesinger:1992,,,1992,,You Bet Your Life: Pascal's Wager Defended,You Bet Your Life: Pascal's Wager Defended,,,,,,,270--282,,,,,,,,,,,,,,,,,,,,false,,lycan;schlesinger_gn,,,1:religion;2:arguments_for_the_existence_of_god;3:pascal_s_wager
103131,incollection,lycan-shapiro:1986,,,1986,,Actuality and Essence,Actuality and Essence,,,,,,,343--377,,,,,,,,,,,,,,,,,,,,false,,lycan;shapiro_s,,,2:essence
103132,article,lycan:1970,,,1970,,Transformational Grammar and the Russell-Strawson Dispute,Transformational Grammar and the Russell-Strawson Dispute,,,,metaphilosophy,1,4,335--337,,,,,,,,,,,,,,,,,,,,false,,lycan,,,1:reference;2:definite_descriptions
103133,article,lycan:1970a,,,1970,,Hintikka and Moore's Paradox,Hintikka and Moore's Paradox,,,,philosophical-studies,21,1/2,9--14,,,,,,,,,,,,,,,,,10.1007/bf00375975,,,false,,lycan,,,1:belief;2:moore_s_paradox
103134,article,lycan:1970b,,,1970,,Identifiability-Dependence and Ontological Priority,Identifiability-Dependence and Ontological Priority,,,,the-personalist,51,4,502--513,,,,,,,,,,,,,,,,,,,,false,,lycan,,,2:fundamentality
103135,article,lycan:1973,,,1973,,Inverted Spectrum,Inverted Spectrum,,,,ratio,15,,315--319,,,,,,,,,,,,,,,,,,,,false,,lycan,,,1:perception;2:phenomenal_properties;3:inverted_spectrum
103136,article,lycan:1974,,,1974,,Kripke and the Materialists,Kripke and the Materialists,,,,the-journal-of-philosophy,71,,677--689,,,,,,,,,,,,,,,,,,,,false,,lycan,,,1:reference;2:rigidity
103137,article,lycan:1974a,,,1974,,Mental States and Putnam's Functionalist Hypothesis,Mental States and Putnam's Functionalist Hypothesis,,,,australasian-journal-of-philosophy,52,,48--62,,,,,,,,,,,,,,,,,,,,false,,lycan,,,2:functionalism;3:functionalism_in_the_philosophy_of_mind
103138,article,lycan:1976,,,1976,,Eternal Existence and Necessary Existence,Eternal Existence and Necessary Existence,,,,notre-dame-journal-of-formal-logic,17,,287--290,,,,,,,,,,,,,,,,,,,,false,,lycan,,,2:essence;3:essence_existence
103139,article,lycan:1977,,,1977,,Evidence One Does Not Possess,Evidence One Does Not Possess,,,,australasian-journal-of-philosophy,55,2,114--126,,,,,,,,,,,,,,,,,,,,false,,lycan,,,1:epistemology;2:justification;3:evidence
103140,incollection,lycan:1979,,,1979,,The Trouble with Possible Worlds,The Trouble with Possible Worlds,,,,,,,274--316,,,,,,,,,Revised and (partly) reprinted in \citet[3--23]{lycan:1994},Revised and (partly) reprinted in Lycan (1994),,,,,,,,,,false,,lycan,,,1:modality;2:possible_worlds
103141,article,lycan:1979a,,,1979,,Semantic Competence and Funny Functors,Semantic Competence and Funny Functors,,,,the-monist,62,,209--222,,,,,,,,,Revised and (partly) reprinted in \citet[203-233]{lycan:1994},Revised and (partly) reprinted in Lycan (1994),,,,,,,,,,false,,lycan,,,1:semantics
103142,article,lycan:1979b,,,1979,,A New Lilliputian Argument against Machine Functionalism,A New Lilliputian Argument against Machine Functionalism,,,,philosophical-studies,35,3,279--287,,,,,,,,,,,,,,,,,10.1007/bf00357697,,,false,,lycan,,,2:functionalism;3:functionalism_in_the_philosophy_of_mind
103143,article,lycan:1981,,,1981,,Psychological Laws,Psychological Laws,,,,philosophical-topics,12,1,9--38,,,,,,,,,,,,,,,,,,,,false,,lycan,,,1:mind_body;2:anomalous_monism
103144,article,lycan:1981a,,,1981,,"Form, Function and Feel","Form, Function and Feel",,,,the-journal-of-philosophy,78,,24--50,,,,,,,,,,,,,,,,,,,,false,,lycan,,,1:feeling
