id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
170464,incollection,tversky_a-kahneman:1977,,,1977,,Causal Thinking in Judgment under Uncertainty,Causal Thinking in Judgment under Uncertainty,,,,,,,,,167--191,167,,,,,,,,,,,,,,,,,,,english,false,,,tversky_a;kahneman,,,1:causation;2:causal_explanation
170465,incollection,tversky_a-kahneman:1986,,,1986,,The Framing of Decisions and the Evaluation of Prospects,The Framing of Decisions and the Evaluation of Prospects,,,,,,,,,503--520,503,,,,,,,,,,,,,,,,,,,english,false,,,tversky_a;kahneman,,,1:psychology
170466,incollection,tversky_a-kahneman:1990,,,1990,,Rational Choice and the Framing of Decisions,Rational Choice and the Framing of Decisions,,,,,,,,,60--89,60,,,,,,,,,,,,,,,,,,,english,false,,,tversky_a;kahneman,,,1:economics;2:expected_utility
170467,article,tversky_a:1972,,,1972,,Elimination by Aspects: A Theory of Choice,Elimination by Aspects: A Theory of Choice,,,,psychological-review,79,79,,,281--299,281,,,,,,,,,,,,,,,,,,,english,false,,,tversky_a,,,1:decision_theory;2:decision_making
170468,article,tversky_a:1975,,,1975,,A Critique of Expected Utility Theory: Descriptive and Normative Considerations,A Critique of Expected Utility Theory: Descriptive and Normative Considerations,,,,erkenntnis,9,9,2,2,163--173,163,,,,,,,,,,,,,,,,,,,english,false,,,tversky_a,,,1:economics;2:existentialism
170469,incollection,tversky_a:1977,,,1977,,On the Elicitation of Preferences: Descriptive and Prescriptive Considerations,On the Elicitation of Preferences: Descriptive and Prescriptive Considerations,,,,,,,,,207--222,207,,,,,,,,,,,,,,,,,,,english,false,,,tversky_a,,,1:decision_theory;2:decision_analysis
170470,incollection,tversky_a:1986,,,1986,,Cognitive Illusions in Judgment and Choice,Cognitive Illusions in Judgment and Choice,,,,,,,,,75--88,75,,,,,,,,,,,,,,,,,,,english,false,,,tversky_a,,,1:rationality
170471,book,tversky_a:2004,,,2004,,"Preference, Belief, and Similarity: Selected Writings","Preference, Belief, and Similarity: Selected Writings","Preference, Belief, and Similarity: Selected Writings","Preference, Belief, and Similarity: Selected Writings",,,,,,,,,,,"Cambridge, Massachusetts",,,the-mit-press,,,Edited by Eldar Shafir,Edited by Eldar Shafir,,,,,,,,,english,false,,,tversky_a,,,1:decision_theory;2:preference
170472,article,tversky_b-hemenway:1984,,,1984,,"Objects, Parts, and Categories","Objects, Parts, and Categories",,,,journal-of-experimental-psychology-general,113,113,,,169--193,169,,,,,,,,,,,,,,,,,,,english,false,,,tversky_b;hemenway_k,,,1:complexity;2:metaphysics_of_parthood
170473,article,tversky_b:1989,,,1989,,"Parts, Partonomies, and Taxonomies","Parts, Partonomies, and Taxonomies",,,,developmental-psychology,25,25,,,983--995,983,,,,,,,,,,,,,,,,,,,english,false,,,tversky_b,,,1:complexity;2:metaphysics_of_parthood
170474,incollection,tversky_b:1996,,,1996,,Spatial Perspective in Descriptions,Spatial Perspective in Descriptions,,,,,,,,,463--491,463,,,,,,,,,,,,,,,,,,,english,false,,,tversky_b,,,1:ai;2:machine_reasoning;3:spatial_language
170475,incollection,tversky_b:2001,,,2001,,Multiplicity of Mental Spaces,Multiplicity of Mental Spaces,,,,,,,,,370--378,370,,,,,,,,,,,,,,,,,,,english,false,,,tversky_b,,,1:representation;2:concepts;3:conceptual_spaces
170476,incollection,tversky_b:2005,,,2005,,Visuospatial Reasoning,Visuospatial Reasoning,,,,,,,,,209--240,209,,,,,,,,,,,,,,,,,,,english,false,,,tversky_b,,,1:argumentation;2:informal_logic
