id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
96526,incollection,lea_d:2001,,,2001,,Cultural Diversity and National Identity in Canadian Political Philosophy,Cultural Diversity and National Identity in Canadian Political Philosophy,,,,,,,235--244,235,,,,,,,,,,,,,,,,,,,english,false,,,lea_d,,,1:political_philosophy
96527,article,lea_hw:1895,,,1895,,Philosophical Sin,Philosophical Sin,,,,international-journal-of-ethics,5,3,324--339,324,,,,,,,,,,,,,,,,,,,english,false,,,lea_hw,,,1:metaphilosophy
96528,incollection,lea_j:2017,,,2017,,Marxist Criminologies,Marxist Criminologies,,,,,,,185--188,185,,,,,,,,,,,,,,,,,,,english,false,,,lea_j,,,1:law;3:criminology
96529,incollection,leach_cw-etal:2014,,,2014,,Situating Schadenfreude in Social Relations,Situating Schadenfreude in Social Relations,,,,,,,200--216,200,,,,,,,,,,,,,,,,,,,english,false,,,leach_cw;spears_r;manstead_a,,,1:feeling;2:schadenfreude
96530,incollection,leach_cw-zeineddine:2021,,,2021,,Sentiments of the Dispossessed: Emotions of Resilience and Resistance,Sentiments of the Dispossessed: Emotions of Resilience and Resistance,,,,,,,244--258,244,,,,,,,,,,,,,,,,,,,english,false,,,leach_cw;zeineddine,,,1:political_philosophy;2:discrimination
96531,incollection,leach_cw:2020,,,2020,,After Motivational Hedonism: Feeling Bad can be Good | Feeling Good can be Bad,After Motivational Hedonism: Feeling Bad can be Good | Feeling Good can be Bad,,,,,,,180--193,180,,,,,,,,,,,,,,,,,,,english,false,,,leach_cw,,,1:feeling;2:pain
96532,book,leach_e:1976,,,1976,,Culture and Communication: The Logic by which Symbols Are Connected,Culture and Communication: The Logic by which Symbols Are Connected,,,,,,,,,,,Cambridge,,,cambridge-university-press,,,,,,,,,,,,,english,false,,,leach_e,,,1:structuralism;2:structuralism_in_the_sciences;3:structuralism_in_the_social_sciences
96533,book,leach_j-etal:1973,,,1973,,"Science, Decision, and Value","Science, Decision, and Value","Science, Decision, and Value","Science, Decision, and Value",,,,1,,,,the_university_of_western_ontario_series_in_philosophy_of_science,Dordrecht,,,d-reidel-publishing-co,,,,,,,,,,,,,english,false,,,,leach_j;butts_re;pearce_g,,1:science
96534,incollection,leach_jj:1977,,,1977,,The Dual Function of Rationality,The Dual Function of Rationality,,,,,,,393--421,393,,,,,,,,,,,,,,,,,,,english,false,,,leach_jj,,,1:rationality
96535,incollection,leach_mm-leong:2018,,,2018,,"Suicide: Psychopathology, Existential Choice, or Religious/Cultural Influences","Suicide: Psychopathology, Existential Choice, or Religious/Cultural Influences",,,,,,,467--476,467,,,,,,,,,,,,,,,,,,,english,false,,,leach_mm;leong_f,,,1:ethics;2:duty;3:duties_towards_oneself
96536,book,leach_mm-welfel:2018,,,2018,,The Cambridge Handbook of Applied Psychological Ethics,The Cambridge Handbook of Applied Psychological Ethics,The Cambridge Handbook of Applied Psychological Ethics,The Cambridge Handbook of Applied Psychological Ethics,,,,,,,,,Cambridge,,,cambridge-university-press,,,,,,,,,,,10.1017/9781316417287,,english,false,,,,leach_mm;welfel,,1:ethics
96537,incollection,leach_s:2018,,,2018,,Collingwood and Archaeological Theory,Collingwood and Archaeological Theory,,,,,,,249--264,249,,,,,,,,,,,,,,,,,,,english,false,,,leach_s,,,1:history;2:archeology
96538,article,leachkrouse:2014,,,2014,,Yablifying the Rosser Sentence,Yablifying the Rosser Sentence,,,,journal-of-philosophical-logic,43,5,827--834,827,,,,,,,,,,,,,,,,,,,english,false,,,leachkrouse,,,1:truth;2:semantic_paradoxes
96539,article,leachkrouse:2017,,,2017,,Structural-Abstraction Principles,Structural-Abstraction Principles,,,,philosophia-mathematica,25,1,45--72,45,,,,,,,,,,,,,,,,,,,english,false,,,leachkrouse,,,1:structuralism;2:mathematical_structuralism
96540,article,leacock-etal:1998,,,1998,,Using Corpus Statistics and WordNet Relations for Sense Identification,Using Corpus Statistics and WordNet Relations for Sense Identification,,,,computational-linguistics,24,1,147--165,147,,,,,,,,,,,,,,,,,,,english,false,,,leacock;chodorow_m;miller_ga,,,1:linguistics;2:corpus_linguistics
96541,incollection,leader:1984,,,1984,,"Monism, Pluralism, Relativism and Right Answers in the Law","Monism, Pluralism, Relativism and Right Answers in the Law",,,,,,,275--294,275,,,,,,,,,,,,,,,,,,,english,false,,,leader,,,1:law
96542,incollection,leadermaynard:2019,,,2019,,"Evil, Genocide, and Mass Atrocities","Evil, Genocide, and Mass Atrocities",,,,,,,342--359,342,,,,,,,,,,,,,,,,,,,english,false,,,leadermaynard,,,2:evil
96543,incollection,leahey:2003,,,2003,,Gestalt Psychology,Gestalt Psychology,,,,,,,649--657,649,,,,,,,,,,,,,,,,,,,english,false,,,leahey,,,1:complexity;2:gestalt
96544,book,leake-plaza:1997,,,1997,,"Case-Based Reasoning Research and Development (ICCBR-97),","Case-Based Reasoning Research and Development (ICCBR-97),","Case-Based Reasoning Research and Development (ICCBR-97),","Case-Based Reasoning Research and Development (ICCBR-97),",,,,1266,,,,lecture_notes_in_artificial_intelligence,Berlin,,,springer,,,,,,,,,,,,,english,false,,,,leake;plaza_e,,1:ai
96545,book,leake:1996,,,1996,,Case-Based Reasoning,Case-Based Reasoning,Case-Based Reasoning,Case-Based Reasoning,,,,,,,,,"Cambridge, Massachusetts",,,the-mit-press,,,,,,,,,,,,,english,false,,,,leake,,1:ai;2:machine_reasoning;3:case_based_reasoning
96546,article,leake:2003,,,2003,,Report on the Seventh International Conference on Intelligent User Interfaces (IUI-2003,Report on the Seventh International Conference on Intelligent User Interfaces (IUI-2003,,,,the-ai-magazine,24,4,131--132,131,,,,,,,,,,,,,,,,,,,english,false,,,leake,,,1:ai
96547,incollection,leal_a:2019,,,2019,,Equivalence,Equivalence,,,,,,,224--242,224,,,,,,,,,,,,,,,,,,,english,false,,,leal_a,,,1:aesthetics;2:fiction;3:translation
96548,book,leal_f-marraud:2022,,,2022,,How Philosophers Argue: An Adversarial Collaboration on the Russell-Copleston Debate,How Philosophers Argue: An Adversarial Collaboration on the Russell-Copleston Debate,,,,,,41--60,,,,argumentation_library,Cham,,,springer,,,,,,,,,,,10.1007/978-3-030-85368-6,,english,false,,,leal_f;marraud_h,,,
