id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
47747,incollection,ekbia-maguitman:2001,,,2001,,Context and Relevance: A Pragmatic Approach,Context and Relevance: A Pragmatic Approach,,,,,,,156--169,156,,,,,,,,,,,,,,,,,,,english,false,,,ekbia;maguitman_a,,,1:pragmatics;2:context
47748,article,ekeh:2011,,,2011,,Newman's Cogito: John Henry Newman's Phenomenological Meditations on First Philosophy,Newman's Cogito: John Henry Newman's Phenomenological Meditations on First Philosophy,,,,the-heythrop-journal,52,,90--103,90,,,,,,,,,,,,,,,,,,,english,false,,,ekeh,,,1:epistemology;2:cogito
47749,incollection,ekeland_a-soether:2018,,,2018,,"Energy, Environment, and the Economy","Energy, Environment, and the Economy",,,,,,,414--426,414,,,,,,,,,,,,,,,,,,,english,false,,,ekeland_a;soether_ba,,,1:economics
47750,book,ekeland_i:2006,,,2006,,The Best of All Possible Worlds: Mathematics and Destiny,The Best of All Possible Worlds: Mathematics and Destiny,,,,,,,,,,,"Chicago, Illinois",,,university-of-chicago-press,,,,,,,,,,,,,english,false,,,ekeland_i,,,1:mathematics
47751,article,ekeli_ks:2012,,,2012,,Liberalism and Permissible Suppression of Illiberal Ideas,Liberalism and Permissible Suppression of Illiberal Ideas,,,,inquiry,55,2,171--193,171,,,,,,,,,,,,,,,,,,,english,false,,,ekeli_ks,,,1:political_philosophy;2:liberalism
47752,incollection,ekeli_ks:2016,,,2016,,"Electoral Design, Sub-Majority Rules and Representation for Future Generations","Electoral Design, Sub-Majority Rules and Representation for Future Generations",,,,,,,214--227,214,,,,,,,,,,,,,,,,,,,english,false,,,ekeli_ks,,,1:ethics;2:population_ethics;3:future_generations
47753,incollection,ekeloef:1964,,,1964,,"F{\""o}rh{\aa}llningsregler och domsregler",Förhållningsregler och domsregler,,,,,,,166--186,166,,,,,,,,,,,,,,,,,,,swedish,false,,,ekeloef,,,2:ought
47754,article,ekeloef:1971,,,1971,,Topik und Jura,Topik und Jura,,,,logique-et-analyse,14,53/54,43--62,43,,,,,,,,,,,,,,,,,,,ngerman,false,,,ekeloef,,,1:law;2:legal_reasoning
47755,incollection,ekeloef:1973,,,1973,,Definitions and concept formation in the law,Definitions and concept formation in the law,,,,,,,48--63,48,,,,,,,,,,,,,,,,,,,english,false,,,ekeloef,,,1:law;2:legal_reasoning
47756,incollection,ekeloef:1984,,,1984,,Teleological Construction of Statutes,Teleological Construction of Statutes,,,,,,,357--362,357,,,,,,,,,,,,,,,,,,,english,false,,,ekeloef,,,1:law
