id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
89859,incollection,kment:2005,,,2005,,Conditionals,Conditionals,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,kment,,,1:language;2:indicative_conditionals
89860,incollection,kment:2006,,,2006,,Counterfactuals and the Analysis of Necessity,Counterfactuals and the Analysis of Necessity,,,,,,,237--302,,,,,,,,,,,,,,,,,,,,false,,kment,,,1:modality;2:counterfactuals
89861,article,kment:2006a,,,2006,,Counterfactuals and Explanation,Counterfactuals and Explanation,,,,mind,115,458,261--309,,,,,,,,,,,,,,,,,,,,false,,kment,,,1:modality;2:counterfactuals
89862,article,kment:2010,,,2010,,Causation: Determination and Difference-Making,Causation: Determination and Difference-Making,,,,nous,44,1,80--111,,,,,,,,,,,,,,,,,,,,false,,kment,,,1:causation;2:metaphysics_of_causality
89863,article,kment:2012,,,2012,,"Haecceitism, Chance, and Counterfactuals","Haecceitism, Chance, and Counterfactuals",,,,the-philosophical-review,121,4,573--609,,,,,,,,,,,,,,,,,,,,false,,kment,,,1:ontology;2:haecceities
89864,book,kment:2014,,,2014,,Modality and Explanatory Reasoning,Modality and Explanatory Reasoning,,,,,,,,,,Oxford,,,oxford-university-press,,,,,,,,,,,10.1093/acprof:oso/9780199604685.001.0001,,,false,,kment,,,1:modality
89865,incollection,kment:2015,,,2015,,"Modality, Metaphysics, and Method","Modality, Metaphysics, and Method",,,,,,,189--207,,,,,,,,,,,,,,,,,,,,false,,kment,,,1:modality
89866,article,kment:2016,,,2016,,Model Theory and Contingent Existence [on \citet{williamson_t:2013}],Model Theory and Contingent Existence [on Williamson (2013)],,,,analysis,76,2,172--190,,,,,,,,,,,,,,,,,,,,false,,kment,,,1:modality;2:necessitarianism_about_existence
89867,incollection,kment:2017,,,2017,,Free Will and Ultimate Explanation,Free Will and Ultimate Explanation,,,,,,,114--130,,,,,,,,,,,,,,,,,,,,false,,kment,,,
89868,article,kment:2017a,,,2017,,Summary [of \citet{kment:2014}],Summary [of Kment (2014)],,,,analysis,77,1,129--133,,,,,,,,,,,,,,,,,,,,false,,kment,,,1:modality
89869,article,kment:2017b,,,2017,,"Replies to \citet{dorr_c:2017}, \citet{emery_n-hill:2017} and \citet{yablo:2017c}","Replies to Dorr (2017), Emery and Hill (2017) and Yablo (2017)",,,,analysis,77,1,166--188,,,,,,,,,,,,,,,,,,,,false,,kment,,,1:modality
89870,article,kment:2018,,,2018,,Chance and the Structure of Modal Space,Chance and the Structure of Modal Space,,,,mind,127,506,633--665,,,,,,,,,,,,,,,,,,,,false,,kment,,,1:modality
89871,incollection,kment:2021,,,2021,,\emph{De re} Modality,De re Modality,,,,,,,70--81,,,,,,,,,,,,,,,,,,,,false,,kment,,,1:modality;2:de_dicto_de_re;3:modal_essentialism
89872,article,kment:2022,,,2022,,Russell-Myhill and Grounding,Russell-Myhill and Grounding,,,,analysis,82,1,49--60,,,,,,,,,,,,,,,,,10.1093/analys/anab028,,,false,,kment,,,2:grounding
89873,book,kmita-zamiara:1989,,,1989,,Visions of Culture and the Models of Cultural Sciences,Visions of Culture and the Models of Cultural Sciences,Visions of Culture and the Models of Cultural Sciences,Visions of Culture and the Models of Cultural Sciences,,,,15,,,pozna_n_studies_in_the_philosophy_of_the_sciences_and_the_humanities,Amsterdam,,,rodopi,,,,,,,,,,,,,,false,,,kmita;zamiara,,1:social_sciences
89874,incollection,kmita:1977,,,1977,,Meaning and Functional Reason,Meaning and Functional Reason,,,,,,,171--188,,,,,,,,,,,,,,,,,,,,false,,kmita,,,1:representation;2:meaning
89875,book,kmita:1987,,,1987,,Problems in Historical Epistemology,Problems in Historical Epistemology,,,,,,191,,,synthese_library,Dordrecht,,,d-reidel-publishing-co,,,,,,,,,,,,,,false,,kmita,,,1:epistemology
89876,book,kmita:1990,,,1990,,Essays on the Theory of Scientific Cognition,Essays on the Theory of Scientific Cognition,,,,,,210,,,synthese_library,Dordrecht,,,d-reidel-publishing-co,,,,,,,,,,,,,,false,,kmita,,,1:science
