id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
6614,unpublished,ax:1971,,,1971,,Group-Theoretic Treatment of the Axioms of Quantum Mechanics,Group-Theoretic Treatment of the Axioms of Quantum Mechanics,,,,,,,,,,,,,,,,,"Unpublished manuscript, Department of Mathematics, State University of New York","Unpublished manuscript, Department of Mathematics, State University of New York",,,,,,,,,english,false,,,ax,,,1:quantum_mechanics
6615,article,ax:1978,,,1978,,The Elementary Foundations of Spacetime,The Elementary Foundations of Spacetime,,,,foundations-of-physics,8,7/8,507--546,507,,,,,,,,,,,,,,,,,10.1007/bf00717578,,english,false,,,ax,,,1:space_spacetime
6616,article,axelos_c:1992,,,1992,,"Die Logik von Port-Royal.~Eine heute noch brauchbare logisch-philosophische Prop{\""a}deutik",Die Logik von Port-Royal. Eine heute noch brauchbare logisch-philosophische Propädeutik,,,,deutsche-zeitschrift-fur-philosophie,40,4,399--411,399,,,,,,,,,,,,,,,,,,,ngerman,false,,,axelos_c,,,1:logic;2:history_of_logic
6617,book,axelos_k:2005,,,2005,,"R{\'e}ponses {\'e}nigmatiques : failles, perc{\'e}e","Réponses énigmatiques : failles, percée",,,,,,,,,,,Paris,,,editions-de-minuit,,,,,,,,,,,,,french,false,,,axelos_k,,,1:varia
6618,article,axelrod_rm:1981,,,1981,,The Emergence of Cooperation Among Egoists,The Emergence of Cooperation Among Egoists,,,,american-political-science-review,75,,306--318,306,,,,,,,,,Reprinted in \citet[320--339]{campbell_richm-sowden:1985},Reprinted in Campbell and Sowden (1985),,,,,,,,,english,false,,,axelrod_rm,,,1:decision_theory;2:newcomb_problem
6619,book,axelrod_rm:1997,,,1997,,The Complexity of Cooperation: Agent-Based Models of Competition and Collaboration,The Complexity of Cooperation: Agent-Based Models of Competition and Collaboration,,,,,,,,,,princeton_studies_in_complexity,"Princeton, New Jersey",,,princeton-university-press,,,,,,,,,,,,,english,false,,,axelrod_rm,,,1:decision_theory
6620,article,axelrod_rm:2000,,,2000,,On Six Advances in Cooperation Theory,On Six Advances in Cooperation Theory,,,,analyse-kritik,22,1,130--151,130,,,,,,,,,,,,,,,,,,,english,false,,,axelrod_rm,,,1:action;2:collective_action
6621,incollection,axelrod_s:2000,,,2000,,Natural Language Generation in the {IBM} Flight Information System,Natural Language Generation in the IBM Flight Information System,,,,,,,21--32,21,,,,,,,,,,,,,,,,,,,english,false,,,axelrod_s,,,1:linguistics;2:dialogue;3:computational_dialogue
6622,incollection,axelsen-nielsen:2017,,,2017,,Essentially Enough: Elements of a Plausible Account of Sufficientarianism,Essentially Enough: Elements of a Plausible Account of Sufficientarianism,,,,,,,101--120,101,,,,,,,,,,,,,,,,,,,english,false,,,axelsen;nielsen_la,,,1:ethics;2:medical_ethics
6623,article,axinn:1968,,,1968,,Mathematics as an Experimental Science,Mathematics as an Experimental Science,,,,philosophia-mathematica,s1-5,1/2,1--10,1,,,,,,,,,,,,,,,,,10.1093/philmat/s1-5.1-2.1,,english,false,,,axinn,,,1:mathematics;2:nature_of_mathematics
