id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
109144,book,mbembe_a-sarr:2022,,,2022,,To Write the Africa World,To Write the Africa World,To Write the Africa World,To Write the Africa World,,,,,,,,Cambridge,,,polity-press,,,Translated by Drew Burk,Translated by Drew Burk,,,,,,,,,,false,,,mbembe_a;sarr_f,,
109145,book,mbembe_a-sarr:2022a,,,2022,,The Politics of Time: Imagining African Becomings,The Politics of Time: Imagining African Becomings,The Politics of Time: Imagining African Becomings,The Politics of Time: Imagining African Becomings,,,,,,,,Cambridge,,,polity-press,,,Translated by Philip Gerard,Translated by Philip Gerard,,,,,,,,,,false,,,mbembe_a;sarr_f,,
109146,UNKNOWN,mbidaeballe:2018,,,2018,,La querelle de l'ethnophilosophie : analys{\'e}e sous le prisme de la double conscience africaine,La querelle de l'ethnophilosophie : analysée sous le prisme de la double conscience africaine,,,,,,,,,,Fribourg,,d_e_partement_de_philosophie_universit_e_de_fribourg,,Travail de MA,,,,,,,,,,,,french,false,,mbidaeballe,,,
109147,article,mbonda:2009,,,2009,,Justification des droits et neutralit{\'e} m{\'e}taphysique chez John Rawls,Justification des droits et neutralité métaphysique chez John Rawls,,,,archives-de-philosophie,72,1,101--122,,,,,,,,,,,,,,,,,,,french,false,,mbonda,,,1:political_philosophy;2:rights
109148,article,mbugua:2015,,,2015,,Explaining Same-Sex Sexual Behavior: The Stagnation of the Genetic and Evolutionary Research Programs,Explaining Same-Sex Sexual Behavior: The Stagnation of the Genetic and Evolutionary Research Programs,,,,journal-for-general-philosophy-of-science-zeitschrift-fur-allgemeine-wissenschaftstheorie,46,1,23--43,,,,,,,,,,,,,,,,,,,,false,,mbugua,,,1:social_philosophy;2:sex;3:homosexuality
