id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
46738,book,ebbersmeyer:2010,,,2010,,"Homo agens.~Studien zur Genese und Struktur fr{\""u}hhumanistischer Moralphilosophie",Homo agens. Studien zur Genese und Struktur frühhumanistischer Moralphilosophie,,,,,,95,,,quellen_und_studien_zur_philosophie,Berlin,,,de-gruyter,,,,,,,,,,,,,ngerman,false,,ebbersmeyer,,,1:ethics
46739,incollection,ebbersmeyer:2011,,,2011,,"Die Vereinigung zu begreifen, die zwischen zwei Sachen besteht, heisst, diese wie eine einzige zu begreifen: Anmerkungen zur K{\""o}rper-Geist Problematik im Briefwechsel zwischen Elisabeth von der Pfalz und Ren{\'e} Descartes","Die Vereinigung zu begreifen, die zwischen zwei Sachen besteht, heisst, diese wie eine einzige zu begreifen: Anmerkungen zur Körper-Geist Problematik im Briefwechsel zwischen Elisabeth von der Pfalz und René Descartes",,,,,,,1132--1149,,,,,,,,,,,,,,,,,,,ngerman,false,,ebbersmeyer,,,1:mind_body
46740,book,ebbersmeyer:2012,,,2012,,Emotional Minds: The Passions and the Limits of Pure Inquiry in Early Modern Philosophy,Emotional Minds: The Passions and the Limits of Pure Inquiry in Early Modern Philosophy,Emotional Minds: The Passions and the Limits of Pure Inquiry in Early Modern Philosophy,Emotional Minds: The Passions and the Limits of Pure Inquiry in Early Modern Philosophy,,,,,,,,Berlin,,,de-gruyter,,,,,,,,,,,,,,false,,,ebbersmeyer,,1:feeling;2:passions
46741,incollection,ebbersmeyer:2017,,,2017,,Humanism,Humanism,,,,,,,192--207,,,,,,,,,,,,,,,,,,,,false,,ebbersmeyer,,,1:ethics
46742,book,ebbesen-etal:2013,,,2013,,"Aristotle's Categories in the Byzantine, Arabic and Latin Traditions","Aristotle's Categories in the Byzantine, Arabic and Latin Traditions","Aristotle's Categories in the Byzantine, Arabic and Latin Traditions","Aristotle's Categories in the Byzantine, Arabic and Latin Traditions",,,,5,,,scientia_danica_series_h_humanistica_8,Copenhagen,,,the-royal-danish-academy-of-sciences-and-letters,,,,,,,,,,,,,,false,,,ebbesen;marenbon;thom_p,,1:metaphysics;2:ontological_categories
46743,book,ebbesen-friedman:1999,,,1999,,"Medieval Analyses in Language and Cognition.~Acts of the Symposium.~The Copenhagen School of Medieval Philosophy, January 10-13, 1996","Medieval Analyses in Language and Cognition. Acts of the Symposium. The Copenhagen School of Medieval Philosophy, January 10-13, 1996","Medieval Analyses in Language and Cognition.~Acts of the Symposium.~The Copenhagen School of Medieval Philosophy, January 10-13, 1996","Medieval Analyses in Language and Cognition. Acts of the Symposium. The Copenhagen School of Medieval Philosophy, January 10-13, 1996",,,,77,,,historik_filosofiske_meddelelser,Copenhagen,,,the-royal-danish-academy-of-sciences-and-letters,,,,,,,,,,,,,,false,,,ebbesen;friedman_rl,,1:history_of_philosophy
46744,book,ebbesen-goubier:2010,,,2010,,A Catalogue of 13th-Century \emph{Sophismata},A Catalogue of 13th-Century Sophismata,,,,,,,,,sic_et_non,Paris,,,librairie-philosophique-jean-vrin,,,,,,,,,,,,,,false,,ebbesen;goubier,,,1:history_of_philosophy
46745,incollection,ebbesen-rosiercatach:1997,,,1997,,Le \emph{trivium} {\`a} la Facult{\'e} des arts,Le trivium à la Faculté des arts,,,,,,,97--128,,,,,,,,,,,,,,,,,,,french,false,,ebbesen;rosiercatach,,,1:history_of_philosophy
46746,article,ebbesen:1979,,,1979,,The Dead Man is Alive,The Dead Man is Alive,,,,synthese,40,,43--70,,,,,,,,,,,,,,,,,,,,false,,ebbesen,,,1:exemplification;2:qua_objects
46747,book,ebbesen:1981,,,1981,,Commentators and Commentaries on Aristotle's \emph{Sophistici Elenchi}.~A Study of Post-Aristotelian Ancient and Medieval Writings on Fallacies.~Volume I: The Greek Tradition,Commentators and Commentaries on Aristotle's Sophistici Elenchi. A Study of Post-Aristotelian Ancient and Medieval Writings on Fallacies. Volume I: The Greek Tradition,Commentators and Commentaries on Aristotle's \emph{Sophistici Elenchi}.~A Study of Post-Aristotelian Ancient and Medieval Writings on Fallacies.~Volume I: The Greek Tradition,Commentators and Commentaries on Aristotle's Sophistici Elenchi. A Study of Post-Aristotelian Ancient and Medieval Writings on Fallacies. Volume I: The Greek Tradition,,,,7,,,corpus_latinum_comment_arist_graec,Leiden,,,ej-brill,,,,,,,,,,,,,,false,,ebbesen,,,1:history_of_philosophy
46748,incollection,ebbesen:1981a,,,1981,,Porphyry's Legacy to Logic: A Reconstruction,Porphyry's Legacy to Logic: A Reconstruction,,,,,,,67--85,,,,,,,,,Reprinted in \citet[141--172]{sorabji:1990},Reprinted in Sorabji (1990),,,,,,,,,,false,,ebbesen,,,1:logic;2:history_of_logic
46749,incollection,ebbesen:1982,,,1982,,Ancient Scholastic Logic as the Source of Medieval Scholastic Logic,Ancient Scholastic Logic as the Source of Medieval Scholastic Logic,,,,,,,101--127,,,,,,,,,,,,,,,,,,,,false,,ebbesen,,,1:logic;2:history_of_logic
