id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
4449,incollection,apawophiri:2016,,,2016,,Reformed Theology in Africa,Reformed Theology in Africa,,,,,,,,,285--295,285,,,,,,,,,,,,,,,,,,,english,false,,,apawophiri,,,1:religion;2:theology
4450,book,apel_j:2011,,,2011,,"Daten und Ph{\""a}nomene.~Ein Beitrag zur wissenschaftstheoretischen Realismusdebatte",Daten und Phänomene. Ein Beitrag zur wissenschaftstheoretischen Realismusdebatte,,,,,,,22,22,,,,epistemische_studien_epistemic_studies,Heusenstamm b.~Frankfurt,,,ontos-verlag,,,,,,,,,,,,,ngerman,false,,,apel_j,,,1:science;2:scientific_realism
4451,article,apel_j:2011a,,,2011,,On the Meaning and the Epistemological Relevance of the Notion of a Scientific Phenomenon,On the Meaning and the Epistemological Relevance of the Notion of a Scientific Phenomenon,,,,synthese,182,182,1,1,23--38,23,,,,,,,,,,,,,,,,,,,english,false,,,apel_j,,,1:representation;2:aboutness
4452,article,apel_ko-krois:1987,,,1987,,Dilthey's Distinction Between ``Explanation'' and ``Understanding'' and the Possibility of Its ``Mediation'',Dilthey's Distinction Between “Explanation” and “Understanding” and the Possibility of Its “Mediation”,,,,journal-of-the-history-of-philosophy,25,25,1,1,131--149,131,,,,,,,,,,,,,,,,,,,english,false,,,apel_ko;krois_jm,,,1:explanation
4453,article,apel_ko:1955,,,1955,,Das ``Verstehen'' (eine Problemgeschichte als Begriffsgeschichte),Das “Verstehen” (eine Problemgeschichte als Begriffsgeschichte),,,,archiv-fur-begriffsgeschichte,1,1,,,142--199,142,,,,,,,,,,,,,,,,,,,ngerman,false,,,apel_ko,,,1:explanation;2:understanding
4454,book,apel_ko:1967,,,1967,,Der Denkweg des Charles Sanders Peirce,Der Denkweg des Charles Sanders Peirce,,,,,,,,,,,,,Frankfurt a.M.,,,suhrkamp-verlag,,,,,,,,,,,,,ngerman,false,,,apel_ko,,,1:history_of_philosophy
4455,book,apel_ko:1967a,,,1967,,Analytic Philosophy of Language and the Geisteswissenschaften,Analytic Philosophy of Language and the Geisteswissenschaften,,,,,,,4,4,,,,foundations_of_language_supplementary_series,Dordrecht,,,d-reidel-publishing-co,,,,,,,,,,,,,english,false,,,apel_ko,,,1:ontology;2:being;3:to_be
4456,incollection,apel_ko:1972,,,1972,,From Kant to Peirce: The Semiotical Transformation of Transcendental Logic,From Kant to Peirce: The Semiotical Transformation of Transcendental Logic,,,,,,,,,90--104,90,,,,,,,,,,,,,,,,,,,english,false,,,apel_ko,,,1:logic
4457,incollection,apel_ko:1974,,,1974,,"Zum Problem einer rationalen Begr{\""u}ndung der Ethik im Zeitalter der Wissenschaft",Zum Problem einer rationalen Begründung der Ethik im Zeitalter der Wissenschaft,,,,,,,,,13--32,13,,,,,,,,,,,,,,,,,,,ngerman,false,,,apel_ko,,,1:ethics
4458,incollection,apel_ko:1978,,,1978,,"Ist der Tod eine Bedingung der M{\""o}glichkeit von Bedeutung? (Existentialismus, Platonismus oder transzendentale Sprachpragmatik?)","Ist der Tod eine Bedingung der Möglichkeit von Bedeutung? (Existentialismus, Platonismus oder transzendentale Sprachpragmatik?)",,,,,,,,,407--419,407,,,,,,,,,,,,,,,,,,,ngerman,false,,,apel_ko,,,1:ethics
4459,article,apel_ko:1978a,,,1978,,Transcendental Semiotics and the Paradigms of First Philosophy,Transcendental Semiotics and the Paradigms of First Philosophy,,,,philosophic-exchange,9,9,,,3--22,3,,,,,,,,,,,,,,,,http://hdl.handle.net/20.500.12648/3331,,http://hdl.handle.net/20.500.12648/3331,english,false,,,apel_ko,,,
4460,book,apel_ko:1979,,,1979,,"Die Erkl{\""a}ren-Verstehen Kontroverse in transzendental-pragmatischer Sicht",Die Erklären-Verstehen Kontroverse in transzendental-pragmatischer Sicht,,,,,,,,,,,,,Frankfurt a.M.,,,suhrkamp-verlag,,,,,,,,,,,,,ngerman,false,,,apel_ko,,,1:social_sciences;2:humanities
4461,incollection,apel_ko:1981,,,1981,,"Intentions, Conventions, and Reference to Things: Dimensions of Understanding Meaning in Hermeneutics and in Analytic Philosophy of Language","Intentions, Conventions, and Reference to Things: Dimensions of Understanding Meaning in Hermeneutics and in Analytic Philosophy of Language",,,,,,,,,79--111,79,,,,,,,,,,,,,,,,,,,english,false,,,apel_ko,,,1:representation;2:meaning
4462,incollection,apel_ko:1982,,,1982,,"The Erkl{\""a}ren-Verstehen Controversy in the Philosophy of the Natural and Human Sciences",The Erklären-Verstehen Controversy in the Philosophy of the Natural and Human Sciences,,,,,,,,,19--49,19,,,,,,,,,,,,,,,,,,,english,false,,,apel_ko,,,1:science
4463,incollection,apel_ko:1983,,,1983,,"Kant, Hegel und das aktuelle Problem der normativen Grundlagen von Moral und Recht","Kant, Hegel und das aktuelle Problem der normativen Grundlagen von Moral und Recht",,,,,,,,,597--624,597,,,,,,,,,,,,,,,,,,,ngerman,false,,,apel_ko,,,2:justification_of_norms
4464,book,apel_ko:1984,,,1984,,Understanding and Explanation.~A Transcendental-Pragmatic Perspective,Understanding and Explanation. A Transcendental-Pragmatic Perspective,,,,,,,,,,,,,"Cambridge, Massachusetts",,,the-mit-press,,,Translation of \citet{apel_ko:1979} by Georgia Warmke,Translation of Apel (1979) by Georgia Warmke,,,,,,,,,english,true,,,apel_ko,,,1:social_sciences;2:humanities
4465,incollection,apel_ko:1984a,,,1984,,The Question of the Rationality of Social Interaction,The Question of the Rationality of Social Interaction,,,,,,,,,9--30,9,,,,,,,,,,,,,,,,,,,english,false,,,apel_ko,,,1:action;2:intention;3:joint_intentions
4466,article,apel_ko:1986,,,1986,,La m{\'e}taphysique de l'{\'e}volution,La métaphysique de l'évolution,,,,philosophie,10,10,,,,,,,,,,,,,,,,,,,,,,,french,false,,,apel_ko,,,1:biology;2:evolution
4467,incollection,apel_ko:1991,,,1991,,Is Intentionality more Basic than Linguistic Meaning?,Is Intentionality more Basic than Linguistic Meaning?,,,,,,,,,31--56,31,,,,,,,,,,,,,,,,,,,english,false,,,apel_ko,,,1:pragmatics;2:speech_acts
4468,incollection,apel_ko:1994,,,1994,,Can Philosophy of Language Provide the Key to the Foundations of Ethics?,Can Philosophy of Language Provide the Key to the Foundations of Ethics?,,,,,,,,,99--109,99,,,,,,,,,,,,,,,,,,,english,false,,,apel_ko,,,
4469,article,apel_ko:1996,,,1996,,De Kant {\`a} Peirce: la transformation s{\'e}miotique de la logique transcendantale,De Kant à Peirce: la transformation sémiotique de la logique transcendantale,,,,philosophie,48,48,,,,,,,,,,,,,,,,,,,,,,,french,false,,,apel_ko,,,1:metaphysics;2:transcendental_idealism
4470,article,apel_ko:1998,,,1998,,The Cartesian Paradigm of First Philosophy: A Critical Appreciation from the Perspective of Another (the Next?) Paradigm,The Cartesian Paradigm of First Philosophy: A Critical Appreciation from the Perspective of Another (the Next?) Paradigm,,,,international-journal-of-philosophical-studies,6,6,1,1,1--16,1,,,,,,,,,,,,,,,,,,,english,false,,,apel_ko,,,1:metaphilosophy
