id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
186359,UNKNOWN,zuber_i:1948,,,1948,,"Beitr{\""a}ge zur Biographie des Aristoteles",Beiträge zur Biographie des Aristoteles,,,,,,,,,,Fribourg,,d_e_partement_de_philosophie_universit_e_de_fribourg,,Th{\`e}se de doctorat,,,,,,,,,,,,ngerman,false,,zuber_i,,,
186360,UNKNOWN,zuber_jg:1991,,,1991,,"Mauvaise conscience et culpabilit{\'e} dans ``La g{\'e}n{\'e}alogie de la morale"" de F.W.~Nietzsche","Mauvaise conscience et culpabilité dans “La généalogie de la morale"" de F.W. Nietzsche",,,,,,,,,,Fribourg,,d_e_partement_de_philosophie_universit_e_de_fribourg,,Travail de licence,,,,,,,,,,,,french,false,,zuber_jg,,,
186361,incollection,zuber_ma:2015,,,2015,,Johann Jacob Zimmermann and God's Two Books: Copernican Cosmology in Lutheran Germany around 1700,Johann Jacob Zimmermann and God's Two Books: Copernican Cosmology in Lutheran Germany around 1700,,,,,,,83--100,,,,,,,,,,,,,,,,,,,,false,,zuber_ma,,,1:science
186362,article,zuber_r:1972,,,1972,,{\`A} propos de la question dite g{\'e}n{\'e}rale,À propos de la question dite générale,,,,dialectica,26,2,131--138,,,,,,,,,,,,,,,,,10.1111/j.1746-8361.1972.tb01234.x,,french,false,,zuber_r,,,1:method;2:dialectic
186363,article,zuber_r:1973,,,1973,,Presuppositional Ambiguity,Presuppositional Ambiguity,,,,logique-et-analyse,16,63/64,443--449,,,,,,,,,,,,,,,,,,,,false,,zuber_r,,,1:pragmatics;2:presupposition
186364,article,zuber_r:1976,,,1976,,Knowledge and Analyticity,Knowledge and Analyticity,,,,logique-et-analyse,19,74--76,219--222,,,,,,,,,,,,,,,,,,,,false,,zuber_r,,,1:representation;2:analyticity
186365,article,zuber_r:1978,,,1978,,Analyticity and Genericness,Analyticity and Genericness,,,,grazer-philosophische-studien,6,,63--73,,,,,,,,,,,,,,,,,,,,false,,zuber_r,,,1:representation;2:analyticity
186366,incollection,zuber_r:1998,,,1998,,"Polish Logic, Language and Philosophy of Language","Polish Logic, Language and Philosophy of Language",,,,,,,219--239,,,,,,,,,,,,,,,,,,,,false,,zuber_r,,,1:logic
186367,article,zuber_r:2003,,,2003,,Quantificateurs faiblement r{\'e}ductibles,Quantificateurs faiblement réductibles,,,,logique-et-analyse,46,183/184,441--446,,,,,,,,,,,,,,,,,,,french,false,,zuber_r,,,1:language;2:quantifiers
186368,incollection,zuber_s:2016,,,2016,,Measuring Intergenerational Fairness,Measuring Intergenerational Fairness,,,,,,,65--82,,,,,,,,,,,,,,,,,,,,false,,zuber_s,,,1:ethics;2:population_ethics;3:future_generations
186369,book,zubiri:2003,,,2003,,L'homme et la v{\'e}rit{\'e},L'homme et la vérité,,,,,,,,,ouverture_philosophique,Paris,,,l-harmattan,,,,,,,,,,,,,french,false,,zubiri,,,1:social_sciences;2:anthropology
