id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
167072,article,thacker_jk:1879,,,1879,,Professor Maxwell on the Relativity of Motion,Professor Maxwell on the Relativity of Motion,,,,mind,4,14,262--266,262,,,,,,,,,,,,,,,,,,,english,false,,,thacker_jk,,,1:time;2:motion
167073,incollection,thacker_m-moseley:2017,,,2017,,Pathophysiological Mechanisms of Chronic Pain,Pathophysiological Mechanisms of Chronic Pain,,,,,,,124--140,124,,,,,,,,,,,,,,,,,,,english,false,,,thacker_m;moseley_l,,,1:feeling;2:pain
167074,incollection,thackray:1970,,,1970,,Science: Has its Present Past a Future?,Science: Has its Present Past a Future?,,,,,,,112--126,112,,,,,,,,,,,,,,,,,,,english,false,,,thackray,,,1:science;2:history_of_science
167075,incollection,thackray:1970a,,,1970,,Reply to \citet{laudan_l:1970},Reply to Laudan (1970),,,,,,,132--133,132,,,,,,,,,,,,,,,,,,,english,false,,,thackray,,,1:science;2:history_of_science
167076,incollection,thackray:1970b,,,1970,,Comment on \citet{hesse_m:1970b},Comment on Hesse (1970),,,,,,,160--162,160,,,,,,,,,,,,,,,,,,,english,false,,,thackray,,,1:science;2:history_of_science
167077,article,thaer:1920,,,1920,,"Reine Anschauung und Idealit{\""a}t des Raumes",Reine Anschauung und Idealität des Raumes,,,,kant-studien,24,1,107--115,107,,,,,,,,,,,,,,,,,,,ngerman,false,,,thaer,,,1:space_spacetime;2:nature_of_spacetime;3:ideality_of_space
167078,incollection,thagard-finn:2011,,,2011,,Conscience: What is Moral Intuition?,Conscience: What is Moral Intuition?,,,,,,,150--169,150,,,,,,,,,,,,,,,,,,,english,false,,,thagard;finn_t,,,1:ethics;2:conscience
167079,incollection,thagard-nowak:1988,,,1988,,The Explanatory Coherence of Continental Drift,The Explanatory Coherence of Continental Drift,,,,,,,118--126,118,,,,,,,,,,,,,,,,,,,english,false,,,thagard;nowak_g,,,1:explanation;2:explanation_in_science
167080,incollection,thagard-shelley:1997,,,1997,,"Abductive Reasoning: Logic, Visual Thinking, and Coherence","Abductive Reasoning: Logic, Visual Thinking, and Coherence",,,,,,,413--428,413,,,,,,,,,,,,,,,,,,,english,false,,,thagard;shelley_c,,,1:explanation;2:abduction
167081,article,thagard:1977,,,1977,,The Unity of Peirce's Theory of Hypothesis,The Unity of Peirce's Theory of Hypothesis,,,,transactions-of-the-charles-sanders-peirce-society,13,,112--121,112,,,,,,,,,,,,,,,,,,,english,false,,,thagard,,,1:method
167082,article,thagard:1978,,,1978,,The Best Explanation: Criteria for Theory Choice,The Best Explanation: Criteria for Theory Choice,,,,the-journal-of-philosophy,75,,76--92,76,,,,,,,,,,,,,,,,,,,english,false,,,thagard,,,1:explanation;2:abduction
