id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
170909,book,ucciani:2004,,,2004,,La peinture des concepts,La peinture des concepts,,,,,,,,,ouverture_philosophique,Paris,,,l-harmattan,,,,,,,,,,,,,french,false,,ucciani,,,1:representation;2:concepts
170910,article,uchenko:1929,,,1929,,The Spans of Immediacy and Truth,The Spans of Immediacy and Truth,,,,the-journal-of-philosophy,26,10,253--264,,,,,,,,,,,,,,,,,,,,false,,uchenko,,,1:truth
170911,incollection,uchenko:1931,,,1931,,Footnotes to Formal Logic,Footnotes to Formal Logic,,,,,,,1--180,,,,,,,,,,,,,,,,,,,,false,,uchenko,,,1:ontology;2:events
170912,incollection,uchida:1998,,,1998,,Text and Relevance,Text and Relevance,,,,,,,160--178,,,,,,,,,,,,,,,,,,,,false,,uchida,,,1:pragmatics;2:relevance
170913,article,uchii:1974,,,1974,,`Ought' and Conditionals,‘Ought' and Conditionals,,,,logique-et-analyse,14,65/66,143--164,,,,,,,,,,,,,,,,,,,,false,,uchii,,,2:deontic_logic
170914,incollection,uchii:1977,,,1977,,Induction and Causality in a Cellular Space,Induction and Causality in a Cellular Space,,,,,,,448--461,,,,,,,,,,,,,,,,,,,,false,,uchii,,,1:method;2:induction;3:inductive_logic
170915,incollection,uchii:1990,,,1990,,Burks's Logic of Conditionals,Burks's Logic of Conditionals,,,,,,,191--208,,,,,,,,,,,,,,,,,,,,false,,uchii,,,1:logic;2:conditional_logic
170916,article,uckelman-chan:2016,,,2016,,Against Truth-Conditional Theories of Meaning: Three Lessons from the Language(s) of Fiction,Against Truth-Conditional Theories of Meaning: Three Lessons from the Language(s) of Fiction,,,,res-philosophica,93,2,441--459,,,,,,,,,,,,,,,,,,,,false,,uckelman;chan_ph,,,1:representation;2:meaning_theories;3:truth_conditional_semantics
170917,article,uckelman-etal:2014,,,2014,,A Curious Dialogical Logic and its Composition Problem,A Curious Dialogical Logic and its Composition Problem,,,,journal-of-philosophical-logic,43,6,1065--1100,,,,,,,,,,,,,,,,,,,,false,,uckelman;alama;knoks_a,,,1:logic
170918,incollection,uckelman-johnston:2010a,,,2010,,A Simple Semantics for Aristotelian Apodeictic Syllogistics,A Simple Semantics for Aristotelian Apodeictic Syllogistics,,,,,,,454--469,,,,,,,,,,,,,,,,,,,,false,,uckelman;johnston_s,,,1:logic;2:syllogistic
170919,incollection,uckelman-lagerlund:2016,,,2016,,Logic in the Latin Thirteenth Century,Logic in the Latin Thirteenth Century,,,,,,,119--141,,,,,,,,,,,,,,,,,,,,false,,uckelman;lagerlund,,,1:logic;2:history_of_logic
170920,article,uckelman:2009a,,,2009,,The Ontological Argument and Russel's Antinomy,The Ontological Argument and Russel's Antinomy,,,,logic-and-logical-philosophy,18,3/4,309--312,,,,,,,,,,,,,,,,,,,,false,,uckelman,,,1:religion;2:arguments_for_the_existence_of_god;3:ontological_argument
170921,article,uckelman:2010,,,2010,,Logic and the Condemnations of 1277,Logic and the Condemnations of 1277,,,,journal-of-philosophical-logic,39,2,201--227,,,,,,,,,,,,,,,,,,,,false,,uckelman,,,1:history_of_philosophy
170922,article,uckelman:2012,,,2012,,Arthur Prior and Medieval Logic,Arthur Prior and Medieval Logic,,,,synthese,188,3,349--366,,,,,,,,,,,,,,,,,,,,false,,uckelman,,,1:logic;2:history_of_logic
170923,article,uckelman:2012b,,,2012,,Interactive Logic in the Middle Ages,Interactive Logic in the Middle Ages,,,,logic-and-logical-philosophy,21,4,439--471,,,,,,,,,,,,,,,,,,,,false,,uckelman,,,1:logic
170924,incollection,uckelman:2013,,,2013,,Review of \citet{castagnoli:2010},Review of Castagnoli (2010),,,,,,,398--402,,,,,,,,,,,,,,,,,,,,false,,uckelman,,,1:reference;2:self_reference
170925,article,uckelman:2013a,,,2013,,Quantified Temporal Logic for Ampliation and Restriction,Quantified Temporal Logic for Ampliation and Restriction,,,,vivarium,51,1--4,485--510,,,,,,,,,Reprinted in \citet[485--510]{bos_ep:2013},Reprinted in Bos (2013),,,,,,,,,,false,,uckelman,,,1:reference
170926,incollection,uckelman:2014,,,2014,,Reasoning about Obligations in Obligationes: A Formal Approach,Reasoning about Obligations in Obligationes: A Formal Approach,,,,,,,553--568,,,,,,,,,,,,,,,,,,,,false,,uckelman,,,2:deontic_logic
170927,article,uckelman:2015,,,2015,,\emph{Sit Verum Obligationes} and Counterfactual Reasoning,Sit Verum Obligationes and Counterfactual Reasoning,,,,vivarium,53,1,90--113,,,,,,,,,,,,,,,,,,,,false,,uckelman,,,1:modality;2:counterfactuals
170928,article,uckelman:2015a,,,2015,,The Logic of Categorematic and Syncategorematic Infinity,The Logic of Categorematic and Syncategorematic Infinity,,,,synthese,192,8,2361--2377,,,,,,,,,,,,,,,,,,,,false,,uckelman,,,1:mathematics;2:infinity
170929,incollection,uckelman:2016,,,2016,,Beyond Formality: The Role of the Dialectical Context in Medieval Logic,Beyond Formality: The Role of the Dialectical Context in Medieval Logic,,,,,,,469--484,,,,,,,,,,,,,,,,,,,,false,,uckelman,,,1:language;2:logical_structure;3:logical_form
170930,incollection,uckelman:2016a,,,2016,,The Logic of Where and While in the 13th and 14th Centuries,The Logic of Where and While in the 13th and 14th Centuries,,,,,,,535--550,,,,,,,,,,,,,,,,,,,,false,,uckelman,,,1:space_spacetime;2:logic_of_space
170931,incollection,uckelman:2018,,,2018,,Bathsua Makin and Anna Maria van Schurman: Education and the Metaphysics of Being a Woman,Bathsua Makin and Anna Maria van Schurman: Education and the Metaphysics of Being a Woman,,,,,,,95--110,,,,,,,,,,,,,,,,,,,,false,,uckelman,,,1:metaphysics
170932,incollection,uckelman:2021,,,2021,,Kinds of Argument,Kinds of Argument,,,,,,,31--42,,,,,,,,,,,,,,,,,,,,false,,uckelman,,,1:argumentation
