id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
45255,article,duarte:2007,,,2007,,Aristotle's Theology and its Relation to the Science of Being qua Being,Aristotle's Theology and its Relation to the Science of Being qua Being,,,,apeiron,40,40,3,3,267--318,267,,,,,,,,,,,,,,,,,,,english,false,,,duarte,,,1:metaphysics;2:metametaphysics
45256,article,duarte:2013,,,2013,,Review of \citet{manning_g:2012},Review of Manning (2012),,,,journal-of-the-history-of-philosophy,51,51,4,4,681--682,681,,,,,,,,,,,,,,,,,,,english,false,,,duarte,,,1:complexity;2:hylomorphism
45257,incollection,duartedalmeida_l:2013,,,2013,,Legal Sex,Legal Sex,,,,,,,,,277,277,,,,,,,,,,,,,,,,,,,english,false,,,duartedalmeida_l,,,1:ethics;2:sexual_consent
45258,article,duartedalmeida_l:2016,,,2016,,Geach and Ascriptivism: Beside the Point,Geach and Ascriptivism: Beside the Point,,,,journal-for-the-history-of-analytical-philosophy,4,4,6,6,,,,,,,,,,,,,,,,,,,,,english,false,,,duartedalmeida_l,,,2:expressivism;3:ethical_emotivism
45259,article,duartedalmeida_l:2016a,,,2016,,Fundamental Legal Concepts: The Hohfeldian Framework,Fundamental Legal Concepts: The Hohfeldian Framework,,,,philosophy-compass,11,11,10,10,554--569,554,,,,,,,,,,,,,,,,,,,english,false,,,duartedalmeida_l,,,1:law
45260,UNKNOWN,dub_r:2013,,,2013,,"Delusions, Acceptances, and Cognitive Feelings","Delusions, Acceptances, and Cognitive Feelings",,,,,,,,,,,,,"Rutgers, New Jersey",,philosophy_department_rutgers_the_state_university_of_new_jersey,,PhD dissertation,,,,,,,,,,,,english,false,,,dub_r,,,1:belief;2:acceptance
45261,incollection,dub_r:2023,,,2023,,Emotions of Mineness,Emotions of Mineness,,,,,,,,,291--313,291,,,,,,,,,,,,,,,,,,,english,false,,,dub_r,,,1:representation;2:de_se;3:mineness
45262,incollection,duba_wo:2006,,,2006,,Francis of Marchia on Christ's Cognition of the Word,Francis of Marchia on Christ's Cognition of the Word,,,,,,,,,1613--1624,1613,,,,,,,,,,,,,,,,,,,english,false,,,duba_wo,,,1:religion
45263,incollection,duba_wo:2007,,,2007,,Continental Franciscan \emph{Quodlibeta} after Scotus,Continental Franciscan Quodlibeta after Scotus,,,,,,,,,569--650,569,,,,,,,,,,,,,,,,,,,english,false,,,duba_wo,,,1:religion
45264,article,duba_wo:2010a,,,2010,,"Neither First, nor Second, nor\dots~in his Commentary on the \emph{Sentences}.~Francis of Marchia's \emph{intentiones neutrae}","Neither First, nor Second, nor… in his Commentary on the Sentences. Francis of Marchia's intentiones neutrae",,,,quaestio-annuario-di-storia-della-metafisica,10,10,,,285--313,285,,,,,,,,,,,,,,,,,,,english,false,,,duba_wo,,,2:intentionality
45265,incollection,duba_wo:2014,,,2014,,"Three Franciscan Metaphysicians after Scotus: Antonius Andreae, Francis of Marchia, and Nicholas Bonet","Three Franciscan Metaphysicians after Scotus: Antonius Andreae, Francis of Marchia, and Nicholas Bonet",,,,,,,,,413--494,413,,,,,,,,,,,,,,,,,,,english,false,,,duba_wo,,,1:metaphysics
45266,UNKNOWN,duba_wo:2017,,,2017,,The Forge of Doctrine: The Academic Year 1330-31 and the Rise of Scotism ath the University of Paris,The Forge of Doctrine: The Academic Year 1330-31 and the Rise of Scotism ath the University of Paris,,,,,,,,,,,,,Fribourg,,d_e_partement_de_philosophie_universit_e_de_fribourg,,Th{\`e}se d'habilitation,,,,,,,,,,,,english,false,,,duba_wo,,,
45267,article,duba_wo:2017a,,,2017,,Quasi-Aristotelians and Proto-Scotists,Quasi-Aristotelians and Proto-Scotists,,,,vivarium,55,55,1--3,1,60--84,60,,,,,,,,,,,,,,,,,,,english,false,,,duba_wo,,,1:time;2:change;3:instant_of_change
45268,article,dubail:2001,,,2001,,Le bel esprit entre ostentation et dissimulation dans la Doctrine curieuse du P{\`e}re Garasse,Le bel esprit entre ostentation et dissimulation dans la Doctrine curieuse du Père Garasse,,,,libertinage-et-philosophie-au-xvi-ie-siecle,5,5,,,23--46,23,,,,,,,,,,,Les libertins et le masque: simulation et repr{\'e}sentation,Les libertins et le masque: simulation et représentation,,,,,,,french,false,,,dubail,,mckenna_a;moreau_pf,2:cognition
45269,article,dubarle_d:1952,,,1952,,Est-il possible d'axiomatiser la physique?,Est-il possible d'axiomatiser la physique?,,,,dialectica,6,6,23,23,226--253,226,,,,,,,,,,,,,,,,,10.1111/j.1746-8361.1952.tb01082.x,,french,false,,,dubarle_d,,,1:physics
45270,article,dubarle_d:1957,,,1957,,Formalisations et th{\'e}or{\`e}mes critiques,Formalisations et théorèmes critiques,,,,dialectica,11,11,41/42,41,88--120,88,,,,,,,,,,,,,,,,,10.1111/j.1746-8361.1957.tb00354.x,,french,false,,,dubarle_d,,,1:logic;2:formalisation
45271,article,dubarle_d:1960,,,1960,,Le math{\'e}maticien et l'ontologie,Le mathématicien et l'ontologie,,,,les-etudes-philosophiques,15,15,2,2,197--203,197,,,,,,,,,,,,,,,,,,,french,false,,,dubarle_d,,,1:mathematics
45272,article,dubarle_d:1966,,,1966,,Objectivit{\'e} et r{\'e}alit{\'e} dans le cas de la physique probabiliste,Objectivité et réalité dans le cas de la physique probabiliste,,,,dialectica,20,20,2,2,158--173,158,,,,,,,,,,,,,,,,,10.1111/j.1746-8361.1966.tb00514.x,,french,false,,,dubarle_d,,,1:probability
45273,incollection,dubarle_d:1979,,,1979,,Evolution de l'ontologie et extensions de la logique math{\'e}matique,Evolution de l'ontologie et extensions de la logique mathématique,,,,,,,,,93--120,93,,,,,,,,,,,,,,,,,,,french,false,,,dubarle_d,,,1:logic;2:history_of_logic
45274,book,dubarle_rp:1957,,,1957,,Initiation {\`a} la logique,Initiation à la logique,,,,,,,,,,,,,Paris,,,gauthier-villars-editeur,,,,,,,,,,,,,french,false,,,dubarle_rp,,,1:logic;2:logic_course
45275,book,dubas:2004,,,2004,,La m{\'e}decine et la question du sujet : enjeux {\'e}thiques et {\'e}conomiques,La médecine et la question du sujet : enjeux éthiques et économiques,,,,,,,,,,,,m_e_decine_sciences_humaines,Paris,,,les-belles-lettres,,,,,,,,,,,,,french,false,,,dubas,,,1:medicine
45276,article,dubay:1962,,,1962,,An Investigation into the Thomistic Concept of Pleasure,An Investigation into the Thomistic Concept of Pleasure,,,,the-new-scholasticism,36,36,1,1,76--99,76,,,,,,,,,,,,,,,,,,,english,false,,,dubay,,,1:feeling;2:pleasure
45277,book,dubbink-vanderdeijl:2023,,,2023,,Business Ethics: A Philosophical Introduction,Business Ethics: A Philosophical Introduction,,,,,,,,,,,,,Berlin,,,springer,,,,,,,,,,,10.1007/978-3-031-37932-1,,english,false,,,dubbink;vanderdeijl,,,1:ethics;2:business_ethics
45278,UNKNOWN,dubernet_g:1973,,,1973,,Le rationnel et l'irrationnel face au probl{\`e}me de l'existence de Dieu,Le rationnel et l'irrationnel face au problème de l'existence de Dieu,,,,,,,,,,,,,Fribourg,,d_e_partement_de_philosophie_universit_e_de_fribourg,,Travail de licence,,,,,,,,,,,,french,false,,,dubernet_g,,,
45279,UNKNOWN,dubey_t:1976,,,1976,,"L'unit{\'e}, facteur de beaut{\'e}","L'unité, facteur de beauté",,,,,,,,,,,,,Fribourg,,d_e_partement_de_philosophie_universit_e_de_fribourg,,Travail de licence,,,,,,,,,,,,french,false,,,dubey_t,,,
45280,incollection,dubiel:2011,,,2011,,Analysis,Analysis,,,,,,,,,525--534,525,,,,,,,,,,,,,,,,,,,english,false,,,dubiel,,,1:aesthetics;2:music
45281,article,dubik:1982,,,1982,,"Human Rights, Command Responsibility, and Walzer's Just War Theory","Human Rights, Command Responsibility, and Walzer's Just War Theory",,,,philosophy-public-affairs,11,11,,,354--371,354,,,,,,,,,,,,,,,,,,,english,false,,,dubik,,,1:political_philosophy;2:rights;3:human_rights
45282,incollection,dubinsky:1999,,,1999,,Investigations and Due Process,Investigations and Due Process,,,,,,,,,386--398,386,,,,,,,,,,,,,,,,,,,english,false,,,dubinsky,,,1:ethics;2:business_ethics
45283,book,dubislav:1926,,,1926,,Die Definition,Die Definition,,,,,,,,,,,,,Leipzig,,,felix-meiner-verlag,,1,Third edition: \citet{dubislav:1931},Third edition: Dubislav (1931),,,,,,,,,ngerman,false,,,dubislav,,,1:explanation;2:definition
45284,article,dubislav:1928,,,1928,,"Zur kalk{\""u}lm{\""a}ssigen Charakterisierung der Definitionen",Zur kalkülmässigen Charakterisierung der Definitionen,,,,annalen-der-philosophie-und-philosophischen-kritik,7,7,,,136--145,136,,,,,,,,,,,,,,,,,,,ngerman,false,,,dubislav,,,1:explanation;2:definition
45285,article,dubislav:1930,,,1930,,"{\""U}ber den sogenannten Gegenstand der Mathematik",Über den sogenannten Gegenstand der Mathematik,,,,erkenntnis,1,1,,,27--48,27,,,,,,,,,,,,,,,,,,,ngerman,false,,,dubislav,,,1:mathematics;2:nature_of_number;3:ontology_of_numbers
