id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
185000,incollection,zabala:2015,,,2015,,Being and Metaphysics,Being and Metaphysics,,,,,,,267--276,,,,,,,,,,,,,,,,,,,,false,,zabala,,,1:ontology;2:being
185001,book,zabarella:1578,,,1578,,De Methodis / De Regressu,De Methodis / De Regressu,,,,,,19,,,die_geistesgeschichte_und_ihre_methoden,"M{\""u}nchen",,,wilhelm-fink-verlag,,,"Eingeleitet, {\""u}bersetzt und glossiert von Rudolf Schicker; 1995","Eingeleitet, übersetzt und glossiert von Rudolf Schicker; 1995",,,,,,,,,latin,false,,zabarella,,,1:method
185002,book,zabeeh-etal:1974,,,1974,,Readings in Semantics,Readings in Semantics,,,,,,,,,,"Urbana, Illinois",,,university-of-illinois-press,,,,,,,,,,,,,,false,,zabeeh;klemke_ed;jacobson_a,,,1:semantics
185003,incollection,zabel_g:2014,,,2014,,Through the Looking Glass.~Philosophical Reflections on the Art of Virtual Worlds,Through the Looking Glass. Philosophical Reflections on the Art of Virtual Worlds,,,,,,,407--419,,,,,,,,,,,,,,,,,,,,false,,zabel_g,,,1:aesthetics;2:art_works
185004,incollection,zabell:1987,,,1987,,Daniel Bernouilli,Daniel Bernouilli,,,,,,,12--14,,,,,,,,,,,,,,,,,,,,false,,zabell,,,1:decision_theory;2:preference
185005,incollection,zabell:1988,,,1988,,Symmetry and Its Discontents,Symmetry and Its Discontents,,,,,,,155--190,,,,,,,,,,,,,,,,,,,,false,,zabell,,,1:probability
185006,incollection,zabell:1997,,,1997,,The Continuum of Inductive Methods Revisited,The Continuum of Inductive Methods Revisited,,,,,,,351--385,,,,,,,,,,,,,,,,,,,,false,,zabell,,,1:method;2:induction
185007,incollection,zabell:2008,,,2008,,Carnap on Probability and Induction,Carnap on Probability and Induction,,,,,,,273--294,,,,,,,,,,,,,,,,,,,,false,,zabell,,,1:probability
185008,incollection,zabell:2009,,,2009,,Philosophy of Inductive Logic: The Bayesian Perspective,Philosophy of Inductive Logic: The Bayesian Perspective,,,,,,,724--774,,,,,,,,,,,,,,,,,,,,false,,zabell,,,1:method;2:induction
185009,incollection,zabell:2011,,,2011,,The Subjective and the Objective,The Subjective and the Objective,,,,,,,1149--1174,,,,,,,,,,,,,,,,,,,,false,,zabell,,,1:probability
185010,incollection,zabell:2011a,,,2011,,Carnap and the Logic of Induction,Carnap and the Logic of Induction,,,,,,,265--310,,,,,,,,,,,,,,,,,,,,false,,zabell,,,1:method;2:induction
185011,incollection,zabell:2016a,,,2016,,Symmetry Arguments in Probability,Symmetry Arguments in Probability,,,,,,,315--340,,,,,,,,,,,,,,,,,,,,false,,zabell,,,1:probability
185012,article,zabludowski:1974,,,1974,,Concerning a Fiction About How Facts Are Forecast,Concerning a Fiction About How Facts Are Forecast,,,,the-journal-of-philosophy,71,4,97--112,,,,,,,,,Reprinted in \citet[57--78]{stalker:1994},Reprinted in Stalker (1994),,,,,,,,,,false,,zabludowski,,,1:method;2:induction
185013,incollection,zabludowski:1989,,,1989,,On Synonymy and Ontic Modalities,On Synonymy and Ontic Modalities,,,,,,,199--205,,,,,,,,,,,,,,,,,,,,false,,zabludowski,,,1:representation;2:hyperintensionality;3:synonymy
185014,incollection,zaborowski:2011,,,2011,,Why is there Anything at All Rather than Absolutely Nothing? F.W.J.~Schelling's Answer to the Ultimate Why Question,Why is there Anything at All Rather than Absolutely Nothing? F.W.J. Schelling's Answer to the Ultimate Why Question,,,,,,,146--169,,,,,,,,,,,,,,,,,,,,false,,zaborowski,,,1:persons;2:self;3:noumenal_self
185015,incollection,zaborowski:2011a,,,2011,,Heidegger's Hermeneutics: Towards a New Practice of Understanding,Heidegger's Hermeneutics: Towards a New Practice of Understanding,,,,,,,15--41,,,,,,,,,,,,,,,,,,,,false,,zaborowski,,,1:history_of_philosophy
185016,article,zaborowski:2017,,,2017,,"Nachdenken {\""u}ber Heimat: heimatliche Aufgehobenheit",Nachdenken über Heimat: heimatliche Aufgehobenheit,,,,philosophie-ch,,,,,,,,,,,,,,,,,,,,,https://www.philosophie.ch/2017-12-07-zaborowski,ngerman,false,,zaborowski,,,
185017,article,zach:2004,,,2004,,Decidability of Quantified and Propositional Intuitionistic Logic and S4 on Trees if Height and Arity $\leq\omega$,Decidability of Quantified and Propositional Intuitionistic Logic and S4 on Trees if Height and Arity ≤ω,,,,journal-of-philosophical-logic,33,2,155--164,,,,,,,,,,,,,,,,,,,,false,,zach,,,1:logic;2:un_decidability;3:decidability
185018,article,zach:2004a,,,2004,,"Hilbert's `\emph{Verungl{\""u}ckter Beweis}', the First Epsilon Theorem, and Consistency Proofs","Hilbert's ‘Verunglückter Beweis', the First Epsilon Theorem, and Consistency Proofs",,,,history-and-philosophy-of-logic,25,2,79--94,,,,,,,,,,,,,,,,,,,,false,,zach,,,1:mathematics
185019,article,zach:2005,,,2005,,Review of \citet{potter_md:2000},Review of Potter (2000),,,,notre-dame-journal-of-formal-logic,46,4,503--513,,,,,,,,,,,,,,,,,,,,false,,zach,,,
185020,incollection,zach:2007,,,2007,,Hilbert's Program Then and Now,Hilbert's Program Then and Now,,,,,,,411--448,,,,,,,,,,,,,,,,,,,,false,,zach,,,1:mathematics;2:nature_of_mathematics;3:hilbert_s_program
185021,article,zach:2016,,,2016,,Natural Deduction for the Sheffer Stroke and Peirce's Arrow (and any Other Truth-Functional Connective),Natural Deduction for the Sheffer Stroke and Peirce's Arrow (and any Other Truth-Functional Connective),,,,journal-of-philosophical-logic,45,2,183--197,,,,,,,,,,,,,,,,,,,,false,,zach,,,1:logic;2:natural_deduction
185022,incollection,zachar-krueger:2013,,,2013,,Personality Disorder and Validity: A History of Controversy,Personality Disorder and Validity: A History of Controversy,,,,,,,889--910,,,,,,,,,,,,,,,,,,,,false,,zachar;krueger_rf,,,1:psychology;2:psychiatry
185023,incollection,zachar:2008,,,2008,,Fact and Value in Emotion: An Introduction and Historical Review,Fact and Value in Emotion: An Introduction and Historical Review,,,,,,,1--14,,,,,,,,,,,,,,,,,,,,false,,zachar,,,1:feeling;2:emotions
185024,book,zachar:2014,,,2014,,The Metaphysics of Psychopathology,The Metaphysics of Psychopathology,,,,,,,,,,"Cambridge, Massachusetts",,,the-mit-press,,,,,,,,,,,,,,false,,zachar,,,1:psychology;2:mental_illness
185025,incollection,zachar:2014a,,,2014,,Beyond Natural Kinds: Toward a ``Relevant'' ``Scientific'' Taxonomy in Psychiatry,Beyond Natural Kinds: Toward a “Relevant” “Scientific” Taxonomy in Psychiatry,,,,,,,75--104,,,,,,,,,,,,,,,,,,,,false,,zachar,,,1:psychology;2:mental_illness
185026,book,zachhuber_j:2020,,,2020,,The Rise of Christian Theology and the End of Ancient Metaphysics: Patristic Philosophy from the Cappodocian Fathers to John of Damascus,The Rise of Christian Theology and the End of Ancient Metaphysics: Patristic Philosophy from the Cappodocian Fathers to John of Damascus,,,,,,,,,,Oxford,,,oxford-university-press,,,,,,,,,,,,,,false,,zachhuber_j,,,1:history_of_philosophy
185027,incollection,zachhuber_j:2021,,,2021,,Nature,Nature,,,,,,,27--40,,,,,,,,,,,,,,,,,,,,false,,zachhuber_j,,,1:science;2:concept_of_nature
185028,incollection,zachman_rc:2006,,,2006,,God Manifested in God's Works: The Knowledge of God in the Reformed Tradition,God Manifested in God's Works: The Knowledge of God in the Reformed Tradition,,,,,,,71--98,,,,,,,,,,,,,,,,,,,,false,,zachman_rc,,,1:religion
185029,incollection,zachman_rc:2015,,,2015,,The Christology of John Calvin,The Christology of John Calvin,,,,,,,284--296,,,,,,,,,,,,,,,,,,,,false,,zachman_rc,,,1:religion;2:god;3:christology
185030,incollection,zachman_rc:2016,,,2016,,John Calvin,John Calvin,,,,,,,235--250,,,,,,,,,,,,,,,,,,,,false,,zachman_rc,,,1:religion;2:theology
185031,incollection,zachman_rc:2016a,,,2016,,John Calvin,John Calvin,,,,,,,132--147,,,,,,,,,,,,,,,,,,,,false,,zachman_rc,,,1:religion;2:theology
185032,incollection,zack_n:2003,,,2003,,Philosophy and Racial Paradigms,Philosophy and Racial Paradigms,,,,,,,239--254,,,,,,,,,,,,,,,,,,,,false,,zack_n,,,1:political_philosophy;2:discrimination;3:race
185033,incollection,zack_n:2003a,,,2003,,Race and Racial Discrimination,Race and Racial Discrimination,,,,,,,219--244,,,,,,,,,,,,,,,,,,,,false,,zack_n,,,1:political_philosophy;2:discrimination;3:race
185034,incollection,zack_n:2007,,,2007,,"Can Third Wave Feminism Be Inclusive? Intersectionality, Its Problems, and New Directions","Can Third Wave Feminism Be Inclusive? Intersectionality, Its Problems, and New Directions",,,,,,,193--209,,,,,,,,,,,,,,,,,,,,false,,zack_n,,,1:political_philosophy;2:feminism
185035,book,zack_n:2017,,,2017,,The Oxford Handbook of Philosophy and Race,The Oxford Handbook of Philosophy and Race,The Oxford Handbook of Philosophy and Race,The Oxford Handbook of Philosophy and Race,,,,,,,oxford_handbooks,New York,,,oxford-university-press,,,,,,,,,,,10.1093/oxfordhb/9780190236953.001.0001,,,false,,,zack_n,,1:political_philosophy;2:discrimination;3:race
185036,incollection,zack_n:2017a,,,2017,,Introduction,Introduction,,,,,,,1--14,,,,,,,,,,,,,,,,,,,,false,,zack_n,,,1:political_philosophy;2:discrimination;3:race
185037,incollection,zack_n:2017b,,,2017,,How Mixed Race Is Not Constructed: US Identities and Perspectives,How Mixed Race Is Not Constructed: US Identities and Perspectives,,,,,,,380--391,,,,,,,,,,,,,,,,,,,,false,,zack_n,,,1:political_philosophy;2:discrimination;3:race
185038,incollection,zack_n:2017c,,,2017,,"Ideal, Nonideal, and Empirical Theories of Social Justice: The Need for Applicative Justice in Addressing Injustice","Ideal, Nonideal, and Empirical Theories of Social Justice: The Need for Applicative Justice in Addressing Injustice",,,,,,,548--560,,,,,,,,,,,,,,,,,,,,false,,zack_n,,,1:political_philosophy;2:justice
185039,incollection,zack_n:2017d,,,2017,,Gender Theory in Philosophy of Race,Gender Theory in Philosophy of Race,,,,,,,598--607,,,,,,,,,,,,,,,,,,,,false,,zack_n,,,1:political_philosophy;2:discrimination;3:race
185040,book,zack_n:2018,,,2018,,Philosophy of Race.~An Introduction,Philosophy of Race. An Introduction,,,,,,,,,palgrave_philosophy_today,London,,,palgrave-macmillan,,,,,,,,,,,10.1007/978-3-031-27374-2,,,false,,zack_n,,,1:political_philosophy;2:discrimination;3:race
185041,book,zack_n:2023,,,2023,,Ethics for Disaster,Ethics for Disaster,,,,,,,,,,"Lanham, Maryland",,,rowman-littlefield,,2,,,,,,,,,,,,false,,zack_n,,,1:ethics
185042,incollection,zacka:2019,,,2019,,What is Public Space For? Political Imaginaries and Policy Implications,What is Public Space For? Political Imaginaries and Policy Implications,,,,,,,143--155,,,,,,,,,,,,,,,,,,,,false,,zacka,,,1:political_philosophy
