id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
81408,book,iula_e:2013,,,2013,,La chair et la cit{\'e}.~Sexualit{\'e} et politique chez Aristote,La chair et la cité. Sexualité et politique chez Aristote,,,,,,,,,,,,mimesis,Paris,,,librairie-philosophique-jean-vrin,,,,,,,,,,,,,french,false,,,iula_e,,,1:social_philosophy;2:sex
