id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
67587,article,ha_jh:1988,,,1988,,On the Propositional Relation Theory of Perception,On the Propositional Relation Theory of Perception,,,,grazer-philosophische-studien,32,32,,,205--208,205,,,,,,,,,,,On the Background of Contemporary Philosophical Logic,On the Background of Contemporary Philosophical Logic,,,,,,,english,false,,,ha_jh,,hilpinen,1:perception;2:perceptual_content
67588,incollection,ha_jh:1997,,,1997,,A Defense of Chisholm's Direct-Attribution Theory of Objective Reference,A Defense of Chisholm's Direct-Attribution Theory of Objective Reference,,,,,,,,,481--497,481,,,,,,,,,,,,,,,,,,,english,false,,,ha_jh,,,1:modality;2:de_dicto_de_re
67589,unpublished,ha_v-etal:1997,,,1997,,Case-Based Preference Elicitation (Preliminary Report),Case-Based Preference Elicitation (Preliminary Report),,,,,,,,,,,,,,,,,,,"Unpublished manuscript, Department of Electrical Engineering and Computer Science, University of Wisconsin-Milwaukee","Unpublished manuscript, Department of Electrical Engineering and Computer Science, University of Wisconsin-Milwaukee",,,,,,,,,english,false,,,ha_v;li_t;haddaway,,,1:decision_theory;2:preference;3:utility
67590,incollection,ha_v-haddaway:1997,,,1997,,Problem-Focused Incremental Elicitation of Multi-Attribute Utility Models,Problem-Focused Incremental Elicitation of Multi-Attribute Utility Models,,,,,,,,,215--222,215,,,,,,,,,,,,,,,,,,,english,false,,,ha_v;haddaway,,,1:decision_theory;2:preference;3:utility
67591,incollection,ha_v-haddaway:1998,,,1998,,Geometric Foundations for Interval-Based Probabilities,Geometric Foundations for Interval-Based Probabilities,,,,,,,,,582--593,582,,,,,,,,,,,,,,,,,,,english,false,,,ha_v;haddaway,,,1:information;2:knowledge_representation
67592,inproceedings,ha_v-haddaway:1998a,,,1998,,Toward Case-Based Preference Elicitation: Similarity Measures on Preference Structures,Toward Case-Based Preference Elicitation: Similarity Measures on Preference Structures,Toward Case-Based Preference Elicitation: Similarity Measures on Preference Structures,Toward Case-Based Preference Elicitation: Similarity Measures on Preference Structures,,,,,,,193--201,193,,,"San Francisco, California",,,morgan-kaufmann-publishers,,,,,,,,,,,,,english,false,,,ha_v;haddaway,,,1:decision_theory;2:preference
67593,article,ha_v-haddaway:2003,,,2003,,Similarity of Personal Preferences: Theoretical Foundations and Empirical Analysis,Similarity of Personal Preferences: Theoretical Foundations and Empirical Analysis,,,,artificial-intelligence,146,146,2,2,149--173,149,,,,,,,,,,,,,,,,,,,english,false,,,ha_v;haddaway,,,1:decision_theory;2:preference
67594,article,haack_rj:1971,,,1971,,On Davidson's Paratactic Theory of Oblique Objects,On Davidson's Paratactic Theory of Oblique Objects,,,,nous,5,5,4,4,351--361,351,,,,,,,,,,,,,,,,,,,english,false,,,haack_rj,,,1:representation;2:metarepresentation;3:indirect_discourse
67595,article,haack_rj:1974,,,1974,,Prior on Extensionality,Prior on Extensionality,,,,logique-et-analyse,17,17,67/68,67,295--299,295,,,,,,,,,,,,,,,,,,,english,false,,,haack_rj,,,1:language;2:intensionality
67596,book,haack_s:1974,,,1974,,"Deviant Logic, Fuzzy Logic: Beyond the Formalism","Deviant Logic, Fuzzy Logic: Beyond the Formalism",,,,,,,,,,,,,"Chicago, Illinois",,,university-of-chicago-press,,,Expanded version 1996,Expanded version 1996,,,,,,,,,english,false,,,haack_s,,,1:vagueness
67597,article,haack_s:1974a,,,1974,,On a Theological Argument for Fatalism,On a Theological Argument for Fatalism,,,,the-philosophical-quarterly,24,24,95,95,156--159,156,,,,,,,,,,,,,,,,,,,english,false,,,haack_s,,,1:time;2:the_future;3:fatalism
67598,article,haack_s:1974b,,,1974,,Mentioning Expressions,Mentioning Expressions,,,,logique-et-analyse,17,17,67/68,67,277--294,277,,,,,,,,,,,,,,,,,,,english,false,,,haack_s,,,1:language;2:quotation
67599,article,haack_s:1975,,,1975,,Review of \citet{munitz:1974},Review of Munitz (1974),,,,the-philosophical-quarterly,25,25,100,100,283--284,283,,,,,,,,,,,,,,,,,,,english,false,,,haack_s,,,
67600,article,haack_s:1975a,,,1975,,On ``On Theological Fatalism Again'' Again,On “On Theological Fatalism Again” Again,,,,the-philosophical-quarterly,25,25,99,99,159--161,159,,,,,,,,,,,,,,,,,,,english,false,,,haack_s,,,1:time;2:the_future;3:fatalism
