id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
171025,article,ujvari:1984,,,1984,,Personal Identity Reconsidered,Personal Identity Reconsidered,,,,kant-studien,75,3,329--339,,,,,,,,,,,,,,,,,,,,false,,ujvari,,,1:persons;2:personal_identity
171026,article,ujvari:1989,,,1989,,Why Kantian Transcendental Philosophy Cannot Be a Metaphysical Foundation to Analysis of Language,Why Kantian Transcendental Philosophy Cannot Be a Metaphysical Foundation to Analysis of Language,,,,kant-studien,80,2,186--197,,,,,,,,,,,,,,,,,,,,false,,ujvari,,,1:metaphysics;2:transcendental_idealism
171027,article,ujvari:1993,,,1993,,Analytic Philosophy Challenged.~Scepticism and Arguing Transcendentally,Analytic Philosophy Challenged. Scepticism and Arguing Transcendentally,,,,erkenntnis,39,3,285--304,,,,,,,,,,,,,,,,,,,,false,,ujvari,,,1:method;2:transcendental_arguments
171028,incollection,ujvari:1995,,,1995,,Petitio Principii in Philosophical Arguments,Petitio Principii in Philosophical Arguments,,,,,,,159--164,,,,,,,,,,,,,,,,,,,,false,,ujvari,,,1:logic;2:entailment;3:logical_validity
171029,incollection,ujvari:1997,,,1997,,Omniscience and Essential Indexicals,Omniscience and Essential Indexicals,,,,,,,466--475,,,,,,,,,,,,,,,,,,,,false,,ujvari,,,1:religion;2:divine_attributes;3:divine_omniscience
171030,article,ujvari:1999,,,1999,,Multi-Criteria Predicates and Supervaluation,Multi-Criteria Predicates and Supervaluation,,,,acta-analytica,14,23,,,,,,,,,,,,,,,,,,,,,false,,ujvari,,,1:vagueness
171031,article,ujvari:1999a,,,1999,,"Realism, Reduction and Relation in the Philosophy of Brentano","Realism, Reduction and Relation in the Philosophy of Brentano",,,,magyar-filozofiai-szemle,14,23,,,,,,,,,,,,,,,,,,,,,false,,ujvari,,,1:vagueness
171032,article,ujvari:2004,,,2004,,Cambridge Change and Sortal Essentialism,Cambridge Change and Sortal Essentialism,,,,metaphysica,5,2,25--34,,,,,,,,,,,,,,,,,,,,false,,ujvari,,,2:essence;3:natural_kind_essence
171033,article,ujvari:2011,,,2011,,"Intrinsic, Hence Real; Extrinsic, Hence Unreal? The Modal and Sortal Properties of Continuants","Intrinsic, Hence Real; Extrinsic, Hence Unreal? The Modal and Sortal Properties of Continuants",,,,prolegomena,10,1,53--66,,,,,,,,,,,,,,,,,,,,false,,ujvari,,,1:properties;2:internal_external_properties
171034,article,ujvari:2012,,,2012,,Prior's Fable and the Limits of de Re Possibility [on \citet{prior_an:2012c}],Prior's Fable and the Limits of de Re Possibility [on Prior (2012)],,,,synthese,188,3,459--467,,,,,,,,,,,,,,,,,,,,false,,ujvari,,,1:modality;2:de_dicto_de_re
171035,book,ujvari:2013,,,2013,,"The Trope Bundle Theory of Substance: Change, Individuation and Individual Essence","The Trope Bundle Theory of Substance: Change, Individuation and Individual Essence",,,,,,,,,,Heusenstamm b.~Frankfurt,,,ontos-verlag,,,,,,,,,,,,,,false,,ujvari,,,1:properties;2:tropes
171036,article,ujvari:2013a,,,2013,,Individual Essence: gibt es solche?,Individual Essence: gibt es solche?,,,,metaphysica,14,1,17--30,,,,,,,,,,,,,,,,,,,ngerman,false,,ujvari,,,2:essence
171037,article,ujvari:2014,,,2014,,Mereological Principles in Metaphysics,Mereological Principles in Metaphysics,,,,metaphysica,15,2,391--407,,,,,,,,,,,,,,,,,,,,false,,ujvari,,,1:complexity;2:mereology
