id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
80998,book,ioannidis-etal:2022,,,2022,,Levels of Reality in Science and Philosophy,Levels of Reality in Science and Philosophy,,,,,,,,,,jerusalem_studies_in_philosophy_and_history_of_science,Berlin,,,springer,,,,,,,,,,,10.1007/978-3-030-99425-9,,english,false,,,ioannidis;vishne;hemmo;shenker_or,,,
80999,incollection,ioannidis-psillos:2017,,,2017,,Mechanisms and the Metaphysics of Causation,Mechanisms and the Metaphysics of Causation,,,,,,,144--156,144,,,,,,,,,,,,,,,,,,,english,false,,,ioannidis;psillos,,,1:causation;2:causal_explanation;3:mechanistic_explanation
81000,book,ioannidis-psillos:2022,,,2022,,Mechanisms in Science: Method or Metaphysics?,Mechanisms in Science: Method or Metaphysics?,,,,,,,,,,,Cambridge,,,cambridge-university-press,,,,,,,,,,,10.1017/9781009019668,,english,false,,,ioannidis;psillos,,,1:causation;2:causal_explanation;3:mechanistic_explanation
81001,book,ioannou_m-kyriakidou:2014,,,2014,,"Female Beauty in Art: History, Feminism, Women Artists","Female Beauty in Art: History, Feminism, Women Artists","Female Beauty in Art: History, Feminism, Women Artists","Female Beauty in Art: History, Feminism, Women Artists",,,,,,,,,Newcastle upon Tye,,,cambridge-scholars-publishing,,,,,,,,,,,,,english,false,,,,ioannou_m;kyriakidou_m,,2:aesthetic_value;3:beauty
81002,incollection,iocchi-etal:2000,,,2000,,"Planning with Sensing, Concurrency, and Exogenous Events: Logical Framework and Implementation","Planning with Sensing, Concurrency, and Exogenous Events: Logical Framework and Implementation",,,,,,,678--689,678,,,,,,,,,,,,,,,,,,,english,false,,,iocchi;nardi_d;rosati_r,,,1:action;2:planning
81003,incollection,iocco_g:2020,,,2020,,Assumptions and Objective Value-Theory: Meinong's Psychology of Valuation,Assumptions and Objective Value-Theory: Meinong's Psychology of Valuation,,,,,,,125--144,125,,,,,,,,,,,,,,,,,,,english,false,,,iocco_g,,,
81004,incollection,iognaprat:2008,,,2008,,Topographies of Penance in the Latin West (c.800--c.1200),Topographies of Penance in the Latin West (c.800–c.1200),,,,,,,149--172,149,,,,,,,,,,,,,,,,,,,english,false,,,iognaprat,,,1:religion;2:prayer
81005,book,ionel:2020,,,2020,,"Sinn und Begriff: Negativit{\""a}t bei Hegel und Heidegger",Sinn und Begriff: Negativität bei Hegel und Heidegger,,,,,,140,,,,quellen_und_studien_zur_philosophie,Berlin,,,de-gruyter,,,,,,,,,,,,,ngerman,false,,,ionel,,,1:ontology;2:negativity
81006,article,ionescu:2008,,,2008,,Hybrid Varieties of Pleasure and the Complex Case of the Pleasures of Learning in Plato's \emph{Philebus},Hybrid Varieties of Pleasure and the Complex Case of the Pleasures of Learning in Plato's Philebus,,,,dialogue-revue-canadienne-de-philosophie-canadian-philosophical-review,47,3/4,439--461,439,,,,,,,,,,,,,,,,,,,english,false,,,ionescu,,,1:feeling;2:pleasure
81007,incollection,ionicioiu:2015,,,2015,,Quantum Mechanics: Knocking at the Gates of Mathematical Foundations,Quantum Mechanics: Knocking at the Gates of Mathematical Foundations,,,,,,,167--180,167,,,,,,,,,,,,,,,,,,,english,false,,,ionicioiu,,,1:quantum_mechanics
81008,article,ionin:2006,,,2006,,This is Definitely Specific: Specificity and Definiteness in Article Systems,This is Definitely Specific: Specificity and Definiteness in Article Systems,,,,natural-language-semantics,14,2,175--234,175,,,,,,,,,,,,,,,,,,,english,false,,,ionin,,,1:language
81009,book,ioppolo-sedley:2007,,,2007,,"Pyrrhonists, Patricians, Platonizers.~Hellenistic Philosophy in the Period 155-86 BC.~Proceedings of the Tenth \emph{Symposium} Hellenisticum, Roma, 2004","Pyrrhonists, Patricians, Platonizers. Hellenistic Philosophy in the Period 155-86 BC. Proceedings of the Tenth Symposium Hellenisticum, Roma, 2004","Pyrrhonists, Patricians, Platonizers.~Hellenistic Philosophy in the Period 155-86 BC.~Proceedings of the Tenth \emph{Symposium} Hellenisticum, Roma, 2004","Pyrrhonists, Patricians, Platonizers. Hellenistic Philosophy in the Period 155-86 BC. Proceedings of the Tenth Symposium Hellenisticum, Roma, 2004",,,,,,,,,Napoli,,,bibliopolis,,,,,,,,,,,,,english,false,,,,ioppolo;sedley,,1:skepticism
81010,incollection,ioppolo-sedley:2007a,,,2007,,Introduction,Introduction,,,,,,,9--16,9,,,,,,,,,,,,,,,,,,,english,false,,,ioppolo;sedley,,,1:history_of_philosophy
81011,book,ioppolo:1980,,,1980,,Aristone di Chio e lo Stoicismo Antico,Aristone di Chio e lo Stoicismo Antico,,,,,,,,,,,Napoli,,,bibliopolis,,,,,,,,,,,,,italian,false,,,ioppolo,,,1:skepticism;2:ancient_skepticism
81012,book,ioppolo:1986,,,1986,,Opinione e Scienza: il dibattito tra Stoici e Accademici nel IIIe nel II secolo a.C.,Opinione e Scienza: il dibattito tra Stoici e Accademici nel IIIe nel II secolo a.C.,,,,,,,,,,,Napoli,,,bibliopolis,,,,,,,,,,,,,italian,false,,,ioppolo,,,1:skepticism;2:ancient_skepticism
81013,incollection,ioppolo:1988,,,1988,,Le cause antecedenti in Cicero's \emph{De Fato},Le cause antecedenti in Cicero's De Fato,,,,,,,397--424,397,,,,,,,,,,,,,,,,,,,italian,false,,,ioppolo,,,1:causation
81014,incollection,ioppolo:1990,,,1990,,Rappresentazione e assenso: un problema fisico e gnoseologico nella dottrina stoica,Rappresentazione e assenso: un problema fisico e gnoseologico nella dottrina stoica,,,,,,,121--150,121,,,,,,,,,,,,,,,,,,,italian,false,,,ioppolo,,,1:representation
81015,incollection,ioppolo:1991,,,1991,,Socrates' Profession of Ignorance and His Claim to Know,Socrates' Profession of Ignorance and His Claim to Know,,,,,,,,,,,,,,,,,,,,,,,,,,,english,false,,,ioppolo,,,1:knowledge
81016,incollection,ioppolo:1994,,,1994,,II concetto di causa nella filosofia ellenistica e romana,II concetto di causa nella filosofia ellenistica e romana,,,,,,,4491--4545,4491,,,,,,,,,,,,,,,,,,,italian,false,,,ioppolo,,,1:causation
81017,incollection,ioppolo:2007,,,2007,,L'assenso nella filosofia di Clitomaco: un problema di linguaggio?,L'assenso nella filosofia di Clitomaco: un problema di linguaggio?,,,,,,,225--268,225,,,,,,,,,,,,,,,,,,,italian,false,,,ioppolo,,,1:history_of_philosophy
81018,book,ioppolo:2013,,,2013,,"Dibattiti filosofici ellenistici.~Dottrina delle cause, Stoicismo, Accademia scettica","Dibattiti filosofici ellenistici. Dottrina delle cause, Stoicismo, Accademia scettica",,,,,,13,,,,studies_in_ancient_philosophy,Sankt Augustin b.~Bonn,,,academia-verlag,,,"A cura di Bruno Centrone, Riccardo Chiaradonna, Diana Quarantotto, Emidio Spinelli","A cura di Bruno Centrone, Riccardo Chiaradonna, Diana Quarantotto, Emidio Spinelli",,,,,,,,,italian,false,,,ioppolo,,,1:history_of_philosophy
81019,incollection,ioppolo:2013a,,,2013,,Elenchos socratico e genesi della strategia argomentativa dell'Accademia scettica,Elenchos socratico e genesi della strategia argomentativa dell'Accademia scettica,,,,,,,355--370,355,,,,,,,,,,,,,,,,,,,italian,false,,,ioppolo,,,1:skepticism
81020,incollection,ioppolo:2016,,,2016,,\emph{Sententia explosa}: Criticism of Stoic Ethics in \emph{De Finibus} 4,Sententia explosa: Criticism of Stoic Ethics in De Finibus 4,,,,,,,167--197,167,,,,,,,,,,,,,,,,,,,english,false,,,ioppolo,,,1:ethics
81021,incollection,ioppolo:2020,,,2020,,"Nature, God, and Determinism in Early Stoicism","Nature, God, and Determinism in Early Stoicism",,,,,,,236--247,236,,,,,,,,,,,,,,,,,,,english,false,,,ioppolo,,,1:determinism
81022,incollection,iordanskaja-etal:1991,,,1991,,Lexical Selection and Paraphrase in a Meaning-Text Generation Model,Lexical Selection and Paraphrase in a Meaning-Text Generation Model,,,,,,,,,,,,,,,,,,,,,,,,,,,english,false,,,iordanskaja;kittredge;polguere,,,1:linguistics;2:logic_for_natural_language;3:natural_language_generation
81023,book,iorio_m-stoecker:2015,,,2015,,"Actions, Reasons and Reason","Actions, Reasons and Reason","Actions, Reasons and Reason","Actions, Reasons and Reason",,,,,,,,,Berlin,,,de-gruyter,,,,,,,,,,,,,english,false,,,,iorio_m;stoecker,,1:action;2:reasons_for_action
81024,article,iorio_m:2001,,,2001,,How Are Agents Related to Their Actions? The Existentialist Response,How Are Agents Related to Their Actions? The Existentialist Response,,,,grazer-philosophische-studien,61,,107--123,107,,,,,,,,,,,Agents and their Actions,Agents and their Actions,,,,,,,english,false,,,iorio_m,,bittner_r;stoecker,1:action;2:agency;3:agent_causation
81025,book,iorio_m:2003,,,2003,,"Karl Marx -- Geschichte, Gesellschaft, Politik.~Eine Ein- und Weiterf{\""u}hrung","Karl Marx – Geschichte, Gesellschaft, Politik. Eine Ein- und Weiterführung",,,,,,,,,,ideen_argumente,Berlin,,,de-gruyter,,,,,,,,,,,,,ngerman,false,,,iorio_m,,,1:political_philosophy;2:marxism
81026,article,iorio_m:2008,,,2008,,Macht und Metamacht,Macht und Metamacht,,,,analyse-kritik,30,2,515--532,515,,,,,,,,,,,,,,,,,,,ngerman,false,,,iorio_m,,,1:social_philosophy;2:power
81027,book,iorio_m:2010,,,2010,,Regel und Grund.~Eine philosophische Abhandlung,Regel und Grund. Eine philosophische Abhandlung,,,,,,,,,,ideen_argumente,Berlin,,,de-gruyter,,,,,,,,,,,,,ngerman,false,,,iorio_m,,,1:action;2:reasons_for_action
81028,article,iorio_m:2011,,,2011,,``Sollen'',“Sollen”,,,,grazer-philosophische-studien,83,,199--222,199,,,,,,,,,,,,,,,,,,,ngerman,false,,,iorio_m,,,2:ought
81029,article,iorio_ma:1999,,,1999,,"Praktische Rationalita{\""a}t -- monistisch, nicht dualistisch","Praktische Rationalitaät – monistisch, nicht dualistisch",,,,analyse-kritik,21,1,41--56,41,,,,,,,,,,,,,,,,,,,ngerman,false,,,iorio_ma,,,1:rationality;2:practical_rationality
81030,UNKNOWN,ioup:1975,,,1975,,The Treatment of Quantifier Scope in a Transformational Grammar,The Treatment of Quantifier Scope in a Transformational Grammar,,,,,,,,,,,New York,,new_york_university,,PhD dissertation,,,,,,,,,,,,english,false,,,ioup,,,1:language;2:quantifiers;3:nl_quantifiers
