id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
124838,incollection,opalek:1964,,,1964,,The Rule of Law and Natural Law,The Rule of Law and Natural Law,,,,,,,497--507,497,,,,,,,,,,,,,,,,,,,english,false,,,opalek,,,2:ought
124839,article,opalek:1969,,,1969,,Some Problems of the Theory of Norms,Some Problems of the Theory of Norms,,,,logique-et-analyse,12,45,87--111,87,,,,,,,,,,,,,,,,,,,english,false,,,opalek,,,2:deontic_logic
124840,article,opalek:1970,,,1970,,On the Logical-Semantic Structure of Directives,On the Logical-Semantic Structure of Directives,,,,logique-et-analyse,13,49/50,169--211,169,,,,,,,,,,,,,,,,,,,english,false,,,opalek,,,2:deontic_logic;3:imperative_logic
124841,article,opalek:1971,,,1971,,Norm and Conduct.~The Problem of the ``Fulfillment'' of the Norm,Norm and Conduct. The Problem of the “Fulfillment” of the Norm,,,,logique-et-analyse,14,53/54,111--119,111,,,,,,,,,,,,,,,,,,,english,false,,,opalek,,,1:law;2:legal_reasoning
124842,article,opalek:1973,,,1973,,"Directives, Optatives, and Value Statements","Directives, Optatives, and Value Statements",,,,logique-et-analyse,16,61/62,221--258,221,,,,,,,,,,,,,,,,,,,english,false,,,opalek,,,
124843,incollection,opalek:1984,,,1984,,Integration Between Legal Research and Social Science,Integration Between Legal Research and Social Science,,,,,,,531--550,531,,,,,,,,,,,,,,,,,,,english,false,,,opalek,,,1:law
124844,incollection,opalek:1988,,,1988,,"Directives, Norms, and Performatives","Directives, Norms, and Performatives",,,,,,,183--204,183,,,,,,,,,,,,,,,,,,,english,false,,,opalek,,,2:deontic_logic
124845,article,openshaw:2022,,,2022,,Remembering Objects,Remembering Objects,,,,philosophers-imprint,22,11,,,,,,,,,,,,,,,,,,,10.3998/phimp.699,,english,false,,,openshaw,,,
124846,incollection,openshaw:2023,,,2023,,"(In Defence Of) Preservationism and the Previous Awareness Condition: What Is a Theory of Remembering, Anyway?","(In Defence Of) Preservationism and the Previous Awareness Condition: What Is a Theory of Remembering, Anyway?",,,,,,,290--307,290,,,,,,,,,,,,,,,,,10.1111/phpe.12191,,english,false,,,openshaw,,,
124847,book,ophaelders_m:2009,,,2009,,Filosofia arte estetica.~Incontri e conflitti,Filosofia arte estetica. Incontri e conflitti,,,,,,,,,,filosofie,Milano,,,mimesis-edizioni,,,,,,,,,,,,,italian,false,,,ophaelders_m,,,1:aesthetics
