id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
122085,article,nnodim_p:2004,,,2004,,Public Reason as a Form of Normative and Political Justification: A Study on Rawls's Idea of Public Reason and Kant's Notion of the Use of Public Reason in \emph{What is Enlightenment?},Public Reason as a Form of Normative and Political Justification: A Study on Rawls's Idea of Public Reason and Kant's Notion of the Use of Public Reason in What is Enlightenment?,,,,south-african-journal-of-philosophy-suid-afrikaanse-tydskrif-vir-wysbegeerte,23,23,2,2,148--157,148,,,,,,,,,,,,,,,,,,,english,false,,,nnodim_p,,,1:political_philosophy
122086,book,nnodim_p:2022,,,2022,,Beyond Justice as Fairness: Rethinking Rawls from a Cross-Cultural Perspective,Beyond Justice as Fairness: Rethinking Rawls from a Cross-Cultural Perspective,,,,,,,,,,,,,"Lanham, Maryland",,,rowman-littlefield,,,,,,,,,,,,,english,false,,,nnodim_p,,,
