id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
88013,incollection,kfirdahav-tennenholz:1996,,,1996,,Multi-Agent Belief Revision,Multi-Agent Belief Revision,,,,,,,175--196,175,,,,,,,,,,,,,,,,,,,english,false,,,kfirdahav;tennenholtz,,,1:rationality;2:belief_revision
