id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
81378,incollection,itani:1998,,,1998,,A Relevance-Based Analysis of Hearsay Particles: With Special Reference to Japanese Sentence-Final Particle \emph{ne},A Relevance-Based Analysis of Hearsay Particles: With Special Reference to Japanese Sentence-Final Particle ne,,,,,,,,,47--68,47,,,,,,,,,,,,,,,,,,,english,false,,,itani,,,1:pragmatics;2:relevance
81379,article,itelson:1890,,,1890,,Zur Geschichte des psychophysischen Problems,Zur Geschichte des psychophysischen Problems,,,,archiv-fur-geschichte-der-philosophie,3,3,2,2,282--290,282,,,,,,,,,,,,,,,,,,,ngerman,false,,,itelson,,,1:mind_body;2:dualism
81380,incollection,iten_c-etal:2007,,,2007,,On Restricting the Evidence Base for Linguistics,On Restricting the Evidence Base for Linguistics,,,,,,,,,219--246,219,,,,,,,,,,,,,,,,,,,english,false,,,iten_c;stainton_r;wearing_c,,,1:linguistics
81381,UNKNOWN,itim_g:2022,,,2022,,L'homme {\'e}conomique.~Pour une approche critique des comportements {\'e}conomiques,L'homme économique. Pour une approche critique des comportements économiques,,,,,,,,,,,,,Lausanne,,d_e_partement_de_philosophie_universit_e_de_lausanne,,M{\'e}moire de licence,,,,,,,,,,,https://iris.unil.ch/handle/iris/60933,french,false,,,itim_g,,,
81382,book,itkonen_e:1974,,,1974,,Linguistics and Metascience,Linguistics and Metascience,,,,,,,2,2,,,,studia_philosophica_turkuensia,"Kokem{\""a}ki",,,societas-philosophica-et-phaenomenologica-finlandiae,,,,,,,,,,,,,english,false,,,itkonen_e,,,1:linguistics;2:linguistics_as_a_science
81383,book,itkonen_e:1975,,,1975,,Concerning the Relationship Between Linguistics and Logic,Concerning the Relationship Between Linguistics and Logic,,,,,,,,,,,,,"310 Lindley Hall, Indiana University, Bloomington, Indiana 46405",,,indiana-university-linguistics-club,,,,,,,,,,,,,english,false,,,itkonen_e,,,1:linguistics
81384,incollection,itkonen_e:1975a,,,1975,,Transformational Grammar and the Philosophy of Science,Transformational Grammar and the Philosophy of Science,,,,,,,,,381--445,381,,,,,,,,,,,,,,,,,,,english,false,,,itkonen_e,,,1:linguistics
81385,techreport,itkonen_e:1976,,,1976,,Linguistics and Empiricalness: Answers to Criticisms,Linguistics and Empiricalness: Answers to Criticisms,,,,,,,4,4,,,,,Helsinki,department_of_general_linguistics_university_of_helsinki,,,,,,,,,,,,,,,english,false,,,itkonen_e,,,1:linguistics
81386,book,itkonen_e:1978,,,1978,,Grammatical Theory and Metascience.~A Critical Investigation into the Methodological and Philosophical Foundations of `Autonomous' Linguistics,Grammatical Theory and Metascience. A Critical Investigation into the Methodological and Philosophical Foundations of ‘Autonomous' Linguistics,,,,,,,5,5,,,,current_issues_in_linguistic_theory,Amsterdam,,,john-benjamins-publishing-co,,,,,,,,,,,,,english,false,,,itkonen_e,,,1:linguistics;2:linguistics_as_a_science
81387,incollection,itkonen_e:1979,,,1979,,Reply to \citet{dahl_o:1979},Reply to Dahl (1979),,,,,,,,,147--151,147,,,,,,,,,,,,,,,,,,,english,false,,,itkonen_e,,,1:epistemology;2:intuitions_as_reasons;3:intuitions_in_linguistics
