id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
125426,incollection,otabe_t:1995,,,1995,,From ``Clothing'' to ``Organ of Reason'': An Essay on the Theories of Metaphor in German Philosophy in the Age of Enlightenment,From “Clothing” to “Organ of Reason”: An Essay on the Theories of Metaphor in German Philosophy in the Age of Enlightenment,,,,,,,,,7--26,7,,,,,,,,,,,,,,,,,,,english,false,,,otabe_t,,,1:pragmatics;2:metaphor
125427,article,otakpor:1985,,,1985,,On the Relation Between Science and Logic,On the Relation Between Science and Logic,,,,indian-philosophical-quarterly,12,12,1,1,85--141,85,,,,,,,,,,,,,,,,,,,english,false,,,otakpor,,,1:science
125428,article,otakpor:1994,,,1994,,"Kai Nielsen on Cultural Identity, Self Definition and Progress in Philosophy","Kai Nielsen on Cultural Identity, Self Definition and Progress in Philosophy",,,,indian-philosophical-quarterly,21,21,1,1,11--34,11,,,,,,,,,,,,,,,,,,,english,false,,,otakpor,,,1:social_sciences;2:anthropology
125429,article,otani-hodge:1991,,,1991,,Mechanisms of Feelings of Knowing: The Role of Elaboration and Familiarity,Mechanisms of Feelings of Knowing: The Role of Elaboration and Familiarity,,,,psychological-record,41,41,,,523--535,523,,,,,,,,,,,,,,,,,,,english,false,,,otani;hodge_m,,,1:knowledge
125430,incollection,otero-cabalar:1999,,,1999,,Pertinence and Causality,Pertinence and Causality,,,,,,,,,111--119,111,,,,,,,,,,,,,,,,,,,english,false,,,otero;cabalar,,,1:action;2:reasons_for_action;3:reasons_vs_causes
125431,UNKNOWN,otheningirard_c:2011,,,2011,,Freud et Schopenhauer : limites d'un rapprochement des concepts d'inconscient et de volont{\'e},Freud et Schopenhauer : limites d'un rapprochement des concepts d'inconscient et de volonté,,,,,,,,,,,,,Lausanne,,d_e_partement_de_philosophie_universit_e_de_lausanne,,M{\'e}moire de licence,,,,,,,,,,,https://iris.unil.ch/handle/iris/60933,french,false,,,otheningirard_c,,,
125432,article,otoole_f:1974,,,1974,,Qualities and Powers in the Corpuscular Philosophy of Robert Boyle,Qualities and Powers in the Corpuscular Philosophy of Robert Boyle,,,,journal-of-the-history-of-philosophy,12,12,3,3,295--315,295,,,,,,,,,,,,,,,,,,,english,false,,,otoole_f,,,1:properties;2:powers
125433,article,otoole_f:1993,,,1993,,Descartes' Problematic Causal Principle of Ideas,Descartes' Problematic Causal Principle of Ideas,,,,journal-of-philosophical-research,18,18,,,167--191,167,,,,,,,,,Reprinted in \citet{chappell_vc:1997},Reprinted in Chappell (1997),,,,,,,,,english,false,,,otoole_f,,,1:representation;2:ideas
125434,article,otoole_gb:1943,,,1943,,Truth is in the Judgment,Truth is in the Judgment,,,,the-new-scholasticism,17,17,1,1,1--15,1,,,,,,,,,,,,,,,,,,,english,false,,,otoole_gb,,,1:truth
125435,incollection,otoole_rr-jennings:2004,,,2004,,The Megarians and the Stoics,The Megarians and the Stoics,,,,,,,,,397--522,397,,,,,,,,,,,,,,,,,,,english,false,,,otoole_rr;jennings_rae,,,1:logic;2:history_of_logic
125436,incollection,otoole_rr:1988,,,1988,,Organizational Weapons and Political Sects,Organizational Weapons and Political Sects,,,,,,,,,325--348,325,,,,,,,,,,,,,,,,,,,english,false,,,otoole_rr,,,1:science
125437,article,otsuka_mi:1994,,,1994,,Killing the Innocent in Self-Defense,Killing the Innocent in Self-Defense,,,,philosophy-public-affairs,23,23,1,1,74--94,74,,,,,,,,,,,,,,,,,,,english,false,,,otsuka_mi,,,1:social_philosophy;2:war
125438,article,otsuka_mi:1998,,,1998,,Self-Ownership and Equality: A Lockean Reconciliation,Self-Ownership and Equality: A Lockean Reconciliation,,,,philosophy-public-affairs,27,27,,,65--92,65,,,,,,,,,Reprinted in \citet{vallentyne-steiner:2000a},Reprinted in Vallentyne and Steiner (2000),,,,,,,,,english,false,,,otsuka_mi,,,1:political_philosophy;2:libertarianism
125439,book,otsuka_mi:2003,,,2003,,Libertarianism without Inequality,Libertarianism without Inequality,,,,,,,,,,,,,Oxford,,,oxford-university-press,,,,,,,,,,,10.1093/0199243956.001.0001,,english,false,,,otsuka_mi,,,1:political_philosophy;2:libertarianism
125440,incollection,otsuka_mi:2004,,,2004,,"Liberty, Equality, Envy, and Abstraction","Liberty, Equality, Envy, and Abstraction",,,,,,,,,70--78,70,,,,,,,,,,,,,,,,,,,english,false,,,otsuka_mi,,,1:political_philosophy;2:equality
125441,incollection,otsuka_mi:2006,,,2006,,Prerogatives to Depart from Equality,Prerogatives to Depart from Equality,,,,,,,,,95--112,95,,,,,,,,,,,,,,,,,,,english,false,,,otsuka_mi,,,1:political_philosophy;2:equality
125442,incollection,otsuka_mi:2009,,,2009,,"Moral Luck: Optional, Not Brute","Moral Luck: Optional, Not Brute",,,,,,,,,373--388,373,,,,,,,,,,,,,,,,,,,english,false,,,otsuka_mi,,,1:ethics
125443,article,otsuka_mi:2011,,,2011,,Licensed to Kill,Licensed to Kill,,,,analysis,71,71,3,3,523--532,523,,,,,,,,,,,,,,,,,,,english,false,,,otsuka_mi,,,1:social_philosophy;2:war
125444,incollection,otsuka_mi:2011a,,,2011,,Are Deontological Constraints Irrational?,Are Deontological Constraints Irrational?,,,,,,,,,38--58,38,,,,,,,,,,,,,,,,,,,english,false,,,otsuka_mi,,,1:political_philosophy;2:justice;3:distributive_justice
125445,incollection,otsuka_mi:2016,,,2016,,The Moral Responsibility Account of Liability to Defensive Killing,The Moral Responsibility Account of Liability to Defensive Killing,,,,,,,,,51--68,51,,,,,,,,,,,,,,,,,,,english,false,,,otsuka_mi,,,1:political_philosophy;2:war
