id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
182437,book,wobcke-etal:1998,,,1998,,"Agents and Multi-Agent Systems: Formalisms, Methodologies, and Applications.Based on the {AI}'97 Workshops on Commonsense Reasoning, Intelligent Agents, and Distributed Artificial Intelligence, Perth, Australia, December 1, 1997","Agents and Multi-Agent Systems: Formalisms, Methodologies, and Applications.Based on the AI'97 Workshops on Commonsense Reasoning, Intelligent Agents, and Distributed Artificial Intelligence, Perth, Australia, December 1, 1997","Agents and Multi-Agent Systems: Formalisms, Methodologies, and Applications.Based on the {AI}'97 Workshops on Commonsense Reasoning, Intelligent Agents, and Distributed Artificial Intelligence, Perth, Australia, December 1, 1997","Agents and Multi-Agent Systems: Formalisms, Methodologies, and Applications.Based on the AI'97 Workshops on Commonsense Reasoning, Intelligent Agents, and Distributed Artificial Intelligence, Perth, Australia, December 1, 1997",,,,,,,,,Berlin,,,springer,,,,,,,,,,,,,english,false,,,,wobcke;pagnucco;zhang_ch,,1:computation;2:distributed_systems;3:multi_agent_systems
182438,incollection,wobcke:1999,,,1999,,The Role of Context in the Analysis and Design of Agent Programs,The Role of Context in the Analysis and Design of Agent Programs,,,,,,,403--416,403,,,,,,,,,,,,,,,,,,,english,false,,,wobcke,,,1:pragmatics;2:context
182439,article,wodak_d-etal:2015,,,2015,,What a Loaded Generalization: Generics and Social Cognition,What a Loaded Generalization: Generics and Social Cognition,,,,philosophy-compass,10,9,625--635,625,,,,,,,,,,,,,,,,,,,english,false,,,wodak_d;leslie_sj;rhodes_ma,,,1:semantics;2:generics
182440,incollection,wodak_d-leslie:2018,,,2018,,The Mark of the Plural: Generic Generalizations and Race,The Mark of the Plural: Generic Generalizations and Race,,,,,,,277--289,277,,,,,,,,,,,,,,,,,,,english,false,,,wodak_d;leslie_sj,,,1:political_philosophy;2:discrimination;3:race
182441,incollection,wodak_d:2017,,,2017,,Expressivism and Varieties of Normativity,Expressivism and Varieties of Normativity,,,,,,,265--293,265,,,,,,,,,,,,,,,,,,,english,false,,,wodak_d,,,1:modality;2:types_of_necessity;3:normative_necessity
182442,incollection,wodak_d:2018,,,2018,,Mandatory Minimums and the War on Drugs,Mandatory Minimums and the War on Drugs,,,,,,,51--62,51,,,,,,,,,,,,,,,,,,,english,false,,,wodak_d,,,1:law;3:punishment
182443,article,wodak_d:2019,,,2019,,What if Well-Being Measurements Are Non-Linear?,What if Well-Being Measurements Are Non-Linear?,,,,australasian-journal-of-philosophy,97,1,29--45,29,,,,,,,,,,,,,,,,,,,english,false,,,wodak_d,,,1:social_philosophy;2:well_being
182444,article,wodak_d:2019a,,,2019,,Mere Formalities: Fictional Normativity and Normative Authority,Mere Formalities: Fictional Normativity and Normative Authority,,,,canadian-journal-of-philosophy,49,6,828--850,828,,,,,,,,,,,,,,,,,,,english,false,,,wodak_d,,,1:aesthetics;2:fiction
182445,article,wodak_d:2020,,,2020,,Redundant Reasons,Redundant Reasons,,,,australasian-journal-of-philosophy,98,2,266--278,266,,,,,,,,,,,,,,,,,,,english,false,,,wodak_d,,,1:epistemology;2:justification;3:reasons_for_belief
182446,incollection,wodak_d:2020a,,,2020,,Who's on First?,Who's on First?,,,,,,,49--71,49,,,,,,,,,,,,,,,,,,,english,false,,,wodak_d,,,1:ethics;2:metaethics
182447,book,wodak_r-forchtner:2018,,,2018,,The Routledge Handbook of Language and Politics,The Routledge Handbook of Language and Politics,The Routledge Handbook of Language and Politics,The Routledge Handbook of Language and Politics,,,,,,,,routledge_handbooks_in_linguistics,London,,,routledge,,,,,,,,,,,,,english,false,,,,wodak_r;forchtner,,1:language
182448,incollection,wodak_r:2020,,,2020,,"The Language of Walls: Inclusion, Exclusion, and the Racialization of Space","The Language of Walls: Inclusion, Exclusion, and the Racialization of Space",,,,,,,160--177,160,,,,,,,,,,,,,,,,,,,english,false,,,wodak_r,,,1:political_philosophy;2:discrimination;3:racism
182449,article,wodehouse:1908,,,1908,,Judgment and Apprehension,Judgment and Apprehension,,,,mind,17,67,359--367,359,,,,,,,,,,,,,,,,,,,english,false,,,wodehouse,,,1:pragmatics;2:judgement
182450,article,wodehouse:1910,,,1910,,The Apprehension of Feeling,The Apprehension of Feeling,,,,mind,19,76,523--532,523,,,,,,,,,,,,,,,,,,,english,false,,,wodehouse,,,1:feeling
182451,article,wodehouse:1910a,,,1910,,On Thinking About Oneself,On Thinking About Oneself,,,,international-journal-of-ethics,21,1,36--51,36,,,,,,,,,,,,,,,,,,,english,false,,,wodehouse,,,1:knowledge;2:self_knowledge
182452,article,wodehouse:1938,,,1938,,Colour: An Alternative Statement,Colour: An Alternative Statement,,,,philosophy,13,49,81--84,81,,,,,,,,,,,,,,,,,,,english,false,,,wodehouse,,,1:perception;2:colours
182453,article,woehler_hu:1979,,,1979,,Zur philosophischen Position des Nominalisten Petrus Abaelard,Zur philosophischen Position des Nominalisten Petrus Abaelard,,,,deutsche-zeitschrift-fur-philosophie,27,6,673--683,673,,,,,,,,,,,,,,,,,,,ngerman,false,,,woehler_hu,,,1:properties;2:property_nominalism
182454,incollection,woehler_hu:1991,,,1991,,Die Dimensionen des Universalienstreits,Die Dimensionen des Universalienstreits,,,,,,,1083--1098,1083,,,,,,,,,,,,,,,,,,,ngerman,false,,,woehler_hu,,,1:properties;2:universals
182455,incollection,woehler_hu:1995,,,1995,,Der Nominalismus des Johannes Rucherat von Wesel,Der Nominalismus des Johannes Rucherat von Wesel,,,,,,,367--380,367,,,,,,,,,,,,,,,,,,,ngerman,false,,,woehler_hu,,,1:history_of_philosophy
182456,incollection,woehler_hu:1998,,,1998,,"Horizonte der sp{\""a}tmittelalterlichen Philosophie.~Das Leipziger Quodlibet von 1459",Horizonte der spätmittelalterlichen Philosophie. Das Leipziger Quodlibet von 1459,,,,,,,338--344,338,,,,,,,,,,,,,,,,,,,ngerman,false,,,woehler_hu,,,1:history_of_philosophy
182457,incollection,woehrle_g:2006,,,2006,,"Vom Nutzen der Pflanzen f{\""u}r den Menschen.~Anthropozentrische Perspektiven in Theophrasts botanischen Schriften",Vom Nutzen der Pflanzen für den Menschen. Anthropozentrische Perspektiven in Theophrasts botanischen Schriften,,,,,,,269--285,269,,,,,,,,,,,,,,,,,,,ngerman,false,,,woehrle_g,,,1:biology
182458,book,woelck-matthews:1965,,,1965,,A Preliminary Classification of Adverbs in English,A Preliminary Classification of Adverbs in English,,,,,,,,,,,"310 Lindley Hall, Indiana University, Bloomington, Indiana 46405",,,indiana-university-linguistics-club,,,,,,,,,,,,,english,false,,,woelck;matthews_ph,,,1:semantics;2:adverbs
182459,article,woelfl:1999,,,1999,,Combinations of Tense and Modality for Predicate Logic,Combinations of Tense and Modality for Predicate Logic,,,,journal-of-philosophical-logic,28,4,371--398,371,,,,,,,,,,,,,,,,,,,english,false,,,woelfl,,,1:logic;2:modal_logic
182460,article,woelfl:2002,,,2002,,Propositional Q-Logic,Propositional Q-Logic,,,,journal-of-philosophical-logic,31,5,387--414,387,,,,,,,,,,,,,,,,,,,english,false,,,woelfl,,,1:action;2:action_formalisms
182461,book,woeller:2015,,,2015,,Theologie und Wissenschaft bei Petrus Aureoli,Theologie und Wissenschaft bei Petrus Aureoli,,,,,,117,,,,studien_und_texte_zur_geistesgeschichte_des_mittelalters,Leiden,,,ej-brill,,,,,,,,,,,,,ngerman,false,,,woeller,,,1:religion
182462,book,woepking_j:2016,,,2016,,Raum und Wissen,Raum und Wissen,,,,,,8,,,,berlin_studies_in_knowledge_research,Berlin,,,de-gruyter,,,,,,,,,,,,,ngerman,false,,,woepking_j,,,1:space_spacetime
182463,incollection,woermann:2018,,,2018,,Business Ethics in Africa,Business Ethics in Africa,,,,,,,624--640,624,,,,,,,,,,,,,,,,,,,english,false,,,woermann,,,1:ethics;2:business_ethics
