id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,author_keys,editor_keys,guesteditor_keys,keyword_keys
160065,article,staab-maedche:2001,,,2001,,Knowledge Portals: Ontologies at Work,Knowledge Portals: Ontologies at Work,,,,the-ai-magazine,22,2,63--75,,,,,,,,,,,,,,,,,,,,false,,staab;maedche_a,,,1:ai
160066,article,staab:2001,,,2001,,From Binary Temporal Relations to Non-Binary Ones and Back,From Binary Temporal Relations to Non-Binary Ones and Back,,,,artificial-intelligence,128,1/2,1--29,,,,,,,,,,,,,,,,,,,,false,,staab,,,1:rationality;2:temporal_reasoning
160067,incollection,staal:1961,,,1961,,Formal Structures in Indian Logic,Formal Structures in Indian Logic,,,,,,,155--162,,,,,,,,,,,,,,,,,,,,false,,staal,,,1:explanation
160068,article,staal:1965,,,1965,,E.W.~Beth,E.W. Beth,,,,dialectica,19,73/74,158--179,,,,,,,,,,,,,,,,,10.1111/j.1746-8361.1965.tb01455.x,,,false,,staal,,,1:mathematics;2:intuitionistic_mathematics
160069,incollection,staal:1973,,,1973,,Uncontained Rules of Meaning,Uncontained Rules of Meaning,,,,,,,845--862,,,,,,,,,,,,,,,,,,,,false,,staal,,,1:linguistics
160070,incollection,stabel:2010,,,2010,,"Die \emph{Kritik der reinen Vernunft} im Lichte der modernen Physik.~Einsteins Relativit{\""a}tstheorie als empirisches Analogon zu Kants Raum- und Zeitverst{\""a}ndnis",Die Kritik der reinen Vernunft im Lichte der modernen Physik. Einsteins Relativitätstheorie als empirisches Analogon zu Kants Raum- und Zeitverständnis,,,,,,,101--120,,,,,,,,,,,,,,,,,,,ngerman,false,,stabel,,,1:space_spacetime;2:nature_of_spacetime;3:ideality_of_space
160071,article,stabel:2012,,,2012,,Der Begriff der Gleichzeitigkeit bei Kant und Einstein,Der Begriff der Gleichzeitigkeit bei Kant und Einstein,,,,kant-studien,103,1,47--69,,,,,,,,,,,,,,,,,,,ngerman,false,,stabel,,,1:space_spacetime;2:physical_time;3:time_in_relativity_theory
160072,incollection,stabile_g:1999,,,1999,,Machinisme renaissant et processus de simplification chez Descartes,Machinisme renaissant et processus de simplification chez Descartes,,,,,,,311--322,,,,,,,,,,,,,,,,,,,french,false,,stabile_g,,,1:history_of_philosophy
160073,article,stace:1933,,,1933,,The Construction of the External World,The Construction of the External World,,,,mind,42,168,504--506,,,,,,,,,,,,,,,,,,,,false,,stace,,,1:ontology
160074,article,stace:1934,,,1934,,The Refutation of Realism,The Refutation of Realism,,,,mind,43,170,145--155,,,,,,,,,Reprinted in \citet[364--372]{feigl-sellars:1949},Reprinted in Feigl and Sellars (1949),,,,,,,,,,false,,stace,,,1:metaphysics;2:realism
160075,article,stace:1934a,,,1934,,The Present Dilemma in Philosophy,The Present Dilemma in Philosophy,,,,the-journal-of-philosophy,31,14,365--372,,,,,,,,,,,,,,,,,,,,false,,stace,,,1:metaphilosophy
160076,article,stace:1939,,,1939,,"Novelty, Indeterminism, and Emergence","Novelty, Indeterminism, and Emergence",,,,the-philosophical-review,48,,296--310,,,,,,,,,,,,,,,,,,,,false,,stace,,,2:emergence
160077,incollection,stace:1944,,,1944,,Russell's Neutral Monism,Russell's Neutral Monism,,,,,,,353--384,,,,,,,,,,,,,,,,,,,,false,,stace,,,1:mind_body;2:neutral_monism
160078,article,stace:1944a,,,1944,,Interestingness,Interestingness,,,,philosophy,18,74,233--241,,,,,,,,,,,,,,,,,,,,false,,stace,,,1:properties;2:internal_external_properties
160079,article,stace:1947,,,1947,,Are All Empirical Statements Merely Hypotheses?,Are All Empirical Statements Merely Hypotheses?,,,,the-journal-of-philosophy,44,2,29--38,,,,,,,,,,,,,,,,,,,,false,,stace,,,1:epistemology;2:a_priori
160080,incollection,stace:1959,,,1959,,Broad's Views on Religion,Broad's Views on Religion,,,,,,,171--196,,,,,,,,,,,,,,,,,,,,false,,stace,,,1:religion
160081,article,stacey_g-martin:2016,,,2016,,Review of \citet{kremer_ej:2014},Review of Kremer (2014),,,,the-journal-of-analytic-theology,4,,452--458,,,,,,,,,,,,,,,,,,,,false,,stacey_g;martin_lu,,,1:ontology;2:being
160082,article,stacey_g:2023,,,2023,,Modal Ontological Arguments,Modal Ontological Arguments,,,,philosophy-compass,18,8,e12938,e12938,,,,,,,,,,,,,,,,10.1111/phc3.12938,,,false,,stacey_g,,,
160083,incollection,stacey_r:2016,,,2016,,Popular Sovereignty and Revolutionary Constitution-Making,Popular Sovereignty and Revolutionary Constitution-Making,,,,,,,161--178,,,,,,,,,,,,,,,,,,,,false,,stacey_r,,,1:law;2:constitutionalism
160084,article,stache_c:2022,,,2022,,"{\""U}ber den Widerspruch zwischen Natur und Kapital",Über den Widerspruch zwischen Natur und Kapital,,,,philosophie-ch,,,,,,,,,,,,,,,,,,,,,https://www.philosophie.ch/2022-02-17-stache,ngerman,false,,stache_c,,,
160085,incollection,stachel:1969,,,1969,,Comments on \citet{havas_p:1969},Comments on Havas (1969),,,,,,,179--198,,,,,,,,,,,,,,,,,,,,false,,stachel,,,1:causation
160086,incollection,stachel:1973,,,1973,,Comments on `The Formal Representation of Physical Quantities' [\citet{vanfraassen:1973d}],Comments on ‘The Formal Representation of Physical Quantities' [van Fraassen (1973)],,,,,,,214--223,,,,,,,,,,,,,,,,,,,,false,,stachel,,,1:properties;2:quantities
160087,incollection,stachel:1973a,,,1973,,Comments on `Ontic Commitments of Quantum Mechanics' [\citet{mackinnon_e:1973}],Comments on ‘Ontic Commitments of Quantum Mechanics' [MacKinnon (1973)],,,,,,,309--317,,,,,,,,,,,,,,,,,,,,false,,stachel,,,1:quantum_mechanics
160088,incollection,stachel:1974,,,1974,,The Rise and Fall of Geometrodynamics,The Rise and Fall of Geometrodynamics,,,,,,,31--54,,,,,,,,,,,,,,,,,,,,false,,stachel,,,1:space_spacetime
160089,incollection,stachel:1974a,,,1974,,A Note on the Concept of Scientific Practice,A Note on the Concept of Scientific Practice,,,,,,,417--434,,,,,,,,,,,,,,,,,,,,false,,stachel,,,1:science
