id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,volume_numeric,number,number_numeric,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
88014,book,khader:2011,,,2011,,Adaptive Preferences and Women's Empowerment,Adaptive Preferences and Women's Empowerment,,,,,,,,,,,,,Oxford,,,oxford-university-press,,,,,,,,,,,10.1093/acprof:oso/9780199777884.001.0001,,english,false,,,khader,,,1:political_philosophy;2:feminism
88015,incollection,khader:2017,,,2017,,"Neoliberalism, Global Justice, and Transnational Feminisms","Neoliberalism, Global Justice, and Transnational Feminisms",,,,,,,,,607--619,607,,,,,,,,,,,,,,,,,,,english,false,,,khader,,,1:political_philosophy;2:feminism
88016,article,khader:2018,,,2018,,Victims' Stories and the Postcolonial Politics of Empathy,Victims' Stories and the Postcolonial Politics of Empathy,,,,metaphilosophy,49,49,1/2,1,13--26,13,,,,,,,,,,,,,,,,,,,english,false,,,khader,,,1:political_philosophy;2:discrimination
88017,incollection,khader:2018a,,,2018,,Should the Capability Approach be Paternalistic?,Should the Capability Approach be Paternalistic?,,,,,,,,,206--220,206,,,,,,,,,,,,,,,,,,,english,false,,,khader,,,1:political_philosophy;2:authority;3:paternalism
88018,book,khader:2019,,,2019,,Decolonizing Universalism,Decolonizing Universalism,,,,,,,,,,,,,Oxford,,,oxford-university-press,,,,,,,,,,,10.1093/oso/9780190664190.001.0001,,english,false,,,khader,,,
88019,book,khadhar_h:2018,,,2018,,Les lumi{\`e}res et l'Islam.~Quelle alt{\'e}rit{\'e} pour demain?,Les lumières et l'Islam. Quelle altérité pour demain?,,,,,,,,,,,,,Paris,,,l-harmattan,,,,,,,,,,,,,french,false,,,khadhar_h,,,1:religion;2:islam
88020,incollection,khaitan:2018,,,2018,,Indirect Discrimination,Indirect Discrimination,,,,,,,,,30--41,30,,,,,,,,,,,,,,,,,,,english,false,,,khaitan,,,1:political_philosophy;2:discrimination
88021,book,khalfa:1994,,,1994,,What is Intelligence?,What is Intelligence?,What is Intelligence?,What is Intelligence?,,,,,,,,,,,Cambridge,,,cambridge-university-press,,,,,,,,,,,,,english,false,,,,khalfa,,1:psychology;2:intelligence
88022,incollection,khalfa:1994a,,,1994,,Introduction: What is Intelligence?,Introduction: What is Intelligence?,,,,,,,,,1--12,1,,,,,,,,,,,,,,,,,,,english,false,,,khalfa,,,1:psychology;2:intelligence
88023,incollection,khalfa:2003,,,2003,,Pascal's Theory of Knowledge,Pascal's Theory of Knowledge,,,,,,,,,122--143,122,,,,,,,,,,,,,,,,,,,english,false,,,khalfa,,,1:epistemology
88024,incollection,khalfin_la:1990,,,1990,,The Quantum-Classical Correspondence in Light of Classical Bell's and Quantum Tsirelson's Inequalities,The Quantum-Classical Correspondence in Light of Classical Bell's and Quantum Tsirelson's Inequalities,,,,,,,,,477--494,477,,,,,,,,,,,,,,,,,,,english,false,,,khalfin_la,,,1:quantum_mechanics
88025,article,khalidi_ma:1995,,,1995,,Two Concepts of Concept,Two Concepts of Concept,,,,mind-and-language,10,10,,,402--422,402,,,,,,,,,,,,,,,,,,,english,false,,,khalidi_ma,,,1:representation;2:concepts
88026,article,khalidi_ma:1998,,,1998,,Natural Kinds and Crosscutting Categories,Natural Kinds and Crosscutting Categories,,,,the-journal-of-philosophy,95,95,1,1,33--50,33,,,,,,,,,,,,,,,,,,,english,false,,,khalidi_ma,,,1:causation;2:natural_kinds
88027,article,khalidi_ma:2001,,,2001,,Innateness and Domain Specificity,Innateness and Domain Specificity,,,,philosophical-studies,105,105,2,2,191--210,191,,,,,,,,,,,,,,,,,10.1023/a:1010300709123,,english,false,,,khalidi_ma,,,1:representation;2:ideas;3:innate_ideas
88028,incollection,khalidi_ma:2001a,,,2001,,Incommensurability,Incommensurability,,,,,,,,,172--180,172,,,,,,,,,,,,,,,,,,,english,false,,,khalidi_ma,,,1:science;2:theory_change
88029,article,khalidi_ma:2006,,,2006,,Review of \citet{elder_c:2004},Review of Elder (2004),,,,mind,115,115,457,457,149,149,,,,,,,,,,,,,,,,,,,english,false,,,khalidi_ma,,,2:essence
88030,article,khalidi_ma:2009,,,2009,,How Scientific Is Scientific Essentialism?,How Scientific Is Scientific Essentialism?,,,,journal-for-general-philosophy-of-science-zeitschrift-fur-allgemeine-wissenschaftstheorie,40,40,1,1,85--101,85,,,,,,,,,,,,,,,,,,,english,false,,,khalidi_ma,,,2:essence
88031,book,khalidi_ma:2013,,,2013,,Natural Categories and Human Kinds: Classification in the Natural and Social Sciences,Natural Categories and Human Kinds: Classification in the Natural and Social Sciences,,,,,,,,,,,,,Cambridge,,,cambridge-university-press,,,,,,,,,,,,,english,false,,,khalidi_ma,,,1:causation;2:natural_kinds
88032,incollection,khalidi_ma:2013a,,,2013,,Naturalizing Kinds,Naturalizing Kinds,,,,,,,,,115--135,115,,,,,,,,,,,,,,,,,,,english,false,,,khalidi_ma,,,1:causation;2:natural_kinds
88033,incollection,khalidi_ma:2016,,,2016,,"Zak{\={i}} Naj{\={i}}b Ma{\d{h}}m{\={u}}d (d.~1993), \emph{Na{\d{h}}wa Falsafa 'Ilmiyya (Toward a Scientific Philosophy)}","Zakī Najīb Maḥmūd (d. 1993), Naḥwa Falsafa 'Ilmiyya (Toward a Scientific Philosophy)",,,,,,,,,676--694,676,,,,,,,,,,,,,,,,,,,english,false,,,khalidi_ma,,,1:history_of_philosophy
88034,article,khalidi_ma:2016a,,,2016,,Mind-Dependent Kinds,Mind-Dependent Kinds,,,,journal-of-social-ontology,2,2,2,2,223--246,223,,,,,,,,,,,,,,,,,10.1515/jso-2015-0045,,english,false,,,khalidi_ma,,,2:extrinsic_entities
88035,incollection,khalidi_ma:2021,,,2021,,Are Sexes Natural Kinds?,Are Sexes Natural Kinds?,,,,,,,,,163--176,163,,,,,,,,,,,,,,,,,,,english,false,,,khalidi_ma,,,1:persons;2:gender;3:sexual_identity
88036,book,khalidi_ma:2023,,,2023,,Cognitive Ontology: Taxonomic Practices in the Mind-Brain Sciences,Cognitive Ontology: Taxonomic Practices in the Mind-Brain Sciences,,,,,,,,,,,,,Cambridge,,,cambridge-university-press,,,,,,,,,,,10.1017/9781009223645,,english,false,,,khalidi_ma,,,1:ontology;2:ai_ontology
88037,incollection,khalidmasud:2003,,,2003,,The Scope of Pluralism in Islamic Moral Traditions,The Scope of Pluralism in Islamic Moral Traditions,,,,,,,,,180--194,180,,,,,,,,,,,,,,,,,,,english,false,,,khalidmasud,,,1:ethics;2:metaethics;3:moral_relativism
88038,incollection,khalifa-etal:2017,,,2017,,Inference to the Best Explanation: Fundamentalism's Failures,Inference to the Best Explanation: Fundamentalism's Failures,,,,,,,,,80--96,80,,,,,,,,,,,,,,,,,,,english,false,,,khalifa;milson_j;risjord,,,1:explanation;2:abduction
88039,article,khalifa-gadomski:2013,,,2013,,Understanding as Explanatory Knowledge: The Case of Bjorken Scaling,Understanding as Explanatory Knowledge: The Case of Bjorken Scaling,,,,studies-in-history-and-philosophy-of-science,44,44,3,3,384--392,384,,,,,,,,,,,,,,,,,,,english,false,,,khalifa;gadomski_m,,,1:explanation
88040,incollection,khalifa-goldberg:2022,,,2022,,Socio-Functional Foundations in Science: The Case of Measurement,Socio-Functional Foundations in Science: The Case of Measurement,,,,,,,,,382--397,382,,,,,,,,,,,,,,,,,10.1111/phis.12218,,english,false,,,khalifa;goldberg_sc,,,1:science;2:sociology_of_science
88041,article,khalifa-lauer:2021,,,2021,,Do the Social Sciences Vindicate Race's Reality?,Do the Social Sciences Vindicate Race's Reality?,,,,philosophers-imprint,21,21,21,21,,,,,,,,,,,,,,,,,,http://hdl.handle.net/2027/spo.3521354.0021.021,,http://hdl.handle.net/2027/spo.3521354.0021.021,english,false,,,khalifa;lauer_ri,,,1:political_philosophy;2:discrimination;3:race
88042,article,khalifa-milson:2020,,,2020,,Explanatory Obligations,Explanatory Obligations,,,,episteme,17,17,3,3,384--401,384,,,,,,,,,,,,,,,,,,,english,false,,,khalifa;milson_j,,,1:explanation
88043,article,khalifa:2011,,,2011,,"Understanding, Knowledge, and Scientific Antirealism","Understanding, Knowledge, and Scientific Antirealism",,,,grazer-philosophische-studien,83,83,,,93--112,93,,,,,,,,,,,,,,,,,,,english,false,,,khalifa,,,1:metaphysics;2:realism
88044,article,khalifa:2013,,,2013,,Is Understanding Explanatory or Objectual?,Is Understanding Explanatory or Objectual?,,,,synthese,190,190,6,6,1153--1171,1153,,,,,,,,,,,,,,,,,,,english,false,,,khalifa,,,1:explanation;2:explanation_by_things
88045,article,khalifa:2013a,,,2013,,"Understanding, Grasping, and Luck","Understanding, Grasping, and Luck",,,,episteme,10,10,1,1,1--17,1,,,,,,,,,,,,,,,,,,,english,false,,,khalifa,,,1:explanation;2:understanding
88046,book,khalifa:2017,,,2017,,"Understanding, Explanation, and Scientific Knowledge","Understanding, Explanation, and Scientific Knowledge",,,,,,,,,,,,,Cambridge,,,cambridge-university-press,,,,,,,,,,,10.1017/9781108164276,,english,false,,,khalifa,,,1:explanation;2:understanding
88047,incollection,khalifa:2017a,,,2017,,Must Understanding be Coherent?,Must Understanding be Coherent?,,,,,,,,,139--164,139,,,,,,,,,,,,,,,,,,,english,false,,,khalifa,,,1:explanation;2:understanding
88048,incollection,khalilov:2007,,,2007,,Soul and Body in the Phenomenological Context,Soul and Body in the Phenomenological Context,,,,,,,,,189--200,189,,,,,,,,,,,,,,,,,,,english,false,,,khalilov,,,
88049,incollection,khalilov:2009,,,2009,,About the Correlation of Memory and Remembrance in the Structure of the Soul,About the Correlation of Memory and Remembrance in the Structure of the Soul,,,,,,,,,243--252,243,,,,,,,,,,,,,,,,,,,english,false,,,khalilov,,,
88050,incollection,khalilov:2011,,,2011,,Intentionality and Transcendentality,Intentionality and Transcendentality,,,,,,,,,97--102,97,,,,,,,,,,,,,,,,,,,english,false,,,khalilov,,,
88051,incollection,khalilov:2013,,,2013,,Reason and Sense as the Frames and Partitions of the Temple of Life,Reason and Sense as the Frames and Partitions of the Temple of Life,,,,,,,,,279--290,279,,,,,,,,,,,,,,,,,,,english,false,,,khalilov,,,
