id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
156693,incollection,smaby:1978,,,1978,,Ambiguous Coreference with Quantifiers,Ambiguous Coreference with Quantifiers,,,,,,,37--75,37,,,,,,,,,,,,,,,,,,,english,false,,,smaby,,,1:reference;2:anaphora
156694,incollection,smaby:1981,,,1981,,Ambiguity of Pronouns: A Simple Case,Ambiguity of Pronouns: A Simple Case,,,,,,,129--156,129,,,,,,,,,,,,,,,,,,,english,false,,,smaby,,,1:language;2:pronouns
156695,incollection,smaby:2002,,,2002,,A Distributional Semantics Applied to Computer User Interfaces,A Distributional Semantics Applied to Computer User Interfaces,,,,,,,259--292,259,,,,,,,,,,,,,,,,,,,english,false,,,smaby,,,1:linguistics
156696,article,smadja_f-mckeown:1991,,,1991,,Using Collocations for Language Generation,Using Collocations for Language Generation,,,,computational-intelligence,7,4,229--239,229,,,,,,,,,,,,,,,,,,,english,false,,,smadja_f;mckeown_k,,,1:pragmatics;2:context
156697,article,smadja_i:2008,,,2008,,"Math{\'e}matiques, r{\'e}alisme et modalit{\'e}s","Mathématiques, réalisme et modalités",,,,les-etudes-philosophiques,62,1,49--69,49,,,,,,,,,,,,,,,,,,,french,false,,,smadja_i,,,1:mathematics
156698,article,smadja_i:2012,,,2012,,Local Axioms in Disguise: Hilbert on Minkowski Diagrams,Local Axioms in Disguise: Hilbert on Minkowski Diagrams,,,,synthese,186,1,315--370,315,,,,,,,,,,,,,,,,,,,english,false,,,smadja_i,,,1:information;2:knowledge_representation;3:reasoning_with_diagrams
156699,incollection,smail_dl:2012,,,2012,,"Comment on Larry Arnhart, ``Biopolitical Science'' [on \citet{arnhart:2012}]","Comment on Larry Arnhart, “Biopolitical Science” [on Arnhart (2012)]",,,,,,,266--276,266,,,,,,,,,,,,,,,,,,,english,false,,,smail_dl,,,1:ethics;2:evolutionary_ethics
156700,incollection,smaldino:2019,,,2019,,The Evolution of the Social Self: Multidimensionality of Social Identity Solves the Coordination Problems of a Society,The Evolution of the Social Self: Multidimensionality of Social Identity Solves the Coordination Problems of a Society,,,,,,,445--469,445,,,,,,,,,,,,,,,,,,,english,false,,,smaldino,,,1:persons;2:self
156701,incollection,smale_s:1968,,,1968,,Differentiable Dynamical Systems,Differentiable Dynamical Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,english,false,,,smale_s,,,1:mathematics;2:algebra
156702,incollection,smale_s:1968a,,,1968,,How to Turn a Sphere Inside Out,How to Turn a Sphere Inside Out,,,,,,,,,,,,,,,,,,,,,,,,,,,english,false,,,smale_s,,,1:mathematics;2:algebra
156703,incollection,smaling:2007,,,2007,,The Meaning of Empathic Understanding in Human Inquiry,The Meaning of Empathic Understanding in Human Inquiry,,,,,,,309--342,309,,,,,,,,,,,,,,,,,,,english,false,,,smaling,,,
