id,entry_type,bibkey,options,shorthand,date_year,pubstate,title_latex,title_unicode,booktitle_latex,booktitle_unicode,crossref,journal_key,volume,number,pages,start_page,eid,series_key,address,institution_key,school_key,publisher_key,type_field,edition,note_latex,note_unicode,issuetitle_latex,issuetitle_unicode,extra_note_latex,extra_note_unicode,urn,eprint,doi,url,langid,is_translation,epoch,license,author_keys,editor_keys,guesteditor_keys,keyword_keys
49921,incollection,ewald_f:1988,,,1988,,The Law of Law,The Law of Law,,,,,,,36--50,36,,,,,,,,,,,,,,,,,,,english,false,,,ewald_f,,,1:law
49922,book,ewald_o:1920,,,1920,,Welche wirklichen Fortschritte hat die Metaphysik seit Hegels und Herbarts Zeiten in Deutschland gemacht?,Welche wirklichen Fortschritte hat die Metaphysik seit Hegels und Herbarts Zeiten in Deutschland gemacht?,,,,,,53,,,,kantstudien_erg_a_nzungshefte,Berlin,,,verlag-von-reuther-reichard,,,,,,,,,,,,,ngerman,false,,,ewald_o,,,1:metaphysics;2:metametaphysics
49923,article,ewald_wb:1986,,,1986,,Intuitionistic Tense and Modal Logic,Intuitionistic Tense and Modal Logic,,,,the-journal-of-symbolic-logic,51,,166--179,166,,,,,,,,,,,,,,,,,,,english,false,,,ewald_wb,,,1:logic;2:intuitionistic_logic
49924,book,ewald_wb:1996,,,1996,,From Kant to Hilbert: A Source Book in the Foundations of Mathematics,From Kant to Hilbert: A Source Book in the Foundations of Mathematics,From Kant to Hilbert: A Source Book in the Foundations of Mathematics,From Kant to Hilbert: A Source Book in the Foundations of Mathematics,,,,,,,,,Oxford,,,oxford-university-press,,,,,,,,,,,,,english,false,,,,ewald_wb,,1:mathematics
49925,book,ewald_wb:1996a,,,1996,,From Kant to Hilbert: A Source Book in the Foundations of Mathematics.~Volume II,From Kant to Hilbert: A Source Book in the Foundations of Mathematics. Volume II,From Kant to Hilbert: A Source Book in the Foundations of Mathematics.~Volume II,From Kant to Hilbert: A Source Book in the Foundations of Mathematics. Volume II,,,,,,,,,Oxford,,,oxford-university-press,,,,,,,,,,,10.1093/oso/9780198505365.001.0001,,english,false,,,,ewald_wb,,1:mathematics
49926,incollection,ewald_wb:2004,,,2004,,FOL 75?,FOL 75?,,,,,,,89--106,89,,,,,,,,,,,,,,,,,,,english,false,,,ewald_wb,,,1:logic;2:first_order_logic
49927,article,ewans_pw:2015,,,2015,,Retrocausality at No Extra Cost,Retrocausality at No Extra Cost,,,,synthese,192,4,1139--1155,1139,,,,,,,,,,,,,,,,,,,english,false,,,ewans_pw,,,1:causation
49928,article,ewara_e:2023,,,2023,,"For Estrangement: Queerness, Blackness, and Unintelligibility","For Estrangement: Queerness, Blackness, and Unintelligibility",,,,philosophy-compass,18,3,e12897,,e12897,,,,,,,,,,,,,,,,10.1111/phc3.12897,,english,false,,,ewara_e,,,
49929,incollection,ewart_p:2013,,,2013,,The Physical Sciences and Natural Theology,The Physical Sciences and Natural Theology,,,,,,,419--433,419,,,,,,,,,,,,,,,,,,,english,false,,,ewart_p,,,1:religion;2:theology;3:natural_theology
49930,book,ewegen_sm:2013,,,2013,,Plato's \emph{Cratylus}: The Comedy of Language,Plato's Cratylus: The Comedy of Language,,,,,,,,,,,"Bloomington, Indiana",,,indiana-university-press,,,,,,,,,,,,,english,false,,,ewegen_sm,,,1:language
